 -5.0000000E-01  2.1591691E-02
 -4.9994713E-01  1.2996906E-02
 -4.9978772E-01  1.5759197E-02
 -4.9952120E-01  2.0049685E-02
 -4.9914789E-01  2.1109208E-02
 -4.9866924E-01  2.3501386E-02
 -4.9808744E-01  2.4317575E-02
 -4.9740553E-01  2.5132329E-02
 -4.9662724E-01  2.5775486E-02
 -4.9580199E-01  2.5836775E-02
 -4.9497557E-01  2.6012239E-02
 -4.9414685E-01  2.5907720E-02
 -4.9331468E-01  2.5714106E-02
 -4.9247798E-01  2.5530183E-02
 -4.9163565E-01  2.5216365E-02
 -4.9078664E-01  2.4910863E-02
 -4.8992991E-01  2.4562113E-02
 -4.8906446E-01  2.4163845E-02
 -4.8818925E-01  2.3773415E-02
 -4.8730332E-01  2.3332960E-02
 -4.8640573E-01  2.2888783E-02
 -4.8549554E-01  2.2430791E-02
 -4.8457181E-01  2.1955098E-02
 -4.8363367E-01  2.1490195E-02
 -4.8268023E-01  2.0997089E-02
 -4.8171064E-01  2.0504147E-02
 -4.8072407E-01  2.0013553E-02
 -4.7971967E-01  1.9510636E-02
 -4.7869667E-01  1.9007761E-02
 -4.7765428E-01  1.8507782E-02
 -4.7659177E-01  1.8008930E-02
 -4.7550836E-01  1.7525589E-02
 -4.7440335E-01  1.7039964E-02
 -4.7327602E-01  1.6561524E-02
 -4.7212571E-01  1.6096136E-02
 -4.7095174E-01  1.5654013E-02
 -4.6975344E-01  1.5210726E-02
 -4.6853021E-01  1.4791817E-02
 -4.6728143E-01  1.4386019E-02
 -4.6600652E-01  1.3998318E-02
 -4.6470487E-01  1.3623697E-02
 -4.6337596E-01  1.3268884E-02
 -4.6201921E-01  1.2923736E-02
 -4.6063411E-01  1.2594539E-02
 -4.5922017E-01  1.2278498E-02
 -4.5777687E-01  1.1972922E-02
 -4.5630378E-01  1.1687085E-02
 -4.5480037E-01  1.1403981E-02
 -4.5326629E-01  1.1136118E-02
 -4.5170105E-01  1.0877931E-02
 -4.5010427E-01  1.0627338E-02
 -4.4847557E-01  1.0385305E-02
 -4.4681454E-01  1.0150293E-02
 -4.4512084E-01  9.9162355E-03
 -4.4339412E-01  9.6825481E-03
 -4.4163409E-01  9.4515303E-03
 -4.3984041E-01  9.2133930E-03
 -4.3801275E-01  8.9654048E-03
 -4.3615088E-01  8.7131746E-03
 -4.3425450E-01  8.4480084E-03
 -4.3232337E-01  8.1684681E-03
 -4.3035725E-01  7.8751474E-03
 -4.2835593E-01  7.5625641E-03
 -4.2631918E-01  7.2317650E-03
 -4.2424685E-01  6.8883878E-03
 -4.2213872E-01  6.5303948E-03
 -4.1999462E-01  6.1621164E-03
 -4.1781443E-01  5.7880951E-03
 -4.1559801E-01  5.4082165E-03
 -4.1334519E-01  5.0251888E-03
 -4.1105592E-01  4.6409054E-03
 -4.0873006E-01  4.2536730E-03
 -4.0636757E-01  3.8673004E-03
 -4.0396833E-01  3.4799746E-03
 -4.0153232E-01  3.0943732E-03
 -3.9905947E-01  2.7089594E-03
 -3.9654979E-01  2.3235952E-03
 -3.9400321E-01  1.9421913E-03
 -3.9141974E-01  1.5710842E-03
 -3.8879940E-01  1.2075285E-03
 -3.8614219E-01  8.5242780E-04
 -3.8344815E-01  5.1483505E-04
 -3.8071734E-01  1.8914221E-04
 -3.7794977E-01 -1.3648416E-04
 -3.7514552E-01 -4.5189761E-04
 -3.7230471E-01 -7.1787242E-04
 -3.6942735E-01 -9.2186560E-04
 -3.6651361E-01 -1.1042702E-03
 -3.6356357E-01 -1.2842902E-03
 -3.6057734E-01 -1.4707762E-03
 -3.5755509E-01 -1.7001924E-03
 -3.5449690E-01 -1.9375059E-03
 -3.5140300E-01 -1.9676922E-03
 -3.4827349E-01 -1.5508716E-03
 -3.4510854E-01 -1.0119505E-03
 -3.4190840E-01 -9.0011723E-04
 -3.3867320E-01 -5.9995803E-04
 -3.3540317E-01  4.4975868E-04
 -3.3209854E-01  7.8298473E-04
 -3.2875949E-01 -6.1155549E-04
 -3.2538629E-01 -2.1698655E-03
