x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	avg	
0.20301 	 -0.97227 	0.20301 	 -0.97509 	0.20301 	 -0.97529 	0.20301 	 -0.97442 	0.20301 	 -0.97545 	0.20301 	 -0.97496 	0.20301 	 -0.97721 	0.20301 	 -0.97692 	0.20301 	 -0.97520 	 
0.20794 	 -0.97504 	0.20794 	 -0.97695 	0.20794 	 -0.97707 	0.20794 	 -0.97645 	0.20794 	 -0.97653 	0.20794 	 -0.97646 	0.20794 	 -0.97946 	0.20794 	 -0.97871 	0.20794 	 -0.97708 	 
0.21283 	 -0.97652 	0.21283 	 -0.97823 	0.21283 	 -0.97811 	0.21283 	 -0.97995 	0.21283 	 -0.97792 	0.21283 	 -0.97811 	0.21283 	 -0.98117 	0.21283 	 -0.97976 	0.21283 	 -0.97872 	 
0.21770 	 -0.97823 	0.21770 	 -0.97956 	0.21770 	 -0.97951 	0.21770 	 -0.98333 	0.21770 	 -0.97886 	0.21770 	 -0.98008 	0.21770 	 -0.98174 	0.21770 	 -0.98091 	0.21770 	 -0.98028 	 
0.22254 	 -0.97987 	0.22254 	 -0.98143 	0.22254 	 -0.98194 	0.22254 	 -0.98495 	0.22254 	 -0.97943 	0.22254 	 -0.98160 	0.22254 	 -0.98156 	0.22254 	 -0.98245 	0.22254 	 -0.98165 	 
0.22735 	 -0.98029 	0.22735 	 -0.98268 	0.22735 	 -0.98390 	0.22735 	 -0.98542 	0.22735 	 -0.98113 	0.22735 	 -0.98144 	0.22735 	 -0.98135 	0.22735 	 -0.98349 	0.22735 	 -0.98246 	 
0.23213 	 -0.98032 	0.23213 	 -0.98266 	0.23213 	 -0.98505 	0.23213 	 -0.98605 	0.23213 	 -0.98357 	0.23213 	 -0.98037 	0.23213 	 -0.98156 	0.23213 	 -0.98288 	0.23213 	 -0.98281 	 
0.23687 	 -0.98129 	0.23687 	 -0.98270 	0.23687 	 -0.98630 	0.23687 	 -0.98674 	0.23687 	 -0.98466 	0.23687 	 -0.97962 	0.23687 	 -0.98189 	0.23687 	 -0.98141 	0.23687 	 -0.98308 	 
0.24158 	 -0.98237 	0.24158 	 -0.98234 	0.24158 	 -0.98740 	0.24158 	 -0.98658 	0.24158 	 -0.98459 	0.24158 	 -0.97935 	0.24158 	 -0.98159 	0.24158 	 -0.98159 	0.24158 	 -0.98323 	 
0.24626 	 -0.98260 	0.24626 	 -0.97978 	0.24626 	 -0.98720 	0.24626 	 -0.98585 	0.24626 	 -0.98489 	0.24626 	 -0.97933 	0.24626 	 -0.98066 	0.24626 	 -0.98243 	0.24626 	 -0.98284 	 
0.25091 	 -0.98176 	0.25091 	 -0.97644 	0.25091 	 -0.98563 	0.25091 	 -0.98494 	0.25091 	 -0.98515 	0.25091 	 -0.97843 	0.25091 	 -0.97945 	0.25091 	 -0.98141 	0.25091 	 -0.98165 	 
0.25552 	 -0.97911 	0.25552 	 -0.97479 	0.25552 	 -0.98371 	0.25552 	 -0.98362 	0.25552 	 -0.98396 	0.25552 	 -0.97597 	0.25552 	 -0.97771 	0.25552 	 -0.97943 	0.25552 	 -0.97979 	 
0.26010 	 -0.97481 	0.26010 	 -0.97402 	0.26010 	 -0.98153 	0.26010 	 -0.98221 	0.26010 	 -0.98195 	0.26010 	 -0.97303 	0.26010 	 -0.97526 	0.26010 	 -0.97755 	0.26010 	 -0.97754 	 
0.26464 	 -0.97076 	0.26464 	 -0.97242 	0.26464 	 -0.97879 	0.26464 	 -0.98069 	0.26464 	 -0.98067 	0.26464 	 -0.97032 	0.26464 	 -0.97224 	0.26464 	 -0.97495 	0.26464 	 -0.97511 	 
0.26914 	 -0.96770 	0.26914 	 -0.97048 	0.26914 	 -0.97630 	0.26914 	 -0.97913 	0.26914 	 -0.97922 	0.26914 	 -0.96731 	0.26914 	 -0.96913 	0.26914 	 -0.97140 	0.26914 	 -0.97258 	 
0.27361 	 -0.96487 	0.27361 	 -0.96898 	0.27361 	 -0.97445 	0.27361 	 -0.97781 	0.27361 	 -0.97638 	0.27361 	 -0.96298 	0.27361 	 -0.96631 	0.27361 	 -0.96707 	0.27361 	 -0.96986 	 
0.27804 	 -0.96261 	0.27804 	 -0.96749 	0.27804 	 -0.97255 	0.27804 	 -0.97615 	0.27804 	 -0.97268 	0.27804 	 -0.95743 	0.27804 	 -0.96360 	0.27804 	 -0.96242 	0.27804 	 -0.96687 	 
0.28243 	 -0.96091 	0.28243 	 -0.96565 	0.28243 	 -0.97030 	0.28243 	 -0.97394 	0.28243 	 -0.96829 	0.28243 	 -0.95267 	0.28243 	 -0.96059 	0.28243 	 -0.95811 	0.28243 	 -0.96381 	 
0.28679 	 -0.95858 	0.28679 	 -0.96341 	0.28679 	 -0.96806 	0.28679 	 -0.97140 	0.28679 	 -0.96360 	0.28679 	 -0.94866 	0.28679 	 -0.95708 	0.28679 	 -0.95389 	0.28679 	 -0.96058 	 
0.29110 	 -0.95545 	0.29110 	 -0.96030 	0.29110 	 -0.96620 	0.29110 	 -0.96850 	0.29110 	 -0.95976 	0.29110 	 -0.94452 	0.29110 	 -0.95390 	0.29110 	 -0.94947 	0.29110 	 -0.95726 	 
0.29538 	 -0.95160 	0.29538 	 -0.95632 	0.29538 	 -0.96403 	0.29538 	 -0.96578 	0.29538 	 -0.95639 	0.29538 	 -0.94139 	0.29538 	 -0.95076 	0.29538 	 -0.94451 	0.29538 	 -0.95385 	 
0.29962 	 -0.94704 	0.29962 	 -0.95258 	0.29962 	 -0.96036 	0.29962 	 -0.96320 	0.29962 	 -0.95239 	0.29962 	 -0.93787 	0.29962 	 -0.94606 	0.29962 	 -0.93960 	0.29962 	 -0.94989 	 
0.30381 	 -0.94230 	0.30381 	 -0.94966 	0.30381 	 -0.95581 	0.30381 	 -0.95947 	0.30381 	 -0.94797 	0.30381 	 -0.93253 	0.30381 	 -0.94039 	0.30381 	 -0.93647 	0.30381 	 -0.94558 	 
0.30797 	 -0.93732 	0.30797 	 -0.94731 	0.30797 	 -0.95125 	0.30797 	 -0.95438 	0.30797 	 -0.94354 	0.30797 	 -0.92739 	0.30797 	 -0.93532 	0.30797 	 -0.93363 	0.30797 	 -0.94127 	 
0.31208 	 -0.93193 	0.31208 	 -0.94562 	0.31208 	 -0.94568 	0.31208 	 -0.94933 	0.31208 	 -0.93888 	0.31208 	 -0.92291 	0.31208 	 -0.93076 	0.31208 	 -0.92843 	0.31208 	 -0.93669 	 
0.31615 	 -0.92721 	0.31615 	 -0.94352 	0.31615 	 -0.93950 	0.31615 	 -0.94509 	0.31615 	 -0.93393 	0.31615 	 -0.91773 	0.31615 	 -0.92515 	0.31615 	 -0.92161 	0.31615 	 -0.93172 	 
0.32018 	 -0.92287 	0.32018 	 -0.94003 	0.32018 	 -0.93384 	0.32018 	 -0.94105 	0.32018 	 -0.92871 	0.32018 	 -0.91358 	0.32018 	 -0.91769 	0.32018 	 -0.91536 	0.32018 	 -0.92664 	 
0.32417 	 -0.91734 	0.32417 	 -0.93719 	0.32417 	 -0.92874 	0.32417 	 -0.93667 	0.32417 	 -0.92316 	0.32417 	 -0.91103 	0.32417 	 -0.91018 	0.32417 	 -0.90942 	0.32417 	 -0.92172 	 
0.32811 	 -0.91112 	0.32811 	 -0.93605 	0.32811 	 -0.92533 	0.32811 	 -0.93187 	0.32811 	 -0.91719 	0.32811 	 -0.90709 	0.32811 	 -0.90429 	0.32811 	 -0.90304 	0.32811 	 -0.91700 	 
0.33201 	 -0.90475 	0.33201 	 -0.93428 	0.33201 	 -0.92299 	0.33201 	 -0.92649 	0.33201 	 -0.91126 	0.33201 	 -0.90118 	0.33201 	 -0.89872 	0.33201 	 -0.89735 	0.33201 	 -0.91213 	 
0.33587 	 -0.89743 	0.33587 	 -0.93003 	0.33587 	 -0.91899 	0.33587 	 -0.92131 	0.33587 	 -0.90615 	0.33587 	 -0.89505 	0.33587 	 -0.89275 	0.33587 	 -0.89215 	0.33587 	 -0.90673 	 
0.33968 	 -0.89067 	0.33968 	 -0.92461 	0.33968 	 -0.91369 	0.33968 	 -0.91754 	0.33968 	 -0.90152 	0.33968 	 -0.88904 	0.33968 	 -0.88765 	0.33968 	 -0.88523 	0.33968 	 -0.90125 	 
0.34345 	 -0.88547 	0.34345 	 -0.92018 	0.34345 	 -0.90911 	0.34345 	 -0.91404 	0.34345 	 -0.89711 	0.34345 	 -0.88258 	0.34345 	 -0.88401 	0.34345 	 -0.87716 	0.34345 	 -0.89621 	 
0.34717 	 -0.88023 	0.34717 	 -0.91604 	0.34717 	 -0.90583 	0.34717 	 -0.90895 	0.34717 	 -0.89211 	0.34717 	 -0.87581 	0.34717 	 -0.88160 	0.34717 	 -0.87079 	0.34717 	 -0.89142 	 
0.35085 	 -0.87480 	0.35085 	 -0.91099 	0.35085 	 -0.90280 	0.35085 	 -0.90266 	0.35085 	 -0.88475 	0.35085 	 -0.86894 	0.35085 	 -0.87976 	0.35085 	 -0.86531 	0.35085 	 -0.88625 	 
0.35448 	 -0.87010 	0.35448 	 -0.90656 	0.35448 	 -0.89933 	0.35448 	 -0.89731 	0.35448 	 -0.87764 	0.35448 	 -0.86207 	0.35448 	 -0.87648 	0.35448 	 -0.85879 	0.35448 	 -0.88104 	 
0.35806 	 -0.86635 	0.35806 	 -0.90316 	0.35806 	 -0.89590 	0.35806 	 -0.89400 	0.35806 	 -0.87541 	0.35806 	 -0.85618 	0.35806 	 -0.87187 	0.35806 	 -0.85335 	0.35806 	 -0.87703 	 
0.36160 	 -0.86399 	0.36160 	 -0.89982 	0.36160 	 -0.89289 	0.36160 	 -0.89107 	0.36160 	 -0.87664 	0.36160 	 -0.85211 	0.36160 	 -0.86900 	0.36160 	 -0.85014 	0.36160 	 -0.87446 	 
0.36509 	 -0.86266 	0.36509 	 -0.89748 	0.36509 	 -0.89029 	0.36509 	 -0.88719 	0.36509 	 -0.87792 	0.36509 	 -0.84964 	0.36509 	 -0.86679 	0.36509 	 -0.84695 	0.36509 	 -0.87237 	 
0.36854 	 -0.86161 	0.36854 	 -0.89574 	0.36854 	 -0.88757 	0.36854 	 -0.88357 	0.36854 	 -0.87823 	0.36854 	 -0.84792 	0.36854 	 -0.86335 	0.36854 	 -0.84333 	0.36854 	 -0.87017 	 
0.37193 	 -0.86132 	0.37193 	 -0.89318 	0.37193 	 -0.88502 	0.37193 	 -0.88173 	0.37193 	 -0.87795 	0.37193 	 -0.84627 	0.37193 	 -0.86104 	0.37193 	 -0.84105 	0.37193 	 -0.86844 	 
0.37528 	 -0.86173 	0.37528 	 -0.89081 	0.37528 	 -0.88390 	0.37528 	 -0.88125 	0.37528 	 -0.87684 	0.37528 	 -0.84480 	0.37528 	 -0.86040 	0.37528 	 -0.84063 	0.37528 	 -0.86755 	 
0.37858 	 -0.86188 	0.37858 	 -0.88862 	0.37858 	 -0.88418 	0.37858 	 -0.88102 	0.37858 	 -0.87466 	0.37858 	 -0.84339 	0.37858 	 -0.85983 	0.37858 	 -0.84068 	0.37858 	 -0.86678 	 
0.38184 	 -0.86220 	0.38184 	 -0.88538 	0.38184 	 -0.88499 	0.38184 	 -0.88170 	0.38184 	 -0.87354 	0.38184 	 -0.84145 	0.38184 	 -0.85929 	0.38184 	 -0.84086 	0.38184 	 -0.86618 	 
0.38504 	 -0.86379 	0.38504 	 -0.88228 	0.38504 	 -0.88506 	0.38504 	 -0.88424 	0.38504 	 -0.87388 	0.38504 	 -0.84018 	0.38504 	 -0.85810 	0.38504 	 -0.84257 	0.38504 	 -0.86626 	 
0.38820 	 -0.86585 	0.38820 	 -0.88030 	0.38820 	 -0.88370 	0.38820 	 -0.88807 	0.38820 	 -0.87409 	0.38820 	 -0.84123 	0.38820 	 -0.85620 	0.38820 	 -0.84568 	0.38820 	 -0.86689 	 
0.39131 	 -0.86729 	0.39131 	 -0.87787 	0.39131 	 -0.88296 	0.39131 	 -0.89174 	0.39131 	 -0.87573 	0.39131 	 -0.84321 	0.39131 	 -0.85471 	0.39131 	 -0.84875 	0.39131 	 -0.86778 	 
0.39437 	 -0.86873 	0.39437 	 -0.87543 	0.39437 	 -0.88402 	0.39437 	 -0.89433 	0.39437 	 -0.87941 	0.39437 	 -0.84426 	0.39437 	 -0.85258 	0.39437 	 -0.85132 	0.39437 	 -0.86876 	 
0.39738 	 -0.87098 	0.39738 	 -0.87571 	0.39738 	 -0.88548 	0.39738 	 -0.89676 	0.39738 	 -0.88147 	0.39738 	 -0.84544 	0.39738 	 -0.84923 	0.39738 	 -0.85321 	0.39738 	 -0.86978 	 
0.40034 	 -0.87387 	0.40034 	 -0.87793 	0.40034 	 -0.88679 	0.40034 	 -0.90024 	0.40034 	 -0.88142 	0.40034 	 -0.84776 	0.40034 	 -0.84677 	0.40034 	 -0.85488 	0.40034 	 -0.87121 	 
0.40325 	 -0.87642 	0.40325 	 -0.88053 	0.40325 	 -0.88844 	0.40325 	 -0.90366 	0.40325 	 -0.88319 	0.40325 	 -0.85093 	0.40325 	 -0.84830 	0.40325 	 -0.85738 	0.40325 	 -0.87361 	 
0.40612 	 -0.87886 	0.40612 	 -0.88471 	0.40612 	 -0.89153 	0.40612 	 -0.90593 	0.40612 	 -0.88731 	0.40612 	 -0.85535 	0.40612 	 -0.85252 	0.40612 	 -0.86156 	0.40612 	 -0.87722 	 
0.40893 	 -0.88262 	0.40893 	 -0.88902 	0.40893 	 -0.89568 	0.40893 	 -0.90878 	0.40893 	 -0.89111 	0.40893 	 -0.86068 	0.40893 	 -0.85452 	0.40893 	 -0.86690 	0.40893 	 -0.88117 	 
0.41170 	 -0.88869 	0.41170 	 -0.89088 	0.41170 	 -0.89971 	0.41170 	 -0.91322 	0.41170 	 -0.89490 	0.41170 	 -0.86606 	0.41170 	 -0.85450 	0.41170 	 -0.87180 	0.41170 	 -0.88497 	 
0.41441 	 -0.89643 	0.41441 	 -0.89218 	0.41441 	 -0.90507 	0.41441 	 -0.91772 	0.41441 	 -0.89930 	0.41441 	 -0.87212 	0.41441 	 -0.85534 	0.41441 	 -0.87572 	0.41441 	 -0.88923 	 
0.41708 	 -0.90310 	0.41708 	 -0.89567 	0.41708 	 -0.91097 	0.41708 	 -0.92144 	0.41708 	 -0.90355 	0.41708 	 -0.87865 	0.41708 	 -0.85855 	0.41708 	 -0.87981 	0.41708 	 -0.89397 	 
0.41970 	 -0.90775 	0.41970 	 -0.90134 	0.41970 	 -0.91426 	0.41970 	 -0.92518 	0.41970 	 -0.90876 	0.41970 	 -0.88365 	0.41970 	 -0.86578 	0.41970 	 -0.88430 	0.41970 	 -0.89888 	 
0.42226 	 -0.91228 	0.42226 	 -0.90821 	0.42226 	 -0.91582 	0.42226 	 -0.92937 	0.42226 	 -0.91502 	0.42226 	 -0.88618 	0.42226 	 -0.87404 	0.42226 	 -0.88886 	0.42226 	 -0.90372 	 
0.42478 	 -0.91723 	0.42478 	 -0.91520 	0.42478 	 -0.91874 	0.42478 	 -0.93355 	0.42478 	 -0.92005 	0.42478 	 -0.88841 	0.42478 	 -0.87947 	0.42478 	 -0.89412 	0.42478 	 -0.90835 	 
0.42725 	 -0.92223 	0.42725 	 -0.92149 	0.42725 	 -0.92428 	0.42725 	 -0.93744 	0.42725 	 -0.92436 	0.42725 	 -0.89335 	0.42725 	 -0.88330 	0.42725 	 -0.89956 	0.42725 	 -0.91325 	 
0.42967 	 -0.92825 	0.42967 	 -0.92781 	0.42967 	 -0.93147 	0.42967 	 -0.94185 	0.42967 	 -0.93049 	0.42967 	 -0.90133 	0.42967 	 -0.88847 	0.42967 	 -0.90424 	0.42967 	 -0.91924 	 
0.43204 	 -0.93538 	0.43204 	 -0.93479 	0.43204 	 -0.93849 	0.43204 	 -0.94740 	0.43204 	 -0.93621 	0.43204 	 -0.91043 	0.43204 	 -0.89488 	0.43204 	 -0.90858 	0.43204 	 -0.92577 	 
0.43436 	 -0.94137 	0.43436 	 -0.94097 	0.43436 	 -0.94446 	0.43436 	 -0.95256 	0.43436 	 -0.93912 	0.43436 	 -0.91856 	0.43436 	 -0.90112 	0.43436 	 -0.91289 	0.43436 	 -0.93138 	 
0.43663 	 -0.94546 	0.43663 	 -0.94644 	0.43663 	 -0.95023 	0.43663 	 -0.95700 	0.43663 	 -0.94323 	0.43663 	 -0.92505 	0.43663 	 -0.90684 	0.43663 	 -0.91752 	0.43663 	 -0.93647 	 
0.43885 	 -0.94897 	0.43885 	 -0.95292 	0.43885 	 -0.95654 	0.43885 	 -0.96220 	0.43885 	 -0.94883 	0.43885 	 -0.93078 	0.43885 	 -0.91150 	0.43885 	 -0.92263 	0.43885 	 -0.94179 	 
0.44103 	 -0.95239 	0.44103 	 -0.95917 	0.44103 	 -0.96220 	0.44103 	 -0.96785 	0.44103 	 -0.95305 	0.44103 	 -0.93615 	0.44103 	 -0.91603 	0.44103 	 -0.92761 	0.44103 	 -0.94680 	 
0.44315 	 -0.95601 	0.44315 	 -0.96387 	0.44315 	 -0.96680 	0.44315 	 -0.97328 	0.44315 	 -0.95698 	0.44315 	 -0.94086 	0.44315 	 -0.92212 	0.44315 	 -0.93207 	0.44315 	 -0.95150 	 
0.44523 	 -0.95912 	0.44523 	 -0.96831 	0.44523 	 -0.97146 	0.44523 	 -0.97865 	0.44523 	 -0.96119 	0.44523 	 -0.94588 	0.44523 	 -0.92841 	0.44523 	 -0.93537 	0.44523 	 -0.95605 	 
0.44726 	 -0.96004 	0.44726 	 -0.97267 	0.44726 	 -0.97589 	0.44726 	 -0.98381 	0.44726 	 -0.96611 	0.44726 	 -0.95145 	0.44726 	 -0.93379 	0.44726 	 -0.93714 	0.44726 	 -0.96011 	 
0.44924 	 -0.96126 	0.44924 	 -0.97637 	0.44924 	 -0.97938 	0.44924 	 -0.98846 	0.44924 	 -0.97248 	0.44924 	 -0.95635 	0.44924 	 -0.93879 	0.44924 	 -0.93856 	0.44924 	 -0.96396 	 
0.45117 	 -0.96475 	0.45117 	 -0.98063 	0.45117 	 -0.98231 	0.45117 	 -0.99250 	0.45117 	 -0.97866 	0.45117 	 -0.96085 	0.45117 	 -0.94303 	0.45117 	 -0.94085 	0.45117 	 -0.96795 	 
0.45306 	 -0.96865 	0.45306 	 -0.98523 	0.45306 	 -0.98484 	0.45306 	 -0.99613 	0.45306 	 -0.98295 	0.45306 	 -0.96533 	0.45306 	 -0.94616 	0.45306 	 -0.94427 	0.45306 	 -0.97170 	 
0.45490 	 -0.97271 	0.45490 	 -0.98842 	0.45490 	 -0.98708 	0.45490 	 -0.99958 	0.45490 	 -0.98592 	0.45490 	 -0.96895 	0.45490 	 -0.94879 	0.45490 	 -0.94825 	0.45490 	 -0.97496 	 
0.45669 	 -0.97702 	0.45669 	 -0.99082 	0.45669 	 -0.98924 	0.45669 	 -1.00279 	0.45669 	 -0.98898 	0.45669 	 -0.97184 	0.45669 	 -0.95119 	0.45669 	 -0.95168 	0.45669 	 -0.97795 	 
0.45844 	 -0.98087 	0.45844 	 -0.99325 	0.45844 	 -0.99076 	0.45844 	 -1.00574 	0.45844 	 -0.99252 	0.45844 	 -0.97467 	0.45844 	 -0.95335 	0.45844 	 -0.95399 	0.45844 	 -0.98064 	 
0.46014 	 -0.98382 	0.46014 	 -0.99496 	0.46014 	 -0.99127 	0.46014 	 -1.00830 	0.46014 	 -0.99600 	0.46014 	 -0.97757 	0.46014 	 -0.95620 	0.46014 	 -0.95559 	0.46014 	 -0.98296 	 
0.46179 	 -0.98551 	0.46179 	 -0.99615 	0.46179 	 -0.99180 	0.46179 	 -1.01027 	0.46179 	 -0.99921 	0.46179 	 -0.98014 	0.46179 	 -0.96011 	0.46179 	 -0.95722 	0.46179 	 -0.98505 	 
0.46340 	 -0.98597 	0.46340 	 -0.99753 	0.46340 	 -0.99320 	0.46340 	 -1.01172 	0.46340 	 -1.00218 	0.46340 	 -0.98183 	0.46340 	 -0.96356 	0.46340 	 -0.95890 	0.46340 	 -0.98686 	 
0.46496 	 -0.98584 	0.46496 	 -0.99871 	0.46496 	 -0.99471 	0.46496 	 -1.01259 	0.46496 	 -1.00452 	0.46496 	 -0.98271 	0.46496 	 -0.96569 	0.46496 	 -0.96039 	0.46496 	 -0.98814 	 
0.46648 	 -0.98566 	0.46648 	 -0.99926 	0.46648 	 -0.99560 	0.46648 	 -1.01290 	0.46648 	 -1.00576 	0.46648 	 -0.98336 	0.46648 	 -0.96701 	0.46648 	 -0.96198 	0.46648 	 -0.98894 	 
0.46796 	 -0.98572 	0.46796 	 -0.99949 	0.46796 	 -0.99602 	0.46796 	 -1.01290 	0.46796 	 -1.00654 	0.46796 	 -0.98367 	0.46796 	 -0.96780 	0.46796 	 -0.96301 	0.46796 	 -0.98939 	 
0.46939 	 -0.98609 	0.46939 	 -0.99967 	0.46939 	 -0.99628 	0.46939 	 -1.01268 	0.46939 	 -1.00753 	0.46939 	 -0.98349 	0.46939 	 -0.96801 	0.46939 	 -0.96290 	0.46939 	 -0.98958 	 
0.47078 	 -0.98639 	0.47078 	 -0.99960 	0.47078 	 -0.99658 	0.47078 	 -1.01233 	0.47078 	 -1.00826 	0.47078 	 -0.98279 	0.47078 	 -0.96782 	0.47078 	 -0.96249 	0.47078 	 -0.98953 	 
0.47213 	 -0.98608 	0.47213 	 -0.99929 	0.47213 	 -0.99714 	0.47213 	 -1.01199 	0.47213 	 -1.00839 	0.47213 	 -0.98151 	0.47213 	 -0.96733 	0.47213 	 -0.96220 	0.47213 	 -0.98924 	 
0.47343 	 -0.98507 	0.47343 	 -0.99906 	0.47343 	 -0.99765 	0.47343 	 -1.01162 	0.47343 	 -1.00797 	0.47343 	 -0.97989 	0.47343 	 -0.96658 	0.47343 	 -0.96188 	0.47343 	 -0.98872 	 
0.47469 	 -0.98372 	0.47469 	 -0.99900 	0.47469 	 -0.99738 	0.47469 	 -1.01101 	0.47469 	 -1.00720 	0.47469 	 -0.97814 	0.47469 	 -0.96557 	0.47469 	 -0.96168 	0.47469 	 -0.98796 	 
0.47591 	 -0.98255 	0.47591 	 -0.99884 	0.47591 	 -0.99650 	0.47591 	 -1.01014 	0.47591 	 -1.00654 	0.47591 	 -0.97642 	0.47591 	 -0.96431 	0.47591 	 -0.96154 	0.47591 	 -0.98711 	 
0.47710 	 -0.98181 	0.47710 	 -0.99835 	0.47710 	 -0.99549 	0.47710 	 -1.00911 	0.47710 	 -1.00612 	0.47710 	 -0.97460 	0.47710 	 -0.96277 	0.47710 	 -0.96124 	0.47710 	 -0.98619 	 
0.47824 	 -0.98129 	0.47824 	 -0.99762 	0.47824 	 -0.99422 	0.47824 	 -1.00809 	0.47824 	 -1.00562 	0.47824 	 -0.97248 	0.47824 	 -0.96107 	0.47824 	 -0.96072 	0.47824 	 -0.98514 	 
0.47935 	 -0.98079 	0.47935 	 -0.99677 	0.47935 	 -0.99274 	0.47935 	 -1.00719 	0.47935 	 -1.00497 	0.47935 	 -0.96998 	0.47935 	 -0.95944 	0.47935 	 -0.96010 	0.47935 	 -0.98400 	 
0.48041 	 -0.98028 	0.48041 	 -0.99566 	0.48041 	 -0.99140 	0.48041 	 -1.00614 	0.48041 	 -1.00441 	0.48041 	 -0.96743 	0.48041 	 -0.95794 	0.48041 	 -0.95935 	0.48041 	 -0.98283 	 
0.48144 	 -0.97957 	0.48144 	 -0.99426 	0.48144 	 -0.99021 	0.48144 	 -1.00462 	0.48144 	 -1.00397 	0.48144 	 -0.96506 	0.48144 	 -0.95656 	0.48144 	 -0.95831 	0.48144 	 -0.98157 	 
0.48243 	 -0.97865 	0.48243 	 -0.99253 	0.48243 	 -0.98904 	0.48243 	 -1.00270 	0.48243 	 -1.00334 	0.48243 	 -0.96276 	0.48243 	 -0.95522 	0.48243 	 -0.95697 	0.48243 	 -0.98015 	 
0.48339 	 -0.97771 	0.48339 	 -0.99054 	0.48339 	 -0.98776 	0.48339 	 -1.00082 	0.48339 	 -1.00234 	0.48339 	 -0.96053 	0.48339 	 -0.95359 	0.48339 	 -0.95555 	0.48339 	 -0.97860 	 
0.48431 	 -0.97670 	0.48431 	 -0.98863 	0.48431 	 -0.98627 	0.48431 	 -0.99916 	0.48431 	 -1.00088 	0.48431 	 -0.95857 	0.48431 	 -0.95154 	0.48431 	 -0.95407 	0.48431 	 -0.97698 	 
0.48520 	 -0.97553 	0.48520 	 -0.98695 	0.48520 	 -0.98461 	0.48520 	 -0.99755 	0.48520 	 -0.99900 	0.48520 	 -0.95677 	0.48520 	 -0.94924 	0.48520 	 -0.95252 	0.48520 	 -0.97527 	 
0.48605 	 -0.97431 	0.48605 	 -0.98537 	0.48605 	 -0.98297 	0.48605 	 -0.99581 	0.48605 	 -0.99687 	0.48605 	 -0.95501 	0.48605 	 -0.94690 	0.48605 	 -0.95108 	0.48605 	 -0.97354 	 
0.48688 	 -0.97318 	0.48688 	 -0.98384 	0.48688 	 -0.98138 	0.48688 	 -0.99389 	0.48688 	 -0.99450 	0.48688 	 -0.95327 	0.48688 	 -0.94458 	0.48688 	 -0.94976 	0.48688 	 -0.97180 	 
0.48767 	 -0.97208 	0.48767 	 -0.98242 	0.48767 	 -0.97982 	0.48767 	 -0.99187 	0.48767 	 -0.99196 	0.48767 	 -0.95157 	0.48767 	 -0.94227 	0.48767 	 -0.94841 	0.48767 	 -0.97005 	 
0.48843 	 -0.97087 	0.48843 	 -0.98093 	0.48843 	 -0.97830 	0.48843 	 -0.98992 	0.48843 	 -0.98937 	0.48843 	 -0.94988 	0.48843 	 -0.94005 	0.48843 	 -0.94692 	0.48843 	 -0.96828 	 
0.48916 	 -0.96949 	0.48916 	 -0.97910 	0.48916 	 -0.97692 	0.48916 	 -0.98824 	0.48916 	 -0.98693 	0.48916 	 -0.94810 	0.48916 	 -0.93805 	0.48916 	 -0.94518 	0.48916 	 -0.96650 	 
0.48986 	 -0.96791 	0.48986 	 -0.97710 	0.48986 	 -0.97571 	0.48986 	 -0.98671 	0.48986 	 -0.98471 	0.48986 	 -0.94629 	0.48986 	 -0.93631 	0.48986 	 -0.94332 	0.48986 	 -0.96476 	 
0.49053 	 -0.96621 	0.49053 	 -0.97507 	0.49053 	 -0.97453 	0.49053 	 -0.98503 	0.49053 	 -0.98257 	0.49053 	 -0.94442 	0.49053 	 -0.93473 	0.49053 	 -0.94162 	0.49053 	 -0.96302 	 
0.49118 	 -0.96476 	0.49118 	 -0.97310 	0.49118 	 -0.97335 	0.49118 	 -0.98329 	0.49118 	 -0.98056 	0.49118 	 -0.94244 	0.49118 	 -0.93331 	0.49118 	 -0.94022 	0.49118 	 -0.96138 	 
0.49180 	 -0.96349 	0.49180 	 -0.97120 	0.49180 	 -0.97207 	0.49180 	 -0.98146 	0.49180 	 -0.97863 	0.49180 	 -0.94034 	0.49180 	 -0.93188 	0.49180 	 -0.93882 	0.49180 	 -0.95974 	 
0.49240 	 -0.96222 	0.49240 	 -0.96945 	0.49240 	 -0.97066 	0.49240 	 -0.97953 	0.49240 	 -0.97669 	0.49240 	 -0.93826 	0.49240 	 -0.93032 	0.49240 	 -0.93727 	0.49240 	 -0.95805 	 
0.49297 	 -0.96118 	0.49297 	 -0.96806 	0.49297 	 -0.96943 	0.49297 	 -0.97778 	0.49297 	 -0.97495 	0.49297 	 -0.93644 	0.49297 	 -0.92884 	0.49297 	 -0.93578 	0.49297 	 -0.95656 	 
0.49352 	 -0.95988 	0.49352 	 -0.96657 	0.49352 	 -0.96811 	0.49352 	 -0.97596 	0.49352 	 -0.97300 	0.49352 	 -0.93445 	0.49352 	 -0.92725 	0.49352 	 -0.93401 	0.49352 	 -0.95490 	 
