x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	avg	
-0.32105 	 -0.85737 	-0.32105 	 -0.85729 	-0.32105 	 -0.85758 	-0.32105 	 -0.85792 	-0.32105 	 -0.85884 	-0.32105 	 -0.85830 	-0.32105 	 -0.85843 	-0.32105 	 -0.85828 	-0.32105 	 -0.85800 	 
-0.31719 	 -0.85846 	-0.31719 	 -0.85827 	-0.31719 	 -0.85851 	-0.31719 	 -0.85891 	-0.31719 	 -0.85959 	-0.31719 	 -0.85891 	-0.31719 	 -0.85892 	-0.31719 	 -0.85894 	-0.31719 	 -0.85881 	 
-0.31328 	 -0.85951 	-0.31328 	 -0.85922 	-0.31328 	 -0.85953 	-0.31328 	 -0.86005 	-0.31328 	 -0.86026 	-0.31328 	 -0.85957 	-0.31328 	 -0.85951 	-0.31328 	 -0.85973 	-0.31328 	 -0.85967 	 
-0.30933 	 -0.86056 	-0.30933 	 -0.86024 	-0.30933 	 -0.86068 	-0.30933 	 -0.86123 	-0.30933 	 -0.86084 	-0.30933 	 -0.86033 	-0.30933 	 -0.86043 	-0.30933 	 -0.86074 	-0.30933 	 -0.86063 	 
-0.30534 	 -0.86169 	-0.30534 	 -0.86139 	-0.30534 	 -0.86199 	-0.30534 	 -0.86233 	-0.30534 	 -0.86147 	-0.30534 	 -0.86125 	-0.30534 	 -0.86161 	-0.30534 	 -0.86189 	-0.30534 	 -0.86170 	 
-0.30130 	 -0.86297 	-0.30130 	 -0.86270 	-0.30130 	 -0.86345 	-0.30130 	 -0.86339 	-0.30130 	 -0.86230 	-0.30130 	 -0.86235 	-0.30130 	 -0.86279 	-0.30130 	 -0.86305 	-0.30130 	 -0.86288 	 
-0.29723 	 -0.86437 	-0.29723 	 -0.86409 	-0.29723 	 -0.86497 	-0.29723 	 -0.86453 	-0.29723 	 -0.86334 	-0.29723 	 -0.86356 	-0.29723 	 -0.86393 	-0.29723 	 -0.86458 	-0.29723 	 -0.86417 	 
-0.29311 	 -0.86589 	-0.29311 	 -0.86547 	-0.29311 	 -0.86643 	-0.29311 	 -0.86582 	-0.29311 	 -0.86449 	-0.29311 	 -0.86481 	-0.29311 	 -0.86511 	-0.29311 	 -0.86651 	-0.29311 	 -0.86557 	 
-0.28896 	 -0.86758 	-0.28896 	 -0.86691 	-0.28896 	 -0.86775 	-0.28896 	 -0.86720 	-0.28896 	 -0.86563 	-0.28896 	 -0.86600 	-0.28896 	 -0.86632 	-0.28896 	 -0.86796 	-0.28896 	 -0.86692 	 
-0.28476 	 -0.86928 	-0.28476 	 -0.86845 	-0.28476 	 -0.86885 	-0.28476 	 -0.86852 	-0.28476 	 -0.86668 	-0.28476 	 -0.86707 	-0.28476 	 -0.86749 	-0.28476 	 -0.86881 	-0.28476 	 -0.86814 	 
-0.28053 	 -0.87067 	-0.28053 	 -0.86993 	-0.28053 	 -0.86968 	-0.28053 	 -0.86957 	-0.28053 	 -0.86779 	-0.28053 	 -0.86801 	-0.28053 	 -0.86852 	-0.28053 	 -0.86960 	-0.28053 	 -0.86922 	 
-0.27625 	 -0.87159 	-0.27625 	 -0.87117 	-0.27625 	 -0.87035 	-0.27625 	 -0.87028 	-0.27625 	 -0.86896 	-0.27625 	 -0.86885 	-0.27625 	 -0.86947 	-0.27625 	 -0.87030 	-0.27625 	 -0.87012 	 
-0.27194 	 -0.87215 	-0.27194 	 -0.87208 	-0.27194 	 -0.87095 	-0.27194 	 -0.87080 	-0.27194 	 -0.86982 	-0.27194 	 -0.86958 	-0.27194 	 -0.87043 	-0.27194 	 -0.87088 	-0.27194 	 -0.87084 	 
-0.26759 	 -0.87262 	-0.26759 	 -0.87272 	-0.26759 	 -0.87148 	-0.26759 	 -0.87126 	-0.26759 	 -0.87030 	-0.26759 	 -0.87025 	-0.26759 	 -0.87125 	-0.26759 	 -0.87144 	-0.26759 	 -0.87142 	 
-0.26320 	 -0.87319 	-0.26320 	 -0.87330 	-0.26320 	 -0.87200 	-0.26320 	 -0.87165 	-0.26320 	 -0.87075 	-0.26320 	 -0.87087 	-0.26320 	 -0.87176 	-0.26320 	 -0.87189 	-0.26320 	 -0.87193 	 
-0.25877 	 -0.87388 	-0.25877 	 -0.87384 	-0.25877 	 -0.87264 	-0.25877 	 -0.87201 	-0.25877 	 -0.87135 	-0.25877 	 -0.87152 	-0.25877 	 -0.87223 	-0.25877 	 -0.87228 	-0.25877 	 -0.87247 	 
-0.25431 	 -0.87458 	-0.25431 	 -0.87421 	-0.25431 	 -0.87333 	-0.25431 	 -0.87241 	-0.25431 	 -0.87196 	-0.25431 	 -0.87231 	-0.25431 	 -0.87292 	-0.25431 	 -0.87277 	-0.25431 	 -0.87306 	 
-0.24981 	 -0.87511 	-0.24981 	 -0.87441 	-0.24981 	 -0.87387 	-0.24981 	 -0.87284 	-0.24981 	 -0.87244 	-0.24981 	 -0.87318 	-0.24981 	 -0.87384 	-0.24981 	 -0.87346 	-0.24981 	 -0.87364 	 
-0.24528 	 -0.87546 	-0.24528 	 -0.87463 	-0.24528 	 -0.87429 	-0.24528 	 -0.87326 	-0.24528 	 -0.87295 	-0.24528 	 -0.87399 	-0.24528 	 -0.87478 	-0.24528 	 -0.87439 	-0.24528 	 -0.87422 	 
-0.24071 	 -0.87582 	-0.24071 	 -0.87491 	-0.24071 	 -0.87477 	-0.24071 	 -0.87368 	-0.24071 	 -0.87364 	-0.24071 	 -0.87473 	-0.24071 	 -0.87557 	-0.24071 	 -0.87522 	-0.24071 	 -0.87479 	 
-0.23610 	 -0.87649 	-0.23610 	 -0.87508 	-0.23610 	 -0.87525 	-0.23610 	 -0.87410 	-0.23610 	 -0.87436 	-0.23610 	 -0.87538 	-0.23610 	 -0.87619 	-0.23610 	 -0.87564 	-0.23610 	 -0.87531 	 
-0.23147 	 -0.87736 	-0.23147 	 -0.87518 	-0.23147 	 -0.87561 	-0.23147 	 -0.87453 	-0.23147 	 -0.87494 	-0.23147 	 -0.87585 	-0.23147 	 -0.87671 	-0.23147 	 -0.87580 	-0.23147 	 -0.87575 	 
-0.22680 	 -0.87798 	-0.22680 	 -0.87546 	-0.22680 	 -0.87580 	-0.22680 	 -0.87485 	-0.22680 	 -0.87532 	-0.22680 	 -0.87609 	-0.22680 	 -0.87710 	-0.22680 	 -0.87605 	-0.22680 	 -0.87608 	 
-0.22209 	 -0.87814 	-0.22209 	 -0.87576 	-0.22209 	 -0.87589 	-0.22209 	 -0.87494 	-0.22209 	 -0.87552 	-0.22209 	 -0.87610 	-0.22209 	 -0.87730 	-0.22209 	 -0.87642 	-0.22209 	 -0.87626 	 
-0.21736 	 -0.87788 	-0.21736 	 -0.87570 	-0.21736 	 -0.87594 	-0.21736 	 -0.87474 	-0.21736 	 -0.87553 	-0.21736 	 -0.87597 	-0.21736 	 -0.87730 	-0.21736 	 -0.87670 	-0.21736 	 -0.87622 	 
-0.21259 	 -0.87734 	-0.21259 	 -0.87533 	-0.21259 	 -0.87589 	-0.21259 	 -0.87433 	-0.21259 	 -0.87533 	-0.21259 	 -0.87572 	-0.21259 	 -0.87716 	-0.21259 	 -0.87671 	-0.21259 	 -0.87598 	 
-0.20779 	 -0.87670 	-0.20779 	 -0.87478 	-0.20779 	 -0.87564 	-0.20779 	 -0.87381 	-0.20779 	 -0.87489 	-0.20779 	 -0.87528 	-0.20779 	 -0.87681 	-0.20779 	 -0.87649 	-0.20779 	 -0.87555 	 
-0.20296 	 -0.87599 	-0.20296 	 -0.87405 	-0.20296 	 -0.87509 	-0.20296 	 -0.87325 	-0.20296 	 -0.87424 	-0.20296 	 -0.87465 	-0.20296 	 -0.87618 	-0.20296 	 -0.87603 	-0.20296 	 -0.87494 	 
-0.19810 	 -0.87514 	-0.19810 	 -0.87316 	-0.19810 	 -0.87420 	-0.19810 	 -0.87261 	-0.19810 	 -0.87342 	-0.19810 	 -0.87387 	-0.19810 	 -0.87521 	-0.19810 	 -0.87529 	-0.19810 	 -0.87411 	 
-0.19321 	 -0.87414 	-0.19321 	 -0.87224 	-0.19321 	 -0.87310 	-0.19321 	 -0.87184 	-0.19321 	 -0.87246 	-0.19321 	 -0.87289 	-0.19321 	 -0.87396 	-0.19321 	 -0.87436 	-0.19321 	 -0.87312 	 
-0.18830 	 -0.87305 	-0.18830 	 -0.87145 	-0.18830 	 -0.87196 	-0.18830 	 -0.87088 	-0.18830 	 -0.87137 	-0.18830 	 -0.87166 	-0.18830 	 -0.87258 	-0.18830 	 -0.87329 	-0.18830 	 -0.87203 	 
-0.18335 	 -0.87192 	-0.18335 	 -0.87066 	-0.18335 	 -0.87087 	-0.18335 	 -0.86968 	-0.18335 	 -0.87016 	-0.18335 	 -0.87026 	-0.18335 	 -0.87111 	-0.18335 	 -0.87200 	-0.18335 	 -0.87083 	 
-0.17838 	 -0.87068 	-0.17838 	 -0.86967 	-0.17838 	 -0.86974 	-0.17838 	 -0.86829 	-0.17838 	 -0.86878 	-0.17838 	 -0.86879 	-0.17838 	 -0.86955 	-0.17838 	 -0.87051 	-0.17838 	 -0.86950 	 
-0.17339 	 -0.86932 	-0.17339 	 -0.86848 	-0.17339 	 -0.86844 	-0.17339 	 -0.86684 	-0.17339 	 -0.86731 	-0.17339 	 -0.86732 	-0.17339 	 -0.86792 	-0.17339 	 -0.86899 	-0.17339 	 -0.86808 	 
-0.16836 	 -0.86788 	-0.16836 	 -0.86721 	-0.16836 	 -0.86699 	-0.16836 	 -0.86540 	-0.16836 	 -0.86586 	-0.16836 	 -0.86584 	-0.16836 	 -0.86630 	-0.16836 	 -0.86758 	-0.16836 	 -0.86663 	 
-0.16331 	 -0.86638 	-0.16331 	 -0.86591 	-0.16331 	 -0.86556 	-0.16331 	 -0.86397 	-0.16331 	 -0.86446 	-0.16331 	 -0.86433 	-0.16331 	 -0.86476 	-0.16331 	 -0.86622 	-0.16331 	 -0.86520 	 
-0.15824 	 -0.86479 	-0.15824 	 -0.86462 	-0.15824 	 -0.86422 	-0.15824 	 -0.86266 	-0.15824 	 -0.86310 	-0.15824 	 -0.86278 	-0.15824 	 -0.86338 	-0.15824 	 -0.86478 	-0.15824 	 -0.86379 	 
-0.15314 	 -0.86315 	-0.15314 	 -0.86333 	-0.15314 	 -0.86298 	-0.15314 	 -0.86151 	-0.15314 	 -0.86176 	-0.15314 	 -0.86128 	-0.15314 	 -0.86214 	-0.15314 	 -0.86327 	-0.15314 	 -0.86243 	 
-0.14802 	 -0.86148 	-0.14802 	 -0.86200 	-0.14802 	 -0.86181 	-0.14802 	 -0.86048 	-0.14802 	 -0.86042 	-0.14802 	 -0.85988 	-0.14802 	 -0.86096 	-0.14802 	 -0.86178 	-0.14802 	 -0.86110 	 
-0.14288 	 -0.85983 	-0.14288 	 -0.86062 	-0.14288 	 -0.86071 	-0.14288 	 -0.85949 	-0.14288 	 -0.85908 	-0.14288 	 -0.85867 	-0.14288 	 -0.85989 	-0.14288 	 -0.86039 	-0.14288 	 -0.85983 	 
-0.13771 	 -0.85826 	-0.13771 	 -0.85919 	-0.13771 	 -0.85959 	-0.13771 	 -0.85852 	-0.13771 	 -0.85786 	-0.13771 	 -0.85767 	-0.13771 	 -0.85898 	-0.13771 	 -0.85910 	-0.13771 	 -0.85865 	 
-0.13253 	 -0.85689 	-0.13253 	 -0.85775 	-0.13253 	 -0.85847 	-0.13253 	 -0.85759 	-0.13253 	 -0.85695 	-0.13253 	 -0.85688 	-0.13253 	 -0.85824 	-0.13253 	 -0.85793 	-0.13253 	 -0.85759 	 
-0.12732 	 -0.85580 	-0.12732 	 -0.85641 	-0.12732 	 -0.85739 	-0.12732 	 -0.85671 	-0.12732 	 -0.85634 	-0.12732 	 -0.85620 	-0.12732 	 -0.85759 	-0.12732 	 -0.85692 	-0.12732 	 -0.85667 	 
-0.12209 	 -0.85495 	-0.12209 	 -0.85528 	-0.12209 	 -0.85640 	-0.12209 	 -0.85598 	-0.12209 	 -0.85578 	-0.12209 	 -0.85557 	-0.12209 	 -0.85689 	-0.12209 	 -0.85610 	-0.12209 	 -0.85587 	 
-0.11685 	 -0.85420 	-0.11685 	 -0.85440 	-0.11685 	 -0.85554 	-0.11685 	 -0.85541 	-0.11685 	 -0.85505 	-0.11685 	 -0.85497 	-0.11685 	 -0.85611 	-0.11685 	 -0.85549 	-0.11685 	 -0.85515 	 
-0.11159 	 -0.85358 	-0.11159 	 -0.85365 	-0.11159 	 -0.85479 	-0.11159 	 -0.85489 	-0.11159 	 -0.85429 	-0.11159 	 -0.85443 	-0.11159 	 -0.85538 	-0.11159 	 -0.85507 	-0.11159 	 -0.85451 	 
-0.10631 	 -0.85315 	-0.10631 	 -0.85298 	-0.10631 	 -0.85412 	-0.10631 	 -0.85441 	-0.10631 	 -0.85377 	-0.10631 	 -0.85404 	-0.10631 	 -0.85479 	-0.10631 	 -0.85473 	-0.10631 	 -0.85400 	 
-0.10101 	 -0.85283 	-0.10101 	 -0.85237 	-0.10101 	 -0.85352 	-0.10101 	 -0.85403 	-0.10101 	 -0.85354 	-0.10101 	 -0.85383 	-0.10101 	 -0.85431 	-0.10101 	 -0.85434 	-0.10101 	 -0.85360 	 
-0.09570 	 -0.85254 	-0.09570 	 -0.85197 	-0.09570 	 -0.85303 	-0.09570 	 -0.85378 	-0.09570 	 -0.85344 	-0.09570 	 -0.85370 	-0.09570 	 -0.85398 	-0.09570 	 -0.85386 	-0.09570 	 -0.85329 	 
-0.09037 	 -0.85227 	-0.09037 	 -0.85198 	-0.09037 	 -0.85267 	-0.09037 	 -0.85356 	-0.09037 	 -0.85331 	-0.09037 	 -0.85366 	-0.09037 	 -0.85382 	-0.09037 	 -0.85342 	-0.09037 	 -0.85309 	 
-0.08503 	 -0.85206 	-0.08503 	 -0.85236 	-0.08503 	 -0.85245 	-0.08503 	 -0.85328 	-0.08503 	 -0.85328 	-0.08503 	 -0.85377 	-0.08503 	 -0.85375 	-0.08503 	 -0.85311 	-0.08503 	 -0.85301 	 
-0.07968 	 -0.85198 	-0.07968 	 -0.85269 	-0.07968 	 -0.85238 	-0.07968 	 -0.85307 	-0.07968 	 -0.85356 	-0.07968 	 -0.85398 	-0.07968 	 -0.85371 	-0.07968 	 -0.85292 	-0.07968 	 -0.85304 	 
-0.07431 	 -0.85211 	-0.07431 	 -0.85271 	-0.07431 	 -0.85246 	-0.07431 	 -0.85306 	-0.07431 	 -0.85412 	-0.07431 	 -0.85415 	-0.07431 	 -0.85388 	-0.07431 	 -0.85283 	-0.07431 	 -0.85316 	 
-0.06893 	 -0.85240 	-0.06893 	 -0.85257 	-0.06893 	 -0.85269 	-0.06893 	 -0.85321 	-0.06893 	 -0.85480 	-0.06893 	 -0.85427 	-0.06893 	 -0.85437 	-0.06893 	 -0.85292 	-0.06893 	 -0.85340 	 
-0.06353 	 -0.85282 	-0.06353 	 -0.85259 	-0.06353 	 -0.85304 	-0.06353 	 -0.85361 	-0.06353 	 -0.85535 	-0.06353 	 -0.85459 	-0.06353 	 -0.85501 	-0.06353 	 -0.85320 	-0.06353 	 -0.85378 	 
-0.05813 	 -0.85333 	-0.05813 	 -0.85287 	-0.05813 	 -0.85351 	-0.05813 	 -0.85433 	-0.05813 	 -0.85557 	-0.05813 	 -0.85527 	-0.05813 	 -0.85558 	-0.05813 	 -0.85361 	-0.05813 	 -0.85426 	 
-0.05272 	 -0.85384 	-0.05272 	 -0.85322 	-0.05272 	 -0.85404 	-0.05272 	 -0.85521 	-0.05272 	 -0.85577 	-0.05272 	 -0.85602 	-0.05272 	 -0.85601 	-0.05272 	 -0.85403 	-0.05272 	 -0.85477 	 
-0.04730 	 -0.85442 	-0.04730 	 -0.85353 	-0.04730 	 -0.85459 	-0.04730 	 -0.85602 	-0.04730 	 -0.85647 	-0.04730 	 -0.85652 	-0.04730 	 -0.85637 	-0.04730 	 -0.85439 	-0.04730 	 -0.85529 	 
-0.04187 	 -0.85519 	-0.04187 	 -0.85394 	-0.04187 	 -0.85519 	-0.04187 	 -0.85686 	-0.04187 	 -0.85756 	-0.04187 	 -0.85685 	-0.04187 	 -0.85671 	-0.04187 	 -0.85473 	-0.04187 	 -0.85588 	 
-0.03643 	 -0.85611 	-0.03643 	 -0.85456 	-0.03643 	 -0.85592 	-0.03643 	 -0.85790 	-0.03643 	 -0.85864 	-0.03643 	 -0.85725 	-0.03643 	 -0.85703 	-0.03643 	 -0.85511 	-0.03643 	 -0.85657 	 
-0.03099 	 -0.85690 	-0.03099 	 -0.85533 	-0.03099 	 -0.85687 	-0.03099 	 -0.85905 	-0.03099 	 -0.85958 	-0.03099 	 -0.85780 	-0.03099 	 -0.85734 	-0.03099 	 -0.85562 	-0.03099 	 -0.85731 	 
-0.02554 	 -0.85750 	-0.02554 	 -0.85617 	-0.02554 	 -0.85799 	-0.02554 	 -0.86020 	-0.02554 	 -0.86042 	-0.02554 	 -0.85864 	-0.02554 	 -0.85786 	-0.02554 	 -0.85639 	-0.02554 	 -0.85815 	 
-0.02009 	 -0.85797 	-0.02009 	 -0.85708 	-0.02009 	 -0.85915 	-0.02009 	 -0.86138 	-0.02009 	 -0.86127 	-0.02009 	 -0.85997 	-0.02009 	 -0.85886 	-0.02009 	 -0.85747 	-0.02009 	 -0.85914 	 
-0.01463 	 -0.85839 	-0.01463 	 -0.85812 	-0.01463 	 -0.86022 	-0.01463 	 -0.86256 	-0.01463 	 -0.86227 	-0.01463 	 -0.86154 	-0.01463 	 -0.86040 	-0.01463 	 -0.85868 	-0.01463 	 -0.86027 	 
-0.00917 	 -0.85895 	-0.00917 	 -0.85934 	-0.00917 	 -0.86121 	-0.00917 	 -0.86359 	-0.00917 	 -0.86349 	-0.00917 	 -0.86295 	-0.00917 	 -0.86204 	-0.00917 	 -0.85984 	-0.00917 	 -0.86142 	 
-0.00371 	 -0.85985 	-0.00371 	 -0.86072 	-0.00371 	 -0.86227 	-0.00371 	 -0.86451 	-0.00371 	 -0.86491 	-0.00371 	 -0.86424 	-0.00371 	 -0.86352 	-0.00371 	 -0.86103 	-0.00371 	 -0.86263 	 
0.00176 	 -0.86115 	0.00176 	 -0.86219 	0.00176 	 -0.86349 	0.00176 	 -0.86560 	0.00176 	 -0.86636 	0.00176 	 -0.86562 	0.00176 	 -0.86513 	0.00176 	 -0.86242 	0.00176 	 -0.86399 	 
0.00723 	 -0.86277 	0.00723 	 -0.86359 	0.00723 	 -0.86485 	0.00723 	 -0.86701 	0.00723 	 -0.86778 	0.00723 	 -0.86709 	0.00723 	 -0.86711 	0.00723 	 -0.86385 	0.00723 	 -0.86551 	 
0.01269 	 -0.86454 	0.01269 	 -0.86482 	0.01269 	 -0.86640 	0.01269 	 -0.86843 	0.01269 	 -0.86922 	0.01269 	 -0.86874 	0.01269 	 -0.86923 	0.01269 	 -0.86529 	0.01269 	 -0.86708 	 
0.01816 	 -0.86645 	0.01816 	 -0.86606 	0.01816 	 -0.86815 	0.01816 	 -0.86967 	0.01816 	 -0.87052 	0.01816 	 -0.87064 	0.01816 	 -0.87122 	0.01816 	 -0.86707 	0.01816 	 -0.86872 	 
0.02363 	 -0.86863 	0.02363 	 -0.86764 	0.02363 	 -0.87006 	0.02363 	 -0.87092 	0.02363 	 -0.87162 	0.02363 	 -0.87251 	0.02363 	 -0.87300 	0.02363 	 -0.86908 	0.02363 	 -0.87043 	 
0.02909 	 -0.87085 	0.02909 	 -0.86965 	0.02909 	 -0.87210 	0.02909 	 -0.87247 	0.02909 	 -0.87293 	0.02909 	 -0.87421 	0.02909 	 -0.87469 	0.02909 	 -0.87099 	0.02909 	 -0.87224 	 
0.03455 	 -0.87306 	0.03455 	 -0.87196 	0.03455 	 -0.87418 	0.03455 	 -0.87450 	0.03455 	 -0.87484 	0.03455 	 -0.87594 	0.03455 	 -0.87643 	0.03455 	 -0.87298 	0.03455 	 -0.87424 	 
0.04001 	 -0.87552 	0.04001 	 -0.87439 	0.04001 	 -0.87630 	0.04001 	 -0.87691 	0.04001 	 -0.87726 	0.04001 	 -0.87753 	0.04001 	 -0.87814 	0.04001 	 -0.87515 	0.04001 	 -0.87640 	 
0.04546 	 -0.87810 	0.04546 	 -0.87669 	0.04546 	 -0.87862 	0.04546 	 -0.87949 	0.04546 	 -0.87987 	0.04546 	 -0.87903 	0.04546 	 -0.88011 	0.04546 	 -0.87727 	0.04546 	 -0.87865 	 
0.05090 	 -0.88056 	0.05090 	 -0.87864 	0.05090 	 -0.88104 	0.05090 	 -0.88199 	0.05090 	 -0.88272 	0.05090 	 -0.88104 	0.05090 	 -0.88266 	0.05090 	 -0.87923 	0.05090 	 -0.88099 	 
0.05634 	 -0.88318 	0.05634 	 -0.88026 	0.05634 	 -0.88342 	0.05634 	 -0.88441 	0.05634 	 -0.88597 	0.05634 	 -0.88356 	0.05634 	 -0.88552 	0.05634 	 -0.88113 	0.05634 	 -0.88343 	 
0.06178 	 -0.88607 	0.06178 	 -0.88196 	0.06178 	 -0.88595 	0.06178 	 -0.88711 	0.06178 	 -0.88944 	0.06178 	 -0.88624 	0.06178 	 -0.88868 	0.06178 	 -0.88340 	0.06178 	 -0.88611 	 
0.06720 	 -0.88898 	0.06720 	 -0.88416 	0.06720 	 -0.88872 	0.06720 	 -0.89009 	0.06720 	 -0.89268 	0.06720 	 -0.88937 	0.06720 	 -0.89217 	0.06720 	 -0.88647 	0.06720 	 -0.88908 	 
0.07262 	 -0.89171 	0.07262 	 -0.88697 	0.07262 	 -0.89144 	0.07262 	 -0.89297 	0.07262 	 -0.89560 	0.07262 	 -0.89295 	0.07262 	 -0.89561 	0.07262 	 -0.88997 	0.07262 	 -0.89215 	 
0.07803 	 -0.89440 	0.07803 	 -0.89014 	0.07803 	 -0.89409 	0.07803 	 -0.89567 	0.07803 	 -0.89849 	0.07803 	 -0.89642 	0.07803 	 -0.89870 	0.07803 	 -0.89333 	0.07803 	 -0.89516 	 
0.08343 	 -0.89719 	0.08343 	 -0.89334 	0.08343 	 -0.89700 	0.08343 	 -0.89860 	0.08343 	 -0.90148 	0.08343 	 -0.89946 	0.08343 	 -0.90122 	0.08343 	 -0.89663 	0.08343 	 -0.89811 	 
0.08881 	 -0.89989 	0.08881 	 -0.89645 	0.08881 	 -0.90039 	0.08881 	 -0.90188 	0.08881 	 -0.90454 	0.08881 	 -0.90204 	0.08881 	 -0.90350 	0.08881 	 -0.89996 	0.08881 	 -0.90108 	 
0.09419 	 -0.90250 	0.09419 	 -0.89966 	0.09419 	 -0.90401 	0.09419 	 -0.90526 	0.09419 	 -0.90790 	0.09419 	 -0.90476 	0.09419 	 -0.90635 	0.09419 	 -0.90309 	0.09419 	 -0.90419 	 
0.09955 	 -0.90536 	0.09955 	 -0.90324 	0.09955 	 -0.90762 	0.09955 	 -0.90870 	0.09955 	 -0.91179 	0.09955 	 -0.90806 	0.09955 	 -0.90983 	0.09955 	 -0.90616 	0.09955 	 -0.90760 	 
0.10490 	 -0.90856 	0.10490 	 -0.90695 	0.10490 	 -0.91158 	0.10490 	 -0.91241 	0.10490 	 -0.91594 	0.10490 	 -0.91171 	0.10490 	 -0.91331 	0.10490 	 -0.90932 	0.10490 	 -0.91122 	 
0.11023 	 -0.91193 	0.11023 	 -0.91035 	0.11023 	 -0.91592 	0.11023 	 -0.91621 	0.11023 	 -0.91995 	0.11023 	 -0.91578 	0.11023 	 -0.91736 	0.11023 	 -0.91231 	0.11023 	 -0.91498 	 
0.11556 	 -0.91539 	0.11556 	 -0.91365 	0.11556 	 -0.92023 	0.11556 	 -0.91973 	0.11556 	 -0.92378 	0.11556 	 -0.92041 	0.11556 	 -0.92290 	0.11556 	 -0.91517 	0.11556 	 -0.91891 	 
0.12086 	 -0.91863 	0.12086 	 -0.91738 	0.12086 	 -0.92472 	0.12086 	 -0.92300 	0.12086 	 -0.92747 	0.12086 	 -0.92504 	0.12086 	 -0.92851 	0.12086 	 -0.91815 	0.12086 	 -0.92286 	 
0.12615 	 -0.92161 	0.12615 	 -0.92158 	0.12615 	 -0.92899 	0.12615 	 -0.92618 	0.12615 	 -0.93112 	0.12615 	 -0.92943 	0.12615 	 -0.93263 	0.12615 	 -0.92134 	0.12615 	 -0.92661 	 
0.13142 	 -0.92492 	0.13142 	 -0.92603 	0.13142 	 -0.93227 	0.13142 	 -0.92915 	0.13142 	 -0.93462 	0.13142 	 -0.93381 	0.13142 	 -0.93574 	0.13142 	 -0.92482 	0.13142 	 -0.93017 	 
0.13667 	 -0.92865 	0.13667 	 -0.93037 	0.13667 	 -0.93497 	0.13667 	 -0.93245 	0.13667 	 -0.93782 	0.13667 	 -0.93808 	0.13667 	 -0.93858 	0.13667 	 -0.92856 	0.13667 	 -0.93369 	 
0.14191 	 -0.93230 	0.14191 	 -0.93440 	0.14191 	 -0.93773 	0.14191 	 -0.93661 	0.14191 	 -0.94095 	0.14191 	 -0.94209 	0.14191 	 -0.94166 	0.14191 	 -0.93230 	0.14191 	 -0.93725 	 
0.14713 	 -0.93573 	0.14713 	 -0.93835 	0.14713 	 -0.94120 	0.14713 	 -0.94082 	0.14713 	 -0.94434 	0.14713 	 -0.94554 	0.14713 	 -0.94530 	0.14713 	 -0.93591 	0.14713 	 -0.94090 	 
0.15232 	 -0.93925 	0.15232 	 -0.94249 	0.15232 	 -0.94551 	0.15232 	 -0.94429 	0.15232 	 -0.94807 	0.15232 	 -0.94827 	0.15232 	 -0.94896 	0.15232 	 -0.93951 	0.15232 	 -0.94454 	 
0.15749 	 -0.94313 	0.15749 	 -0.94663 	0.15749 	 -0.94957 	0.15749 	 -0.94739 	0.15749 	 -0.95197 	0.15749 	 -0.95094 	0.15749 	 -0.95203 	0.15749 	 -0.94313 	0.15749 	 -0.94810 	 
0.16265 	 -0.94742 	0.16265 	 -0.95031 	0.16265 	 -0.95332 	0.16265 	 -0.95081 	0.16265 	 -0.95566 	0.16265 	 -0.95411 	0.16265 	 -0.95466 	0.16265 	 -0.94700 	0.16265 	 -0.95166 	 
0.16778 	 -0.95188 	0.16778 	 -0.95345 	0.16778 	 -0.95716 	0.16778 	 -0.95487 	0.16778 	 -0.95883 	0.16778 	 -0.95721 	0.16778 	 -0.95742 	0.16778 	 -0.95147 	0.16778 	 -0.95529 	 
0.17289 	 -0.95607 	0.17289 	 -0.95640 	0.17289 	 -0.95991 	0.17289 	 -0.95881 	0.17289 	 -0.96148 	0.17289 	 -0.95984 	0.17289 	 -0.96082 	0.17289 	 -0.95632 	0.17289 	 -0.95871 	 
0.17797 	 -0.95956 	0.17797 	 -0.95954 	0.17797 	 -0.96146 	0.17797 	 -0.96181 	0.17797 	 -0.96399 	0.17797 	 -0.96238 	0.17797 	 -0.96454 	0.17797 	 -0.96061 	0.17797 	 -0.96174 	 
0.18303 	 -0.96216 	0.18303 	 -0.96307 	0.18303 	 -0.96366 	0.18303 	 -0.96458 	0.18303 	 -0.96663 	0.18303 	 -0.96524 	0.18303 	 -0.96753 	0.18303 	 -0.96446 	0.18303 	 -0.96467 	 
0.18807 	 -0.96401 	0.18807 	 -0.96669 	0.18807 	 -0.96725 	0.18807 	 -0.96778 	0.18807 	 -0.96941 	0.18807 	 -0.96838 	0.18807 	 -0.96987 	0.18807 	 -0.96861 	0.18807 	 -0.96775 	 
0.19307 	 -0.96568 	0.19307 	 -0.96990 	0.19307 	 -0.97085 	0.19307 	 -0.97076 	0.19307 	 -0.97219 	0.19307 	 -0.97133 	0.19307 	 -0.97244 	0.19307 	 -0.97221 	0.19307 	 -0.97067 	 
0.19806 	 -0.96846 	0.19806 	 -0.97268 	0.19806 	 -0.97331 	0.19806 	 -0.97295 	0.19806 	 -0.97429 	0.19806 	 -0.97346 	0.19806 	 -0.97497 	0.19806 	 -0.97472 	0.19806 	 -0.97310 	 
