xm 	 xl 	 cl 	 cd 	
-5.12500e-01 	 5.00000e-03 	 3.75039e-03 	 1.78066e-01 	
-5.07500e-01 	 5.00000e-03 	 3.75039e-03 	 1.78066e-01 	
-5.02500e-01 	 5.00000e-03 	 3.75039e-03 	 1.78066e-01 	
-4.97500e-01 	 5.00000e-03 	 3.75039e-03 	 1.78066e-01 	
-4.92500e-01 	 5.00000e-03 	 3.75039e-03 	 1.78066e-01 	
-4.87500e-01 	 5.00000e-03 	 3.75039e-03 	 1.78066e-01 	
-4.82500e-01 	 5.00000e-03 	 9.91130e-03 	 2.16735e-01 	
-4.77500e-01 	 5.00000e-03 	 1.09966e-02 	 1.56724e-01 	
-4.72500e-01 	 5.00000e-03 	 1.13851e-02 	 1.31340e-01 	
-4.67500e-01 	 5.00000e-03 	 1.14727e-02 	 1.14995e-01 	
-4.62500e-01 	 5.00000e-03 	 1.13769e-02 	 1.03063e-01 	
-4.57500e-01 	 5.00000e-03 	 1.12090e-02 	 9.37240e-02 	
-4.52500e-01 	 5.00000e-03 	 1.09864e-02 	 8.61210e-02 	
-4.47500e-01 	 5.00000e-03 	 1.07382e-02 	 7.97175e-02 	
-4.42500e-01 	 5.00000e-03 	 1.04713e-02 	 7.42299e-02 	
-4.37500e-01 	 5.00000e-03 	 1.02098e-02 	 6.94030e-02 	
-4.32500e-01 	 5.00000e-03 	 9.95157e-03 	 6.51379e-02 	
-4.27500e-01 	 5.00000e-03 	 9.71772e-03 	 6.12939e-02 	
-4.22500e-01 	 5.00000e-03 	 9.50857e-03 	 5.78121e-02 	
-4.17500e-01 	 5.00000e-03 	 9.32181e-03 	 5.46203e-02 	
-4.12500e-01 	 5.00000e-03 	 9.15823e-03 	 5.17000e-02 	
-4.07500e-01 	 5.00000e-03 	 9.00963e-03 	 4.89793e-02 	
-4.02500e-01 	 5.00000e-03 	 8.87392e-03 	 4.64555e-02 	
-3.97500e-01 	 5.00000e-03 	 8.75454e-03 	 4.40965e-02 	
-3.92500e-01 	 5.00000e-03 	 8.64773e-03 	 4.18783e-02 	
-3.87500e-01 	 5.00000e-03 	 8.54339e-03 	 3.98158e-02 	
-3.82500e-01 	 5.00000e-03 	 8.44505e-03 	 3.78532e-02 	
-3.77500e-01 	 5.00000e-03 	 8.35745e-03 	 3.59870e-02 	
-3.72500e-01 	 5.00000e-03 	 8.27714e-03 	 3.42531e-02 	
-3.67500e-01 	 5.00000e-03 	 8.20050e-03 	 3.25515e-02 	
-3.62500e-01 	 5.00000e-03 	 8.13086e-03 	 3.09560e-02 	
-3.57500e-01 	 5.00000e-03 	 8.06722e-03 	 2.94276e-02 	
-3.52500e-01 	 5.00000e-03 	 8.00504e-03 	 2.79803e-02 	
-3.47500e-01 	 5.00000e-03 	 7.94444e-03 	 2.65990e-02 	
-3.42500e-01 	 5.00000e-03 	 7.89247e-03 	 2.52223e-02 	
-3.37500e-01 	 5.00000e-03 	 7.84222e-03 	 2.39132e-02 	
-3.32500e-01 	 5.00000e-03 	 7.79199e-03 	 2.26961e-02 	
-3.27500e-01 	 5.00000e-03 	 7.74441e-03 	 2.15112e-02 	
-3.22500e-01 	 5.00000e-03 	 7.70053e-03 	 2.03398e-02 	
-3.17500e-01 	 5.00000e-03 	 7.65732e-03 	 1.92151e-02 	
-3.12500e-01 	 5.00000e-03 	 7.61664e-03 	 1.81400e-02 	
-3.07500e-01 	 5.00000e-03 	 7.57708e-03 	 1.71057e-02 	
-3.02500e-01 	 5.00000e-03 	 7.54254e-03 	 1.60914e-02 	
-2.97500e-01 	 5.00000e-03 	 7.50865e-03 	 1.51012e-02 	
-2.92500e-01 	 5.00000e-03 	 7.47216e-03 	 1.41605e-02 	
-2.87500e-01 	 5.00000e-03 	 7.43214e-03 	 1.32336e-02 	
-2.82500e-01 	 5.00000e-03 	 7.38438e-03 	 1.23231e-02 	
-2.77500e-01 	 5.00000e-03 	 7.32190e-03 	 1.14564e-02 	
-2.72500e-01 	 5.00000e-03 	 7.23226e-03 	 1.06146e-02 	
-2.67500e-01 	 5.00000e-03 	 7.09488e-03 	 9.78296e-03 	
-2.62500e-01 	 5.00000e-03 	 6.89827e-03 	 8.96647e-03 	
-2.57500e-01 	 5.00000e-03 	 6.63972e-03 	 8.16631e-03 	
-2.52500e-01 	 5.00000e-03 	 6.33047e-03 	 7.37715e-03 	
