xm 	 xl 	 cl 	 cd 	
-5.12500e-01 	 5.00000e-03 	 4.61758e-03 	 1.95217e-01 	
-5.07500e-01 	 5.00000e-03 	 4.61758e-03 	 1.95217e-01 	
-5.02500e-01 	 5.00000e-03 	 4.61758e-03 	 1.95217e-01 	
-4.97500e-01 	 5.00000e-03 	 4.61758e-03 	 1.95217e-01 	
-4.92500e-01 	 5.00000e-03 	 4.61758e-03 	 1.95217e-01 	
-4.87500e-01 	 5.00000e-03 	 4.61758e-03 	 1.95217e-01 	
-4.82500e-01 	 5.00000e-03 	 1.22079e-02 	 1.60296e-01 	
-4.77500e-01 	 5.00000e-03 	 1.24754e-02 	 1.37553e-01 	
-4.72500e-01 	 5.00000e-03 	 1.24968e-02 	 1.21278e-01 	
-4.67500e-01 	 5.00000e-03 	 1.24605e-02 	 1.08837e-01 	
-4.62500e-01 	 5.00000e-03 	 1.23469e-02 	 9.89075e-02 	
-4.57500e-01 	 5.00000e-03 	 1.21610e-02 	 9.08203e-02 	
-4.52500e-01 	 5.00000e-03 	 1.19483e-02 	 8.39581e-02 	
-4.47500e-01 	 5.00000e-03 	 1.17195e-02 	 7.78552e-02 	
-4.42500e-01 	 5.00000e-03 	 1.14618e-02 	 7.28243e-02 	
-4.37500e-01 	 5.00000e-03 	 1.12033e-02 	 6.83039e-02 	
-4.32500e-01 	 5.00000e-03 	 1.09454e-02 	 6.42209e-02 	
-4.27500e-01 	 5.00000e-03 	 1.06382e-02 	 6.05799e-02 	
-4.22500e-01 	 5.00000e-03 	 1.03376e-02 	 5.72264e-02 	
-4.17500e-01 	 5.00000e-03 	 1.01278e-02 	 5.41730e-02 	
-4.12500e-01 	 5.00000e-03 	 9.87398e-03 	 5.14182e-02 	
-4.07500e-01 	 5.00000e-03 	 9.59776e-03 	 4.86797e-02 	
-4.02500e-01 	 5.00000e-03 	 9.40068e-03 	 4.62351e-02 	
-3.97500e-01 	 5.00000e-03 	 9.16714e-03 	 4.38556e-02 	
-3.92500e-01 	 5.00000e-03 	 8.93732e-03 	 4.18228e-02 	
-3.87500e-01 	 5.00000e-03 	 8.71863e-03 	 3.96339e-02 	
-3.82500e-01 	 5.00000e-03 	 8.46915e-03 	 3.79070e-02 	
-3.77500e-01 	 5.00000e-03 	 8.26816e-03 	 3.59740e-02 	
-3.72500e-01 	 5.00000e-03 	 8.07755e-03 	 3.41663e-02 	
-3.67500e-01 	 5.00000e-03 	 7.87753e-03 	 3.27674e-02 	
-3.62500e-01 	 5.00000e-03 	 7.70882e-03 	 3.09863e-02 	
-3.57500e-01 	 5.00000e-03 	 7.55330e-03 	 2.93993e-02 	
-3.52500e-01 	 5.00000e-03 	 7.39004e-03 	 2.81325e-02 	
-3.47500e-01 	 5.00000e-03 	 7.23243e-03 	 2.67559e-02 	
-3.42500e-01 	 5.00000e-03 	 7.11510e-03 	 2.51941e-02 	
-3.37500e-01 	 5.00000e-03 	 7.01895e-03 	 2.39218e-02 	
-3.32500e-01 	 5.00000e-03 	 6.90695e-03 	 2.27955e-02 	
-3.27500e-01 	 5.00000e-03 	 6.80669e-03 	 2.16964e-02 	
-3.22500e-01 	 5.00000e-03 	 6.71277e-03 	 2.04646e-02 	
-3.17500e-01 	 5.00000e-03 	 6.65110e-03 	 1.92036e-02 	
-3.12500e-01 	 5.00000e-03 	 6.60198e-03 	 1.80367e-02 	
-3.07500e-01 	 5.00000e-03 	 6.53790e-03 	 1.70519e-02 	
-3.02500e-01 	 5.00000e-03 	 6.48056e-03 	 1.60895e-02 	
-2.97500e-01 	 5.00000e-03 	 6.42915e-03 	 1.51490e-02 	
-2.92500e-01 	 5.00000e-03 	 6.38317e-03 	 1.42296e-02 	
-2.87500e-01 	 5.00000e-03 	 6.34300e-03 	 1.32334e-02 	
-2.82500e-01 	 5.00000e-03 	 6.30835e-03 	 1.22322e-02 	
-2.77500e-01 	 5.00000e-03 	 6.27648e-03 	 1.13777e-02 	
-2.72500e-01 	 5.00000e-03 	 6.24798e-03 	 1.05420e-02 	
-2.67500e-01 	 5.00000e-03 	 6.22262e-03 	 9.72429e-03 	
