x0	Cl	
20.66625 	 0.00000 	 
20.68847 	 0.00000 	 
20.71070 	 0.00000 	 
20.73292 	 0.00000 	 
20.75514 	 0.00000 	 
20.77736 	 0.00000 	 
20.79958 	 0.00000 	 
20.82181 	 0.00000 	 
20.84403 	 0.00000 	 
20.86625 	 0.00000 	 
20.88847 	 0.00000 	 
20.91069 	 0.00000 	 
20.93291 	 0.00000 	 
20.95514 	 0.00000 	 
20.97736 	 0.00000 	 
20.99958 	 0.00000 	 
21.02180 	 0.00000 	 
21.04402 	 0.00000 	 
21.06624 	 0.00000 	 
21.08847 	 0.00000 	 
21.11069 	 0.00000 	 
21.13291 	 0.00000 	 
21.15513 	 0.00000 	 
21.17735 	 0.00000 	 
21.19958 	 0.00000 	 
21.22180 	 0.00000 	 
21.24402 	 0.00000 	 
21.26624 	 0.00000 	 
21.28846 	 0.00000 	 
21.31068 	 0.00000 	 
21.33291 	 0.00000 	 
21.35513 	 0.00000 	 
21.37735 	 0.00000 	 
21.39957 	 0.00000 	 
21.42179 	 0.00000 	 
21.44401 	 0.00000 	 
21.46624 	 0.00000 	 
21.48846 	 0.00000 	 
21.51068 	 0.00000 	 
21.53290 	 0.00000 	 
21.55512 	 0.00000 	 
21.57735 	 0.00000 	 
21.59957 	 0.00000 	 
21.62179 	 0.00000 	 
21.64401 	 0.00000 	 
21.66623 	 0.00000 	 
21.68845 	 0.00000 	 
21.71068 	 0.00000 	 
21.73290 	 0.00000 	 
21.75512 	 0.00000 	 
21.77734 	 0.00000 	 
21.79956 	 0.00000 	 
21.82178 	 0.00000 	 
21.84401 	 0.00000 	 
21.86623 	 0.00000 	 
21.88845 	 0.00000 	 
21.91067 	 0.00000 	 
21.93289 	 0.00000 	 
21.95512 	 0.00000 	 
21.97734 	 0.00000 	 
21.99956 	 0.00000 	 
22.02178 	 0.00000 	 
22.04400 	 0.00000 	 
22.06622 	 0.00000 	 
22.08845 	 0.00000 	 
22.11067 	 0.00000 	 
22.13289 	 0.00000 	 
22.15511 	 0.00000 	 
22.17733 	 0.00000 	 
22.19956 	 0.00000 	 
22.22178 	 0.00000 	 
22.24400 	 0.00000 	 
22.26622 	 0.00000 	 
22.28844 	 0.00000 	 
22.31066 	 0.00000 	 
22.33289 	 0.00000 	 
22.35511 	 0.00000 	 
22.37733 	 0.00000 	 
22.39955 	 0.00000 	 
22.42177 	 0.00000 	 
22.44399 	 0.00000 	 
22.46622 	 0.00000 	 
22.48844 	 0.00000 	 
22.51066 	 0.00000 	 
22.53288 	 0.00000 	 
22.55510 	 0.00000 	 
22.57733 	 0.00000 	 
22.59955 	 0.00000 	 
22.62177 	 0.00000 	 
22.64399 	 0.00000 	 
22.66621 	 0.00000 	 
22.68843 	 0.00000 	 
22.71066 	 0.00000 	 
22.73288 	 0.00000 	 
22.75510 	 0.00000 	 
22.77732 	 0.00000 	 
22.79954 	 0.00000 	 
22.82176 	 0.00000 	 
22.84399 	 0.00000 	 
22.86621 	 0.00000 	 
22.88843 	 0.00000 	 
22.91065 	 0.00000 	 
22.93287 	 0.00000 	 
22.95510 	 0.00000 	 
22.97732 	 0.00000 	 
22.99954 	 0.00000 	 
23.02176 	 0.00000 	 
23.04398 	 0.00000 	 
23.06620 	 0.00000 	 
23.08843 	 0.00000 	 
23.11065 	 0.00000 	 
23.13287 	 0.00000 	 
23.15509 	 0.00000 	 
23.17731 	 0.00000 	 
23.19954 	 0.00000 	 
23.22176 	 0.00000 	 
23.24398 	 0.00000 	 
23.26620 	 0.00000 	 
23.28842 	 0.00000 	 
23.31064 	 0.00000 	 
23.33287 	 0.00000 	 
23.35509 	 0.00000 	 
23.37731 	 0.00000 	 
23.39953 	 0.00000 	 
23.42175 	 0.00000 	 
23.44397 	 0.00000 	 
23.46620 	 0.00000 	 
23.48842 	 0.00000 	 
23.51064 	 0.00000 	 
23.53286 	 0.00000 	 
23.55508 	 0.00000 	 
23.57731 	 0.00000 	 
23.59953 	 0.00000 	 
23.62175 	 0.00000 	 
23.64397 	 0.00000 	 
23.66619 	 0.00000 	 
23.68841 	 0.00000 	 
23.71064 	 0.00000 	 
23.73286 	 0.00000 	 
23.75508 	 0.00000 	 
23.77730 	 0.00000 	 
23.79952 	 0.00000 	 
23.82174 	 0.00000 	 
23.84397 	 0.00000 	 
23.86619 	 0.00000 	 
23.88841 	 0.00000 	 
23.91063 	 0.00000 	 
23.93285 	 0.00000 	 
23.95508 	 0.00000 	 
23.97730 	 0.00000 	 
23.99952 	 0.00000 	 
24.02174 	 0.00000 	 
24.04396 	 0.00000 	 
24.06618 	 0.00000 	 
24.08841 	 0.00000 	 
24.11063 	 0.00000 	 
24.13285 	 0.00000 	 
24.15507 	 0.00000 	 
24.17729 	 0.00000 	 
24.19952 	 0.00000 	 
24.22174 	 0.00000 	 
24.24396 	 0.00000 	 
24.26618 	 0.00000 	 
24.28840 	 0.00000 	 
24.31062 	 0.00000 	 
24.33285 	 0.00000 	 
24.35507 	 0.00000 	 
24.37729 	 0.00000 	 
24.39951 	 0.00000 	 
24.42173 	 0.00000 	 
24.44395 	 0.00000 	 
24.46618 	 0.00000 	 
24.48840 	 0.00000 	 
24.51062 	 0.00000 	 
24.53284 	 0.00000 	 
24.55506 	 0.00000 	 
24.57729 	 0.00000 	 
24.59951 	 0.00000 	 
24.62173 	 0.00000 	 
24.64395 	 0.00000 	 
24.66617 	 0.00000 	 
24.68839 	 0.00000 	 
24.71062 	 0.00000 	 
24.73284 	 0.00000 	 
24.75506 	 0.00000 	 
24.77728 	 0.00000 	 
24.79950 	 0.00000 	 
24.82172 	 0.00000 	 
24.84395 	 0.00000 	 
24.86617 	 0.00000 	 
24.88839 	 0.00000 	 
24.91061 	 0.00000 	 
24.93283 	 0.00000 	 
24.95506 	 0.00000 	 
24.97728 	 0.00000 	 
24.99950 	 0.00000 	 
25.02172 	 0.00000 	 
25.04394 	 0.00000 	 
25.06616 	 0.00000 	 
25.08839 	 0.00000 	 
25.11061 	 0.00000 	 
25.13283 	 0.00000 	 
25.15505 	 0.00000 	 
25.17727 	 0.00000 	 
25.19950 	 0.00000 	 
25.22172 	 0.00000 	 
25.24394 	 0.00000 	 
25.26616 	 0.00000 	 
25.28838 	 0.00000 	 
25.31060 	 0.00000 	 
25.33283 	 0.00000 	 
25.35505 	 0.00000 	 
25.37727 	 0.00000 	 
25.39949 	 0.00000 	 
25.42171 	 0.00000 	 
25.44393 	 0.00000 	 
25.46616 	 0.00000 	 
25.48838 	 0.00000 	 
25.51060 	 0.00000 	 
25.53282 	 0.00000 	 
25.55504 	 0.00000 	 
25.57727 	 0.00000 	 
25.59949 	 0.00000 	 
25.62171 	 0.00000 	 
25.64393 	 0.00000 	 
25.66615 	 0.00000 	 
25.68837 	 0.00000 	 
25.71060 	 0.00000 	 
25.73282 	 0.00000 	 
25.75504 	 0.00000 	 
25.77726 	 0.00000 	 
25.79948 	 0.00000 	 
25.82170 	 0.00000 	 
25.84393 	 0.00000 	 
25.86615 	 0.00000 	 
25.88837 	 0.00000 	 
25.91059 	 0.00000 	 
25.93281 	 0.00000 	 
25.95504 	 0.00000 	 
25.97726 	 0.00000 	 
25.99948 	 0.00000 	 
26.02170 	 0.00000 	 
26.04392 	 0.00000 	 
26.06614 	 0.00000 	 
26.08837 	 0.00000 	 
26.11059 	 0.00000 	 
26.13281 	 0.00000 	 
26.15503 	 0.00000 	 
26.17725 	 0.00000 	 
26.19948 	 0.00000 	 
26.22170 	 0.00000 	 
26.24392 	 0.00000 	 
26.26614 	 0.00000 	 
26.28836 	 0.00000 	 
26.31058 	 0.00000 	 
26.33281 	 0.00000 	 
26.35503 	 0.00000 	 
26.37725 	 0.00000 	 
26.39947 	 0.00000 	 
26.42169 	 0.00000 	 
26.44391 	 0.00000 	 
26.46614 	 0.00000 	 
26.48836 	 0.00000 	 
26.51058 	 0.00000 	 
26.53280 	 0.00000 	 
26.55502 	 0.00000 	 
26.57725 	 0.00000 	 
26.59947 	 0.00000 	 
26.62169 	 0.00000 	 
26.64391 	 0.00000 	 
26.66613 	 0.00000 	 
26.68835 	 0.00000 	 
26.71058 	 0.00000 	 
26.73280 	 0.00000 	 
26.75502 	 0.00000 	 
26.77724 	 0.00000 	 
26.79946 	 0.00000 	 
26.82168 	 0.00000 	 
26.84391 	 0.00000 	 
26.86613 	 0.00000 	 
26.88835 	 0.00000 	 
26.91057 	 0.00000 	 
26.93279 	 0.00000 	 
26.95502 	 0.00000 	 
26.97724 	 0.00000 	 
26.99946 	 0.00000 	 
27.02168 	 0.00000 	 
27.04390 	 0.00000 	 
27.06612 	 0.00000 	 
27.08835 	 0.00000 	 
27.11057 	 0.00000 	 
27.13279 	 0.00000 	 
27.15501 	 0.00000 	 
27.17723 	 0.00000 	 
27.19946 	 0.00000 	 
27.22168 	 0.00000 	 
27.24390 	 0.00000 	 
27.26612 	 0.00000 	 
27.28834 	 0.00000 	 
27.31056 	 0.00000 	 
27.33279 	 0.00000 	 
27.35501 	 0.00000 	 
27.37723 	 0.00000 	 
27.39945 	 0.00000 	 
27.42167 	 0.00000 	 
27.44389 	 0.00000 	 
27.46612 	 0.00000 	 
27.48834 	 0.00000 	 
27.51056 	 0.00000 	 
27.53278 	 0.00000 	 
27.55500 	 0.00000 	 
27.57723 	 0.00000 	 
27.59945 	 0.00000 	 
27.62167 	 0.00000 	 
27.64389 	 0.00000 	 
27.66611 	 0.00000 	 
27.68833 	 0.00000 	 
27.71056 	 0.00000 	 
27.73278 	 0.00000 	 
27.75500 	 0.00000 	 
27.77722 	 0.00000 	 
27.79944 	 0.00000 	 
27.82166 	 0.00000 	 
27.84389 	 0.00000 	 
27.86611 	 0.00000 	 
27.88833 	 0.00000 	 
27.91055 	 0.00000 	 
27.93277 	 0.00000 	 
27.95500 	 0.00000 	 
27.97722 	 0.00000 	 
27.99944 	 0.00000 	 
28.02166 	 0.00000 	 
28.04388 	 0.00000 	 
28.06610 	 0.00000 	 
28.08833 	 0.00000 	 
28.11055 	 0.00000 	 
28.13277 	 0.00000 	 
28.15499 	 0.00000 	 
28.17721 	 0.00000 	 
28.19943 	 0.00000 	 
28.22166 	 0.00000 	 
28.24388 	 0.00000 	 
28.26610 	 0.00000 	 
28.28832 	 0.00000 	 
28.31054 	 0.00000 	 
28.33277 	 0.00000 	 
28.35499 	 0.00000 	 
28.37721 	 0.00000 	 
28.39943 	 0.00000 	 
28.42165 	 0.00000 	 
28.44387 	 0.00000 	 
28.46610 	 0.00000 	 
28.48832 	 0.00000 	 
28.51054 	 0.00000 	 
28.53276 	 0.00000 	 
28.55498 	 0.00000 	 
28.57721 	 0.00000 	 
28.59943 	 0.00000 	 
28.62165 	 0.00000 	 
28.64387 	 0.00000 	 
28.66609 	 0.00000 	 
28.68831 	 0.00000 	 
28.71054 	 0.00000 	 
28.73276 	 0.00000 	 
28.75498 	 0.00000 	 
28.77720 	 0.00000 	 
28.79942 	 0.00000 	 
28.82164 	 0.00000 	 
28.84387 	 0.00000 	 
28.86609 	 0.00000 	 
28.88831 	 0.00000 	 
28.91053 	 0.00000 	 
28.93275 	 0.00000 	 
28.95498 	 0.00000 	 
28.97720 	 0.00000 	 
28.99942 	 0.00000 	 
29.02164 	 0.00000 	 
29.04386 	 0.00000 	 
29.06608 	 0.00000 	 
29.08831 	 0.00000 	 
29.11053 	 0.00000 	 
29.13275 	 0.00000 	 
29.15497 	 0.00000 	 
29.17719 	 0.00000 	 
29.19941 	 0.00000 	 
29.22164 	 0.00000 	 
29.24386 	 0.00000 	 
29.26608 	 0.00000 	 
29.28830 	 0.00000 	 
29.31052 	 0.00000 	 
29.33275 	 0.00000 	 
29.35497 	 0.00000 	 
29.37719 	 0.00000 	 
29.39941 	 0.00000 	 
29.42163 	 0.00000 	 
29.44385 	 0.00000 	 
29.46608 	 0.00000 	 
29.48830 	 0.00000 	 
29.51052 	 0.00000 	 
29.53274 	 0.00000 	 
29.55496 	 0.00000 	 
29.57719 	 0.00000 	 
29.59941 	 0.00000 	 
29.62163 	 0.00000 	 
29.64385 	 0.00000 	 
29.66607 	 0.00000 	 
29.68829 	 0.00000 	 
29.71052 	 0.00000 	 
29.73274 	 0.00000 	 
29.75496 	 0.00000 	 
29.77718 	 0.00000 	 
29.79940 	 0.00000 	 
29.82162 	 0.00000 	 
29.84385 	 0.00000 	 
29.86607 	 0.00000 	 
29.88829 	 0.00000 	 
29.91051 	 0.00000 	 
29.93273 	 0.00000 	 
29.95496 	 0.00000 	 
29.97718 	 0.00000 	 
29.99940 	 0.00000 	 
30.02162 	 0.00000 	 
30.04384 	 0.00000 	 
30.06606 	 0.00000 	 
30.08829 	 0.00000 	 
30.11051 	 0.00000 	 
30.13273 	 0.00000 	 
30.15495 	 0.00000 	 
30.17717 	 0.00000 	 
30.19939 	 0.00000 	 
30.22162 	 0.00000 	 
30.24384 	 0.00000 	 
30.26606 	 0.00000 	 
30.28828 	 0.00000 	 
30.31050 	 0.00000 	 
30.33273 	 0.00000 	 
30.35495 	 0.00000 	 
30.37717 	 0.00000 	 
30.39939 	 0.00000 	 
30.42161 	 0.00000 	 
30.44383 	 0.00000 	 
30.46606 	 0.00000 	 
30.48828 	 0.00000 	 
30.51050 	 0.00000 	 
30.53272 	 0.00000 	 
30.55494 	 0.00000 	 
30.57717 	 0.00000 	 
30.59939 	 0.00000 	 
30.62161 	 0.00000 	 
30.64383 	 0.00000 	 
30.66605 	 0.00000 	 
30.68827 	 0.00000 	 
30.71050 	 0.00000 	 
30.73272 	 0.00000 	 
30.75494 	 0.00000 	 
30.77716 	 0.00000 	 
30.79938 	 0.00000 	 
30.82160 	 0.00000 	 
30.84383 	 0.00000 	 
30.86605 	 0.00000 	 
30.88827 	 0.00000 	 
30.91049 	 0.00000 	 
30.93271 	 0.00000 	 
30.95494 	 0.00000 	 
30.97716 	 0.00000 	 
30.99938 	 0.00000 	 
31.02160 	 0.00000 	 
31.04382 	 0.00000 	 
31.06604 	 0.00000 	 
31.08827 	 0.00000 	 
31.11049 	 0.00000 	 
31.13271 	 0.00000 	 
31.15493 	 0.00000 	 
31.17715 	 0.00000 	 
31.19937 	 0.00000 	 
31.22160 	 0.00000 	 
31.24382 	 0.00000 	 
31.26604 	 0.00000 	 
31.28826 	 0.00000 	 
31.31048 	 0.00000 	 
31.33271 	 0.00000 	 
31.35493 	 0.00000 	 
31.37715 	 0.00000 	 
31.39937 	 0.00000 	 
31.42159 	 0.00000 	 
31.44381 	 0.00000 	 
31.46604 	 0.00000 	 
31.48826 	 0.00000 	 
31.51048 	 0.00000 	 
31.53270 	 0.00000 	 
31.55492 	 0.00000 	 
31.57715 	 0.00000 	 
31.59937 	 0.00000 	 
31.62159 	 0.00000 	 
31.64381 	 0.00000 	 
31.66603 	 0.00000 	 
31.68825 	 0.00000 	 
31.71048 	 0.00000 	 
31.73270 	 0.00000 	 
31.75492 	 0.00000 	 
31.77714 	 0.00000 	 
31.79936 	 0.00000 	 
31.82158 	 0.00000 	 
31.84381 	 0.00000 	 
31.86603 	 0.00000 	 
31.88825 	 0.00000 	 
31.91047 	 0.00000 	 
31.93269 	 0.00000 	 
31.95492 	 0.00000 	 
31.97714 	 0.00000 	 
31.99936 	 0.00000 	 
32.02158 	 0.00000 	 
32.04380 	 0.00000 	 
32.06602 	 0.00000 	 
32.08825 	 0.00000 	 
32.11047 	 0.00000 	 
32.13269 	 0.00000 	 
32.15491 	 0.00000 	 
32.17713 	 0.00000 	 
32.19935 	 0.00000 	 
32.22158 	 0.00000 	 
32.24380 	 0.00000 	 
32.26602 	 0.00000 	 
32.28824 	 0.00000 	 
32.31046 	 0.00000 	 
32.33269 	 0.00000 	 
32.35491 	 0.00000 	 
32.37713 	 0.00000 	 
32.39935 	 0.00000 	 
32.42157 	 0.00000 	 
32.44379 	 0.00000 	 
32.46602 	 0.00000 	 
32.48824 	 0.00000 	 
32.51046 	 0.00000 	 
32.53268 	 0.00000 	 
32.55490 	 0.00000 	 
32.57713 	 0.00000 	 
32.59935 	 0.00000 	 
32.62157 	 0.00000 	 
32.64379 	 0.00000 	 
32.66601 	 0.00000 	 
32.68823 	 0.00000 	 
32.71046 	 0.00000 	 
32.73268 	 0.00000 	 
32.75490 	 0.00000 	 
32.77712 	 0.00000 	 
32.79934 	 0.00000 	 
32.82156 	 0.00000 	 
32.84379 	 0.00000 	 
32.86601 	 0.00000 	 
32.88823 	 0.00000 	 
32.91045 	 0.00000 	 
32.93267 	 0.00000 	 
32.95490 	 0.00000 	 
32.97712 	 0.00000 	 
32.99934 	 0.00000 	 
33.02156 	 0.00000 	 
33.04378 	 0.00000 	 
33.06600 	 0.00000 	 
33.08823 	 0.00000 	 
33.11045 	 0.00000 	 
33.13267 	 0.00000 	 
33.15489 	 0.00000 	 
33.17711 	 0.00000 	 
33.19933 	 0.00000 	 
33.22156 	 0.00000 	 
33.24378 	 0.00000 	 
33.26600 	 0.00000 	 
33.28822 	 0.00000 	 
33.31044 	 0.00000 	 
33.33267 	 0.00000 	 
33.35489 	 0.00000 	 
33.37711 	 0.00000 	 
33.39933 	 0.00000 	 
33.42155 	 0.00000 	 
33.44377 	 0.00000 	 
33.46600 	 0.00000 	 
33.48822 	 0.00000 	 
33.51044 	 0.00000 	 
33.53266 	 0.00000 	 
33.55488 	 0.00000 	 
33.57711 	 0.00000 	 
33.59933 	 0.00000 	 
33.62155 	 0.00000 	 
33.64377 	 0.00000 	 
33.66599 	 0.00000 	 
33.68821 	 0.00000 	 
33.71044 	 0.00000 	 
33.73266 	 0.00000 	 
33.75488 	 0.00000 	 
33.77710 	 0.00000 	 
33.79932 	 0.00000 	 
33.82154 	 0.00000 	 
33.84377 	 0.00000 	 
33.86599 	 0.00000 	 
33.88821 	 0.00000 	 
33.91043 	 0.00000 	 
33.93265 	 0.00000 	 
33.95488 	 0.00000 	 
33.97710 	 0.00000 	 
33.99932 	 0.00000 	 
34.02154 	 0.00000 	 
34.04376 	 0.00000 	 
34.06598 	 0.00000 	 
34.08821 	 0.00000 	 
34.11043 	 0.00000 	 
34.13265 	 0.00000 	 
34.15487 	 0.00000 	 
34.17709 	 0.00000 	 
34.19931 	 0.00000 	 
34.22154 	 0.00000 	 
34.24376 	 0.00000 	 
34.26598 	 0.00000 	 
34.28820 	 0.00000 	 
34.31042 	 0.00000 	 
34.33265 	 0.00000 	 
34.35487 	 0.00000 	 
34.37709 	 0.00000 	 
34.39931 	 0.00000 	 
34.42153 	 0.00000 	 
34.44375 	 0.00000 	 
34.46598 	 0.00000 	 
34.48820 	 0.00000 	 
34.51042 	 0.00000 	 
34.53264 	 0.00000 	 
34.55486 	 0.00000 	 
34.57708 	 0.00000 	 
34.59931 	 0.00000 	 
34.62153 	 0.00000 	 
34.64375 	 0.00000 	 
34.66597 	 0.00000 	 
34.68819 	 0.00000 	 
34.71042 	 0.00000 	 
34.73264 	 0.00000 	 
34.75486 	 0.00000 	 
34.77708 	 0.00000 	 
34.79930 	 0.00000 	 
34.82152 	 0.00000 	 
34.84375 	 0.00000 	 
34.86597 	 0.00000 	 
34.88819 	 0.00000 	 
34.91041 	 0.00000 	 
34.93263 	 0.00000 	 
34.95486 	 0.00000 	 
34.97708 	 0.00000 	 
34.99930 	 0.00000 	 
35.02152 	 0.00000 	 
35.04374 	 0.00000 	 
35.06596 	 0.00000 	 
35.08819 	 0.00000 	 
35.11041 	 0.00000 	 
35.13263 	 0.00000 	 
35.15485 	 0.00000 	 
35.17707 	 0.00000 	 
35.19929 	 0.00000 	 
35.22152 	 0.00000 	 
35.24374 	 0.00000 	 
35.26596 	 0.00000 	 
35.28818 	 0.00000 	 
35.31040 	 0.00000 	 
35.33263 	 0.00000 	 
35.35485 	 0.00000 	 
35.37707 	 0.00000 	 
35.39929 	 0.00000 	 
35.42151 	 0.00000 	 
35.44373 	 0.00000 	 
35.46596 	 0.00000 	 
35.48818 	 0.00000 	 
35.51040 	 0.00000 	 
35.53262 	 0.00000 	 
35.55484 	 0.00000 	 
35.57706 	 0.00000 	 
35.59929 	 0.00000 	 
35.62151 	 0.00000 	 
35.64373 	 0.00000 	 
35.66595 	 0.00000 	 
35.68817 	 0.00000 	 
35.71040 	 0.00000 	 
35.73262 	 0.00000 	 
35.75484 	 0.00000 	 
35.77706 	 0.00000 	 
35.79928 	 0.00000 	 
35.82150 	 0.00000 	 
35.84373 	 0.00000 	 
35.86595 	 0.00000 	 
35.88817 	 0.00000 	 
35.91039 	 0.00000 	 
35.93261 	 0.00000 	 
35.95484 	 0.00000 	 
35.97706 	 0.00000 	 
35.99928 	 0.00000 	 
36.02150 	 0.00000 	 
36.04372 	 0.00000 	 
36.06594 	 0.00000 	 
36.08817 	 0.00000 	 
36.11039 	 0.00000 	 
36.13261 	 0.00000 	 
36.15483 	 0.00000 	 
36.17705 	 0.00000 	 
36.19927 	 0.00000 	 
36.22150 	 0.00000 	 
36.24372 	 0.00000 	 
36.26594 	 0.00000 	 
36.28816 	 0.00000 	 
36.31038 	 0.00000 	 
36.33261 	 0.00000 	 
36.35483 	 0.00000 	 
36.37705 	 0.00000 	 
36.39927 	 0.00000 	 
36.42149 	 0.00000 	 
36.44371 	 0.00000 	 
36.46594 	 0.00000 	 
36.48816 	 0.00000 	 
36.51038 	 0.00000 	 
36.53260 	 0.00000 	 
36.55482 	 0.00000 	 
36.57704 	 0.00000 	 
36.59927 	 0.00000 	 
36.62149 	 0.00000 	 
36.64371 	 0.00000 	 
36.66593 	 0.00000 	 
36.68815 	 0.00000 	 
36.71038 	 0.00000 	 
36.73260 	 0.00000 	 
36.75482 	 0.00000 	 
36.77704 	 0.00000 	 
36.79926 	 0.00000 	 
36.82148 	 0.00000 	 
36.84371 	 0.00000 	 
36.86593 	 0.00000 	 
36.88815 	 0.00000 	 
36.91037 	 0.00000 	 
36.93259 	 0.00000 	 
36.95482 	 0.00000 	 
36.97704 	 0.00000 	 
36.99926 	 0.00000 	 
37.02148 	 0.00000 	 
37.04370 	 0.00000 	 
37.06592 	 0.00000 	 
37.08815 	 0.00000 	 
37.11037 	 0.00000 	 
37.13259 	 0.00000 	 
37.15481 	 0.00000 	 
37.17703 	 0.00000 	 
37.19925 	 0.00000 	 
37.22148 	 0.00000 	 
37.24370 	 0.00000 	 
37.26592 	 0.00000 	 
37.28814 	 0.00000 	 
37.31036 	 0.00000 	 
37.33259 	 0.00000 	 
37.35481 	 0.00000 	 
37.37703 	 0.00000 	 
37.39925 	 0.00000 	 
37.42147 	 0.00000 	 
37.44369 	 0.00000 	 
37.46592 	 0.00000 	 
37.48814 	 0.00000 	 
37.51036 	 0.00000 	 
37.53258 	 0.00000 	 
37.55480 	 0.00000 	 
37.57702 	 0.00000 	 
37.59925 	 0.00000 	 
37.62147 	 0.00000 	 
37.64369 	 0.00000 	 
37.66591 	 0.00000 	 
37.68813 	 0.00000 	 
37.71036 	 0.00000 	 
37.73258 	 0.00000 	 
37.75480 	 0.00000 	 
37.77702 	 0.00000 	 
37.79924 	 0.00000 	 
37.82146 	 0.00000 	 
37.84369 	 0.00000 	 
37.86591 	 0.00000 	 
37.88813 	 0.00000 	 
37.91035 	 0.00000 	 
37.93257 	 0.00000 	 
37.95480 	 0.00000 	 
37.97702 	 0.00000 	 
37.99924 	 0.00000 	 
38.02146 	 0.00000 	 
38.04368 	 0.00000 	 
38.06590 	 0.00000 	 
38.08813 	 0.00000 	 
38.11035 	 0.00000 	 
38.13257 	 0.00000 	 
38.15479 	 0.00000 	 
38.17701 	 0.00000 	 
38.19923 	 0.00000 	 
38.22146 	 0.00000 	 
38.24368 	 0.00000 	 
38.26590 	 0.00000 	 
38.28812 	 0.00000 	 
38.31034 	 0.00000 	 
38.33257 	 0.00000 	 
38.35479 	 0.00000 	 
38.37701 	 0.00000 	 
38.39923 	 0.00000 	 
38.42145 	 0.00000 	 
38.44367 	 0.00000 	 
38.46590 	 0.00000 	 
38.48812 	 0.00000 	 
38.51034 	 0.00000 	 
38.53256 	 0.00000 	 
38.55478 	 0.00000 	 
38.57700 	 0.00000 	 
38.59923 	 0.00000 	 
38.62145 	 0.00000 	 
38.64367 	 0.00000 	 
38.66589 	 0.00000 	 
38.68811 	 0.00000 	 
38.71034 	 0.00000 	 
38.73256 	 0.00000 	 
38.75478 	 0.00000 	 
38.77700 	 0.00000 	 
38.79922 	 0.00000 	 
38.82144 	 0.00000 	 
38.84367 	 0.00000 	 
38.86589 	 0.00000 	 
38.88811 	 0.00000 	 
38.91033 	 0.00000 	 
38.93255 	 0.00000 	 
38.95478 	 0.00000 	 
38.97700 	 0.00000 	 
38.99922 	 0.00000 	 
39.02144 	 0.00000 	 
39.04366 	 0.00000 	 
39.06588 	 0.00000 	 
39.08811 	 0.00000 	 
39.11033 	 0.00000 	 
39.13255 	 0.00000 	 
39.15477 	 0.00000 	 
39.17699 	 0.00000 	 
39.19921 	 0.00000 	 
39.22144 	 0.00000 	 
39.24366 	 0.00000 	 
39.26588 	 0.00000 	 
39.28810 	 0.00000 	 
39.31032 	 0.00000 	 
39.33255 	 0.00000 	 
39.35477 	 0.00000 	 
39.37699 	 0.00000 	 
39.39921 	 0.00000 	 
39.42143 	 0.00000 	 
39.44365 	 0.00000 	 
39.46588 	 0.00000 	 
39.48810 	 0.00000 	 
39.51032 	 0.00000 	 
39.53254 	 0.00000 	 
39.55476 	 0.00000 	 
39.57698 	 0.00000 	 
39.59921 	 0.00000 	 
39.62143 	 0.00000 	 
39.64365 	 0.00000 	 
39.66587 	 0.00000 	 
39.68809 	 0.00000 	 
39.71032 	 0.00000 	 
39.73254 	 0.00000 	 
39.75476 	 0.00000 	 
39.77698 	 0.00000 	 
39.79920 	 0.00000 	 
39.82142 	 0.00000 	 
39.84365 	 0.00000 	 
39.86587 	 0.00000 	 
39.88809 	 0.00000 	 
39.91031 	 0.00000 	 
39.93253 	 0.00000 	 
39.95476 	 0.00000 	 
39.97698 	 0.00000 	 
39.99920 	 0.00000 	 
40.02142 	 0.00000 	 
40.04364 	 0.00000 	 
40.06586 	 0.00000 	 
40.08809 	 0.00000 	 
40.11031 	 0.00000 	 
40.13253 	 0.00000 	 
40.15475 	 0.00000 	 
40.17697 	 0.00000 	 
40.19919 	 0.00000 	 
40.22142 	 0.00000 	 
40.24364 	 0.00000 	 
40.26586 	 0.00000 	 
40.28808 	 0.00000 	 
40.31030 	 0.00000 	 
40.33253 	 0.00000 	 
40.35475 	 0.00000 	 
40.37697 	 0.00000 	 
40.39919 	 0.00000 	 
40.42141 	 0.00000 	 
40.44363 	 0.00000 	 
40.46586 	 0.00000 	 
40.48808 	 0.00000 	 
40.51030 	 0.00000 	 
40.53252 	 0.00000 	 
40.55474 	 0.00000 	 
40.57696 	 0.00000 	 
40.59919 	 0.00000 	 
40.62141 	 0.00000 	 
40.64363 	 0.00000 	 
40.66585 	 0.00000 	 
40.68807 	 0.00000 	 
40.71030 	 0.00000 	 
40.73252 	 0.00000 	 
40.75474 	 0.00000 	 
40.77696 	 0.00000 	 
40.79918 	 0.00000 	 
40.82140 	 0.00000 	 
40.84363 	 0.00000 	 
40.86585 	 0.00000 	 
40.88807 	 0.00000 	 
40.91029 	 0.00000 	 
40.93251 	 0.00000 	 
40.95473 	 0.00000 	 
40.97696 	 0.00000 	 
40.99918 	 0.00000 	 
41.02140 	 0.00000 	 
41.04362 	 0.00000 	 
41.06584 	 0.00000 	 
41.08807 	 0.00000 	 
41.11029 	 0.00000 	 
41.13251 	 0.00000 	 
41.15473 	 0.00000 	 
41.17695 	 0.00000 	 
41.19917 	 0.00000 	 
41.22140 	 0.00000 	 
41.24362 	 0.00000 	 
41.26584 	 0.00000 	 
41.28806 	 0.00000 	 
41.31028 	 0.00000 	 
41.33251 	 0.00000 	 
41.35473 	 0.00000 	 
