t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  2.1100010E+02         9.4695956E-01         6.0050596E-02        -1.7601440E-02        -1.3782910E-01         6.7548853E-01         9.5458770E-01         1.2269788E-02         1.1332386E-01        -1.0753366E-01         6.7731136E-01         9.5894146E-01         2.1606694E-01         9.1904357E-02        -9.9885851E-02         6.8167537E-01         9.1611987E-01         9.5282122E-02         6.4356774E-03         3.9966613E-02         6.4027876E-01         9.2316747E-01         3.2888603E-01         1.1125075E-01         3.4793376E-03         6.5076256E-01         9.6246016E-01         2.9098269E-01         3.2577612E-02         4.9267683E-02         6.8339729E-01         9.4680274E-01         5.8541097E-02         1.7872946E-01        -3.5561994E-02         6.8037391E-01         9.3090624E-01         9.8738976E-02         7.2565019E-02        -1.7232004E-01         6.6240889E-01         9.6841252E-01         2.0089903E-01         6.9812477E-02        -7.7451714E-03         6.8743408E-01
  2.1101570E+02         9.4417918E-01         4.1871529E-02        -3.4659706E-02        -1.5543100E-01         6.7303336E-01         9.5347154E-01         4.9862433E-03         9.9413775E-02        -1.0765098E-01         6.7664212E-01         9.5366120E-01         1.6774978E-01         6.0686938E-02        -9.3018994E-02         6.7773181E-01         9.0957826E-01         1.0392380E-01        -2.8020965E-02        -1.0579021E-02         6.3373536E-01         9.1920066E-01         3.2085499E-01         1.5427184E-01         2.0211961E-02         6.4736283E-01         9.5177597E-01         2.7537259E-01         7.4558318E-02         4.6902526E-02         6.8054426E-01         9.5043725E-01         8.9289971E-02         1.5674351E-01        -7.0955329E-02         6.8410981E-01         9.3302459E-01         8.9939520E-02         7.9031020E-02        -1.7842269E-01         6.6398239E-01         9.6314317E-01         1.7997548E-01         7.8954421E-02        -1.1290750E-02         6.8452775E-01
  2.1103130E+02         9.3967581E-01         6.8559684E-03        -3.4459822E-02        -1.7332150E-01         6.6865313E-01         9.5121366E-01        -1.2685834E-02         9.4220772E-02        -1.0867967E-01         6.7485487E-01         9.4999105E-01         1.1594941E-01         3.2297626E-02        -1.0272343E-01         6.7543030E-01         9.1043419E-01         1.2740789E-01        -4.5198463E-02        -6.4780295E-02         6.3565183E-01         9.1848743E-01         2.9836601E-01         1.8463883E-01         6.1019282E-03         6.4738971E-01         9.5390654E-01         2.7836707E-01         1.2639670E-01         3.2721967E-02         6.8184316E-01         9.5772743E-01         1.5245456E-01         1.3114151E-01        -5.4644562E-02         6.8889308E-01         9.3421131E-01         9.6162565E-02         8.5786015E-02        -1.7816120E-01         6.6557455E-01         9.5798308E-01         1.5793592E-01         8.4077463E-02        -9.9503761E-03         6.8155730E-01
  2.1104700E+02         9.3504083E-01        -3.1072987E-02        -8.4279263E-03        -1.8004517E-01         6.6411287E-01         9.4823390E-01        -3.5916734E-02         9.7254798E-02        -1.0312181E-01         6.7304772E-01         9.5204818E-01         1.0727577E-01         2.5383558E-02        -9.5056489E-02         6.7699504E-01         9.1182286E-01         1.7231183E-01        -2.8985370E-02        -1.0351058E-01         6.4037377E-01         9.2267936E-01         2.5518027E-01         1.7047961E-01        -4.2031653E-02         6.5390623E-01         9.6356106E-01         2.9884332E-01         1.3696536E-01         4.4336159E-02         6.8368387E-01         9.6710384E-01         2.2251789E-01         1.0026637E-01        -1.5419851E-02         6.9045842E-01         9.3457454E-01         1.0923865E-01         9.4317898E-02        -1.7455192E-01         6.6696590E-01         9.5338297E-01         1.3955525E-01         7.8353904E-02        -4.2223646E-03         6.7861921E-01
  2.1106260E+02         9.3276936E-01        -5.7796761E-02         3.2086398E-02        -1.6298792E-01         6.6236615E-01         9.4503945E-01        -5.9934910E-02         1.1333049E-01        -1.0243776E-01         6.7203212E-01         9.5220119E-01         1.4736491E-01         3.0572256E-02        -6.8176083E-02         6.7687583E-01         9.0927631E-01         2.2279198E-01         1.0599120E-02        -1.1624338E-01         6.4122665E-01         9.2718679E-01         1.7904741E-01         1.6930701E-01        -6.1215531E-02         6.5668589E-01         9.6857041E-01         3.2064441E-01         1.1560032E-01         6.0718104E-02         6.8332464E-01         9.7470433E-01         2.6822570E-01         7.9432458E-02         7.8102974E-03         6.8977088E-01         9.3478835E-01         1.1637209E-01         9.5133699E-02        -1.8054858E-01         6.6800487E-01         9.4977695E-01         1.2737706E-01         6.0211413E-02         6.9125537E-03         6.7605770E-01
  2.1107820E+02         9.3489277E-01        -6.3365169E-02         5.8506917E-02        -1.4318159E-01         6.6460830E-01         9.4631314E-01        -4.1074313E-02         1.3418642E-01        -1.1150590E-01         6.7527461E-01         9.5079380E-01         2.3573431E-01         4.9770419E-02        -3.8602281E-02         6.7304224E-01         9.0437227E-01         2.4519269E-01         4.8934072E-02        -1.1719658E-01         6.3885498E-01         9.1985869E-01         1.1122962E-01         1.7705663E-01        -3.8268395E-02         6.5236533E-01         9.6873623E-01         3.4457839E-01         9.0606943E-02         5.3358894E-02         6.8160015E-01         9.7672319E-01         2.8537339E-01         8.3117038E-02         1.3303929E-02         6.8937188E-01         9.3654799E-01         1.2569757E-01         8.6619131E-02        -1.9848113E-01         6.6981244E-01         9.4804418E-01         1.2165923E-01         3.2243475E-02         2.1856742E-02         6.7435306E-01
  2.1109380E+02         9.3777913E-01        -5.6945741E-02         6.7372419E-02        -1.2160488E-01         6.6833794E-01         9.5277107E-01         4.1914627E-02         1.1618615E-01        -1.0138772E-01         6.8268889E-01         9.4653457E-01         3.3621612E-01         6.1561942E-02        -7.7424846E-03         6.6364312E-01         9.0110064E-01         2.2560622E-01         5.4785583E-02        -1.2507801E-01         6.3787282E-01         9.1872364E-01         6.3521728E-02         2.1436629E-01        -8.9094276E-03         6.4858663E-01         9.6710140E-01         3.5992312E-01         8.1479318E-02         4.0473204E-02         6.7957658E-01         9.7492230E-01         2.9057753E-01         9.9660359E-02         1.3214654E-02         6.8919861E-01         9.3968230E-01         1.5284730E-01         7.9159327E-02        -2.0839818E-01         6.7269540E-01         9.4843519E-01         1.2193964E-01        -5.5603959E-05         3.5618138E-02         6.7356300E-01
  2.1110940E+02         9.4014770E-01        -4.8904829E-02         7.1552902E-02        -8.8657230E-02         6.7217112E-01         9.6087921E-01         1.2235175E-01         7.1751609E-02        -6.5801904E-02         6.8857956E-01         9.3414420E-01         3.8211390E-01         4.4141456E-02         4.0530603E-02         6.5114325E-01         9.0433192E-01         1.7056867E-01         3.2867435E-02        -1.4309214E-01         6.4107364E-01         9.1773325E-01         5.7492014E-02         2.2816010E-01         2.6862060E-03         6.4127642E-01         9.6439451E-01         3.5591373E-01         7.8790307E-02         4.8684243E-02         6.7761457E-01         9.7422498E-01         3.0304590E-01         1.0703670E-01         1.1945538E-02         6.8919975E-01         9.4271797E-01         1.9285153E-01         8.0500558E-02        -1.9077876E-01         6.7576063E-01         9.4995975E-01         1.2673400E-01        -2.9755080E-02         4.2268328E-02         6.7340046E-01
  2.1112500E+02         9.4340694E-01        -2.9420154E-02         7.7937946E-02        -7.2793417E-02         6.7609513E-01         9.6217936E-01         1.6265808E-01         4.8182368E-02        -5.0568070E-02         6.8553668E-01         9.1577613E-01         3.4091973E-01         2.2519058E-02         1.2483839E-01         6.3694936E-01         9.1726393E-01         1.3066523E-01         3.6942173E-02        -1.5543383E-01         6.4991605E-01         9.0911978E-01         9.6839279E-02         1.5244572E-01        -8.5730907E-03         6.3626456E-01         9.6057296E-01         3.4779897E-01         6.7041196E-02         7.0016928E-02         6.7504716E-01         9.7589773E-01         3.2430312E-01         1.0004810E-01         9.9561950E-03         6.8948692E-01         9.4599718E-01         2.2452763E-01         8.6543940E-02        -1.5134333E-01         6.7802811E-01         9.5093042E-01         1.3485385E-01        -5.1436596E-02         3.8811080E-02         6.7342597E-01
  2.1114080E+02         9.4726527E-01        -1.1264346E-02         7.7884115E-02        -7.7490613E-02         6.7969340E-01         9.5121604E-01         1.6456091E-01         4.4595335E-02        -8.5371487E-02         6.7571646E-01         8.9908600E-01         2.2479826E-01         1.0048360E-01         1.9125731E-01         6.2604535E-01         9.3119234E-01         1.5527499E-01         6.6883847E-02        -1.6093396E-01         6.6057593E-01         9.0896297E-01         1.4915121E-01         7.7152327E-02        -6.2988289E-03         6.3607287E-01         9.5680565E-01         3.5319898E-01         4.5282226E-02         7.9640917E-02         6.7155790E-01         9.7685033E-01         3.3906955E-01         9.1903917E-02         1.1159641E-02         6.8961632E-01         9.4907880E-01         2.3153646E-01         9.1810279E-02        -1.1905454E-01         6.7871445E-01         9.5024657E-01         1.4576566E-01        -6.2401425E-02         2.7482362E-02         6.7335194E-01
