xm 	 xl 	 cl 	 cd 	
-5.12500e-01 	 5.00000e-03 	 1.78880e-05 	 1.98519e-01 	
-5.07500e-01 	 5.00000e-03 	 1.78880e-05 	 1.98519e-01 	
-5.02500e-01 	 5.00000e-03 	 1.78880e-05 	 1.98519e-01 	
-4.97500e-01 	 5.00000e-03 	 1.78880e-05 	 1.98519e-01 	
-4.92500e-01 	 5.00000e-03 	 1.78880e-05 	 1.98519e-01 	
-4.87500e-01 	 5.00000e-03 	 1.78880e-05 	 1.98519e-01 	
-4.82500e-01 	 5.00000e-03 	 4.78017e-05 	 1.64672e-01 	
-4.77500e-01 	 5.00000e-03 	 4.91421e-05 	 1.40425e-01 	
-4.72500e-01 	 5.00000e-03 	 4.97024e-05 	 1.23274e-01 	
-4.67500e-01 	 5.00000e-03 	 4.98029e-05 	 1.10283e-01 	
-4.62500e-01 	 5.00000e-03 	 4.96682e-05 	 9.99271e-02 	
-4.57500e-01 	 5.00000e-03 	 4.93540e-05 	 9.14384e-02 	
-4.52500e-01 	 5.00000e-03 	 4.89637e-05 	 8.43892e-02 	
-4.47500e-01 	 5.00000e-03 	 4.85352e-05 	 7.80216e-02 	
-4.42500e-01 	 5.00000e-03 	 4.80564e-05 	 7.28332e-02 	
-4.37500e-01 	 5.00000e-03 	 4.75792e-05 	 6.81805e-02 	
-4.32500e-01 	 5.00000e-03 	 4.71121e-05 	 6.39871e-02 	
-4.27500e-01 	 5.00000e-03 	 4.66597e-05 	 6.01888e-02 	
-4.22500e-01 	 5.00000e-03 	 4.62036e-05 	 5.68344e-02 	
-4.17500e-01 	 5.00000e-03 	 4.57675e-05 	 5.37405e-02 	
-4.12500e-01 	 5.00000e-03 	 4.53804e-05 	 5.08016e-02 	
-4.07500e-01 	 5.00000e-03 	 4.49942e-05 	 4.81893e-02 	
-4.02500e-01 	 5.00000e-03 	 4.46315e-05 	 4.56424e-02 	
-3.97500e-01 	 5.00000e-03 	 4.42947e-05 	 4.34898e-02 	
