xm 	 xl 	 cl 	 cd 	
-5.12500e-01 	 5.00000e-03 	 1.32345e-06 	 1.78031e-01 	
-5.07500e-01 	 5.00000e-03 	 1.32345e-06 	 1.78031e-01 	
-5.02500e-01 	 5.00000e-03 	 1.32345e-06 	 1.78031e-01 	
-4.97500e-01 	 5.00000e-03 	 1.32345e-06 	 1.78031e-01 	
-4.92500e-01 	 5.00000e-03 	 1.32345e-06 	 1.78031e-01 	
-4.87500e-01 	 5.00000e-03 	 1.32345e-06 	 1.78031e-01 	
-4.82500e-01 	 5.00000e-03 	 3.84311e-06 	 2.30177e-01 	
-4.77500e-01 	 5.00000e-03 	 4.50327e-06 	 1.60717e-01 	
-4.72500e-01 	 5.00000e-03 	 4.98987e-06 	 1.33796e-01 	
-4.67500e-01 	 5.00000e-03 	 5.29810e-06 	 1.16587e-01 	
-4.62500e-01 	 5.00000e-03 	 5.61011e-06 	 1.04098e-01 	
-4.57500e-01 	 5.00000e-03 	 5.78819e-06 	 9.43808e-02 	
-4.52500e-01 	 5.00000e-03 	 6.07638e-06 	 8.64806e-02 	
-4.47500e-01 	 5.00000e-03 	 6.11815e-06 	 7.98466e-02 	
-4.42500e-01 	 5.00000e-03 	 6.42733e-06 	 7.41608e-02 	
-4.37500e-01 	 5.00000e-03 	 6.66641e-06 	 6.91995e-02 	
-4.32500e-01 	 5.00000e-03 	 6.82459e-06 	 6.48430e-02 	
-4.27500e-01 	 5.00000e-03 	 7.05059e-06 	 6.09326e-02 	
-4.22500e-01 	 5.00000e-03 	 7.35864e-06 	 5.73928e-02 	
-4.17500e-01 	 5.00000e-03 	 7.67244e-06 	 5.41713e-02 	
-4.12500e-01 	 5.00000e-03 	 7.80624e-06 	 5.12124e-02 	
-4.07500e-01 	 5.00000e-03 	 8.10869e-06 	 4.84920e-02 	
-4.02500e-01 	 5.00000e-03 	 8.39049e-06 	 4.59472e-02 	
-3.97500e-01 	 5.00000e-03 	 8.64285e-06 	 4.35800e-02 	
-3.92500e-01 	 5.00000e-03 	 8.97827e-06 	 4.13731e-02 	
-3.87500e-01 	 5.00000e-03 	 9.26531e-06 	 3.92746e-02 	
-3.82500e-01 	 5.00000e-03 	 9.63854e-06 	 3.73111e-02 	
-3.77500e-01 	 5.00000e-03 	 9.98945e-06 	 3.54555e-02 	
-3.72500e-01 	 5.00000e-03 	 1.03722e-05 	 3.36623e-02 	
-3.67500e-01 	 5.00000e-03 	 1.07347e-05 	 3.20133e-02 	
-3.62500e-01 	 5.00000e-03 	 1.11526e-05 	 3.04256e-02 	
-3.57500e-01 	 5.00000e-03 	 1.16121e-05 	 2.88975e-02 	
-3.52500e-01 	 5.00000e-03 	 1.20509e-05 	 2.74281e-02 	
-3.47500e-01 	 5.00000e-03 	 1.25201e-05 	 2.60212e-02 	
-3.42500e-01 	 5.00000e-03 	 1.30810e-05 	 2.46970e-02 	
-3.37500e-01 	 5.00000e-03 	 1.36064e-05 	 2.34198e-02 	
-3.32500e-01 	 5.00000e-03 	 1.41553e-05 	 2.21595e-02 	
-3.27500e-01 	 5.00000e-03 	 1.47314e-05 	 2.09491e-02 	
-3.22500e-01 	 5.00000e-03 	 1.53269e-05 	 1.97972e-02 	
-3.17500e-01 	 5.00000e-03 	 1.60033e-05 	 1.86710e-02 	
-3.12500e-01 	 5.00000e-03 	 1.66405e-05 	 1.75673e-02 	
-3.07500e-01 	 5.00000e-03 	 1.73022e-05 	 1.65289e-02 	
-3.02500e-01 	 5.00000e-03 	 1.79693e-05 	 1.55170e-02 	
-2.97500e-01 	 5.00000e-03 	 1.86360e-05 	 1.45287e-02 	
-2.92500e-01 	 5.00000e-03 	 1.92985e-05 	 1.35993e-02 	
-2.87500e-01 	 5.00000e-03 	 1.99408e-05 	 1.26781e-02 	
-2.82500e-01 	 5.00000e-03 	 2.05483e-05 	 1.17630e-02 	
-2.77500e-01 	 5.00000e-03 	 2.11146e-05 	 1.08749e-02 	
-2.72500e-01 	 5.00000e-03 	 2.16100e-05 	 1.00113e-02 	
-2.67500e-01 	 5.00000e-03 	 2.20234e-05 	 9.17250e-03 	
-2.62500e-01 	 5.00000e-03 	 2.23396e-05 	 8.35972e-03 	
-2.57500e-01 	 5.00000e-03 	 2.25424e-05 	 7.57595e-03 	
-2.52500e-01 	 5.00000e-03 	 2.26206e-05 	 6.80849e-03 	
-2.47500e-01 	 5.00000e-03 	 2.25685e-05 	 6.05668e-03 	
-2.42500e-01 	 5.00000e-03 	 2.23841e-05 	 5.32011e-03 	
-2.37500e-01 	 5.00000e-03 	 2.20707e-05 	 4.59840e-03 	
-2.32500e-01 	 5.00000e-03 	 2.16409e-05 	 3.89456e-03 	
-2.27500e-01 	 5.00000e-03 	 2.11106e-05 	 3.20911e-03 	
-2.22500e-01 	 5.00000e-03 	 2.05009e-05 	 2.53254e-03 	
-2.17500e-01 	 5.00000e-03 	 1.98340e-05 	 1.87368e-03 	
-2.12500e-01 	 5.00000e-03 	 1.91324e-05 	 1.22316e-03 	
-2.07500e-01 	 5.00000e-03 	 1.84164e-05 	 5.90021e-04 	
-2.02500e-01 	 5.00000e-03 	 1.77025e-05 	-3.55653e-05 	
-1.97500e-01 	 5.00000e-03 	 1.70044e-05 	-6.35404e-04 	
-1.92500e-01 	 5.00000e-03 	 1.63355e-05 	-1.21179e-03 	
-1.87500e-01 	 5.00000e-03 	 1.57044e-05 	-1.78614e-03 	
-1.82500e-01 	 5.00000e-03 	 1.51151e-05 	-2.35721e-03 	
-1.77500e-01 	 5.00000e-03 	 1.45752e-05 	-2.92071e-03 	
-1.72500e-01 	 5.00000e-03 	 1.40855e-05 	-3.46796e-03 	
-1.67500e-01 	 5.00000e-03 	 1.36477e-05 	-3.99341e-03 	
-1.62500e-01 	 5.00000e-03 	 1.32633e-05 	-4.51488e-03 	
-1.57500e-01 	 5.00000e-03 	 1.29336e-05 	-5.02076e-03 	
-1.52500e-01 	 5.00000e-03 	 1.26598e-05 	-5.52099e-03 	
-1.47500e-01 	 5.00000e-03 	 1.24418e-05 	-6.00977e-03 	
-1.42500e-01 	 5.00000e-03 	 1.22812e-05 	-6.48744e-03 	
-1.37500e-01 	 5.00000e-03 	 1.21777e-05 	-6.95172e-03 	
