x	cp
0.004621709530772622          0.052890021949735244
0.0036699702770636444          0.19495602088569886
0.004753917661413365          0.380435665612187
0.003840407264757123          0.6172136578963294
0.00492754038719459          0.8105859687351664
0.005982816128754814          0.9250316184505207
0.006014673509632085          1.003958279574003
0.00805195301673467          1.0513182584207024
0.012067575876316905          1.000023893035658
0.014058662181147402          0.9329402132533073
0.01907381036575459          0.8579698406175229
0.02306872592776657          0.7553731455022152
0.029084992306442514          0.6606730986718654
0.03510763016129392          0.5817583840662119
0.04213935055543344          0.5028456605468636
0.05018015348886104          0.4239349281138196
0.0652797555901739          0.3331991341163878
0.07736326015692946          0.2700816982532599
0.09348309488083745          0.20697222673535132
0.11464993517022992          0.14781904370514054
0.13783971914533016          0.10050884201606247
0.16809308089544728          0.05321257793111789
0.1953239736348315          0.0177493397557813
0.22962322275636432          -0.005860961646899421
0.26392247187789697          -0.0294712630495797
0.29822809247560517          -0.03729623222756384
0.3325337130733133          -0.04512120140554776
0.3698665812888858          -0.05294019732461752
0.4051844701639698          -0.05287050930394854
0.44353119952596204          -0.04884851496819076
0.4828870114272425          -0.044824529546128034
0.524262581276143          -0.03685022889528189
0.5585729804809825          -0.03283619890474343
0.5999469574608391          -0.028808231310071264
0.6372846042835434          -0.0247882280606182
0.6685709416086065          -0.012887505216646167
0.6998572789336697          -0.0009867823726741332
0.733160188468265          0.006971589587733362
0.7755480265945414          0.02284054743723285
0.8159161067731977          0.0347591900579487
0.8572916766220982          0.04273349070879462
0.9006901901567064          0.06255077270077325
0.9370219401782098          0.07446145097626955
0.9672991949639849          0.08636018273393642
0.9985807536819167          0.0864219064093863
