x cp
  -0.50000   0.16913
  -0.49835  -0.46344
  -0.49491  -0.99471
  -0.49044  -1.44502
  -0.48542  -1.37821
  -0.48009  -1.35869
  -0.47457  -1.42161
  -0.46893  -1.33576
  -0.46320  -1.28675
  -0.45745  -1.26535
  -0.45171  -1.21361
  -0.44597  -1.17770
  -0.44024  -1.14751
  -0.43451  -1.11610
  -0.42877  -1.08931
  -0.42302  -1.06630
  -0.41727  -1.04541
  -0.41149  -1.02678
  -0.40570  -1.01099
  -0.39989  -0.99682
  -0.39406  -0.98439
  -0.38820  -0.97366
  -0.38232  -0.96413
  -0.37641  -0.95580
  -0.37047  -0.94849
  -0.36450  -0.94203
  -0.35850  -0.93633
  -0.35247  -0.93130
  -0.34640  -0.92682
  -0.34029  -0.92283
  -0.33415  -0.91928
  -0.32797  -0.91610
  -0.32175  -0.91324
  -0.31549  -0.91067
  -0.30920  -0.90836
  -0.30286  -0.90635
  -0.29648  -0.90463
  -0.29007  -0.90317
  -0.28361  -0.90180
  -0.27711  -0.90031
  -0.27057  -0.89855
  -0.26398  -0.89663
  -0.25736  -0.89493
  -0.25070  -0.89389
  -0.24399  -0.89377
  -0.23725  -0.89449
  -0.23046  -0.89563
  -0.22363  -0.89647
  -0.21677  -0.89636
  -0.20987  -0.89516
  -0.20292  -0.89334
  -0.19594  -0.89168
  -0.18893  -0.89071
  -0.18188  -0.89045
  -0.17479  -0.89048
  -0.16767  -0.89043
  -0.16051  -0.89048
  -0.15332  -0.89124
  -0.14610  -0.89275
  -0.13885  -0.89438
  -0.13158  -0.89642
  -0.12427  -0.90028
  -0.11693  -0.90599
  -0.10957  -0.91208
  -0.10218  -0.91741
  -0.09477  -0.91840
  -0.08734  -0.90917
  -0.07988  -0.89121
  -0.07241  -0.87384
  -0.06492  -0.86118
  -0.05741  -0.85169
  -0.04988  -0.84734
  -0.04234  -0.85012
  -0.03479  -0.85283
  -0.02722  -0.84500
  -0.01964  -0.83097
  -0.01206  -0.82430
  -0.00447  -0.82043
   0.00313  -0.80687
   0.01074  -0.78653
   0.01834  -0.75976
   0.02595  -0.71920
   0.03356  -0.66945
   0.04117  -0.61752
   0.04877  -0.56127
   0.05637  -0.50368
   0.06397  -0.45390
   0.07155  -0.40935
   0.07913  -0.35726
   0.08670  -0.29813
   0.09426  -0.24925
   0.10181  -0.22114
   0.10934  -0.20639
   0.11686  -0.19485
   0.12436  -0.18779
   0.13184  -0.18879
   0.13930  -0.18918
   0.14674  -0.17821
   0.15416  -0.15916
   0.16156  -0.14112
   0.16894  -0.12587
   0.17629  -0.11393
   0.18361  -0.11068
   0.19090  -0.11444
   0.19817  -0.11480
   0.20541  -0.11006
   0.21262  -0.10746
   0.21980  -0.10785
   0.22694  -0.10819
   0.23405  -0.10790
   0.24113  -0.10530
   0.24818  -0.09954
   0.25519  -0.09386
   0.26216  -0.09121
   0.26910  -0.09232
   0.27600  -0.09614
   0.28287  -0.09854
   0.28969  -0.09560
   0.29649  -0.08886
   0.30324  -0.08252
   0.30995  -0.07754
   0.31663  -0.07316
   0.32327  -0.07068
   0.32987  -0.07083
   0.33644  -0.07125
   0.34296  -0.06918
   0.34945  -0.06349
   0.35590  -0.05473
   0.36232  -0.04493
   0.36869  -0.03605
   0.37504  -0.02833
   0.38135  -0.02104
   0.38762  -0.01426
   0.39386  -0.00823
   0.40007  -0.00218
   0.40625   0.00357
   0.41240   0.00731
   0.41852   0.00887
   0.42461   0.00949
   0.43068   0.01106
   0.43672   0.01560
   0.44274   0.02255
   0.44873   0.03057
   0.45471   0.03984
   0.46067   0.04702
   0.46662   0.05196
   0.47255   0.05955
   0.47847   0.06339
   0.48438   0.06310
   0.49029   0.07368
   0.49619   0.08588
  -0.50000   0.16219
  -0.49835  -0.45559
  -0.49491  -0.99698
  -0.49044  -1.44502
  -0.48542  -1.37940
  -0.48009  -1.35633
  -0.47457  -1.42286
  -0.46893  -1.33604
  -0.46320  -1.28594
  -0.45745  -1.26596
  -0.45171  -1.21339
  -0.44597  -1.17763
  -0.44024  -1.14756
  -0.43451  -1.11600
  -0.42877  -1.08930
  -0.42302  -1.06624
  -0.41727  -1.04540
  -0.41149  -1.02675
  -0.40570  -1.01096
  -0.39989  -0.99681
  -0.39406  -0.98436
  -0.38820  -0.97365
  -0.38232  -0.96411
  -0.37641  -0.95578
  -0.37047  -0.94847
  -0.36450  -0.94201
  -0.35850  -0.93631
  -0.35247  -0.93127
  -0.34640  -0.92678
  -0.34029  -0.92280
  -0.33415  -0.91924
  -0.32797  -0.91606
  -0.32175  -0.91320
  -0.31549  -0.91063
  -0.30920  -0.90833
  -0.30286  -0.90631
  -0.29648  -0.90460
  -0.29007  -0.90314
  -0.28361  -0.90177
  -0.27711  -0.90028
  -0.27057  -0.89852
  -0.26398  -0.89660
  -0.25736  -0.89491
  -0.25070  -0.89389
  -0.24399  -0.89378
  -0.23725  -0.89451
  -0.23046  -0.89566
  -0.22363  -0.89652
  -0.21677  -0.89643
  -0.20987  -0.89523
  -0.20292  -0.89342
  -0.19594  -0.89177
  -0.18893  -0.89079
  -0.18188  -0.89050
  -0.17479  -0.89050
  -0.16767  -0.89043
  -0.16051  -0.89050
  -0.15332  -0.89124
  -0.14610  -0.89244
  -0.13885  -0.89351
  -0.13158  -0.89525
  -0.12427  -0.89916
  -0.11693  -0.90501
  -0.10957  -0.91139
  -0.10218  -0.91674
  -0.09477  -0.91712
  -0.08734  -0.90869
  -0.07988  -0.89392
  -0.07241  -0.87775
  -0.06492  -0.86220
  -0.05741  -0.85027
  -0.04988  -0.84605
  -0.04234  -0.84826
  -0.03479  -0.84772
  -0.02722  -0.83548
  -0.01964  -0.81798
  -0.01206  -0.80867
  -0.00447  -0.80127
   0.00313  -0.78340
   0.01074  -0.76083
   0.01834  -0.73618
   0.02595  -0.69980
   0.03356  -0.65276
   0.04117  -0.60123
   0.04877  -0.54558
   0.05637  -0.49147
   0.06397  -0.44262
   0.07155  -0.39278
   0.07913  -0.33854
   0.08670  -0.28399
   0.09426  -0.23887
   0.10181  -0.21099
   0.10934  -0.19525
   0.11686  -0.18231
   0.12436  -0.17444
   0.13184  -0.17794
   0.13930  -0.18446
   0.14674  -0.17769
   0.15416  -0.15726
   0.16156  -0.13625
   0.16894  -0.12099
   0.17629  -0.11152
   0.18361  -0.11062
   0.19090  -0.11672
   0.19817  -0.12023
   0.20541  -0.11568
   0.21262  -0.10783
   0.21980  -0.10232
   0.22694  -0.10064
   0.23405  -0.10220
   0.24113  -0.10299
   0.24818  -0.09878
   0.25519  -0.09219
   0.26216  -0.08869
   0.26910  -0.08978
   0.27600  -0.09388
   0.28287  -0.09818
   0.28969  -0.09929
   0.29649  -0.09616
   0.30324  -0.09044
   0.30995  -0.08323
   0.31663  -0.07550
   0.32327  -0.07032
   0.32987  -0.06929
   0.33644  -0.06922
   0.34296  -0.06667
   0.34945  -0.06129
   0.35590  -0.05386
   0.36232  -0.04546
   0.36869  -0.03730
   0.37504  -0.02937
   0.38135  -0.02129
   0.38762  -0.01348
   0.39386  -0.00585
   0.40007   0.00183
   0.40625   0.00772
   0.41240   0.00987
   0.41852   0.00934
   0.42461   0.00922
   0.43068   0.01214
   0.43672   0.01832
   0.44274   0.02503
   0.44873   0.03083
   0.45471   0.03704
   0.46067   0.04277
   0.46662   0.04908
   0.47255   0.05859
   0.47847   0.06453
   0.48438   0.06725
   0.49029   0.07752
   0.49619   0.08658
  -0.50000   0.15951
  -0.49835  -0.44807
  -0.49491  -0.99524
  -0.49044  -1.45280
  -0.48542  -1.37457
  -0.48009  -1.35734
  -0.47457  -1.42401
  -0.46893  -1.33488
  -0.46320  -1.28644
  -0.45745  -1.26580
  -0.45171  -1.21335
  -0.44597  -1.17758
  -0.44024  -1.14749
  -0.43451  -1.11599
  -0.42877  -1.08920
  -0.42302  -1.06623
  -0.41727  -1.04535
  -0.41149  -1.02670
  -0.40570  -1.01094
  -0.39989  -0.99678
  -0.39406  -0.98434
  -0.38820  -0.97363
  -0.38232  -0.96409
  -0.37641  -0.95576
  -0.37047  -0.94844
  -0.36450  -0.94198
  -0.35850  -0.93628
  -0.35247  -0.93123
  -0.34640  -0.92675
  -0.34029  -0.92276
  -0.33415  -0.91920
  -0.32797  -0.91602
  -0.32175  -0.91316
  -0.31549  -0.91059
  -0.30920  -0.90829
  -0.30286  -0.90628
  -0.29648  -0.90457
  -0.29007  -0.90311
  -0.28361  -0.90175
  -0.27711  -0.90026
  -0.27057  -0.89849
  -0.26398  -0.89658
  -0.25736  -0.89489
  -0.25070  -0.89388
  -0.24399  -0.89378
  -0.23725  -0.89453
  -0.23046  -0.89570
  -0.22363  -0.89658
  -0.21677  -0.89651
  -0.20987  -0.89531
  -0.20292  -0.89349
  -0.19594  -0.89184
  -0.18893  -0.89086
  -0.18188  -0.89054
  -0.17479  -0.89051
  -0.16767  -0.89040
  -0.16051  -0.89051
  -0.15332  -0.89123
  -0.14610  -0.89218
  -0.13885  -0.89299
  -0.13158  -0.89469
  -0.12427  -0.89864
  -0.11693  -0.90451
  -0.10957  -0.91091
  -0.10218  -0.91594
  -0.09477  -0.91644
  -0.08734  -0.90988
  -0.07988  -0.89705
  -0.07241  -0.88070
  -0.06492  -0.86401
  -0.05741  -0.85151
  -0.04988  -0.84640
  -0.04234  -0.84623
  -0.03479  -0.84330
  -0.02722  -0.83125
  -0.01964  -0.81420
  -0.01206  -0.80094
  -0.00447  -0.78848
   0.00313  -0.77099
   0.01074  -0.75204
   0.01834  -0.72782
   0.02595  -0.68896
   0.03356  -0.64069
   0.04117  -0.59253
   0.04877  -0.54676
   0.05637  -0.50156
   0.06397  -0.44844
   0.07155  -0.38372
   0.07913  -0.31838
   0.08670  -0.26301
   0.09426  -0.22310
   0.10181  -0.20242
   0.10934  -0.19173
   0.11686  -0.17706
   0.12436  -0.16371
   0.13184  -0.16488
   0.13930  -0.17420
   0.14674  -0.17320
   0.15416  -0.15616
   0.16156  -0.13329
   0.16894  -0.11671
   0.17629  -0.11107
   0.18361  -0.11496
   0.19090  -0.12347
   0.19817  -0.12873
   0.20541  -0.12438
   0.21262  -0.11229
   0.21980  -0.10064
   0.22694  -0.09609
   0.23405  -0.09889
   0.24113  -0.10259
   0.24818  -0.10046
   0.25519  -0.09359
   0.26216  -0.08833
   0.26910  -0.08786
   0.27600  -0.09095
   0.28287  -0.09507
   0.28969  -0.09789
   0.29649  -0.09760
   0.30324  -0.09277
   0.30995  -0.08351
   0.31663  -0.07326
   0.32327  -0.06676
   0.32987  -0.06511
   0.33644  -0.06475
   0.34296  -0.06210
   0.34945  -0.05665
   0.35590  -0.04988
   0.36232  -0.04365
   0.36869  -0.03803
   0.37504  -0.03098
   0.38135  -0.02236
   0.38762  -0.01405
   0.39386  -0.00606
   0.40007   0.00231
   0.40625   0.00902
   0.41240   0.01136
   0.41852   0.01018
   0.42461   0.00981
   0.43068   0.01396
   0.43672   0.02182
   0.44274   0.02907
   0.44873   0.03336
   0.45471   0.03689
   0.46067   0.04125
   0.46662   0.04752
