"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
-2.82284e-01	1.71185e-01	-1.50896e-02	-6.77737e-01	6.83236e-01	6.24257e-01	9.08084e-04	4.14763e-04	4.79107e-04	-2.25752e-04	-1.64807e-04	9.58775e-05	1	0.00000e+00	1.00000e-01	1.50000e-01	-1.10000e-01
-2.91972e-01	1.93384e-01	-6.60398e-02	-6.87278e-01	6.83233e-01	6.30915e-01	9.09750e-04	4.20841e-04	4.75941e-04	-2.28964e-04	-1.51739e-04	8.39012e-05	1	1.10000e-03	1.00000e-01	1.50000e-01	-1.08900e-01
-3.00056e-01	2.13853e-01	-1.16876e-01	-6.96764e-01	6.83230e-01	6.38581e-01	9.09265e-04	4.25593e-04	4.72834e-04	-2.30837e-04	-1.38438e-04	7.19567e-05	1	2.20000e-03	1.00000e-01	1.50000e-01	-1.07800e-01
-2.67062e-01	2.22860e-01	-1.01938e-01	-7.03619e-01	6.83227e-01	7.04231e-01	9.02361e-04	4.33020e-04	4.75082e-04	-2.32027e-04	-1.32826e-04	6.09446e-05	1	3.30000e-03	1.00000e-01	1.50000e-01	-1.06700e-01
-2.31277e-01	2.32843e-01	-8.98083e-02	-7.12599e-01	6.83224e-01	7.79910e-01	8.94417e-04	4.39865e-04	4.77287e-04	-2.32776e-04	-1.26968e-04	4.98211e-05	1	4.40000e-03	1.00000e-01	1.50000e-01	-1.05600e-01
-2.00732e-01	2.08746e-01	-9.51176e-02	-7.16601e-01	6.83219e-01	8.94258e-01	8.78306e-04	4.46485e-04	4.83736e-04	-2.32639e-04	-1.26678e-04	3.86597e-05	1	5.50000e-03	1.00000e-01	1.50000e-01	-1.04500e-01
-1.68007e-01	1.85360e-01	-1.03604e-01	-7.24371e-01	6.83215e-01	1.03227e+00	8.61777e-04	4.53837e-04	4.90100e-04	-2.33121e-04	-1.26100e-04	2.73396e-05	1	6.60000e-03	1.00000e-01	1.50000e-01	-1.03400e-01
-1.58422e-01	1.21876e-01	-1.67222e-01	-7.29870e-01	6.83210e-01	1.10042e+00	8.55313e-04	4.58179e-04	4.98139e-04	-2.37336e-04	-1.26202e-04	1.59035e-05	1	7.70000e-03	1.00000e-01	1.50000e-01	-1.02300e-01
-1.49412e-01	5.75395e-02	-2.33797e-01	-7.37265e-01	6.83206e-01	1.17716e+00	8.48297e-04	4.63578e-04	5.06125e-04	-2.42004e-04	-1.26022e-04	4.38493e-06	1	8.80000e-03	1.00000e-01	1.50000e-01	-1.01200e-01
-1.35160e-01	1.51358e-02	-2.52152e-01	-7.47618e-01	6.83202e-01	1.31706e+00	8.56615e-04	4.64672e-04	5.14659e-04	-2.43472e-04	-1.23950e-04	-5.33570e-06	1	9.90000e-03	1.00000e-01	1.50000e-01	-1.00100e-01
-1.23357e-01	-2.63903e-02	-2.70740e-01	-7.55389e-01	6.83197e-01	1.45704e+00	8.64859e-04	4.65918e-04	5.23222e-04	-2.44947e-04	-1.21862e-04	-1.49052e-05	1	1.10000e-02	1.00000e-01	1.50000e-01	-9.90000e-02
-9.81868e-02	1.96861e-02	-1.78316e-01	-7.63597e-01	6.83192e-01	2.83326e+00	8.69402e-04	4.65407e-04	5.31977e-04	-2.36218e-04	-1.16282e-04	-2.14187e-05	1	1.21000e-02	1.00000e-01	1.50000e-01	-9.79000e-02
-7.67739e-02	7.03067e-02	-8.16102e-02	-7.67165e-01	6.83188e-01	4.45647e+00	8.74733e-04	4.64285e-04	5.40830e-04	-2.27625e-04	-1.11051e-04	-2.76608e-05	1	1.32000e-02	1.00000e-01	1.50000e-01	-9.68000e-02
-5.48213e-02	1.72215e-01	1.57866e-03	-7.55825e-01	6.83180e-01	2.83656e+00	8.59778e-04	4.73436e-04	5.48773e-04	-2.19301e-04	-1.03109e-04	-3.01847e-05	1	1.43000e-02	1.00000e-01	1.50000e-01	-9.57000e-02
