"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
2.49039e+00	9.37376e-02	-2.87832e-01	3.22251e+00	6.68449e-01	-5.94175e-01	1.08873e-02	2.84462e-02	3.16571e-03	-3.83853e-03	1.73225e-04	-6.71711e-04	1	0.00000e+00	7.50000e-01	1.50000e-01	-1.10000e-01
2.51646e+00	-1.64279e-02	-2.44674e-01	3.20466e+00	6.68485e-01	-5.74941e-01	1.09986e-02	2.82896e-02	3.12053e-03	-3.83564e-03	1.91684e-04	-7.38175e-04	1	1.10000e-03	7.50000e-01	1.50000e-01	-1.08900e-01
2.54254e+00	-1.26594e-01	-2.01515e-01	3.18681e+00	6.68521e-01	-5.55706e-01	1.11099e-02	2.81330e-02	3.07535e-03	-3.83275e-03	2.10143e-04	-8.04639e-04	1	2.20000e-03	7.50000e-01	1.50000e-01	-1.07800e-01
2.51215e+00	-3.49347e-01	-1.49316e-01	3.13533e+00	6.68554e-01	-5.53134e-01	1.11821e-02	2.79366e-02	3.02951e-03	-3.80669e-03	2.21680e-04	-8.58514e-04	1	3.30000e-03	7.50000e-01	1.50000e-01	-1.06700e-01
2.48175e+00	-5.72102e-01	-9.71168e-02	3.08386e+00	6.68588e-01	-5.50561e-01	1.12544e-02	2.77401e-02	2.98366e-03	-3.78063e-03	2.33217e-04	-9.12389e-04	1	4.40000e-03	7.50000e-01	1.50000e-01	-1.05600e-01
2.34775e+00	-7.70687e-01	-9.67189e-02	3.00682e+00	6.68615e-01	-5.88630e-01	1.12697e-02	2.74750e-02	2.93738e-03	-3.75020e-03	2.43867e-04	-9.42052e-04	1	5.50000e-03	7.50000e-01	1.50000e-01	-1.04500e-01
2.21375e+00	-9.69273e-01	-9.63210e-02	2.92978e+00	6.68643e-01	-6.26700e-01	1.12851e-02	2.72099e-02	2.89109e-03	-3.71976e-03	2.54517e-04	-9.71716e-04	1	6.60000e-03	7.50000e-01	1.50000e-01	-1.03400e-01
2.03799e+00	-1.03917e+00	-1.17732e-01	2.87559e+00	6.68668e-01	-7.03511e-01	1.12886e-02	2.69487e-02	2.83918e-03	-3.66708e-03	2.69266e-04	-9.77042e-04	1	7.70000e-03	7.50000e-01	1.50000e-01	-1.02300e-01
1.86223e+00	-1.10907e+00	-1.39143e-01	2.82140e+00	6.68694e-01	-7.80324e-01	1.12920e-02	2.66875e-02	2.78727e-03	-3.61439e-03	2.84015e-04	-9.82368e-04	1	8.80000e-03	7.50000e-01	1.50000e-01	-1.01200e-01
1.72379e+00	-1.12165e+00	-8.95232e-02	2.81501e+00	6.68722e-01	-8.87153e-01	1.13235e-02	2.65039e-02	2.73381e-03	-3.56363e-03	2.94702e-04	-9.74189e-04	1	9.90000e-03	7.50000e-01	1.50000e-01	-1.00100e-01
1.58535e+00	-1.13423e+00	-3.99026e-02	2.80863e+00	6.68750e-01	-9.93983e-01	1.13550e-02	2.63204e-02	2.68034e-03	-3.51286e-03	3.05390e-04	-9.66010e-04	1	1.10000e-02	7.50000e-01	1.50000e-01	-9.90000e-02
1.45694e+00	-1.12594e+00	8.15274e-02	2.82401e+00	6.68776e-01	-1.14560e+00	1.13788e-02	2.62352e-02	2.63814e-03	-3.50755e-03	3.02402e-04	-9.61182e-04	1	1.21000e-02	7.50000e-01	1.50000e-01	-9.79000e-02
1.32854e+00	-1.11766e+00	2.02958e-01	2.83940e+00	6.68802e-01	-1.29722e+00	1.14025e-02	2.61500e-02	2.59594e-03	-3.50225e-03	2.99415e-04	-9.56354e-04	1	1.32000e-02	7.50000e-01	1.50000e-01	-9.68000e-02
1.13995e+00	-9.88690e-01	2.87476e-01	2.84568e+00	6.68820e-01	-1.66477e+00	1.13774e-02	2.61192e-02	2.57001e-03	-3.54302e-03	2.81388e-04	-9.62487e-04	1	1.43000e-02	7.50000e-01	1.50000e-01	-9.57000e-02
9.51361e-01	-8.59721e-01	3.71994e-01	2.85197e+00	6.68839e-01	-2.03233e+00	1.13522e-02	2.60884e-02	2.54408e-03	-3.58379e-03	2.63361e-04	-9.68620e-04	1	1.54000e-02	7.50000e-01	1.50000e-01	-9.46000e-02
7.43655e-01	-5.78585e-01	3.56056e-01	2.84267e+00	6.68847e-01	-3.78756e+00	1.12780e-02	2.60723e-02	2.53145e-03	-3.64701e-03	2.38681e-04	-9.85268e-04	1	1.65000e-02	7.50000e-01	1.50000e-01	-9.35000e-02
5.35947e-01	-2.97447e-01	3.40119e-01	2.83337e+00	6.68856e-01	-5.54280e+00	1.12037e-02	2.60562e-02	2.51882e-03	-3.71024e-03	2.14000e-04	-1.00192e-03	1	1.76000e-02	7.50000e-01	1.50000e-01	-9.24000e-02
4.20415e-01	3.85670e-02	2.68034e-01	2.82052e+00	6.68850e-01	-2.28472e+01	1.11169e-02	2.60420e-02	2.52136e-03	-3.78652e-03	1.90264e-04	-1.02584e-03	1	1.87000e-02	7.50000e-01	1.50000e-01	-9.13000e-02
3.04882e-01	3.74583e-01	1.95950e-01	2.80767e+00	6.68844e-01	-4.01517e+01	1.10301e-02	2.60279e-02	2.52390e-03	-3.86281e-03	1.66527e-04	-1.04976e-03	1	1.98000e-02	7.50000e-01	1.50000e-01	-9.02000e-02
3.62166e-01	6.27055e-01	1.24003e-01	2.81642e+00	6.68822e-01	-2.38556e+01	1.09614e-02	2.59819e-02	2.54536e-03	-3.92802e-03	1.47055e-04	-1.08048e-03	1	2.09000e-02	7.50000e-01	1.50000e-01	-8.91000e-02
