"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
4.57382e+00	-2.29696e+00	-5.20969e+00	-5.88857e-01	6.65705e-01	-1.51532e+00	1.00316e-02	4.47797e-03	5.62560e-03	-9.75036e-04	2.06726e-03	9.43943e-04	1	0.00000e+00	-3.00000e-01	1.50000e-01	-1.10000e-01
3.11756e+00	-2.07758e+00	-4.87935e+00	-5.93445e-01	6.65779e-01	-8.57551e-01	9.68046e-03	4.38264e-03	5.55580e-03	-8.43156e-04	2.07826e-03	9.03933e-04	1	1.10000e-03	-3.00000e-01	1.50000e-01	-1.08900e-01
1.83143e+00	-1.90740e+00	-4.72505e+00	-5.73187e-01	6.65863e-01	-9.91343e-01	9.28284e-03	4.28935e-03	5.48979e-03	-7.13856e-04	2.07654e-03	8.14004e-04	1	2.20000e-03	-3.00000e-01	1.50000e-01	-1.07800e-01
6.52059e-01	-1.58478e+00	-4.41988e+00	-8.71818e-01	6.65994e-01	-8.53512e-01	8.82801e-03	4.23739e-03	5.44317e-03	-6.76798e-04	2.00521e-03	7.87199e-04	1	3.30000e-03	-3.00000e-01	1.50000e-01	-1.06700e-01
-7.07961e-01	-1.35755e+00	-4.10125e+00	-1.11816e+00	6.66114e-01	-1.79829e+00	8.29418e-03	4.15917e-03	5.35252e-03	-6.15868e-04	1.94935e-03	7.47448e-04	1	4.40000e-03	-3.00000e-01	1.50000e-01	-1.05600e-01
-1.31483e+00	-1.05755e+00	-3.69905e+00	-1.50237e+00	6.66265e-01	-7.50648e-01	7.98792e-03	4.05568e-03	5.29659e-03	-6.58197e-04	1.81957e-03	7.48503e-04	1	5.50000e-03	-3.00000e-01	1.50000e-01	-1.04500e-01
-2.52224e+00	-7.27675e-01	-3.12598e+00	-1.93811e+00	6.66419e-01	1.67776e+00	7.63702e-03	3.97163e-03	5.22543e-03	-6.89343e-04	1.71192e-03	7.50698e-04	1	6.60000e-03	-3.00000e-01	1.50000e-01	-1.03400e-01
-2.26631e+00	-5.22209e-01	-2.76476e+00	-2.15426e+00	6.66597e-01	1.18526e+00	7.54944e-03	3.91066e-03	5.18286e-03	-7.38818e-04	1.55848e-03	7.30235e-04	1	7.70000e-03	-3.00000e-01	1.50000e-01	-1.02300e-01
-1.74544e+00	-2.82787e-01	-2.28322e+00	-2.43919e+00	6.66771e-01	1.94259e+00	7.48962e-03	3.88857e-03	5.17839e-03	-7.89034e-04	1.40089e-03	7.09657e-04	1	8.80000e-03	-3.00000e-01	1.50000e-01	-1.01200e-01
-1.31683e+00	-2.80725e-01	-2.23084e+00	-2.35354e+00	6.66934e-01	2.51739e+00	7.39271e-03	3.78558e-03	5.14124e-03	-7.81382e-04	1.29495e-03	6.51486e-04	1	9.90000e-03	-3.00000e-01	1.50000e-01	-1.00100e-01
-1.14471e+00	-1.54869e-01	-2.09864e+00	-2.33323e+00	6.67094e-01	2.08985e+00	7.30559e-03	3.72071e-03	5.11554e-03	-7.75755e-04	1.16371e-03	5.96968e-04	1	1.10000e-02	-3.00000e-01	1.50000e-01	-9.90000e-02
-1.32314e+00	-8.50782e-02	-1.90006e+00	-2.30355e+00	6.67205e-01	1.52986e+00	7.15100e-03	3.60715e-03	5.07903e-03	-7.52591e-04	1.06464e-03	4.85377e-04	1	1.21000e-02	-3.00000e-01	1.50000e-01	-9.79000e-02
-1.44296e+00	2.94075e-02	-1.62731e+00	-2.31017e+00	6.67327e-01	1.16943e+00	6.99545e-03	3.53040e-03	5.04687e-03	-7.29232e-04	9.42422e-04	3.73046e-04	1	1.32000e-02	-3.00000e-01	1.50000e-01	-9.68000e-02
-1.57030e+00	-5.93329e-02	-1.21104e+00	-2.39037e+00	6.67417e-01	1.15071e+00	6.82818e-03	3.43092e-03	4.98475e-03	-6.97029e-04	8.34143e-04	2.55444e-04	1	1.43000e-02	-3.00000e-01	1.50000e-01	-9.57000e-02
-1.60241e+00	-1.65588e-01	-8.08550e-01	-2.48090e+00	6.67515e-01	1.41172e+00	6.65238e-03	3.35340e-03	4.93157e-03	-6.64570e-04	7.08937e-04	1.36939e-04	1	1.54000e-02	-3.00000e-01	1.50000e-01	-9.46000e-02
-1.62747e+00	-4.18670e-01	-6.66761e-01	-2.46757e+00	6.67613e-01	1.28717e+00	6.41335e-03	3.25232e-03	4.82999e-03	-6.04153e-04	5.57224e-04	9.05743e-05	1	1.65000e-02	-3.00000e-01	1.50000e-01	-9.35000e-02
