"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
-2.81094e-01	-4.31921e-05	1.66084e-04	3.60696e-04	7.08055e-01	2.83222e-01	4.51468e-06	2.31625e-06	9.72816e-09	1.47754e-06	-2.84866e-09	-9.08611e-09	1	0.00000e+00	-6.00000e-01	1.50000e-01	-1.10000e-01
-2.81441e-01	-3.99696e-05	1.05910e-04	3.06334e-04	7.08056e-01	2.83222e-01	4.51486e-06	2.31681e-06	9.44380e-09	1.47765e-06	-2.89136e-09	-8.93710e-09	1	1.10000e-03	-6.00000e-01	1.50000e-01	-1.08900e-01
-2.81527e-01	-5.01340e-05	1.50884e-04	3.35106e-04	7.08057e-01	2.83223e-01	4.51438e-06	2.31712e-06	9.16316e-09	1.47751e-06	-2.92463e-09	-8.77971e-09	1	2.20000e-03	-6.00000e-01	1.50000e-01	-1.07800e-01
-2.81476e-01	-7.27798e-05	2.52048e-04	4.09384e-04	7.08058e-01	2.83224e-01	4.51446e-06	2.31735e-06	8.88307e-09	1.47733e-06	-2.96819e-09	-8.59638e-09	1	3.30000e-03	-6.00000e-01	1.50000e-01	-1.06700e-01
-2.81438e-01	-7.89472e-05	2.42916e-04	4.02009e-04	7.08060e-01	2.83224e-01	4.51388e-06	2.31731e-06	8.60713e-09	1.47696e-06	-3.00668e-09	-8.41198e-09	1	4.40000e-03	-6.00000e-01	1.50000e-01	-1.05600e-01
-2.81451e-01	-7.29184e-05	1.34222e-04	3.05279e-04	7.08061e-01	2.83224e-01	4.51388e-06	2.31721e-06	8.33654e-09	1.47650e-06	-3.05116e-09	-8.19988e-09	1	5.50000e-03	-6.00000e-01	1.50000e-01	-1.04500e-01
-2.81418e-01	-7.44622e-05	8.35361e-05	2.50956e-04	7.08063e-01	2.83225e-01	4.51321e-06	2.31681e-06	8.06999e-09	1.47593e-06	-3.08989e-09	-7.98746e-09	1	6.60000e-03	-6.00000e-01	1.50000e-01	-1.03400e-01
-2.81352e-01	-1.08164e-04	2.35353e-04	3.72312e-04	7.08064e-01	2.83226e-01	4.51308e-06	2.31634e-06	7.81331e-09	1.47514e-06	-3.12446e-09	-7.73853e-09	1	7.70000e-03	-6.00000e-01	1.50000e-01	-1.02300e-01
-2.81647e-01	-1.31993e-04	3.79021e-04	4.99745e-04	7.08065e-01	2.83226e-01	4.51274e-06	2.31705e-06	7.56603e-09	1.47550e-06	-3.15652e-09	-7.53238e-09	1	8.80000e-03	-6.00000e-01	1.50000e-01	-1.01200e-01
-2.81775e-01	-1.20153e-04	3.17796e-04	4.55629e-04	7.08066e-01	2.83227e-01	4.51292e-06	2.31784e-06	7.33339e-09	1.47577e-06	-3.19570e-09	-7.30084e-09	1	9.90000e-03	-6.00000e-01	1.50000e-01	-1.00100e-01
-2.81770e-01	-1.14879e-04	2.07315e-04	3.45508e-04	7.08067e-01	2.83227e-01	4.51262e-06	2.31841e-06	7.10377e-09	1.47593e-06	-3.23271e-09	-7.07525e-09	1	1.10000e-02	-6.00000e-01	1.50000e-01	-9.90000e-02
-2.81741e-01	-1.14576e-04	1.12928e-04	2.46990e-04	7.08067e-01	2.83227e-01	4.51269e-06	2.31887e-06	6.89260e-09	1.47612e-06	-3.27460e-09	-6.82051e-09	1	1.21000e-02	-6.00000e-01	1.50000e-01	-9.79000e-02
-2.81978e-01	-1.24222e-04	1.12463e-04	2.29921e-04	7.08068e-01	2.83227e-01	4.51229e-06	2.31919e-06	6.68389e-09	1.47600e-06	-3.30582e-09	-6.57081e-09	1	1.32000e-02	-6.00000e-01	1.50000e-01	-9.68000e-02
-2.82210e-01	-1.27823e-04	1.20232e-04	2.24597e-04	7.08068e-01	2.83227e-01	4.51220e-06	2.31941e-06	6.49773e-09	1.47589e-06	-3.34373e-09	-6.29576e-09	1	1.43000e-02	-6.00000e-01	1.50000e-01	-9.57000e-02
-2.82419e-01	-1.31322e-04	1.24947e-04	2.18772e-04	7.08069e-01	2.83228e-01	4.51179e-06	2.31946e-06	6.31346e-09	1.47575e-06	-3.37651e-09	-6.02664e-09	1	1.54000e-02	-6.00000e-01	1.50000e-01	-9.46000e-02
-2.82495e-01	-1.38248e-04	1.63250e-04	2.66948e-04	7.08070e-01	2.83228e-01	4.51162e-06	2.31946e-06	6.15543e-09	1.47553e-06	-3.41491e-09	-5.73312e-09	1	1.65000e-02	-6.00000e-01	1.50000e-01	-9.35000e-02
-2.82385e-01	-1.41080e-04	2.56014e-04	4.28530e-04	7.08071e-01	2.83229e-01	4.51122e-06	2.31933e-06	5.99881e-09	1.47511e-06	-3.45047e-09	-5.44491e-09	1	1.76000e-02	-6.00000e-01	1.50000e-01	-9.24000e-02
-2.82291e-01	-1.29942e-04	3.14399e-04	5.68393e-04	7.08072e-01	2.83229e-01	4.51101e-06	2.31919e-06	5.87197e-09	1.47476e-06	-3.48697e-09	-5.13615e-09	1	1.87000e-02	-6.00000e-01	1.50000e-01	-9.13000e-02
-2.82177e-01	-1.15220e-04	3.52029e-04	7.00723e-04	7.08073e-01	2.83230e-01	4.51065e-06	2.31895e-06	5.74617e-09	1.47440e-06	-3.52215e-09	-4.83654e-09	1	1.98000e-02	-6.00000e-01	1.50000e-01	-9.02000e-02
-2.82088e-01	-1.06804e-04	3.39834e-04	8.02690e-04	7.08073e-01	2.83230e-01	4.51042e-06	2.31875e-06	5.65297e-09	1.47412e-06	-3.55388e-09	-4.51753e-09	1	2.09000e-02	-6.00000e-01	1.50000e-01	-8.91000e-02
-2.81991e-01	-1.01910e-04	3.12596e-04	9.04436e-04	7.08074e-01	2.83230e-01	4.51011e-06	2.31849e-06	5.56037e-09	1.47382e-06	-3.58533e-09	-4.20722e-09	1	2.20000e-02	-6.00000e-01	1.50000e-01	-8.80000e-02
-2.81888e-01	-8.10165e-05	2.38453e-04	8.43532e-04	7.08075e-01	2.83230e-01	4.50985e-06	2.31834e-06	5.50239e-09	1.47352e-06	-3.61160e-09	-3.88066e-09	1	2.31000e-02	-6.00000e-01	1.50000e-01	-8.69000e-02
-2.81879e-01	-6.11266e-05	1.64457e-04	7.41863e-04	7.08075e-01	2.83230e-01	4.50963e-06	2.31856e-06	5.44515e-09	1.47350e-06	-3.63880e-09	-3.56514e-09	1	2.42000e-02	-6.00000e-01	1.50000e-01	-8.58000e-02
-2.81901e-01	-3.63888e-05	1.01337e-04	6.92064e-04	7.08075e-01	2.83230e-01	4.50944e-06	2.31876e-06	5.42350e-09	1.47352e-06	-3.65968e-09	-3.23501e-09	1	2.53000e-02	-6.00000e-01	1.50000e-01	-8.47000e-02
-2.81920e-01	-1.17937e-05	4.55929e-05	6.41052e-04	7.08075e-01	2.83230e-01	4.50924e-06	2.31896e-06	5.40182e-09	1.47354e-06	-3.68015e-09	-2.90748e-09	1	2.64000e-02	-6.00000e-01	1.50000e-01	-8.36000e-02
-2.81921e-01	5.48129e-07	-3.35189e-06	6.40562e-04	7.08075e-01	2.83230e-01	4.50901e-06	2.31902e-06	5.41612e-09	1.47349e-06	-3.69421e-09	-2.57054e-09	1	2.75000e-02	-6.00000e-01	1.50000e-01	-8.25000e-02
-2.81922e-01	1.28900e-05	-5.22970e-05	6.40071e-04	7.08075e-01	2.83230e-01	4.50878e-06	2.31908e-06	5.43043e-09	1.47343e-06	-3.70827e-09	-2.23360e-09	1	2.86000e-02	-6.00000e-01	1.50000e-01	-8.14000e-02
-2.81910e-01	3.65840e-05	-9.87023e-05	6.93431e-04	7.08075e-01	2.83230e-01	4.50852e-06	2.31899e-06	5.48069e-09	1.47331e-06	-3.71538e-09	-1.89398e-09	1	2.97000e-02	-6.00000e-01	1.50000e-01	-8.03000e-02
-2.81895e-01	6.11839e-05	-1.50651e-04	7.47146e-04	7.08075e-01	2.83230e-01	4.50825e-06	2.31890e-06	5.53108e-09	1.47318e-06	-3.72305e-09	-1.55185e-09	1	3.08000e-02	-6.00000e-01	1.50000e-01	-7.92000e-02
-2.81905e-01	7.67435e-05	-2.40869e-04	8.49005e-04	7.08075e-01	2.83231e-01	4.50801e-06	2.31878e-06	5.61697e-09	1.47310e-06	-3.72277e-09	-1.21333e-09	1	3.19000e-02	-6.00000e-01	1.50000e-01	-7.81000e-02
-2.82010e-01	9.26009e-05	-3.35140e-04	9.09050e-04	7.08074e-01	2.83230e-01	4.50781e-06	2.31905e-06	5.70369e-09	1.47329e-06	-3.72459e-09	-8.70006e-10	1	3.30000e-02	-6.00000e-01	1.50000e-01	-7.70000e-02
-2.82120e-01	1.11295e-04	-3.43928e-04	8.04727e-04	7.08074e-01	2.83230e-01	4.50766e-06	2.31941e-06	5.82496e-09	1.47347e-06	-3.71700e-09	-5.31652e-10	1	3.41000e-02	-6.00000e-01	1.50000e-01	-7.59000e-02
-2.82218e-01	1.27994e-04	-3.42269e-04	7.01089e-04	7.08073e-01	2.83230e-01	4.50741e-06	2.31971e-06	5.94698e-09	1.47364e-06	-3.70804e-09	-1.82175e-10	1	3.52000e-02	-6.00000e-01	1.50000e-01	-7.48000e-02
-2.82343e-01	1.30364e-04	-3.10836e-04	5.67595e-04	7.08072e-01	2.83229e-01	4.50731e-06	2.32006e-06	6.10153e-09	1.47389e-06	-3.68952e-09	1.58140e-10	1	3.63000e-02	-6.00000e-01	1.50000e-01	-7.37000e-02
-2.82442e-01	1.34227e-04	-2.61275e-04	4.32051e-04	7.08071e-01	2.83229e-01	4.50706e-06	2.32030e-06	6.25736e-09	1.47412e-06	-3.66751e-09	5.13022e-10	1	3.74000e-02	-6.00000e-01	1.50000e-01	-7.26000e-02
-2.82560e-01	1.34361e-04	-1.70129e-04	2.66528e-04	7.08070e-01	2.83228e-01	4.50702e-06	2.32053e-06	6.44297e-09	1.47444e-06	-3.63614e-09	8.54497e-10	1	3.85000e-02	-6.00000e-01	1.50000e-01	-7.15000e-02
-2.82494e-01	1.28154e-04	-1.31894e-04	2.10828e-04	7.08069e-01	2.83228e-01	4.50673e-06	2.32064e-06	6.63053e-09	1.47455e-06	-3.60037e-09	1.20987e-09	1	3.96000e-02	-6.00000e-01	1.50000e-01	-7.04000e-02
-2.82281e-01	1.37685e-04	-1.18887e-04	2.20485e-04	7.08069e-01	2.83228e-01	4.50672e-06	2.32069e-06	6.84439e-09	1.47460e-06	-3.55566e-09	1.54475e-09	1	4.07000e-02	-6.00000e-01	1.50000e-01	-6.93000e-02
-2.82049e-01	1.47322e-04	-1.06806e-04	2.29907e-04	7.08068e-01	2.83227e-01	4.50638e-06	2.32057e-06	7.06063e-09	1.47462e-06	-3.50721e-09	1.89575e-09	1	4.18000e-02	-6.00000e-01	1.50000e-01	-6.82000e-02
-2.81818e-01	1.16167e-04	-1.04457e-04	2.49927e-04	7.08067e-01	2.83227e-01	4.50637e-06	2.32035e-06	7.29898e-09	1.47465e-06	-3.45060e-09	2.22350e-09	1	4.29000e-02	-6.00000e-01	1.50000e-01	-6.71000e-02
-2.81853e-01	1.02791e-04	-1.98906e-04	3.51852e-04	7.08067e-01	2.83227e-01	4.50588e-06	2.32000e-06	7.54027e-09	1.47437e-06	-3.39756e-09	2.56644e-09	1	4.40000e-02	-6.00000e-01	1.50000e-01	-6.60000e-02
-2.81860e-01	1.00876e-04	-3.28404e-04	4.60922e-04	7.08066e-01	2.83227e-01	4.50579e-06	2.31952e-06	7.79903e-09	1.47414e-06	-3.33557e-09	2.88240e-09	1	4.51000e-02	-6.00000e-01	1.50000e-01	-6.49000e-02
-2.81738e-01	9.44452e-05	-3.96012e-04	5.03611e-04	7.08066e-01	2.83227e-01	4.50520e-06	2.31884e-06	8.06086e-09	1.47379e-06	-3.26992e-09	3.21334e-09	1	4.62000e-02	-6.00000e-01	1.50000e-01	-6.38000e-02
-2.81449e-01	1.00802e-04	-2.38988e-04	3.76763e-04	7.08065e-01	2.83226e-01	4.50514e-06	2.31821e-06	8.33583e-09	1.47336e-06	-3.19091e-09	3.51855e-09	1	4.73000e-02	-6.00000e-01	1.50000e-01	-6.27000e-02
-2.81494e-01	1.04222e-04	-9.27879e-05	2.62045e-04	7.08063e-01	2.83225e-01	4.50486e-06	2.31878e-06	8.61762e-09	1.47405e-06	-3.11872e-09	3.85481e-09	1	4.84000e-02	-6.00000e-01	1.50000e-01	-6.16000e-02
-2.81546e-01	1.48667e-04	-1.18027e-04	3.01437e-04	7.08062e-01	2.83225e-01	4.50511e-06	2.31926e-06	8.90806e-09	1.47452e-06	-3.04570e-09	4.15698e-09	1	4.95000e-02	-6.00000e-01	1.50000e-01	-6.05000e-02
-2.81535e-01	1.93343e-04	-2.11895e-04	3.94579e-04	7.08061e-01	2.83225e-01	4.50469e-06	2.31944e-06	9.20190e-09	1.47489e-06	-2.96657e-09	4.47329e-09	1	5.06000e-02	-6.00000e-01	1.50000e-01	-5.94000e-02
-2.81581e-01	1.60590e-04	-2.30790e-04	4.11686e-04	7.08059e-01	2.83224e-01	4.50489e-06	2.31955e-06	9.49984e-09	1.47516e-06	-2.88292e-09	4.76049e-09	1	5.17000e-02	-6.00000e-01	1.50000e-01	-5.83000e-02
-2.81622e-01	1.18755e-04	-1.28068e-04	3.36264e-04	7.08058e-01	2.83223e-01	4.50440e-06	2.31939e-06	9.80119e-09	1.47524e-06	-2.78633e-09	5.06461e-09	1	5.28000e-02	-6.00000e-01	1.50000e-01	-5.72000e-02
-2.81531e-01	4.35076e-05	-1.09428e-04	3.08897e-04	7.08056e-01	2.83223e-01	4.50454e-06	2.31916e-06	1.01017e-08	1.47532e-06	-2.68894e-09	5.33639e-09	1	5.39000e-02	-6.00000e-01	1.50000e-01	-5.61000e-02
-2.81199e-01	-2.55045e-05	-1.93285e-04	3.64486e-04	7.08056e-01	2.83223e-01	4.50400e-06	2.31867e-06	1.04055e-08	1.47514e-06	-2.58035e-09	5.61957e-09	1	5.50000e-02	-6.00000e-01	1.50000e-01	-5.50000e-02
-2.80923e-01	-5.86501e-05	-2.12864e-04	3.89056e-04	7.08054e-01	2.83222e-01	4.50408e-06	2.31813e-06	1.07037e-08	1.47501e-06	-2.47198e-09	5.87257e-09	1	5.61000e-02	-6.00000e-01	1.50000e-01	-5.39000e-02
-2.80831e-01	-9.22278e-05	-1.62294e-04	3.53673e-04	7.08054e-01	2.83222e-01	4.50350e-06	2.31737e-06	1.10050e-08	1.47462e-06	-2.35625e-09	6.13492e-09	1	5.72000e-02	-6.00000e-01	1.50000e-01	-5.28000e-02
-2.80796e-01	-6.45605e-05	-1.15406e-04	3.25454e-04	7.08052e-01	2.83221e-01	4.50359e-06	2.31694e-06	1.12975e-08	1.47461e-06	-2.24252e-09	6.37773e-09	1	5.83000e-02	-6.00000e-01	1.50000e-01	-5.17000e-02
-2.80756e-01	-3.98674e-05	-1.13368e-04	3.48198e-04	7.08051e-01	2.83220e-01	4.50339e-06	2.31736e-06	1.15981e-08	1.47518e-06	-2.12713e-09	6.65359e-09	1	5.94000e-02	-6.00000e-01	1.50000e-01	-5.06000e-02
-2.80694e-01	-1.08430e-05	-1.14232e-04	3.63816e-04	7.08048e-01	2.83219e-01	4.50366e-06	2.31769e-06	1.18827e-08	1.47582e-06	-2.01089e-09	6.90036e-09	1	6.05000e-02	-6.00000e-01	1.50000e-01	-4.95000e-02
-2.80736e-01	1.03539e-05	-7.59688e-05	3.51539e-04	7.08047e-01	2.83219e-01	4.50341e-06	2.31777e-06	1.21700e-08	1.47612e-06	-1.89240e-09	7.14955e-09	1	6.16000e-02	-6.00000e-01	1.50000e-01	-4.84000e-02
-2.80756e-01	-7.15383e-06	-5.66799e-05	3.42212e-04	7.08045e-01	2.83218e-01	4.50360e-06	2.31780e-06	1.24361e-08	1.47650e-06	-1.77275e-09	7.36954e-09	1	6.27000e-02	-6.00000e-01	1.50000e-01	-4.73000e-02
-2.80663e-01	-1.48901e-05	-5.44428e-05	3.41627e-04	7.08044e-01	2.83218e-01	4.50330e-06	2.31762e-06	1.27048e-08	1.47665e-06	-1.64689e-09	7.59347e-09	1	6.38000e-02	-6.00000e-01	1.50000e-01	-4.62000e-02
-2.80558e-01	-3.63043e-05	-4.86248e-05	3.43071e-04	7.08042e-01	2.83217e-01	4.50345e-06	2.31742e-06	1.29481e-08	1.47683e-06	-1.52087e-09	7.78882e-09	1	6.49000e-02	-6.00000e-01	1.50000e-01	-4.51000e-02
-2.80407e-01	-5.74577e-05	-4.47868e-05	3.38466e-04	7.08041e-01	2.83216e-01	4.50311e-06	2.31704e-06	1.31934e-08	1.47689e-06	-1.38747e-09	7.98677e-09	1	6.60000e-02	-6.00000e-01	1.50000e-01	-4.40000e-02
-2.80236e-01	-5.72011e-05	-3.30036e-05	3.37533e-04	7.08039e-01	2.83216e-01	4.50324e-06	2.31667e-06	1.34102e-08	1.47690e-06	-1.25609e-09	8.15764e-09	1	6.71000e-02	-6.00000e-01	1.50000e-01	-4.29000e-02
-2.80042e-01	-5.96902e-05	-1.44638e-05	3.30037e-04	7.08038e-01	2.83215e-01	4.50288e-06	2.31617e-06	1.36284e-08	1.47691e-06	-1.11588e-09	8.33037e-09	1	6.82000e-02	-6.00000e-01	1.50000e-01	-4.18000e-02
-2.79870e-01	-6.17268e-05	-9.00036e-06	3.38729e-04	7.08036e-01	2.83215e-01	4.50297e-06	2.31569e-06	1.38157e-08	1.47683e-06	-9.80552e-10	8.47896e-09	1	6.93000e-02	-6.00000e-01	1.50000e-01	-4.07000e-02
-2.79689e-01	-5.99815e-05	2.51376e-06	3.43235e-04	7.08035e-01	2.83214e-01	4.50272e-06	2.31511e-06	1.40040e-08	1.47672e-06	-8.37506e-10	8.62939e-09	1	7.04000e-02	-6.00000e-01	1.50000e-01	-3.96000e-02
-2.79517e-01	-5.92899e-05	2.61749e-06	3.47663e-04	7.08033e-01	2.83213e-01	4.50271e-06	2.31458e-06	1.41595e-08	1.47669e-06	-6.98487e-10	8.75777e-09	1	7.15000e-02	-6.00000e-01	1.50000e-01	-3.85000e-02
-2.79401e-01	-5.75464e-05	-8.85500e-07	3.51820e-04	7.08032e-01	2.83213e-01	4.50260e-06	2.31431e-06	1.43181e-08	1.47685e-06	-5.56154e-10	8.89870e-09	1	7.26000e-02	-6.00000e-01	1.50000e-01	-3.74000e-02
-2.79378e-01	-5.76082e-05	9.23344e-06	3.41547e-04	7.08030e-01	2.83212e-01	4.50281e-06	2.31439e-06	1.44444e-08	1.47726e-06	-4.20101e-10	9.03016e-09	1	7.37000e-02	-6.00000e-01	1.50000e-01	-3.63000e-02
-2.79342e-01	-5.96695e-05	2.05361e-05	3.32022e-04	7.08028e-01	2.83211e-01	4.50283e-06	2.31441e-06	1.45711e-08	1.47767e-06	-2.80596e-10	9.16163e-09	1	7.48000e-02	-6.00000e-01	1.50000e-01	-3.52000e-02
-2.79287e-01	-4.61267e-05	1.33688e-05	3.31415e-04	7.08026e-01	2.83210e-01	4.50293e-06	2.31436e-06	1.46603e-08	1.47805e-06	-1.44646e-10	9.27110e-09	1	7.59000e-02	-6.00000e-01	1.50000e-01	-3.41000e-02
-2.79223e-01	-3.29385e-05	3.02026e-06	3.33191e-04	7.08024e-01	2.83210e-01	4.50292e-06	2.31428e-06	1.47497e-08	1.47844e-06	-6.80800e-12	9.38036e-09	1	7.70000e-02	-6.00000e-01	1.50000e-01	-3.30000e-02
-2.79148e-01	-2.68333e-05	6.11199e-06	3.31562e-04	7.08022e-01	2.83209e-01	4.50305e-06	2.31415e-06	1.48003e-08	1.47870e-06	1.26999e-10	9.46835e-09	1	7.81000e-02	-6.00000e-01	1.50000e-01	-3.19000e-02
-2.79067e-01	-2.10897e-05	6.57898e-06	3.32191e-04	7.08020e-01	2.83208e-01	4.50312e-06	2.31400e-06	1.48509e-08	1.47895e-06	2.62209e-10	9.55638e-09	1	7.92000e-02	-6.00000e-01	1.50000e-01	-3.08000e-02
-2.78968e-01	-1.52793e-05	6.18973e-06	3.32924e-04	7.08018e-01	2.83207e-01	4.50321e-06	2.31380e-06	1.48622e-08	1.47919e-06	3.94399e-10	9.62131e-09	1	8.03000e-02	-6.00000e-01	1.50000e-01	-2.97000e-02
-2.78868e-01	-8.57852e-06	5.91932e-06	3.33475e-04	7.08016e-01	2.83207e-01	4.50329e-06	2.31361e-06	1.48735e-08	1.47942e-06	5.27638e-10	9.68645e-09	1	8.14000e-02	-6.00000e-01	1.50000e-01	-2.86000e-02
-2.78767e-01	-2.98938e-07	-4.86212e-08	3.33212e-04	7.08014e-01	2.83206e-01	4.50337e-06	2.31337e-06	1.48462e-08	1.47964e-06	6.58235e-10	9.72881e-09	1	8.25000e-02	-6.00000e-01	1.50000e-01	-2.75000e-02
-2.78667e-01	7.98065e-06	-6.01657e-06	3.32949e-04	7.08013e-01	2.83205e-01	4.50346e-06	2.31313e-06	1.48189e-08	1.47985e-06	7.88833e-10	9.77117e-09	1	8.36000e-02	-6.00000e-01	1.50000e-01	-2.64000e-02
-2.78561e-01	1.69169e-05	-1.04648e-05	3.31282e-04	7.08011e-01	2.83204e-01	4.50356e-06	2.31286e-06	1.47547e-08	1.48004e-06	9.17032e-10	9.79217e-09	1	8.47000e-02	-6.00000e-01	1.50000e-01	-2.53000e-02
-2.78455e-01	2.52940e-05	-1.51683e-05	3.29112e-04	7.08009e-01	2.83204e-01	4.50364e-06	2.31258e-06	1.46904e-08	1.48022e-06	1.04368e-09	9.81251e-09	1	8.58000e-02	-6.00000e-01	1.50000e-01	-2.42000e-02
