-7.00000000e-01	0.00000000e+00	1.00000000e+00
-7.00000000e-01	2.00000000e-02	2.56035848e-02
-7.00000000e-01	4.00000000e-02	-5.75067390e-02
-7.00000000e-01	6.00000000e-02	6.63930509e-02
-7.00000000e-01	8.00000000e-02	7.42130881e-03
-7.00000000e-01	1.00000000e-01	-1.14104182e-02
-7.00000000e-01	1.20000000e-01	-2.56715241e-02
-7.00000000e-01	1.40000000e-01	7.49403228e-03
-7.00000000e-01	1.60000000e-01	1.24251882e-02
-7.00000000e-01	1.80000000e-01	3.48565806e-03
-7.00000000e-01	2.00000000e-01	-4.07887277e-03
-7.00000000e-01	2.20000000e-01	-5.25467778e-03
-7.00000000e-01	2.40000000e-01	-5.84394887e-04
-7.00000000e-01	2.60000000e-01	3.22899938e-03
-7.00000000e-01	2.80000000e-01	1.92898449e-04
-7.00000000e-01	3.00000000e-01	7.50672078e-04
-7.00000000e-01	3.20000000e-01	5.80405698e-03
-7.00000000e-01	3.40000000e-01	-6.75865407e-03
-7.00000000e-01	3.60000000e-01	-2.31840342e-02
-7.00000000e-01	3.80000000e-01	1.81026484e-02
-7.00000000e-01	4.00000000e-01	2.15909458e-02
-7.00000000e-01	4.20000000e-01	1.10707135e-02
-7.00000000e-01	4.40000000e-01	-5.89872621e-02
-7.00000000e-01	4.60000000e-01	-1.81688708e-02
-7.00000000e-01	4.80000000e-01	1.65563647e-01
-7.00000000e-01	5.00000000e-01	-7.26050367e-01
-7.00000000e-01	5.20000000e-01	-2.67907411e-01
-7.00000000e-01	5.40000000e-01	8.47057762e-02
-7.00000000e-01	5.60000000e-01	-4.61664477e-02
-7.00000000e-01	5.80000000e-01	-2.53733552e-02
-7.00000000e-01	6.00000000e-01	1.39730736e-02
-7.00000000e-01	6.20000000e-01	2.50736913e-02
-7.00000000e-01	6.40000000e-01	-2.49778172e-03
-7.00000000e-01	6.60000000e-01	-1.59016297e-02
-7.00000000e-01	6.80000000e-01	-1.41465631e-03
-7.00000000e-01	7.00000000e-01	3.21156782e-03
-7.00000000e-01	7.20000000e-01	9.15520795e-05
-7.00000000e-01	7.40000000e-01	3.04816726e-03
-7.00000000e-01	7.60000000e-01	1.86879205e-03
-7.00000000e-01	7.80000000e-01	-4.02153974e-03
-7.00000000e-01	8.00000000e-01	-4.65340274e-03
-7.00000000e-01	8.20000000e-01	-7.58004875e-04
-7.00000000e-01	8.40000000e-01	6.64249155e-03
-7.00000000e-01	8.60000000e-01	1.39227581e-02
-7.00000000e-01	8.80000000e-01	-9.77512431e-03
-7.00000000e-01	9.00000000e-01	-1.66582228e-02
-7.00000000e-01	9.20000000e-01	-1.44965564e-02
-7.00000000e-01	9.40000000e-01	4.57802732e-02
-7.00000000e-01	9.60000000e-01	2.75872012e-02
-7.00000000e-01	9.80000000e-01	-1.35543565e-01
-7.00000000e-01	1.00000000e+00	5.07403918e-01
-7.00000000e-01	1.02000000e+00	5.07403918e-01
-7.00000000e-01	1.04000000e+00	-1.35543565e-01
-7.00000000e-01	1.06000000e+00	2.75872012e-02
-7.00000000e-01	1.08000000e+00	4.57802732e-02
-7.00000000e-01	1.10000000e+00	-1.44965564e-02
-7.00000000e-01	1.12000000e+00	-1.66582228e-02
-7.00000000e-01	1.14000000e+00	-9.77512431e-03
-7.00000000e-01	1.16000000e+00	1.39227581e-02
-7.00000000e-01	1.18000000e+00	6.64249155e-03
-7.00000000e-01	1.20000000e+00	-7.58004875e-04
-7.00000000e-01	1.22000000e+00	-4.65340274e-03
-7.00000000e-01	1.24000000e+00	-4.02153974e-03
-7.00000000e-01	1.26000000e+00	1.86879205e-03
-7.00000000e-01	1.28000000e+00	3.04816726e-03
-7.00000000e-01	1.30000000e+00	9.15520795e-05
-7.00000000e-01	1.32000000e+00	3.21156782e-03
-7.00000000e-01	1.34000000e+00	-1.41465631e-03
-7.00000000e-01	1.36000000e+00	-1.59016297e-02
-7.00000000e-01	1.38000000e+00	-2.49778172e-03
-7.00000000e-01	1.40000000e+00	2.50736913e-02
-7.00000000e-01	1.42000000e+00	1.39730736e-02
-7.00000000e-01	1.44000000e+00	-2.53733552e-02
-7.00000000e-01	1.46000000e+00	-4.61664477e-02
-7.00000000e-01	1.48000000e+00	8.47057762e-02
-7.00000000e-01	1.50000000e+00	-2.67907411e-01
-7.00000000e-01	1.52000000e+00	-7.26050367e-01
-7.00000000e-01	1.54000000e+00	1.65563647e-01
-7.00000000e-01	1.56000000e+00	-1.81688708e-02
-7.00000000e-01	1.58000000e+00	-5.89872621e-02
-7.00000000e-01	1.60000000e+00	1.10707135e-02
-7.00000000e-01	1.62000000e+00	2.15909458e-02
-7.00000000e-01	1.64000000e+00	1.81026484e-02
-7.00000000e-01	1.66000000e+00	-2.31840342e-02
-7.00000000e-01	1.68000000e+00	-6.75865407e-03
-7.00000000e-01	1.70000000e+00	5.80405698e-03
-7.00000000e-01	1.72000000e+00	7.50672078e-04
-7.00000000e-01	1.74000000e+00	1.92898449e-04
-7.00000000e-01	1.76000000e+00	3.22899938e-03
-7.00000000e-01	1.78000000e+00	-5.84394887e-04
-7.00000000e-01	1.80000000e+00	-5.25467778e-03
-7.00000000e-01	1.82000000e+00	-4.07887277e-03
-7.00000000e-01	1.84000000e+00	3.48565806e-03
-7.00000000e-01	1.86000000e+00	1.24251882e-02
-7.00000000e-01	1.88000000e+00	7.49403228e-03
-7.00000000e-01	1.90000000e+00	-2.56715241e-02
-7.00000000e-01	1.92000000e+00	-1.14104182e-02
-7.00000000e-01	1.94000000e+00	7.42130881e-03
-7.00000000e-01	1.96000000e+00	6.63930509e-02
-7.00000000e-01	1.98000000e+00	-5.75067390e-02
-7.00000000e-01	2.00000000e+00	2.56035848e-02
-6.50000000e-01	0.00000000e+00	1.00000000e+00
-6.50000000e-01	2.00000000e-02	9.71273453e-01
-6.50000000e-01	4.00000000e-02	9.09396247e-01
-6.50000000e-01	6.00000000e-02	8.10804301e-01
-6.50000000e-01	8.00000000e-02	6.79390302e-01
-6.50000000e-01	1.00000000e-01	5.26750186e-01
-6.50000000e-01	1.20000000e-01	3.59754524e-01
-6.50000000e-01	1.40000000e-01	1.88059251e-01
-6.50000000e-01	1.60000000e-01	1.92809364e-02
-6.50000000e-01	1.80000000e-01	-1.34928507e-01
-6.50000000e-01	2.00000000e-01	-2.72622869e-01
-6.50000000e-01	2.20000000e-01	-3.86506058e-01
-6.50000000e-01	2.40000000e-01	-4.72081270e-01
-6.50000000e-01	2.60000000e-01	-5.28938014e-01
-6.50000000e-01	2.80000000e-01	-5.56294480e-01
-6.50000000e-01	3.00000000e-01	-5.52793414e-01
-6.50000000e-01	3.20000000e-01	-5.24361386e-01
-6.50000000e-01	3.40000000e-01	-4.72164440e-01
-6.50000000e-01	3.60000000e-01	-3.99625870e-01
-6.50000000e-01	3.80000000e-01	-3.17103141e-01
-6.50000000e-01	4.00000000e-01	-2.28591640e-01
-6.50000000e-01	4.20000000e-01	-1.39107596e-01
-6.50000000e-01	4.40000000e-01	-6.33580099e-02
-6.50000000e-01	4.60000000e-01	6.48757118e-04
-6.50000000e-01	4.80000000e-01	4.44626871e-02
-6.50000000e-01	5.00000000e-01	6.29867012e-02
