"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
-5.20293e-02	2.06869e-01	1.20845e-01	1.20838e-02	6.83339e-01	3.95790e-01	9.85320e-04	4.31867e-04	5.36800e-04	-1.81960e-04	1.06893e-04	6.04876e-06	1	0.00000e+00	1.11022e-16	1.50000e-01	-1.10000e-01
-4.82854e-02	1.94630e-01	1.12006e-01	3.22605e-03	6.83349e-01	2.24817e-01	9.94664e-04	4.35024e-04	5.32487e-04	-1.82966e-04	1.12009e-04	4.94499e-06	1	1.10000e-03	1.11022e-16	1.50000e-01	-1.08900e-01
-4.35596e-02	1.80577e-01	1.07967e-01	-1.55782e-03	6.83359e-01	4.58467e-02	1.00216e-03	4.37851e-04	5.26797e-04	-1.81771e-04	1.15420e-04	4.01894e-06	1	2.20000e-03	1.11022e-16	1.50000e-01	-1.07800e-01
-3.53062e-02	1.99910e-01	1.24121e-01	-3.07759e-02	6.83368e-01	-3.38709e-01	1.01012e-03	4.41284e-04	5.22286e-04	-1.82862e-04	1.10867e-04	7.21778e-06	1	3.30000e-03	1.11022e-16	1.50000e-01	-1.06700e-01
-2.97640e-02	2.22853e-01	1.49325e-01	-5.75641e-02	6.83378e-01	-5.27700e-01	1.01669e-03	4.45072e-04	5.16675e-04	-1.81814e-04	1.04793e-04	1.11941e-05	1	4.40000e-03	1.11022e-16	1.50000e-01	-1.05600e-01
-2.10841e-02	2.40469e-01	1.48584e-01	-1.14418e-01	6.83386e-01	9.40863e-01	1.02903e-03	4.54951e-04	5.09864e-04	-1.87274e-04	9.12506e-05	1.98373e-05	1	5.50000e-03	1.11022e-16	1.50000e-01	-1.04500e-01
-1.74469e-02	2.57282e-01	1.50685e-01	-1.66020e-01	6.83397e-01	2.16074e+00	1.04402e-03	4.64621e-04	5.04025e-04	-1.91203e-04	7.63964e-05	2.98402e-05	1	6.60000e-03	1.11022e-16	1.50000e-01	-1.03400e-01
-1.22708e-02	2.37287e-01	7.41964e-02	-2.24099e-01	6.83406e-01	2.69558e-02	1.05897e-03	4.77641e-04	4.98785e-04	-2.01400e-04	5.93762e-05	3.89898e-05	1	7.70000e-03	1.11022e-16	1.50000e-01	-1.02300e-01
-2.73826e-03	2.28173e-01	1.75115e-03	-2.76279e-01	6.83415e-01	-1.70907e+00	1.07346e-03	4.89422e-04	4.93683e-04	-2.11111e-04	4.25360e-05	4.75929e-05	1	8.80000e-03	1.11022e-16	1.50000e-01	-1.01200e-01
-1.96695e-02	1.52126e-01	-1.43184e-01	-3.20868e-01	6.83422e-01	-9.38416e+00	1.08974e-03	5.04130e-04	4.93081e-04	-2.26234e-04	2.70559e-05	5.58678e-05	1	9.90000e-03	1.11022e-16	1.50000e-01	-1.00100e-01
