t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5
  1.5007840E+02         9.1405469E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5289968E-01         9.0963441E-01         1.8857342E-01         7.3795594E-02         5.7033401E-02         6.4806414E-01         9.2352033E-01         1.2184019E-01         1.1593563E-02         8.6052872E-02         6.5844816E-01         9.6387523E-01         3.7101129E-01         2.1527428E-02         5.5105921E-02         6.7915040E-01         9.3765908E-01         1.2758106E-01         1.3326025E-01        -5.2969396E-02         6.7488891E-01
  1.5008610E+02         9.1333753E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5238649E-01         9.0791053E-01         1.4213385E-01         8.5381567E-02         7.9541504E-02         6.4675814E-01         9.2621177E-01         1.2843673E-01         2.7186556E-02         8.1465207E-02         6.5983391E-01         9.5835471E-01         3.6654833E-01         2.1500940E-02         6.6519059E-02         6.7762518E-01         9.3875432E-01         1.1210617E-01         1.3008752E-01        -4.8875779E-02         6.7608082E-01
  1.5009390E+02         9.1253930E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5181422E-01         9.0710896E-01         8.2339525E-02         1.0978241E-01         9.5548235E-02         6.4510024E-01         9.2828155E-01         1.3241361E-01         4.0841002E-02         7.0198700E-02         6.6071242E-01         9.5182520E-01         3.5715124E-01         3.0488029E-02         8.6860687E-02         6.7621142E-01         9.3955243E-01         9.5024273E-02         1.2691292E-01        -4.4796087E-02         6.7697674E-01
  1.5010170E+02         9.1178387E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5127230E-01         9.0686291E-01         2.3182431E-02         1.4304696E-01         9.6371196E-02         6.4310116E-01         9.2929798E-01         1.3423504E-01         4.5495812E-02         5.6343447E-02         6.6096610E-01         9.4806188E-01         3.5350221E-01         4.5155376E-02         1.0893879E-01         6.7540067E-01         9.4006664E-01         7.7864245E-02         1.2393675E-01        -4.0687110E-02         6.7756909E-01
  1.5010950E+02         9.1110426E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5078467E-01         9.0797395E-01        -2.2459792E-02         1.8050577E-01         8.0797210E-02         6.4180386E-01         9.2932743E-01         1.3528366E-01         4.1733023E-02         4.2920683E-02         6.6075957E-01         9.4821543E-01         3.6771923E-01         5.7961464E-02         1.2658896E-01         6.7464501E-01         9.4037700E-01         6.0434919E-02         1.2108564E-01        -3.6216952E-02         6.7792630E-01
  1.5011740E+02         9.1051507E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5036219E-01         9.1063130E-01        -4.0313810E-02         2.1264867E-01         5.1141802E-02         6.4277059E-01         9.2849654E-01         1.3594715E-01         3.4873772E-02         3.3507995E-02         6.6024029E-01         9.4891459E-01         3.9838398E-01         5.8319386E-02         1.3127621E-01         6.7248386E-01         9.4057286E-01         4.3552443E-02         1.1847093E-01        -3.1362038E-02         6.7811513E-01
  1.5012510E+02         9.0997416E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4997506E-01         9.1318715E-01        -2.8850378E-02         2.3268458E-01         1.4232600E-02         6.4587295E-01         9.2714149E-01         1.3540243E-01         3.1021472E-02         3.0470207E-02         6.5962893E-01         9.4587266E-01         4.2637146E-01         3.9405234E-02         1.1387695E-01         6.6893131E-01         9.4078511E-01         2.7965281E-02         1.1611684E-01        -2.6203951E-02         6.7825043E-01
  1.5013300E+02         9.0932369E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4951068E-01         9.1546488E-01        -1.3765868E-03         2.4014652E-01        -2.5158225E-02         6.5038872E-01         9.2546242E-01         1.3224535E-01         3.3067465E-02         3.3739772E-02         6.5904510E-01         9.3932825E-01         4.3346947E-01        -2.4555900E-04         6.6591553E-02         6.6618669E-01         9.4112122E-01         1.3358353E-02         1.1381839E-01        -2.0589646E-02         6.7843264E-01
  1.5014070E+02         9.0840125E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4885128E-01         9.1798294E-01         2.3917198E-02         2.3090613E-01        -6.3212827E-02         6.5563345E-01         9.2368793E-01         1.2558326E-01         4.0102866E-02         4.1027654E-02         6.5851498E-01         9.3400502E-01         4.1472223E-01        -4.8343368E-02        -5.3647333E-03         6.6575050E-01         9.4157749E-01         6.7828916E-04         1.1157713E-01        -1.4933390E-02         6.7867768E-01
  1.5014860E+02         9.0705228E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4788628E-01         9.2098969E-01         4.6530779E-02         1.9781870E-01        -9.6533425E-02         6.6151607E-01         9.2203087E-01         1.1511382E-01         4.8781283E-02         5.1341880E-02         6.5804654E-01         9.3346012E-01         3.8103426E-01        -8.6423717E-02        -8.8698864E-02         6.6676354E-01         9.4216561E-01        -1.0349319E-02         1.0929678E-01        -9.2617618E-03         6.7901188E-01
  1.5015640E+02         9.0534711E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4666718E-01         9.2433065E-01         7.7821746E-02         1.4425318E-01        -1.1219221E-01         6.6686219E-01         9.2071003E-01         1.0271825E-01         5.4348551E-02         6.5172106E-02         6.5763432E-01         9.3759215E-01         3.4966046E-01        -9.6290648E-02        -1.5820727E-01         6.6879517E-01         9.4286352E-01        -1.9040532E-02         1.0721066E-01        -4.1115000E-03         6.7945236E-01
  1.5016420E+02         9.0358657E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4540720E-01         9.2944217E-01         1.2741828E-01         8.5363045E-02        -1.0208986E-01         6.7100602E-01         9.1964269E-01         8.8754594E-02         5.4312404E-02         8.4320813E-02         6.5720469E-01         9.4354093E-01         3.2833073E-01        -7.6686025E-02        -2.0084314E-01         6.7212975E-01         9.4369346E-01        -2.5628624E-02         1.0539024E-01         5.2426348E-04         6.8003958E-01
  1.5017210E+02         9.0261728E-01         0.0000000E+00        -1.3877788E-17         0.0000000E+00         6.4470285E-01         9.3717217E-01         1.8826714E-01         4.4068687E-02        -7.1719781E-02         6.7312467E-01         9.1897428E-01         7.3275916E-02         4.9295958E-02         1.0799370E-01         6.5673739E-01         9.4826984E-01         3.1885183E-01        -3.9299991E-02        -2.1007450E-01         6.7595881E-01         9.4462538E-01        -2.9740864E-02         1.0392485E-01         4.4530365E-03         6.8077493E-01
  1.5017980E+02         9.0329438E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4517146E-01         9.4571596E-01         2.4552256E-01         2.8665593E-02        -3.9652143E-02         6.7313755E-01         9.1890889E-01         5.6369845E-02         4.2804513E-02         1.3167760E-01         6.5624064E-01         9.5094001E-01         3.1822902E-01        -1.3248938E-03        -1.9175205E-01         6.7902440E-01         9.4559920E-01        -3.1240378E-02         1.0273295E-01         7.6323859E-03         6.8160850E-01
  1.5018770E+02         9.0606290E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4715266E-01         9.5243359E-01         2.9200763E-01         3.1805821E-02        -1.8852135E-02         6.7197102E-01         9.1956073E-01         3.8782284E-02         3.7174974E-02         1.5065973E-01         6.5584338E-01         9.5281118E-01         3.2224262E-01         2.7170185E-02        -1.5613359E-01         6.8093491E-01         9.4662011E-01        -3.0207366E-02         1.0165177E-01         1.0271568E-02         6.8251449E-01
  1.5019540E+02         9.1056973E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5040064E-01         9.5479488E-01         3.2370356E-01         4.1562662E-02        -1.2936739E-02         6.7047721E-01         9.2053217E-01         2.7320284E-02         3.2069720E-02         1.6055255E-01         6.5578395E-01         9.5529515E-01         3.2670844E-01         4.1169431E-02        -1.1715316E-01         6.8186045E-01         9.4760770E-01        -2.6882909E-02         1.0065199E-01         1.2227764E-02         6.8336451E-01
  1.5020330E+02         9.1570479E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5410590E-01         9.5300996E-01         3.4624255E-01         4.8851836E-02        -1.5540767E-02         6.6873568E-01         9.2117107E-01         2.6687967E-02         2.5417961E-02         1.6211917E-01         6.5609592E-01         9.5915020E-01         3.2945704E-01         4.3781035E-02        -8.3263747E-02         6.8246043E-01         9.4859374E-01        -2.1408752E-02         9.9566028E-02         1.3287582E-02         6.8413037E-01
  1.5021110E+02         9.1897070E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5645832E-01         9.4917452E-01         3.6441419E-01         5.1139612E-02        -1.8601252E-02         6.6655374E-01         9.2118853E-01         3.5305902E-02         1.7746847E-02         1.5816079E-01         6.5653932E-01         9.6361607E-01         3.3062166E-01         3.9727662E-02        -6.1253473E-02         6.8306667E-01         9.4955891E-01        -1.4375517E-02         9.8290935E-02         1.2891148E-02         6.8478155E-01
  1.5021890E+02         9.1894066E-01        -5.5511151E-17         0.0000000E+00         0.0000000E+00         6.5643817E-01         9.4549197E-01         3.8239220E-01         5.2585945E-02        -1.7364476E-02         6.6385001E-01         9.2096984E-01         4.9039241E-02         1.0448551E-02         1.5165313E-01         6.5713543E-01         9.6749318E-01         3.3208448E-01         3.3706021E-02        -5.1187992E-02         6.8362117E-01         9.5057374E-01        -5.9875683E-03         9.6769005E-02         1.0531586E-02         6.8539745E-01
  1.5022670E+02         9.1604269E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5437049E-01         9.4361389E-01         3.9933613E-01         5.6924399E-02        -1.2787095E-02         6.6147804E-01         9.2109561E-01         6.4645305E-02         4.7786883E-03         1.4590858E-01         6.5813279E-01         9.6928626E-01         3.3514145E-01         2.9989064E-02        -5.1326759E-02         6.8377990E-01         9.5158285E-01         2.8411113E-03         9.5315538E-02         6.1492436E-03         6.8600696E-01
  1.5023450E+02         9.1188860E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5140486E-01         9.4351339E-01         4.1412571E-01         6.4056084E-02        -9.1246516E-03         6.6003180E-01         9.2188847E-01         8.1080340E-02         2.5047618E-04         1.4448602E-01         6.5961576E-01         9.6875948E-01         3.3962479E-01         3.1006094E-02        -5.7193540E-02         6.8343812E-01         9.5254868E-01         1.2173306E-02         9.4199881E-02        -2.5798925E-04         6.8666768E-01
  1.5024240E+02         9.0806133E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4866441E-01         9.4423229E-01         4.2426604E-01         7.0234656E-02        -1.0153153E-02         6.5955824E-01         9.2338693E-01         9.3863271E-02        -2.3548105E-03         1.5006927E-01         6.6122007E-01         9.6692693E-01         3.4386736E-01         3.6411215E-02        -6.3757658E-02         6.8282396E-01         9.5333457E-01         2.1933598E-02         9.3554243E-02        -8.1694778E-03         6.8738246E-01
  1.5025020E+02         9.0497833E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4645135E-01         9.4474000E-01         4.2876223E-01         7.1989909E-02        -1.6184239E-02         6.5952033E-01         9.2550522E-01         9.9652514E-02        -1.7249621E-03         1.6055258E-01         6.6265810E-01         9.6542692E-01         3.4672865E-01         4.2553276E-02        -6.7363426E-02         6.8223333E-01         9.5384115E-01         3.2300849E-02         9.3025438E-02        -1.6769314E-02         6.8811345E-01
  1.5025800E+02         9.0232736E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4454681E-01         9.4437778E-01         4.2835134E-01         6.8645872E-02        -2.5147228E-02         6.5925008E-01         9.2788738E-01         1.0127522E-01         1.0749275E-03         1.7189766E-01         6.6381335E-01         9.6506256E-01         3.4881839E-01         4.6209697E-02        -6.7173637E-02         6.8169838E-01         9.5408261E-01         4.4016086E-02         9.1873921E-02        -2.5643051E-02         6.8881834E-01
  1.5026580E+02         9.0022224E-01        -5.5511151E-17         0.0000000E+00         0.0000000E+00         6.4303422E-01         9.4273955E-01         4.2426795E-01         6.1838787E-02        -3.4025505E-02         6.5838158E-01         9.2980462E-01         1.0391922E-01         2.3292911E-03         1.7890638E-01         6.6459990E-01         9.6560347E-01         3.5084146E-01         4.6892494E-02        -6.4410314E-02         6.8119735E-01         9.5413393E-01         5.6319993E-02         8.9629270E-02        -3.3546049E-02         6.8936318E-01
  1.5027370E+02         8.9863527E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4189517E-01         9.3955392E-01         4.1746664E-01         5.3845484E-02        -4.1859273E-02         6.5683430E-01         9.3132877E-01         1.1016345E-01        -9.6817478E-04         1.7667495E-01         6.6565657E-01         9.6621096E-01         3.5229224E-01         4.7219373E-02        -6.1660618E-02         6.8069118E-01         9.5408297E-01         6.8810664E-02         8.6527862E-02        -4.0131126E-02         6.8965185E-01
  1.5028140E+02         8.9765882E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4119816E-01         9.3493384E-01         4.0932223E-01         4.6741586E-02        -4.7093641E-02         6.5459728E-01         9.3268472E-01         1.1844463E-01        -8.1160041E-03         1.6131744E-01         6.6758502E-01         9.6617752E-01         3.5195044E-01         4.9353819E-02        -6.2004600E-02         6.8013954E-01         9.5390195E-01         7.9641677E-02         8.3945110E-02        -4.4857532E-02         6.8956321E-01
  1.5028930E+02         8.9717448E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4085478E-01         9.2844373E-01         3.9923361E-01         4.0339656E-02        -4.7255199E-02         6.5124750E-01         9.3413955E-01         1.2779455E-01        -1.6547544E-02         1.3263592E-01         6.7035091E-01         9.6547347E-01         3.5028332E-01         5.3007558E-02        -6.7164995E-02         6.7944628E-01         9.5351261E-01         8.8197932E-02         8.3180584E-02        -4.8203975E-02         6.8908888E-01
  1.5029700E+02         8.9713907E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4082623E-01         9.2012507E-01         3.8421124E-01         3.5292778E-02        -4.1255880E-02         6.4691848E-01         9.3554765E-01         1.3889189E-01        -2.3948396E-02         9.6237682E-02         6.7294425E-01         9.6454352E-01         3.4946820E-01         5.5882320E-02        -7.5875849E-02         6.7862755E-01         9.5296139E-01         9.3685888E-02         8.4809281E-02        -5.0715469E-02         6.8838894E-01
  1.5030490E+02         8.9737600E-01         0.0000000E+00        -1.3877788E-17         0.0000000E+00         6.4098680E-01         9.0955484E-01         3.5862905E-01         3.5666864E-02        -3.3345886E-02         6.4164257E-01         9.3641877E-01         1.5204330E-01        -2.9973697E-02         5.6260560E-02         6.7448121E-01         9.6372885E-01         3.5086319E-01         5.6323312E-02        -8.5096054E-02         6.7775887E-01         9.5235789E-01         9.6460685E-02         8.8314623E-02        -5.3426985E-02         6.8764055E-01
  1.5031260E+02         8.9778191E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4126825E-01         8.9821237E-01         3.2045689E-01         4.8801102E-02        -3.0226450E-02         6.3619387E-01         9.3607628E-01         1.6183229E-01        -3.2837622E-02         2.0933235E-02         6.7437035E-01         9.6321362E-01         3.5334814E-01         5.4008350E-02        -9.0956047E-02         6.7711502E-01         9.5185983E-01         9.6670888E-02         9.2398189E-02        -5.7034969E-02         6.8704349E-01
  1.5032050E+02         8.9832842E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4165598E-01         8.8901085E-01         2.6856253E-01         7.8324184E-02        -3.0827967E-02         6.3181883E-01         9.3462640E-01         1.6430894E-01        -2.7899573E-02        -5.6764898E-03         6.7294466E-01         9.6299660E-01         3.5485566E-01         4.9318694E-02        -9.1866262E-02         6.7683065E-01         9.5152044E-01         9.4556980E-02         9.6260510E-02        -6.2239133E-02         6.8667561E-01
  1.5032840E+02         8.9896393E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4211422E-01         8.8663691E-01         2.0938529E-01         1.1685065E-01        -2.5850944E-02         6.3075352E-01         9.3283647E-01         1.6118632E-01        -9.1386968E-03        -2.2818010E-02         6.7115909E-01         9.6307671E-01         3.5430318E-01         4.2728089E-02        -8.8028356E-02         6.7685413E-01         9.5137995E-01         9.0309046E-02         9.9478304E-02        -6.9102928E-02         6.8659538E-01
  1.5033610E+02         8.9965260E-01         5.5511151E-17         0.0000000E+00         0.0000000E+00         6.4261013E-01         8.9263421E-01         1.5680116E-01         1.5078197E-01        -9.2353467E-03         6.3417268E-01         9.3121725E-01         1.5709560E-01         2.1867931E-02        -3.4592334E-02         6.6961288E-01         9.6335500E-01         3.5205302E-01         3.4787223E-02        -8.2024656E-02         6.7696494E-01         9.5145470E-01         8.4403150E-02         1.0235384E-01        -7.7125557E-02         6.8679434E-01
  1.5034400E+02         9.0037239E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4312649E-01         9.0432191E-01         1.2412158E-01         1.7172915E-01         1.6762378E-02         6.4160722E-01         9.3019962E-01         1.5226573E-01         5.7902407E-02        -4.2366065E-02         6.6840148E-01         9.6371067E-01         3.4911221E-01         2.5769643E-02        -7.6805294E-02         6.7698270E-01         9.5181715E-01         7.7060133E-02         1.0580266E-01        -8.6014569E-02         6.8729317E-01
  1.5035170E+02         9.0115863E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4368570E-01         9.1548228E-01         1.1749677E-01         1.7577565E-01         4.3142956E-02         6.5041834E-01         9.3036813E-01         1.4517140E-01         8.9416578E-02        -4.1941289E-02         6.6787803E-01         9.6398896E-01         3.4721643E-01         1.6697450E-02        -7.4403092E-02         6.7679918E-01         9.5253372E-01         6.9196299E-02         1.1045767E-01        -9.4531126E-02         6.8808204E-01
  1.5035960E+02         9.0191668E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4422363E-01         9.2291808E-01         1.2811394E-01         1.6636778E-01         6.5426044E-02         6.5852797E-01         9.3149698E-01         1.3782960E-01         1.1281323E-01        -3.0531470E-02         6.6842103E-01         9.6409076E-01         3.4685418E-01         7.4985307E-03        -7.4079663E-02         6.7652041E-01         9.5370048E-01         6.1256014E-02         1.1696289E-01        -1.0211191E-01         6.8919808E-01
  1.5036730E+02         9.0265387E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4474654E-01         9.2716378E-01         1.4555971E-01         1.4974156E-01         8.1142448E-02         6.6486597E-01         9.3268383E-01         1.3593967E-01         1.2285817E-01        -1.0976398E-02         6.6985202E-01         9.6367216E-01         3.4615630E-01        -8.8082225E-04        -7.4008644E-02         6.7629284E-01         9.5526260E-01         5.4527372E-02         1.2486418E-01        -1.0764626E-01         6.9056082E-01
  1.5037520E+02         9.0337133E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4525557E-01         9.3099958E-01         1.6753183E-01         1.2845159E-01         8.7038189E-02         6.6963935E-01         9.3373531E-01         1.4130749E-01         1.1854061E-01         1.3146890E-02         6.7151427E-01         9.6224707E-01         3.4198961E-01        -7.6060118E-03        -7.2346292E-02         6.7608690E-01         9.5716327E-01         4.9705986E-02         1.3370480E-01        -1.1079486E-01         6.9212985E-01
  1.5038290E+02         9.0407699E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4575654E-01         9.3675923E-01         1.9533062E-01         1.0787763E-01         8.3036631E-02         6.7308408E-01         9.3531084E-01         1.5124892E-01         1.0359012E-01         3.8602293E-02         6.7266220E-01         9.5976120E-01         3.3264384E-01        -1.0932666E-02        -6.7555204E-02         6.7575008E-01         9.5914996E-01         4.7831934E-02         1.4191158E-01        -1.1100485E-01         6.9374752E-01
  1.5039080E+02         9.0489405E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4633715E-01         9.4489551E-01         2.2945373E-01         9.3793258E-02         7.4764512E-02         6.7557317E-01         9.3861789E-01         1.6348813E-01         8.1495255E-02         6.6180922E-02         6.7327213E-01         9.5663387E-01         3.1726670E-01        -1.0209797E-02        -5.8158901E-02         6.7516357E-01         9.6116543E-01         4.9356252E-02         1.4854199E-01        -1.0791535E-01         6.9545394E-01
  1.5039850E+02         9.0569520E-01         5.5511151E-17         0.0000000E+00         0.0000000E+00         6.4690834E-01         9.5335233E-01         2.6540488E-01         8.5393600E-02         6.2001050E-02         6.7649913E-01         9.4332689E-01         1.7623599E-01         5.5463377E-02         9.2002034E-02         6.7312473E-01         9.5390916E-01         2.9660627E-01        -6.5370658E-03        -4.4782817E-02         6.7440027E-01         9.6301937E-01         5.4299638E-02         1.5226962E-01        -1.0129377E-01         6.9715858E-01
  1.5040640E+02         9.0645397E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4745027E-01         9.5986760E-01         2.9982966E-01         7.6064952E-02         4.3668356E-02         6.7593765E-01         9.4723177E-01         1.8738155E-01         2.9150892E-02         1.1116989E-01         6.7162955E-01         9.5202953E-01         2.7031788E-01        -2.6203396E-03        -2.8779136E-02         6.7339098E-01         9.6476275E-01         6.2558696E-02         1.5265110E-01        -9.0518489E-02         6.9892269E-01
  1.5041430E+02         9.0711069E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4791983E-01         9.6111709E-01         3.2779393E-01         6.2739760E-02         2.5091810E-02         6.7363489E-01         9.4739354E-01         1.8926755E-01         1.3054051E-02         1.1661706E-01         6.6889417E-01         9.5082319E-01         2.4074517E-01        -1.0374581E-03        -1.2653088E-02         6.7197573E-01         9.6638304E-01         7.3448941E-02         1.4949125E-01        -7.5586513E-02         7.0067394E-01
  1.5042200E+02         9.0774679E-01         5.5511151E-17         0.0000000E+00         0.0000000E+00         6.4837486E-01         9.5693374E-01         3.4917632E-01         4.7915425E-02         9.4036087E-03         6.6998249E-01         9.4397783E-01         1.7733127E-01         1.7833738E-02         1.0499096E-01         6.6670322E-01         9.4965929E-01         2.1209438E-01        -1.8343186E-03         1.9107980E-03         6.7014128E-01         9.6791625E-01         8.5951321E-02         1.4331970E-01        -5.7238769E-02         7.0232970E-01
  1.5042990E+02         9.0837568E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4882481E-01         9.4917291E-01         3.6455777E-01         3.5923474E-02        -3.5068023E-03         6.6550481E-01         9.3937331E-01         1.5733062E-01         4.8489254E-02         8.1989914E-02         6.6646409E-01         9.4827855E-01         1.8702084E-01        -3.6612090E-03         1.4362189E-02         6.6822183E-01         9.6944255E-01         9.9939793E-02         1.3442414E-01        -3.5432000E-02         7.0386112E-01
  1.5043760E+02         9.0900743E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4927775E-01         9.4074488E-01         3.7093008E-01         2.7884182E-02        -1.2045200E-02         6.6101795E-01         9.3523556E-01         1.3935202E-01         9.7419560E-02         6.5468535E-02         6.6739386E-01         9.4723749E-01         1.6903330E-01        -6.5712286E-03         2.1929653E-02         6.6700679E-01         9.7079337E-01         1.1422747E-01         1.2369934E-01        -1.2351424E-02         7.0503545E-01
  1.5044550E+02         9.0963274E-01         0.0000000E+00         1.3877788E-17         0.0000000E+00         6.4972562E-01         9.3280023E-01         3.6425820E-01         2.0178627E-02        -1.6366530E-02         6.5662938E-01         9.3190980E-01         1.2513570E-01         1.5028206E-01         6.8481028E-02         6.6785949E-01         9.4685340E-01         1.5853843E-01        -1.2448234E-02         2.1731971E-02         6.6656709E-01         9.7184420E-01         1.2896159E-01         1.1098579E-01         1.1319726E-02         7.0573181E-01
