t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5
  1.5007840E+02         9.1405517E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5289998E-01         9.0963417E-01         1.8857317E-01         7.3795579E-02         5.7033759E-02         6.4806378E-01         9.2409205E-01         1.3430282E-01         2.4446301E-02         6.0700953E-02         6.6018093E-01         9.6687883E-01         3.5544619E-01         1.4627102E-02         4.1969813E-02         6.8041372E-01         9.5289987E-01        -3.5321735E-02         6.4683758E-02        -6.8389256E-03         6.8347239E-01
  1.5008610E+02         9.1333580E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5238518E-01         9.0791076E-01         1.4213403E-01         8.5381456E-02         7.9541124E-02         6.4675838E-01         9.2437202E-01         1.4939292E-01         2.3954282E-02         4.6524379E-02         6.5956068E-01         9.6216381E-01         3.4793034E-01         8.3424496E-03         5.5915169E-02         6.7900789E-01         9.5321041E-01        -3.2686997E-02         6.1381266E-02        -1.0572169E-02         6.8366385E-01
  1.5009390E+02         9.1254020E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5181488E-01         9.0710807E-01         8.2339957E-02         1.0978180E-01         9.5549114E-02         6.4509934E-01         9.2370015E-01         1.5773255E-01         1.6168512E-02         4.1978419E-02         6.5868300E-01         9.5606470E-01         3.3949578E-01         1.0969827E-02         7.8415841E-02         6.7788684E-01         9.5349187E-01        -2.9702300E-02         5.7812721E-02        -1.3868440E-02         6.8382305E-01
  1.5010170E+02         9.1178441E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5127259E-01         9.0686250E-01         2.3183219E-02         1.4304641E-01         9.6371554E-02         6.4310080E-01         9.2235398E-01         1.5791339E-01         4.2671459E-03         4.9385805E-02         6.5792197E-01         9.5119339E-01         3.3509713E-01         2.0848434E-02         9.8997891E-02         6.7735654E-01         9.5377499E-01        -2.6532155E-02         5.4179672E-02        -1.6668182E-02         6.8398482E-01
  1.5010950E+02         9.1110551E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5078557E-01         9.0797311E-01        -2.2459317E-02         1.8050493E-01         8.0798104E-02         6.4180309E-01         9.2063189E-01         1.5177132E-01        -9.0309475E-03         6.6660285E-02         6.5722960E-01         9.4946092E-01         3.4120229E-01         3.4043156E-02         1.1340036E-01         6.7717665E-01         9.5408440E-01        -2.3102984E-02         5.0381117E-02        -1.9153016E-02         6.8416768E-01
  1.5011740E+02         9.1051453E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5036184E-01         9.1063142E-01        -4.0313568E-02         2.1264809E-01         5.1141955E-02         6.4277071E-01         9.1888428E-01         1.4285180E-01        -1.9648561E-02         8.8005222E-02         6.5647447E-01         9.5057958E-01         3.6310899E-01         4.4292767E-02         1.2223933E-01         6.7624444E-01         9.5438039E-01        -1.9596959E-02         4.6566766E-02        -2.1292867E-02         6.8432897E-01
  1.5012510E+02         9.0997404E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4997494E-01         9.1318685E-01        -2.8850390E-02         2.3268427E-01         1.4233368E-02         6.4587265E-01         9.1750771E-01         1.3410059E-01        -2.3848336E-02         1.0781738E-01         6.5579975E-01         9.5085108E-01         3.9483434E-01         4.4623442E-02         1.2413291E-01         6.7337447E-01         9.5465863E-01        -1.6174315E-02         4.2900614E-02        -2.3109475E-02         6.8445885E-01
  1.5013300E+02         9.0932363E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4951062E-01         9.1546392E-01        -1.3761461E-03         2.4014635E-01        -2.5156604E-02         6.5038770E-01         9.1664839E-01         1.2580760E-01        -2.0232596E-02         1.2424291E-01         6.5539926E-01         9.4697493E-01         4.2278573E-01         2.8392982E-02         1.1120299E-01         6.6890097E-01         9.5494819E-01        -1.2761732E-02         3.9299957E-02        -2.4718154E-02         6.8457133E-01
  1.5014070E+02         9.0840143E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4885139E-01         9.1798228E-01         2.3917478E-02         2.3090625E-01        -6.3211806E-02         6.5563273E-01         9.1636723E-01         1.1770526E-01        -1.0585669E-02         1.3570112E-01         6.5541339E-01         9.4013608E-01         4.3270919E-01        -5.9911646E-03         7.6613382E-02         6.6529918E-01         9.5526618E-01        -9.6026668E-03         3.5969783E-02        -2.6061649E-02         6.8468869E-01
  1.5014860E+02         9.0705240E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4788634E-01         9.2098874E-01         4.6531308E-02         1.9781923E-01        -9.6532330E-02         6.6151512E-01         9.1656035E-01         1.0807011E-01         1.5100722E-03         1.4312896E-01         6.5577567E-01         9.3405503E-01         4.2245147E-01        -5.2277934E-02         1.9849988E-02         6.6364610E-01         9.5562929E-01        -6.6367649E-03         3.2761738E-02        -2.7273949E-02         6.8482399E-01
  1.5015640E+02         9.0534598E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4666641E-01         9.2432976E-01         7.7821642E-02         1.4425361E-01        -1.1219136E-01         6.6686118E-01         9.1721350E-01         9.6246108E-02         1.1299035E-02         1.4806713E-01         6.5640861E-01         9.3209553E-01         3.9966634E-01        -9.1957726E-02        -4.6120577E-02         6.6358650E-01         9.5602477E-01        -3.9780727E-03         2.9809320E-02        -2.8425748E-02         6.8498504E-01
  1.5016420E+02         9.0358555E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4540648E-01         9.2944169E-01         1.2741745E-01         8.5363775E-02        -1.0208900E-01         6.7100555E-01         9.1836429E-01         8.1997491E-02         1.5923556E-02         1.5338694E-01         6.5720630E-01         9.3453968E-01         3.7288132E-01        -1.1157693E-01        -1.0968418E-01         6.6510385E-01         9.5648754E-01        -1.4429193E-03         2.7024347E-02        -2.9601928E-02         6.8521172E-01
  1.5017210E+02         9.0261626E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4470214E-01         9.3717152E-01         1.8826564E-01         4.4069234E-02        -7.1719237E-02         6.7312402E-01         9.1983092E-01         6.6012494E-02         1.4194137E-02         1.5958041E-01         6.5793896E-01         9.3952662E-01         3.4882179E-01        -1.0616846E-01        -1.5764683E-01         6.6837806E-01         9.5700550E-01         9.0437446E-04         2.4545599E-02        -3.0646646E-02         6.8551350E-01
  1.5017980E+02         9.0329289E-01         0.0000000E+00         1.3877788E-17         0.0000000E+00         6.4517039E-01         9.4571477E-01         2.4552043E-01         2.8665334E-02        -3.9651606E-02         6.7313659E-01         9.2122245E-01         4.9032621E-02         8.0499165E-03         1.6481125E-01         6.5839732E-01         9.4467890E-01         3.3114991E-01        -8.3481945E-02        -1.8336673E-01         6.7260665E-01         9.5752281E-01         2.9140513E-03         2.2442583E-02        -3.1394467E-02         6.8584818E-01
  1.5018770E+02         9.0606099E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4715135E-01         9.5243263E-01         2.9200560E-01         3.1805206E-02        -1.8849945E-02         6.7197037E-01         9.2251033E-01         3.2651268E-02        -1.8193215E-04         1.6749728E-01         6.5875578E-01         9.4904339E-01         3.2087430E-01        -5.3613774E-02        -1.8653618E-01         6.7681450E-01         9.5801789E-01         4.5749205E-03         2.0580055E-02        -3.1868536E-02         6.8618059E-01
  1.5019540E+02         9.1056728E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5039891E-01         9.5479399E-01         3.2370135E-01         4.1561950E-02        -1.2933613E-02         6.7047644E-01         9.2386800E-01         1.9392513E-02        -7.4391286E-03         1.6694289E-01         6.5930200E-01         9.5246470E-01         3.1841922E-01        -2.6933214E-02        -1.7009084E-01         6.7988050E-01         9.5846176E-01         5.8713248E-03         1.9010006E-02        -3.2195058E-02         6.8646783E-01
  1.5020330E+02         9.1570222E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5410405E-01         9.5300847E-01         3.4624043E-01         4.8850808E-02        -1.5537328E-02         6.6873437E-01         9.2554373E-01         9.0565355E-03        -1.1305292E-02         1.6353574E-01         6.6013938E-01         9.5588809E-01         3.2181367E-01        -7.6368642E-03        -1.4101453E-01         6.8161398E-01         9.5890903E-01         7.0481407E-03         1.7760383E-02        -3.2556027E-02         6.8673617E-01
  1.5021110E+02         9.1896838E-01         5.5511151E-17         0.0000000E+00         0.0000000E+00         6.5645671E-01         9.4917339E-01         3.6441165E-01         5.1138822E-02        -1.8597269E-02         6.6655284E-01         9.2707169E-01         3.6152897E-03        -1.0412626E-02         1.5782122E-01         6.6100609E-01         9.5973665E-01         3.2846212E-01         2.1731826E-03        -1.1060684E-01         6.8230367E-01         9.5937145E-01         8.1636691E-03         1.7100913E-02        -3.2922693E-02         6.8700635E-01
  1.5021890E+02         9.1893899E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5643692E-01         9.4549167E-01         3.8238895E-01         5.2585527E-02        -1.7360177E-02         6.6385013E-01         9.2805731E-01         3.8764691E-03        -5.4077078E-03         1.5003400E-01         6.6180885E-01         9.6361077E-01         3.3649111E-01         5.6078723E-03        -8.6462691E-02         6.8253428E-01         9.5986027E-01         9.2902649E-03         1.7162936E-02        -3.3096302E-02         6.8730760E-01
  1.5022670E+02         9.1604191E-01         0.0000000E+00        -1.3877788E-17         0.0000000E+00         6.5436995E-01         9.4361418E-01         3.9933246E-01         5.6924183E-02        -1.2783197E-02         6.6147894E-01         9.2857903E-01         9.8277517E-03         1.2175333E-03         1.4245614E-01         6.6261977E-01         9.6590722E-01         3.4378007E-01         7.4790409E-03        -7.3340796E-02         6.8252981E-01         9.6027434E-01         1.0492782E-02         1.7905490E-02        -3.2900427E-02         6.8758279E-01
  1.5023450E+02         9.1188860E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5140480E-01         9.4351387E-01         4.1412261E-01         6.4056158E-02        -9.1208732E-03         6.6003281E-01         9.2911452E-01         2.1875666E-02         6.4196200E-03         1.3798180E-01         6.6361684E-01         9.6591055E-01         3.4903476E-01         1.1710214E-02        -6.8780385E-02         6.8235254E-01         9.6056676E-01         1.2100575E-02         1.9246608E-02        -3.2428142E-02         6.8780261E-01
  1.5024240E+02         9.0806234E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4866513E-01         9.4423252E-01         4.2426434E-01         7.0235141E-02        -1.0149155E-02         6.5955889E-01         9.2990392E-01         3.9019130E-02         7.8488914E-03         1.3801655E-01         6.6471702E-01         9.6435153E-01         3.5131273E-01         1.7875753E-02        -6.8491645E-02         6.8208349E-01         9.6076351E-01         1.4296331E-02         2.1157604E-02        -3.1927396E-02         6.8799114E-01
  1.5025020E+02         9.0497965E-01         0.0000000E+00         1.3877788E-17         0.0000000E+00         6.4645231E-01         9.4473970E-01         4.2876199E-01         7.1990900E-02        -1.6180260E-02         6.5952027E-01         9.3097585E-01         5.7787783E-02         6.5397010E-03         1.3920708E-01         6.6583920E-01         9.6288455E-01         3.5138398E-01         2.2426510E-02        -6.8624623E-02         6.8178558E-01         9.6093917E-01         1.6969509E-02         2.3609834E-02        -3.1476580E-02         6.8820381E-01
  1.5025800E+02         9.0232879E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4454782E-01         9.4437689E-01         4.2835200E-01         6.8647340E-02        -2.5143769E-02         6.5924931E-01         9.3239176E-01         7.6391123E-02         5.0378260E-03         1.3508514E-01         6.6725069E-01         9.6234572E-01         3.5056415E-01         2.3424752E-02        -6.7833290E-02         6.8139869E-01         9.6112955E-01         2.0115379E-02         2.6632201E-02        -3.0830046E-02         6.8848169E-01
  1.5026580E+02         9.0022343E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4303505E-01         9.4273823E-01         4.2426869E-01         6.1840739E-02        -3.4022491E-02         6.5838045E-01         9.3406904E-01         9.4788581E-02         4.2080451E-03         1.2090194E-01         6.6924536E-01         9.6250421E-01         3.4946787E-01         2.2463929E-02        -6.6796735E-02         6.8089288E-01         9.6129233E-01         2.3599518E-02         2.9851051E-02        -2.9655488E-02         6.8880165E-01
  1.5027370E+02         8.9863563E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4189547E-01         9.3955249E-01         4.1746670E-01         5.3847890E-02        -4.1856695E-02         6.5683311E-01         9.3592519E-01         1.1548054E-01         4.4294707E-03         9.6989341E-02         6.7175448E-01         9.6263134E-01         3.4838089E-01         2.3035007E-02        -6.7086734E-02         6.8022931E-01         9.6138549E-01         2.7668811E-02         3.3056062E-02        -2.7573032E-02         6.8914038E-01
  1.5028140E+02         8.9765847E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4119792E-01         9.3493271E-01         4.0932116E-01         4.6743870E-02        -4.7091268E-02         6.5459645E-01         9.3772703E-01         1.3737012E-01         9.4126137E-03         6.9323845E-02         6.7410696E-01         9.6231413E-01         3.4843498E-01         2.7056362E-02        -7.0137821E-02         6.7940491E-01         9.6136069E-01         3.2168869E-02         3.5751864E-02        -2.4516245E-02         6.8942422E-01
  1.5028930E+02         8.9717376E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4085424E-01         9.2844278E-01         3.9923140E-01         4.0341519E-02        -4.7252625E-02         6.5124696E-01         9.3920684E-01         1.6128205E-01         2.3176387E-02         4.2119712E-02         6.7593634E-01         9.6158594E-01         3.5050866E-01         3.4459338E-02        -7.6299816E-02         6.7838180E-01         9.6123576E-01         3.7197109E-02         3.7781220E-02        -2.0471444E-02         6.8965650E-01
  1.5029700E+02         8.9713842E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4082575E-01         9.2012388E-01         3.8420817E-01         3.5294279E-02        -4.1252840E-02         6.4691782E-01         9.3972313E-01         1.8696637E-01         4.2913578E-02         2.1957440E-02         6.7682743E-01         9.6064061E-01         3.5323063E-01         4.3804053E-02        -8.3419427E-02         6.7726886E-01         9.6106201E-01         4.2285379E-02         3.8952243E-02        -1.6080327E-02         6.8985015E-01
  1.5030490E+02         8.9737582E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4098662E-01         9.0955317E-01         3.5862562E-01         3.5668630E-02        -3.3343013E-02         6.4164144E-01         9.3917495E-01         2.1721500E-01         6.2727973E-02         1.2219737E-02         6.7668104E-01         9.5946801E-01         3.5371846E-01         5.3989809E-02        -8.8332735E-02         6.7612457E-01         9.6090579E-01         4.7275938E-02         3.9421402E-02        -1.1961056E-02         6.9007504E-01
  1.5031260E+02         8.9778197E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4126831E-01         8.9820951E-01         3.2045355E-01         4.8803791E-02        -3.0223135E-02         6.3619155E-01         9.3810636E-01         2.5180951E-01         7.7223733E-02         1.2930364E-02         6.7565203E-01         9.5826870E-01         3.4993079E-01         6.2097497E-02        -8.8038005E-02         6.7524362E-01         9.6084577E-01         5.1529862E-02         3.9415341E-02        -9.2980610E-03         6.9038683E-01
  1.5032050E+02         8.9832920E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4165652E-01         8.8900793E-01         2.6855806E-01         7.8327693E-02        -3.0823190E-02         6.3181627E-01         9.3643993E-01         2.8668049E-01         8.8407792E-02         1.8798977E-02         6.7373705E-01         9.5746720E-01         3.4253767E-01         6.5115049E-02        -8.2076825E-02         6.7488235E-01         9.6092278E-01         5.4885417E-02         3.9199412E-02        -8.9855557E-03         6.9083273E-01
  1.5032840E+02         8.9896476E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4211482E-01         8.8663530E-01         2.0937768E-01         1.1685462E-01        -2.5843570E-02         6.3075197E-01         9.3390840E-01         3.0692860E-01         1.0103976E-01         2.4401234E-02         6.7139089E-01         9.5754504E-01         3.3460820E-01         6.0372178E-02        -7.2911054E-02         6.7508084E-01         9.6114004E-01         5.7135291E-02         3.8964875E-02        -1.1684318E-02         6.9138557E-01
  1.5033610E+02         8.9965296E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4261043E-01         8.9263308E-01         1.5678976E-01         1.5078498E-01        -9.2243971E-03         6.3417119E-01         9.3182772E-01         3.0285156E-01         1.1659316E-01         2.9245341E-02         6.7001420E-01         9.5849270E-01         3.2870194E-01         4.8670564E-02        -6.5079160E-02         6.7552084E-01         9.6139526E-01         5.8463544E-02         3.8824983E-02        -1.6946051E-02         6.9190747E-01
  1.5034400E+02         9.0037215E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4312631E-01         9.0432262E-01         1.2410785E-01         1.7173150E-01         1.6774351E-02         6.4160728E-01         9.3112844E-01         2.7963030E-01         1.2970862E-01         3.8538039E-02         6.6989779E-01         9.5994306E-01         3.2521829E-01         3.2987092E-02        -6.2056374E-02         6.7586464E-01         9.6155375E-01         5.9428956E-02         3.8872622E-02        -2.3729309E-02         6.9225878E-01
  1.5035170E+02         9.0115809E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4368534E-01         9.1548377E-01         1.1748452E-01         1.7577693E-01         4.3153670E-02         6.5041918E-01         9.3073279E-01         2.5203016E-01         1.3014413E-01         5.5829108E-02         6.7005098E-01         9.6124578E-01         3.2412070E-01         1.8261183E-02        -6.4870298E-02         6.7589676E-01         9.6152335E-01         6.0701098E-02         3.9247196E-02        -2.9880490E-02         6.9237071E-01
  1.5035960E+02         9.0191555E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4422280E-01         9.2292011E-01         1.2810527E-01         1.6636795E-01         6.5433055E-02         6.5852952E-01         9.2975551E-01         2.2784771E-01         1.1411690E-01         7.8007258E-02         6.7023277E-01         9.6198946E-01         3.2486770E-01         6.5782624E-03        -7.1079634E-02         6.7567009E-01         9.6124595E-01         6.3135602E-02         4.0122237E-02        -3.3752963E-02         6.9228894E-01
  1.5036730E+02         9.0265286E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4474577E-01         9.2716652E-01         1.4555407E-01         1.4974143E-01         8.1145205E-02         6.6486835E-01         9.2916960E-01         2.0783795E-01         8.9628436E-02         9.5151857E-02         6.7070395E-01         9.6189439E-01         3.2616854E-01        -1.2442425E-03        -7.6570533E-02         6.7535496E-01         9.6069700E-01         6.7318559E-02         4.1533463E-02        -3.4029957E-02         6.9210458E-01
  1.5037520E+02         9.0337092E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4525527E-01         9.3100333E-01         1.6752736E-01         1.2845245E-01         8.7036274E-02         6.6964275E-01         9.3019187E-01         1.8904813E-01         6.6718295E-02         1.0540658E-01         6.7085040E-01         9.6091634E-01         3.2597405E-01        -6.5849358E-03        -7.8829512E-02         6.7509979E-01         9.5987004E-01         7.3909074E-02         4.3461721E-02        -3.0833829E-02         6.9191402E-01
  1.5038290E+02         9.0407723E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4575672E-01         9.3676311E-01         1.9532713E-01         1.0787950E-01         8.3031252E-02         6.7308748E-01         9.3346155E-01         1.7581797E-01         4.9938399E-02         1.1700663E-01         6.7021716E-01         9.5910430E-01         3.2243744E-01        -9.8187225E-03        -7.7030450E-02         6.7490536E-01         9.5891559E-01         8.2672000E-02         4.5616701E-02        -2.5778368E-02         6.9181991E-01
  1.5039080E+02         9.0489453E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4633745E-01         9.4489950E-01         2.2945185E-01         9.3795396E-02         7.4756846E-02         6.7557645E-01         9.3879813E-01         1.7191154E-01         3.4909822E-02         1.3819186E-01         6.6907340E-01         9.5644939E-01         3.1469783E-01        -1.0700337E-02        -7.1401693E-02         6.7459881E-01         9.5798951E-01         9.3445852E-02         4.7856014E-02        -2.1136262E-02         6.9186479E-01
  1.5039850E+02         9.0569603E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4690894E-01         9.5335627E-01         2.6540461E-01         8.5395254E-02         6.1991639E-02         6.7650229E-01         9.4425607E-01         1.7440131E-01         2.0235039E-02         1.6261405E-01         6.6740036E-01         9.5345730E-01         3.0337718E-01        -8.8691525E-03        -6.2634058E-02         6.7410499E-01         9.5734638E-01         1.0461068E-01         4.9913336E-02        -1.9668235E-02         6.9202632E-01
  1.5040640E+02         9.0645570E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4745152E-01         9.5987111E-01         2.9982957E-01         7.6065838E-02         4.3659840E-02         6.7594063E-01         9.4790500E-01         1.7762348E-01         9.9416357E-03         1.8024507E-01         6.6488624E-01         9.5072144E-01         2.8827509E-01        -5.2223084E-03        -5.0745122E-02         6.7350161E-01         9.5712382E-01         1.1507929E-01         5.1749527E-02        -2.3142681E-02         6.9224119E-01
  1.5041430E+02         9.0711290E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4792138E-01         9.6111894E-01         3.2779378E-01         6.2740251E-02         2.5085388E-02         6.7363673E-01         9.4893128E-01         1.8214655E-01         1.0804186E-02         1.8650320E-01         6.6230732E-01         9.4873244E-01         2.6972035E-01        -1.2573452E-03        -3.6568485E-02         6.7274892E-01         9.5735306E-01         1.2312424E-01         5.3060845E-02        -3.2077368E-02         6.9239807E-01
  1.5042200E+02         9.0774894E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4837641E-01         9.5693427E-01         3.4917605E-01         4.7916092E-02         9.3991878E-03         6.6998333E-01         9.4773340E-01         1.8458879E-01         2.6312493E-02         1.8601111E-01         6.6096002E-01         9.4734085E-01         2.4874114E-01         2.9909678E-03        -2.1686275E-02         6.7157650E-01         9.5784205E-01         1.2796022E-01         5.3315446E-02        -4.5070402E-02         6.9238579E-01
  1.5042990E+02         9.0837771E-01        -5.5511151E-17         0.0000000E+00         0.0000000E+00         6.4882624E-01         9.4917250E-01         3.6455694E-01         3.5924342E-02        -3.5095296E-03         6.6550487E-01         9.4365788E-01         1.7369972E-01         6.3973732E-02         1.7756276E-01         6.6137421E-01         9.4613039E-01         2.2537909E-01         9.0123052E-03        -7.4069444E-03         6.6985947E-01         9.5833260E-01         1.3025719E-01         5.1714178E-02        -6.0591500E-02         6.9214648E-01
  1.5043760E+02         9.0900916E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4927900E-01         9.4074398E-01         3.7092882E-01         2.7885165E-02        -1.2047282E-02         6.6101754E-01         9.3737209E-01         1.5026978E-01         1.2261165E-01         1.5410282E-01         6.6276014E-01         9.4516009E-01         2.0221208E-01         1.5735775E-02         3.4846792E-03         6.6811264E-01         9.5854878E-01         1.3138725E-01         4.7470342E-02        -7.5589314E-02         6.9170213E-01
  1.5044550E+02         9.0963411E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4972657E-01         9.3279970E-01         3.6425582E-01         2.0180548E-02        -1.6368989E-02         6.5662926E-01         9.3155092E-01         1.3002497E-01         1.8288967E-01         1.2242090E-01         6.6345447E-01         9.4485825E-01         1.8132727E-01         1.8975085E-02         1.0704746E-02         6.6689718E-01         9.5836490E-01         1.3345784E-01         3.9740164E-02        -8.8627629E-02         6.9109350E-01
