t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5
  1.5017980E+02         9.3909734E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7078185E-01         9.0655005E-01         2.7193111E-01         1.6083896E-02         8.9254633E-02         6.3656104E-01         9.1506559E-01        -6.0884040E-02        -6.7361936E-02         4.6997469E-02         6.4477766E-01         9.5149773E-01         2.6156694E-01        -4.1769125E-02         1.3044181E-01         6.7524582E-01         9.4184750E-01         9.4334081E-02         5.0804717E-03        -1.3086186E-01         6.7507374E-01
  1.5018770E+02         9.3940330E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7100060E-01         9.0176094E-01         2.4958058E-01        -2.3342960E-02         9.0312570E-02         6.3074982E-01         9.1133028E-01        -6.3727394E-02        -6.9578797E-02         5.2776132E-02         6.4136881E-01         9.5123917E-01         2.7029932E-01        -3.8247783E-02         1.0593365E-01         6.7466122E-01         9.4213122E-01         9.1121584E-02        -1.2226029E-03        -1.2289019E-01         6.7548645E-01
  1.5019540E+02         9.3969303E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7120773E-01         8.9233398E-01         2.0399837E-01        -5.7388753E-02         1.1879042E-01         6.2121999E-01         9.0782702E-01        -6.2403928E-02        -7.1586668E-02         5.8737956E-02         6.3836426E-01         9.4946963E-01         2.6984715E-01        -2.7407134E-02         7.4453689E-02         6.7375571E-01         9.4224995E-01         8.9020416E-02        -6.6023497E-03        -1.1489080E-01         6.7580944E-01
  1.5020330E+02         9.3995869E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7139751E-01         8.8392818E-01         1.7129698E-01        -7.0249096E-02         1.8014246E-01         6.1377507E-01         9.0478802E-01        -5.6941856E-02        -7.2567634E-02         6.3013725E-02         6.3605046E-01         9.4687134E-01         2.6033539E-01        -9.7725801E-03         3.7551742E-02         6.7294669E-01         9.4221419E-01         8.8206939E-02        -1.1286909E-02        -1.0660022E-01         6.7605847E-01
  1.5021110E+02         9.4016939E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7154849E-01         8.8336414E-01         1.5482545E-01        -2.9532202E-02         2.1621087E-01         6.1518812E-01         9.0282422E-01        -4.8498556E-02        -7.1700506E-02         6.4825639E-02         6.3487768E-01         9.4448978E-01         2.4599403E-01         9.0935016E-03         1.0358699E-04         6.7244029E-01         9.4207472E-01         8.8899329E-02        -1.5093405E-02        -9.8503366E-02         6.7626256E-01
  1.5021890E+02         9.4029433E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7163843E-01         8.8734645E-01         1.4143860E-01         6.5650292E-02         1.8876298E-01         6.2162250E-01         9.0192050E-01        -3.7884500E-02        -6.8232365E-02         6.4668424E-02         6.3472313E-01         9.4311744E-01         2.3156275E-01         2.3648648E-02        -3.4845699E-02         6.7228568E-01         9.4187927E-01         9.1289066E-02        -1.8221356E-02        -9.0441622E-02         6.7646730E-01
  1.5022670E+02         9.4028991E-01         0.0000000E+00        -1.3877788E-17         0.0000000E+00         6.7163634E-01         8.9391273E-01         1.2485915E-01         1.5383148E-01         1.5713947E-01         6.2687558E-01         9.0191633E-01        -2.6718179E-02        -6.1641507E-02         6.3480623E-02         6.3538003E-01         9.4322592E-01         2.2148009E-01         2.9017404E-02        -6.0476746E-02         6.7255336E-01         9.4167417E-01         9.5370449E-02        -2.0549383E-02        -8.3001688E-02         6.7667794E-01
  1.5023450E+02         9.4017529E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7155510E-01         9.0290272E-01         1.0223507E-01         2.0531456E-01         1.6817600E-01         6.3313985E-01         9.0266806E-01        -1.5670070E-02        -5.0968941E-02         6.2023927E-02         6.3679165E-01         9.4471151E-01         2.1651162E-01         2.5017885E-02        -7.3638938E-02         6.7326140E-01         9.4147879E-01         1.0125350E-01        -2.2148853E-02        -7.6114476E-02         6.7691237E-01
  1.5024240E+02         9.4001102E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7143774E-01         9.1302717E-01         9.2307322E-02         2.3227221E-01         1.8982871E-01         6.4111239E-01         9.0393311E-01        -5.8703143E-03        -3.6039293E-02         6.0442831E-02         6.3875240E-01         9.4716924E-01         2.1657987E-01         1.4310710E-02        -7.2480977E-02         6.7422730E-01         9.4126785E-01         1.0854612E-01        -2.2873087E-02        -7.0253015E-02         6.7714071E-01
  1.5025020E+02         9.3984014E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7131579E-01         9.2176795E-01         9.6337616E-02         2.4350421E-01         1.9488564E-01         6.4970332E-01         9.0551412E-01         1.7549003E-03        -1.7486649E-02         5.8426037E-02         6.4103264E-01         9.5005345E-01         2.2114663E-01         1.2748317E-03        -6.0519889E-02         6.7513764E-01         9.4099218E-01         1.1654577E-01        -2.2625174E-02        -6.5735705E-02         6.7733693E-01
  1.5025800E+02         9.3966484E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7119020E-01         9.2913222E-01         1.1061803E-01         2.3931628E-01         1.8160969E-01         6.5890777E-01         9.0754294E-01         6.5895608E-03         4.9423678E-03         5.5748116E-02         6.4370048E-01         9.5302588E-01         2.3022097E-01        -1.0577577E-02        -4.3760519E-02         6.7587835E-01         9.4061154E-01         1.2503149E-01        -2.1320676E-02        -6.2312502E-02         6.7752510E-01
  1.5026580E+02         9.3950689E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7107731E-01         9.3515098E-01         1.3513784E-01         2.2121897E-01         1.5679862E-01         6.6726720E-01         9.0997291E-01         7.7016447E-03         2.9263578E-02         5.2907366E-02         6.4659363E-01         9.5560813E-01         2.4239880E-01        -1.6066393E-02        -3.0048370E-02         6.7666531E-01         9.4016355E-01         1.3318254E-01        -1.9093076E-02        -5.9658509E-02         6.7773587E-01
  1.5027370E+02         9.3941295E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7100942E-01         9.4049639E-01         1.6495749E-01         1.9243203E-01         1.3058931E-01         6.7368436E-01         9.1282517E-01         5.3126095E-03         5.5084594E-02         5.0446585E-02         6.4972067E-01         9.5778489E-01         2.5530398E-01        -9.4546368E-03        -2.3807891E-02         6.7802119E-01         9.3969661E-01         1.4115536E-01        -1.6202468E-02        -5.6839857E-02         6.7800510E-01
  1.5028140E+02         9.3941492E-01         0.0000000E+00         1.3877788E-17         0.0000000E+00         6.7101008E-01         9.4571167E-01         1.9573185E-01         1.6144505E-01         1.0955483E-01         6.7757821E-01         9.1576421E-01         8.7884319E-04         7.9344213E-02         4.9004756E-02         6.5273851E-01         9.5961726E-01         2.6437572E-01         1.3859908E-02        -2.6676714E-02         6.7993528E-01         9.3930608E-01         1.4871693E-01        -1.3481141E-02        -5.3394187E-02         6.7829293E-01
  1.5028930E+02         9.3954456E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7110145E-01         9.5164031E-01         2.2638458E-01         1.3310012E-01         9.4105639E-02         6.7968953E-01         9.1867471E-01        -3.7601702E-03         1.0072305E-01         4.8893362E-02         6.5558344E-01         9.6146435E-01         2.6717097E-01         5.4306760E-02        -3.7853487E-02         6.8159693E-01         9.3900800E-01         1.5653032E-01        -1.1851938E-02        -4.9604230E-02         6.7852062E-01
  1.5029700E+02         9.3981612E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7129451E-01         9.5760953E-01         2.5262660E-01         1.1039110E-01         8.4727019E-02         6.8068594E-01         9.2124563E-01        -6.8567204E-03         1.1629815E-01         5.0480355E-02         6.5803313E-01         9.6302921E-01         2.6371589E-01         1.0112935E-01        -5.5993870E-02         6.8156350E-01         9.3882245E-01         1.6443284E-01        -1.2380612E-02        -4.7575735E-02         6.7863202E-01
  1.5030490E+02         9.4019294E-01        -5.5511151E-17         0.0000000E+00         0.0000000E+00         6.7156303E-01         9.6274203E-01         2.7355886E-01         9.0295926E-02         7.9826258E-02         6.8118674E-01         9.2342550E-01        -8.5584382E-03         1.2613256E-01         5.4303203E-02         6.6014487E-01         9.6345013E-01         2.5584510E-01         1.4223474E-01        -8.1207119E-02         6.7930871E-01         9.3876976E-01         1.7246252E-01        -1.5515923E-02        -5.0467998E-02         6.7872953E-01
  1.5031260E+02         9.4065702E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7189407E-01         9.6592611E-01         2.8745830E-01         6.9908351E-02         7.8061134E-02         6.8131179E-01         9.2500418E-01        -1.0207434E-02         1.3074148E-01         6.0242545E-02         6.6173929E-01         9.6169674E-01         2.4507836E-01         1.6595951E-01        -1.0952140E-01         6.7562783E-01         9.3898541E-01         1.7948747E-01        -2.0498376E-02        -6.1307039E-02         6.7907560E-01
  1.5032050E+02         9.4118434E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7227054E-01         9.6716887E-01         2.9666957E-01         4.4368979E-02         7.8333408E-02         6.8095475E-01         9.2602408E-01        -1.3180636E-02         1.3184564E-01         6.7584097E-02         6.6295439E-01         9.5759511E-01         2.3052156E-01         1.7298236E-01        -1.3558742E-01         6.7143488E-01         9.3962961E-01         1.8491471E-01        -2.5876816E-02        -8.2185134E-02         6.7988884E-01
  1.5032840E+02         9.4175333E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7267680E-01         9.6681148E-01         3.0225697E-01         1.3256592E-02         7.9859033E-02         6.8001068E-01         9.2692029E-01        -1.9092632E-02         1.3185763E-01         7.4789904E-02         6.6403455E-01         9.5212692E-01         2.1198407E-01         1.6933112E-01        -1.5097703E-01         6.6749442E-01         9.4075781E-01         1.8827178E-01        -2.9398303E-02        -1.1183582E-01         6.8106067E-01
  1.5033610E+02         9.4230944E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7307436E-01         9.6532130E-01         3.0378327E-01        -2.0069817E-02         8.1972845E-02         6.7855370E-01         9.2791301E-01        -2.6433678E-02         1.3127369E-01         7.9801455E-02         6.6495174E-01         9.4656879E-01         1.9127253E-01         1.6168243E-01        -1.5141676E-01         6.6406167E-01         9.4229007E-01         1.9037423E-01        -2.9326554E-02        -1.4567551E-01         6.8218815E-01
  1.5034400E+02         9.4282472E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7344320E-01         9.6224326E-01         2.9895347E-01        -5.1743921E-02         8.1943206E-02         6.7649519E-01         9.2889053E-01        -3.3521101E-02         1.2902273E-01         8.0188394E-02         6.6585761E-01         9.4127744E-01         1.7003480E-01         1.5171807E-01        -1.3749696E-01         6.6085851E-01         9.4420099E-01         1.9300790E-01        -2.4893424E-02        -1.8013433E-01         6.8290210E-01
  1.5035170E+02         9.4324589E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7374474E-01         9.5737499E-01         2.8462338E-01        -7.4743792E-02         7.5226381E-02         6.7402494E-01         9.2979640E-01        -3.9551221E-02         1.2632953E-01         7.4452274E-02         6.6690028E-01         9.3654346E-01         1.5146635E-01         1.3914764E-01        -1.1326705E-01         6.5785468E-01         9.4634366E-01         1.9755384E-01        -1.6681222E-02        -2.0932859E-01         6.8297303E-01
  1.5035960E+02         9.4358081E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7398477E-01         9.5100492E-01         2.6162907E-01        -8.8854633E-02         6.1197847E-02         6.7100310E-01         9.3093503E-01        -4.3669127E-02         1.2416350E-01         6.3320287E-02         6.6830927E-01         9.3215925E-01         1.3651294E-01         1.2314156E-01        -8.1776284E-02         6.5492684E-01         9.4875503E-01         2.0451683E-01        -5.6452835E-03        -2.3206358E-01         6.8246686E-01
  1.5036730E+02         9.4383335E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7416561E-01         9.4408739E-01         2.3775144E-01        -9.6827179E-02         4.4772472E-02         6.6719377E-01         9.3226528E-01        -4.4521663E-02         1.2158542E-01         5.0103594E-02         6.6985840E-01         9.2860812E-01         1.2736993E-01         1.0578042E-01        -4.8247624E-02         6.5248734E-01         9.5121306E-01         2.1230359E-01         6.0742223E-03        -2.4717034E-01         6.8163532E-01
  1.5037520E+02         9.4401836E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7429841E-01         9.3675065E-01         2.1798052E-01        -1.0304545E-01         2.9401034E-02         6.6222090E-01         9.3376523E-01        -4.2286724E-02         1.1664899E-01         3.6870908E-02         6.7146993E-01         9.2627203E-01         1.2404922E-01         8.8779293E-02        -1.4866219E-02         6.5090680E-01         9.5358336E-01         2.1876436E-01         1.7510988E-02        -2.5658306E-01         6.8071902E-01
  1.5038290E+02         9.4415689E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7439735E-01         9.2935461E-01         2.0438300E-01        -1.0929071E-01         1.7004890E-02         6.5626383E-01         9.3518090E-01        -3.8585894E-02         1.0956977E-01         2.4912804E-02         6.7293471E-01         9.2563808E-01         1.2497737E-01         7.5066261E-02         1.4173793E-02         6.5060812E-01         9.5540893E-01         2.2109686E-01         2.7335551E-02        -2.6132289E-01         6.7995501E-01
  1.5039080E+02         9.4428468E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7448872E-01         9.2143470E-01         1.9347756E-01        -1.1711412E-01         5.3409357E-03         6.4914888E-01         9.3645501E-01        -3.4909606E-02         1.0171844E-01         1.2865046E-02         6.7425352E-01         9.2653710E-01         1.2748052E-01         6.4627297E-02         3.7970137E-02         6.5156156E-01         9.5649022E-01         2.1791273E-01         3.5800062E-02        -2.6241902E-01         6.7944884E-01
  1.5039850E+02         9.4442976E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7459202E-01         9.1281438E-01         1.8015817E-01        -1.2744710E-01        -9.5062312E-03         6.4116764E-01         9.3753445E-01        -3.2254916E-02         9.4635375E-02         5.6561740E-04         6.7536473E-01         9.2827517E-01         1.2933806E-01         5.6464426E-02         5.3541508E-02         6.5337938E-01         9.5675260E-01         2.0962822E-01         4.2718984E-02        -2.5991401E-01         6.7927831E-01
  1.5040640E+02         9.4460982E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7472041E-01         9.0186507E-01         1.5599266E-01        -1.3916989E-01        -2.8606564E-02         6.3120776E-01         9.3853152E-01        -3.0405093E-02         8.7738462E-02        -1.1712929E-02         6.7627692E-01         9.3009764E-01         1.2876295E-01         4.8248366E-02         6.0468785E-02         6.5563935E-01         9.5643550E-01         1.9771001E-01         4.8596155E-02        -2.5353557E-01         6.7939568E-01
  1.5041430E+02         9.4481891E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7486948E-01         8.8909400E-01         1.1792850E-01        -1.4769591E-01        -4.0912375E-02         6.1963534E-01         9.3950331E-01        -2.8355638E-02         8.0089286E-02        -2.1408373E-02         6.7689490E-01         9.3136251E-01         1.2392690E-01         4.0092513E-02         5.9379380E-02         6.5778083E-01         9.5581865E-01         1.8467198E-01         5.3399913E-02        -2.4338917E-01         6.7965645E-01
  1.5042200E+02         9.4505256E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7503613E-01         8.7763214E-01         7.3504455E-02        -1.5058430E-01        -3.5517924E-02         6.0921490E-01         9.4005871E-01        -2.5345810E-02         7.1070455E-02        -2.6295591E-02         6.7678607E-01         9.3188387E-01         1.1415745E-01         3.4299690E-02         5.3437665E-02         6.5940005E-01         9.5507610E-01         1.7246407E-01         5.7383012E-02        -2.3038508E-01         6.7984366E-01
  1.5042990E+02         9.4529527E-01         5.5511151E-17         0.0000000E+00         0.0000000E+00         6.7520946E-01         8.7034160E-01         3.2232866E-02        -1.4909045E-01        -9.7643519E-03         6.0255396E-01         9.3995345E-01        -2.2413533E-02         6.0442477E-02        -2.7725572E-02         6.7564285E-01         9.3187064E-01         9.9451393E-02         3.2760713E-02         4.5319989E-02         6.6049981E-01         9.5414972E-01         1.6096559E-01         6.1433423E-02        -2.1490726E-01         6.7979378E-01
  1.5043760E+02         9.4553632E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.7538160E-01         8.6940306E-01         5.2079246E-03        -1.4403009E-01         2.9534433E-02         6.0167640E-01         9.3977368E-01        -2.1934191E-02         4.9380638E-02        -3.0567026E-02         6.7416626E-01         9.3168879E-01         8.2121290E-02         3.5771947E-02         3.6903147E-02         6.6118485E-01         9.5299131E-01         1.5009122E-01         6.6190124E-02        -1.9869147E-01         6.7946911E-01
