t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5
  1.5007840E+02         9.4631135E-01         4.9224801E-02         1.4749986E-01        -2.0474911E-02         6.7973018E-01         9.3283492E-01         9.2596233E-02         1.1041966E-01         6.1365854E-02         6.5685523E-01         9.1638523E-01         1.4413559E-01         1.7196615E-01         1.2909895E-01         6.5329796E-01         9.6105027E-01         2.5067317E-01         2.6302826E-02         1.6445304E-01         6.7971444E-01         9.5802152E-01         2.2304003E-01         1.8821737E-01        -4.0787496E-02         6.8629766E-01
  1.5008610E+02         9.4772899E-01         7.1549118E-02         1.3116170E-01        -2.4614975E-02         6.8145061E-01         9.3376935E-01         8.9653254E-02         1.0854653E-01         7.1554616E-02         6.5900433E-01         9.1849476E-01         1.5215515E-01         1.5400505E-01         1.3277481E-01         6.5500307E-01         9.5864576E-01         2.4170372E-01         2.9561656E-02         1.5986349E-01         6.7950529E-01         9.6101004E-01         2.2985050E-01         1.8600045E-01        -3.6723282E-02         6.8689471E-01
  1.5009390E+02         9.4888878E-01         9.1064207E-02         1.1478364E-01        -2.4028601E-02         6.8250066E-01         9.3536240E-01         9.2200175E-02         1.0632783E-01         7.8200035E-02         6.6209900E-01         9.2090893E-01         1.5802668E-01         1.2972416E-01         1.3415897E-01         6.5728122E-01         9.5611227E-01         2.3677438E-01         3.4033261E-02         1.5219530E-01         6.7933244E-01         9.6412092E-01         2.3930512E-01         1.8058965E-01        -3.3260860E-02         6.8745691E-01
  1.5010170E+02         9.5006818E-01         1.0668845E-01         1.0025991E-01        -1.8132322E-02         6.8303239E-01         9.3750972E-01         1.0342754E-01         1.0503875E-01         7.8249983E-02         6.6553080E-01         9.2324078E-01         1.6370161E-01         1.0267854E-01         1.3089205E-01         6.5986115E-01         9.5387697E-01         2.3654822E-01         3.9425999E-02         1.4221025E-01         6.7914420E-01         9.6713322E-01         2.5088853E-01         1.7239138E-01        -3.0652678E-02         6.8792814E-01
  1.5010950E+02         9.5148373E-01         1.1925219E-01         8.7577179E-02        -8.0730356E-03         6.8309343E-01         9.4002539E-01         1.2499970E-01         1.0387579E-01         7.3405385E-02         6.6871542E-01         9.2514473E-01         1.7038767E-01         7.4014224E-02         1.2184476E-01         6.6253167E-01         9.5194513E-01         2.4018937E-01         4.5534171E-02         1.3024902E-01         6.7889184E-01         9.7002411E-01         2.6433876E-01         1.6166171E-01        -2.8970702E-02         6.8828875E-01
  1.5011740E+02         9.5288038E-01         1.2893416E-01         7.7319719E-02         2.8747914E-03         6.8245894E-01         9.4304556E-01         1.5376630E-01         1.0349356E-01         6.9236994E-02         6.7131460E-01         9.2622411E-01         1.7779075E-01         4.5812614E-02         1.0723191E-01         6.6493344E-01         9.5032430E-01         2.4600601E-01         5.1547665E-02         1.1762585E-01         6.7856956E-01         9.7250652E-01         2.7847394E-01         1.4935653E-01        -2.8186413E-02         6.8849742E-01
  1.5012510E+02         9.5366895E-01         1.3634402E-01         6.9526553E-02         1.0888061E-02         6.8090808E-01         9.4691485E-01         1.8341759E-01         1.0630238E-01         6.9309115E-02         6.7364383E-01         9.2642993E-01         1.8524550E-01         1.9314779E-02         8.8160098E-02         6.6686916E-01         9.4895071E-01         2.5181890E-01         5.6815043E-02         1.0592505E-01         6.7822582E-01         9.7426778E-01         2.9207981E-01         1.3656397E-01        -2.7545208E-02         6.8849742E-01
  1.5013300E+02         9.5310193E-01         1.4219566E-01         6.3356981E-02         1.3922024E-02         6.7813635E-01         9.5175868E-01         2.1000077E-01         1.1383627E-01         7.0916079E-02         6.7604208E-01         9.2602253E-01         1.9279280E-01        -6.2588342E-03         6.4212576E-02         6.6841745E-01         9.4768590E-01         2.5594705E-01         6.1715055E-02         9.6045434E-02         6.7795908E-01         9.7515202E-01         3.0481946E-01         1.2355027E-01        -2.5517458E-02         6.8825316E-01
  1.5014070E+02         9.5052254E-01         1.4558785E-01         5.8338147E-02         1.1786622E-02         6.7413777E-01         9.5662248E-01         2.2990598E-01         1.2354856E-01         6.7867704E-02         6.7804754E-01         9.2551130E-01         2.0012343E-01        -2.8991794E-02         3.6634125E-02         6.6960812E-01         9.4645315E-01         2.5639093E-01         6.6839337E-02         8.9553133E-02         6.7786825E-01         9.7499150E-01         3.1509829E-01         1.1188286E-01        -2.0467723E-02         6.8777215E-01
  1.5014860E+02         9.4553035E-01         1.4461295E-01         5.3680178E-02         6.3707349E-03         6.6881967E-01         9.6076369E-01         2.4465188E-01         1.3086991E-01         5.6682751E-02         6.7919648E-01         9.2551607E-01         2.0776273E-01        -4.8262604E-02         4.8572090E-03         6.7061031E-01         9.4507372E-01         2.5142562E-01         7.3249191E-02         8.6606823E-02         6.7797637E-01         9.7379625E-01         3.2228741E-01         1.0231458E-01        -1.0847220E-02         6.8707496E-01
  1.5015640E+02         9.3864715E-01         1.3648230E-01         4.9779471E-02         4.5001239E-04         6.6275364E-01         9.6330172E-01         2.5553074E-01         1.3131736E-01         4.0675092E-02         6.7923212E-01         9.2674226E-01         2.1556619E-01        -6.1044224E-02        -2.7878122E-02         6.7153865E-01         9.4369119E-01         2.4019012E-01         8.0779687E-02         8.6789191E-02         6.7832005E-01         9.7181219E-01         3.2525787E-01         9.6508741E-02         3.2003855E-03         6.8628842E-01
  1.5016420E+02         9.3057871E-01         1.1837607E-01         4.7677565E-02        -4.3997183E-03         6.5634423E-01         9.6402693E-01         2.6411396E-01         1.2372223E-01         2.5530236E-02         6.7842728E-01         9.2974126E-01         2.2392926E-01        -6.5947734E-02        -5.9497092E-02         6.7249787E-01         9.4254911E-01         2.2225586E-01         8.9062594E-02         8.8634565E-02         6.7899776E-01         9.6929055E-01         3.2379642E-01         9.4994180E-02         2.1423686E-02         6.8549514E-01
  1.5017210E+02         9.2304975E-01         9.0063974E-02         4.9323350E-02        -7.4866563E-03         6.5065581E-01         9.6287197E-01         2.6928708E-01         1.0969362E-01         1.6813178E-02         6.7711622E-01         9.3464690E-01         2.3244925E-01        -6.2129721E-02        -8.4837154E-02         6.7349619E-01         9.4195843E-01         1.9904941E-01         9.6968234E-02         9.0250395E-02         6.8004358E-01         9.6667498E-01         3.1810966E-01         9.7689658E-02         4.1666862E-02         6.8481082E-01
  1.5017980E+02         9.1788810E-01         5.5402409E-02         5.6050863E-02        -8.9730937E-03         6.4677346E-01         9.6024966E-01         2.6832449E-01         9.2800111E-02         1.5727734E-02         6.7548978E-01         9.4099021E-01         2.4028136E-01        -5.1777136E-02        -1.0010443E-01         6.7453212E-01         9.4194978E-01         1.7298402E-01         1.0374688E-01         9.0020798E-02         6.8133843E-01         9.6436316E-01         3.0951789E-01         1.0292508E-01         6.0886428E-02         6.8429595E-01
  1.5018770E+02         9.1602856E-01         1.8834019E-02         6.8439260E-02        -8.9481268E-03         6.4528042E-01         9.5644319E-01         2.5743702E-01         7.5454071E-02         1.9816473E-02         6.7338020E-01         9.4817150E-01         2.4679627E-01        -3.8425364E-02        -1.0469037E-01         6.7552739E-01         9.4231701E-01         1.4454694E-01         1.0961085E-01         8.7147810E-02         6.8271136E-01         9.6242720E-01         2.9950958E-01         1.0851793E-01         7.6893911E-02         6.8393195E-01
  1.5019540E+02         9.1756773E-01        -1.1178743E-02         8.4651373E-02        -6.9799908E-03         6.4640105E-01         9.5194787E-01         2.3434046E-01         6.0650263E-02         2.5029808E-02         6.7076141E-01         9.5469242E-01         2.5079617E-01        -2.7321799E-02        -9.9419594E-02         6.7622864E-01         9.4277674E-01         1.1629657E-01         1.1447936E-01         8.1994750E-02         6.8383276E-01         9.6090418E-01         2.9087660E-01         1.1183441E-01         8.6017683E-02         6.8370056E-01
  1.5020330E+02         9.2149568E-01        -3.0324256E-02         1.0283358E-01        -2.6018906E-03         6.4968354E-01         9.4682163E-01         1.9773819E-01         4.9176961E-02         2.8311025E-02         6.6746056E-01         9.5975405E-01         2.5189182E-01        -2.1731472E-02        -8.6666673E-02         6.7646825E-01         9.4318444E-01         8.8179506E-02         1.1875898E-01         7.5368442E-02         6.8458188E-01         9.5955271E-01         2.8568181E-01         1.1150943E-01         8.6282477E-02         6.8352252E-01
  1.5021110E+02         9.2626584E-01        -3.5364758E-02         1.1929142E-01         3.5911016E-03         6.5416318E-01         9.4143391E-01         1.5167247E-01         4.2737387E-02         2.8067805E-02         6.6354030E-01         9.6261746E-01         2.4992684E-01        -2.3471393E-02        -7.0446648E-02         6.7610729E-01         9.4350278E-01         6.2469978E-02         1.2233403E-01         6.8790756E-02         6.8492681E-01         9.5837730E-01         2.8587043E-01         1.0760177E-01         7.6827347E-02         6.8334764E-01
  1.5021890E+02         9.3108433E-01        -2.7558595E-02         1.3217975E-01         1.0599938E-02         6.5921855E-01         9.3582058E-01         9.8444305E-02         4.2689662E-02         2.4307610E-02         6.5889162E-01         9.6343338E-01         2.4473923E-01        -3.1953070E-02        -5.4073311E-02         6.7512614E-01         9.4378299E-01         3.8889024E-02         1.2535712E-01         6.2963210E-02         6.8498409E-01         9.5744586E-01         2.9199505E-01         1.0138330E-01         5.8407456E-02         6.8305528E-01
  1.5022670E+02         9.3539792E-01        -1.0843788E-02         1.3940026E-01         1.6828660E-02         6.6405845E-01         9.3074417E-01         4.5789950E-02         5.0785121E-02         1.8086299E-02         6.5411979E-01         9.6207190E-01         2.3638450E-01        -4.4057582E-02        -4.1522436E-02         6.7350012E-01         9.4409883E-01         1.9089574E-02         1.2776245E-01         5.8579538E-02         6.8491197E-01         9.5702940E-01         3.0304563E-01         9.5189035E-02         3.4929626E-02         6.8255836E-01
  1.5023450E+02         9.3935049E-01         1.0851339E-02         1.4072207E-01         2.1981604E-02         6.6850227E-01         9.2672861E-01        -2.1788103E-03         6.8019323E-02         1.0422467E-02         6.4986259E-01         9.5834655E-01         2.2469768E-01        -5.6001723E-02        -3.4318086E-02         6.7123508E-01         9.4458193E-01         2.6776248E-03         1.2981984E-01         5.5358220E-02         6.8487233E-01         9.5722437E-01         3.1768698E-01         9.0699658E-02         9.7837951E-03         6.8179750E-01
  1.5024240E+02         9.4274336E-01         3.3006847E-02         1.3586470E-01         2.5893580E-02         6.7224383E-01         9.2474991E-01        -3.8165849E-02         9.2313156E-02         2.6071335E-03         6.4730650E-01         9.5261949E-01         2.1080329E-01        -6.3982412E-02        -3.4618299E-02         6.6865093E-01         9.4530272E-01        -9.5346170E-03         1.3155937E-01         5.3011477E-02         6.8496275E-01         9.5779121E-01         3.3323511E-01         8.9301892E-02        -1.2073411E-02         6.8077219E-01
  1.5025020E+02         9.4522083E-01         5.2215502E-02         1.2510321E-01         2.7967645E-02         6.7515808E-01         9.2545736E-01        -5.7907511E-02         1.1892952E-01        -4.2137057E-03         6.4720714E-01         9.4597054E-01         1.9673124E-01        -6.8102367E-02        -4.3554466E-02         6.6609174E-01         9.4618011E-01        -1.7378937E-02         1.3280752E-01         5.1112890E-02         6.8515098E-01         9.5818835E-01         3.4687760E-01         9.1371991E-02        -2.7343394E-02         6.7955351E-01
  1.5025800E+02         9.4661701E-01         6.7736804E-02         1.0826074E-01         2.6496777E-02         6.7736471E-01         9.2883003E-01        -6.0544007E-02         1.4499962E-01        -8.5998531E-03         6.4960372E-01         9.3911445E-01         1.8460706E-01        -7.3039457E-02        -5.9079889E-02         6.6342258E-01         9.4710749E-01        -2.1565787E-02         1.3322134E-01         4.9211491E-02         6.8536961E-01         9.5788205E-01         3.5721639E-01         9.6973494E-02        -3.5841689E-02         6.7814177E-01
  1.5026580E+02         9.4695789E-01         7.9039074E-02         8.7667868E-02         1.9468781E-02         6.7873454E-01         9.3359190E-01        -4.5812186E-02         1.6606128E-01        -7.7059329E-03         6.5377301E-01         9.3307894E-01         1.7681077E-01        -8.3945051E-02        -7.3336206E-02         6.6043103E-01         9.4786489E-01        -2.2621196E-02         1.3227227E-01         4.7206994E-02         6.8552822E-01         9.5662367E-01         3.6272839E-01         1.0568555E-01        -3.8253907E-02         6.7668456E-01
  1.5027370E+02         9.4679058E-01         8.8483281E-02         6.5933481E-02         6.0203513E-03         6.7925566E-01         9.3841922E-01        -1.5192765E-02         1.8018010E-01        -5.4628146E-04         6.5903836E-01         9.2812079E-01         1.7098965E-01        -1.0157887E-01        -7.9694472E-02         6.5694141E-01         9.4834840E-01        -2.1481421E-02         1.2946603E-01         4.4961784E-02         6.8559426E-01         9.5447004E-01         3.6354810E-01         1.1771998E-01        -3.6762744E-02         6.7524409E-01
  1.5028140E+02         9.4672835E-01         9.7932480E-02         4.8199311E-02        -1.1043662E-02         6.7887110E-01         9.4214112E-01         2.3358138E-02         1.8661870E-01         9.7324625E-03         6.6417658E-01         9.2438436E-01         1.6603960E-01        -1.1817685E-01        -7.4593708E-02         6.5347826E-01         9.4846797E-01        -1.9041689E-02         1.2470420E-01         4.2517710E-02         6.8554479E-01         9.5190054E-01         3.6029437E-01         1.3230024E-01        -3.3319108E-02         6.7402512E-01
  1.5028930E+02         9.4687182E-01         1.0870040E-01         3.6578629E-02        -2.8282249E-02         6.7754942E-01         9.4466895E-01         5.8910340E-02         1.8904400E-01         2.2129765E-02         6.6842270E-01         9.2097121E-01         1.6671276E-01        -1.2384032E-01        -5.8210216E-02         6.5044457E-01         9.4821465E-01        -1.5951937E-02         1.1786507E-01         3.9703220E-02         6.8534404E-01         9.4930851E-01         3.5393870E-01         1.4949574E-01        -2.8906647E-02         6.7311549E-01
  1.5029700E+02         9.4661278E-01         1.1866215E-01         3.1686917E-02        -4.1315611E-02         6.7532450E-01         9.4612390E-01         7.7416927E-02         1.9047000E-01         4.1318748E-02         6.7130941E-01         9.1757077E-01         1.7805450E-01        -1.0800356E-01        -3.7241083E-02         6.4848399E-01         9.4766802E-01        -1.2906007E-02         1.0962524E-01         3.6601063E-02         6.8499261E-01         9.4724613E-01         3.4593904E-01         1.6752210E-01        -2.4032401E-02         6.7265660E-01
  1.5030490E+02         9.4500297E-01         1.2459978E-01         3.1338006E-02        -4.9349464E-02         6.7208439E-01         9.4726855E-01         7.6962836E-02         1.9141929E-01         7.2009794E-02         6.7344600E-01         9.1468072E-01         1.9804186E-01        -6.3862763E-02        -2.3253905E-02         6.4788842E-01         9.4692510E-01        -1.0170249E-02         1.0018780E-01         3.3024598E-02         6.8449080E-01         9.4591916E-01         3.3699962E-01         1.8570621E-01        -1.8410886E-02         6.7268151E-01
  1.5031260E+02         9.4164360E-01         1.2257653E-01         3.3485327E-02        -5.3108066E-02         6.6816127E-01         9.4879407E-01         6.8675123E-02         1.9080308E-01         1.0447278E-01         6.7529911E-01         9.1322112E-01         2.1838261E-01        -3.3777564E-05        -2.9690031E-02         6.4824843E-01         9.4612068E-01        -8.1306389E-03         9.0562709E-02         2.9075084E-02         6.8386877E-01         9.4547868E-01         3.2824516E-01         2.0175250E-01        -1.2222040E-02         6.7317969E-01
  1.5032050E+02         9.3683815E-01         1.1043002E-01         3.7358265E-02        -5.4909296E-02         6.6392374E-01         9.5082712E-01         6.9393933E-02         1.8644276E-01         1.2530233E-01         6.7733604E-01         9.1307002E-01         2.3169832E-01         6.7324594E-02        -6.1979946E-02         6.4852482E-01         9.4529349E-01        -6.9007529E-03         8.0901615E-02         2.4543088E-02         6.8310922E-01         9.4582719E-01         3.1969926E-01         2.1516038E-01        -5.2763908E-03         6.7411375E-01
  1.5032840E+02         9.3185490E-01         8.8764079E-02         4.3388311E-02        -5.6263223E-02         6.6021061E-01         9.5304435E-01         8.8780798E-02         1.7486398E-01         1.2796201E-01         6.7946535E-01         9.1364777E-01         2.3211692E-01         1.1997059E-01        -1.1102875E-01         6.4808774E-01         9.4451386E-01        -6.6903485E-03         7.1907617E-02         1.9513024E-02         6.8225288E-01         9.4680488E-01         3.1169873E-01         2.2490442E-01         2.1126347E-03         6.7539167E-01
  1.5033610E+02         9.2813337E-01         6.1543949E-02         5.2220240E-02        -5.7487249E-02         6.5777653E-01         9.5551133E-01         1.2152436E-01         1.5461172E-01         1.1919170E-01         6.8116641E-01         9.1416121E-01         2.2305501E-01         1.5311596E-01        -1.5485501E-01         6.4691091E-01         9.4379812E-01        -7.6320926E-03         6.4120226E-02         1.4193891E-02         6.8133229E-01         9.4816422E-01         3.0440888E-01         2.3082365E-01         9.5957778E-03         6.7686343E-01
  1.5034400E+02         9.2640686E-01         3.2478437E-02         6.4568602E-02        -5.7951160E-02         6.5692925E-01         9.5838177E-01         1.5702452E-01         1.2705657E-01         1.0724999E-01         6.8209195E-01         9.1410112E-01         2.1414836E-01         1.7350273E-01        -1.7566937E-01         6.4566237E-01         9.4311070E-01        -9.9107148E-03         5.7510540E-02         8.5216872E-03         6.8033332E-01         9.4977891E-01         2.9755539E-01         2.3346145E-01         1.7354293E-02         6.7845803E-01
  1.5035170E+02         9.2692989E-01         7.9356162E-03         7.9391666E-02        -5.6692678E-02         6.5775615E-01         9.6082342E-01         1.8310541E-01         9.8314106E-02         9.6336834E-02         6.8199837E-01         9.1353166E-01         2.1296313E-01         1.8689115E-01        -1.6668245E-01         6.4526546E-01         9.4247812E-01        -1.3471054E-02         5.2600373E-02         2.9574640E-03         6.7932951E-01         9.5147043E-01         2.9162598E-01         2.3306625E-01         2.4893258E-02         6.7998439E-01
  1.5035960E+02         9.2929161E-01        -8.6218575E-03         9.6280865E-02        -5.3023245E-02         6.6003525E-01         9.6189600E-01         1.9497301E-01         7.0636488E-02         8.5686982E-02         6.8085366E-01         9.1297853E-01         2.1935689E-01         1.9728063E-01        -1.3585003E-01         6.4574349E-01         9.4190794E-01        -1.8319154E-02         4.9267486E-02        -2.5500909E-03         6.7834395E-01         9.5331490E-01         2.8668550E-01         2.2993484E-01         3.2386191E-02         6.8145293E-01
  1.5036730E+02         9.3264431E-01        -1.3481617E-02         1.1329989E-01        -4.7198329E-02         6.6320479E-01         9.6110952E-01         1.9086455E-01         4.5613747E-02         7.5215705E-02         6.7890286E-01         9.1301143E-01         2.2897878E-01         2.0421684E-01        -9.8193608E-02         6.4668351E-01         9.4142717E-01        -2.3899931E-02         4.7498863E-02        -7.6162345E-03         6.7745364E-01         9.5525241E-01         2.8323805E-01         2.2437868E-01         3.9439898E-02         6.8275583E-01
  1.5037520E+02         9.3645805E-01        -6.3821729E-03         1.2985142E-01        -4.0015642E-02         6.6691983E-01         9.5855778E-01         1.7205997E-01         2.2305313E-02         6.4724371E-02         6.7631739E-01         9.1381824E-01         2.3843530E-01         2.0726758E-01        -6.3340284E-02         6.4790571E-01         9.4102222E-01        -2.9993273E-02         4.6803974E-02        -1.2356322E-02         6.7665923E-01         9.5735914E-01         2.8120914E-01         2.1621566E-01         4.6498574E-02         6.8390429E-01
  1.5038290E+02         9.4012713E-01         9.4023040E-03         1.4365965E-01        -3.3471290E-02         6.7059404E-01         9.5439655E-01         1.4141838E-01         3.8318823E-03         5.4342683E-02         6.7310029E-01         9.1517282E-01         2.4568062E-01         2.0667797E-01        -3.7544284E-02         6.4927632E-01         9.4072920E-01        -3.5860203E-02         4.6715334E-02        -1.6482243E-02         6.7602384E-01         9.5946002E-01         2.8044856E-01         2.0581414E-01         5.3568345E-02         6.8478817E-01
  1.5039080E+02         9.4355124E-01         2.8449543E-02         1.5357178E-01        -2.8691193E-02         6.7410451E-01         9.4905728E-01         9.9843547E-02        -7.6343687E-03         4.2693455E-02         6.6920656E-01         9.1691601E-01         2.5131044E-01         2.0369714E-01        -1.9252568E-02         6.5078288E-01         9.4060445E-01        -4.1375834E-02         4.6902291E-02        -2.0149710E-02         6.7556256E-01         9.6148342E-01         2.8031689E-01         1.9278103E-01         6.1269637E-02         6.8538773E-01
  1.5039850E+02         9.4633067E-01         4.3598719E-02         1.5762249E-01        -2.6038403E-02         6.7715037E-01         9.4403952E-01         5.3895429E-02        -1.0419395E-02         2.9988458E-02         6.6549414E-01         9.1901964E-01         2.5657928E-01         1.9926386E-01        -6.6748499E-03         6.5232038E-01         9.4068629E-01        -4.6080723E-02         4.7364332E-02        -2.3173599E-02         6.7528379E-01         9.6307498E-01         2.7990732E-01         1.7791726E-01         6.9164619E-02         6.8559581E-01
  1.5040640E+02         9.4837099E-01         5.1812556E-02         1.5518251E-01        -2.4629528E-02         6.7979622E-01         9.3961996E-01         9.1882264E-03        -6.6101821E-03         1.5293253E-02         6.6207701E-01         9.2177248E-01         2.6349792E-01         1.9275714E-01         3.1992190E-03         6.5389240E-01         9.4100738E-01        -5.0094526E-02         4.8388962E-02        -2.5555909E-02         6.7518377E-01         9.6394569E-01         2.7803704E-01         1.6110909E-01         7.6749705E-02         6.8530875E-01
  1.5041430E+02         9.4953018E-01         5.3146191E-02         1.4656125E-01        -2.4062349E-02         6.8185174E-01         9.3604910E-01        -2.7302865E-02         1.0613020E-03        -2.2423915E-03         6.5889645E-01         9.2521280E-01         2.7265450E-01         1.8288605E-01         1.1487833E-02         6.5533644E-01         9.4158703E-01        -5.3285670E-02         5.0232977E-02        -2.6893141E-02         6.7532212E-01         9.6373630E-01         2.7354532E-01         1.4366218E-01         8.2203627E-02         6.8444562E-01
  1.5042200E+02         9.4999778E-01         5.0974581E-02         1.3383120E-01        -2.4514083E-02         6.8319356E-01         9.3375170E-01        -5.2434485E-02         1.0942646E-02        -2.2589199E-02         6.5599358E-01         9.2908317E-01         2.8266567E-01         1.6869432E-01         1.8732637E-02         6.5650165E-01         9.4242793E-01        -5.5606335E-02         5.2906249E-02        -2.6762638E-02         6.7577904E-01         9.6238405E-01         2.6591396E-01         1.2739813E-01         8.3556041E-02         6.8309057E-01
  1.5042990E+02         9.5008636E-01         4.8743963E-02         1.1873437E-01        -2.6118604E-02         6.8381733E-01         9.3269104E-01        -6.6059262E-02         2.3296816E-02        -4.5061033E-02         6.5342969E-01         9.3313158E-01         2.9128242E-01         1.4915304E-01         2.5534978E-02         6.5731990E-01         9.4357377E-01        -5.7093609E-02         5.6407139E-02        -2.4788141E-02         6.7663640E-01         9.6002126E-01         2.5492600E-01         1.1342556E-01         7.9322942E-02         6.8136793E-01
  1.5043760E+02         9.4995898E-01         4.8505489E-02         1.0393149E-01        -2.8396918E-02         6.8365443E-01         9.3225640E-01        -6.5823704E-02         3.7813682E-02        -6.4476065E-02         6.5149266E-01         9.3653071E-01         2.9500064E-01         1.2614436E-01         3.1477101E-02         6.5757316E-01         9.4496614E-01        -5.7450276E-02         6.0265951E-02        -2.0927556E-02         6.7785209E-01         9.5719987E-01         2.4215135E-01         1.0426141E-01         6.9379315E-02         6.7963535E-01
