   n        time         Cl         Cd
   55200    10.07287   0.7962626   0.1774074
   56000    10.19988   0.8203603   0.1816469
   56800    10.32623   0.8445756   0.1856276
   57600    10.45193   0.8685981   0.1895387
   58400    10.57695   0.8924271   0.1935668
   59200    10.70132   0.9152201   0.1976550
   60000    10.82510   0.9390574   0.2020271
   60800    10.94832   0.9619252   0.2061893
   61600    11.07100   0.9855869   0.2107682
   62400    11.19318   1.0080449   0.2149849
   63200    11.31490   1.0306224   0.2194488
   64000    11.43615   1.0537522   0.2238954
   64800    11.55693   1.0768181   0.2287083
   65600    11.67728   1.0992447   0.2335544
   66400    11.79718   1.1174009   0.2371805
   67200    11.91671   1.1388847   0.2418103
   68000    12.03587   1.1597272   0.2463482
   68800    12.15467   1.1768802   0.2495627
   69600    12.27310   1.1918371   0.2519773
   70400    12.39115   1.2087868   0.2551465
   71200    12.50891   1.2235043   0.2581189
   72000    12.62637   1.2374326   0.2607425
   72800    12.74356   1.2504583   0.2633692
   73600    12.86048   1.2633257   0.2664876
   74400    12.97714   1.2757062   0.2694511
   75200    13.09355   1.2879263   0.2728905
   76000    13.20972   1.2983892   0.2764854
   76800    13.32569   1.3100876   0.2815067
   77600    13.44147   1.3186356   0.2857745
   78400    13.55708   1.3287494   0.2910915
   79200    13.67264   1.3395289   0.2961067
   80000    13.78807   1.3465183   0.3002228
   80800    13.90336   1.3560701   0.3052413
   81600    14.01851   1.3652651   0.3111403
   82400    14.13354   1.3725854   0.3177691
   83200    14.24852   1.3772093   0.3243865
   84000    14.36347   1.3857893   0.3321957
   84800    14.47838   1.3928315   0.3396995
   85600    14.59328   1.3984452   0.3461349
   86400    14.70823   1.4050512   0.3538127
   87200    14.82310   1.4095522   0.3609004
   88000    14.93807   1.4144007   0.3686256
   88800    15.05308   1.4216563   0.3786005
   89600    15.16822   1.4251894   0.3888335
   90400    15.28335   1.4322824   0.4007016
   91200    15.39864   1.4375598   0.4116851
   92000    15.51411   1.4442192   0.4234011
   92800    15.62968   1.4534991   0.4356929
   93600    15.74539   1.4624439   0.4485017
   94400    15.86120   1.4724965   0.4630158
   95200    15.97730   1.4803602   0.4750504
   96000    16.09358   1.4912039   0.4883242
   96800    16.21004   1.5006021   0.5007763
   97600    16.32662   1.5099076   0.5122433
   98400    16.44335   1.5201100   0.5239439
   99200    16.56021   1.5326653   0.5371188
  100000    16.67726   1.5426534   0.5498383
  100800    16.79462   1.5529532   0.5625252
  101600    16.91226   1.5578104   0.5723647
  102400    17.02999   1.5666620   0.5835353
  103200    17.14791   1.5753148   0.5944075
  104000    17.26606   1.5851881   0.6057460
  104800    17.38436   1.5863780   0.6132456
  105600    17.50277   1.5923829   0.6224721
  106400    17.62126   1.5967056   0.6301130
  107200    17.73991   1.5976983   0.6364531
  108000    17.85873   1.5969469   0.6430331
  108800    17.97776   1.5910214   0.6465721
  109600    18.09700   1.5777629   0.6464461
  110400    18.21635   1.5657268   0.6473535
  111200    18.33570   1.5473277   0.6467207
  112000    18.45515   1.5250619   0.6449017
  112800    18.57473   1.4976516   0.6422855
  113600    18.69455   1.4591556   0.6350775
  114400    18.81435   1.4160466   0.6269301
  115200    18.93434   1.3752986   0.6213653
  116000    19.05475   1.3264076   0.6128755
  116800    19.17544   1.2803669   0.6058824
  117600    19.29631   1.2358653   0.6011065
  118400    19.41741   1.1941875   0.5978540
  119200    19.53874   1.1612339   0.5997450
  120000    19.66055   1.1274376   0.6001475
  120800    19.78275   1.1024731   0.6027813
  121600    19.90554   1.0738836   0.6011182
  122400    20.02891   1.0395271   0.5936109
  123200    20.15286   1.0019112   0.5811664
  124000    20.27704   0.9700390   0.5710050
  124800    20.40150   0.9429956   0.5628798
  125600    20.52643   0.9115962   0.5521416
  126400    20.65196   0.8719479   0.5335505
  127200    20.77784   0.8397231   0.5174080
  128000    20.90417   0.8083928   0.5009853
  128800    21.03088   0.7843983   0.4853020
  129600    21.15785   0.7603190   0.4683064
  130400    21.28501   0.7366450   0.4521366
  131200    21.41250   0.7285708   0.4429565
  132000    21.54023   0.7297216   0.4396551
  132800    21.66807   0.7248067   0.4299108
  133600    21.79592   0.6937038   0.4068214
  134400    21.92370   0.6665413   0.3839141
  135200    22.05154   0.6560536   0.3691530
  136000    22.17943   0.6606568   0.3612006
  136800    22.30730   0.6648290   0.3522919
  137600    22.43488   0.6769786   0.3482675
  138400    22.56228   0.6847287   0.3409068
  139200    22.68959   0.6959854   0.3346982
  140000    22.81674   0.6975420   0.3217853
  140800    22.94363   0.7192768   0.3214932
  141600    23.07023   0.7183732   0.3081987
  142400    23.19655   0.7345627   0.3065395
  143200    23.32263   0.7381266   0.3000001
  144000    23.44847   0.7385405   0.2921532
  144800    23.57393   0.7471510   0.2905845
  145600    23.69904   0.7360074   0.2800821
  146400    23.82399   0.7343856   0.2755076
  147200    23.94881   0.7414207   0.2771023
  148000    24.07358   0.7598662   0.2846426
