   n        time         Cl         Cd
  196800    30.02438   1.2853995   0.6684355
  197600    30.14149   1.2475856   0.6606290
  198400    30.25875   1.1998538   0.6494970
  199200    30.37621   1.1525413   0.6401128
  200000    30.49384   1.1002840   0.6304544
  200800    30.61169   1.0525581   0.6244636
  201600    30.72980   1.0233089   0.6296502
  202400    30.84812   1.0025107   0.6393923
  203200    30.96667   0.9783329   0.6459129
  204000    31.08547   0.9524844   0.6491208
  204800    31.20456   0.9283291   0.6510266
  205600    31.32402   0.9021795   0.6495193
  206400    31.44387   0.8781637   0.6470801
  207200    31.56413   0.8615347   0.6475582
  208000    31.68485   0.8399832   0.6427780
  208800    31.80542   0.8218157   0.6381033
  209600    31.92704   0.8028630   0.6320631
  210400    32.04918   0.7892495   0.6275698
  211200    32.17122   0.7621369   0.6154933
  212000    32.29386   0.7219733   0.5942977
  212800    32.41550   0.6997955   0.5814201
  213600    32.53866   0.6836146   0.5715942
  214400    32.66242   0.6734217   0.5639558
  215200    32.78572   0.6530380   0.5494490
  216000    32.90797   0.6243378   0.5292269
  216800    33.03166   0.6042890   0.5129668
  217600    33.15692   0.5908582   0.4991123
  218400    33.28113   0.5560918   0.4725049
  219200    33.40625   0.5285436   0.4489752
  220000    33.53130   0.4966783   0.4224815
  220800    33.65619   0.4565549   0.3904436
  221600    33.78091   0.4317967   0.3664783
  222400    33.90543   0.4022910   0.3376217
  223200    34.02977   0.3797030   0.3103015
  224000    34.15395   0.3872395   0.2961161
  224800    34.27792   0.3944322   0.2795912
  225600    34.40158   0.4336282   0.2803310
  226400    34.52490   0.4918485   0.2904684
  227200    34.64784   0.5408643   0.2949587
  228000    34.77037   0.5682421   0.2850188
  228800    34.89243   0.6097544   0.2830235
  229600    35.01389   0.6782128   0.2994209
  230400    35.13465   0.7288455   0.3085400
  231200    35.25470   0.7544184   0.3056036
  232000    35.37409   0.7595158   0.2938459
  232800    35.49291   0.7764964   0.2904023
  233600    35.61132   0.8147512   0.3021185
  234400    35.72944   0.8600420   0.3211210
  235200    35.84729   0.8977508   0.3375287
  236000    35.96490   0.9253349   0.3500865
  236800    36.08228   0.9505797   0.3608034
  237600    36.19954   0.9741579   0.3695853
  238400    36.31671   0.9984676   0.3804414
  239200    36.43379   1.0190655   0.3894746
  240000    36.55074   1.0312719   0.3960150
  240800    36.66752   1.0427758   0.4042757
  241600    36.78409   1.0621394   0.4178590
  242400    36.90043   1.0789872   0.4329479
  243200    37.01661   1.0866619   0.4441530
  244000    37.13274   1.0924451   0.4549589
  244800    37.24884   1.1003254   0.4658922
  245600    37.36491   1.1059546   0.4747948
  246400    37.48098   1.1062710   0.4804883
  247200    37.59706   1.0981692   0.4801483
  248000    37.71315   1.0909465   0.4786011
  248800    37.82914   1.0790529   0.4738340
  249600    37.94500   1.0645318   0.4670006
  250400    38.06074   1.0495825   0.4604876
  251200    38.17636   1.0338553   0.4536705
  252000    38.29193   1.0255053   0.4502842
  252800    38.40752   1.0199448   0.4489064
  253600    38.52313   1.0131600   0.4477748
