   n        time         Cl         Cd
  941420   151.54691   0.7505344   0.3500659
  941440   151.55009   0.7503166   0.3500114
  941460   151.55326   0.7501327   0.3499557
  941480   151.55644   0.7499268   0.3498939
  941500   151.55962   0.7496769   0.3498204
  941520   151.56280   0.7494531   0.3497458
  941540   151.56597   0.7492741   0.3496745
  941560   151.56915   0.7490242   0.3495870
  941580   151.57233   0.7486447   0.3494747
  941600   151.57550   0.7482799   0.3493637
  941620   151.57868   0.7480274   0.3492714
  941640   151.58186   0.7477782   0.3491827
  941660   151.58504   0.7474137   0.3490798
  941680   151.58821   0.7469989   0.3489648
  941700   151.59139   0.7466597   0.3488554
  941720   151.59457   0.7463556   0.3487544
  941740   151.59774   0.7460138   0.3486561
  941760   151.60092   0.7456708   0.3485614
  941780   151.60410   0.7453266   0.3484602
  941800   151.60728   0.7449676   0.3483467
  941820   151.61045   0.7446058   0.3482251
  941840   151.61363   0.7442203   0.3480937
  941860   151.61681   0.7438343   0.3479599
  941880   151.61998   0.7434701   0.3478316
  941900   151.62316   0.7431168   0.3477064
  941920   151.62634   0.7427601   0.3475790
  941940   151.62951   0.7424467   0.3474600
  941960   151.63269   0.7421831   0.3473528
  941980   151.63587   0.7419000   0.3472410
  942000   151.63904   0.7415743   0.3471189
  942020   151.64222   0.7412419   0.3469981
  942040   151.64539   0.7409251   0.3468844
  942060   151.64857   0.7406033   0.3467721
  942080   151.65175   0.7402635   0.3466598
  942100   151.65492   0.7399310   0.3465542
  942120   151.65810   0.7396305   0.3464584
  942140   151.66128   0.7393649   0.3463708
  942160   151.66445   0.7391218   0.3462882
  942180   151.66763   0.7388925   0.3462083
  942200   151.67080   0.7386850   0.3461334
  942220   151.67398   0.7384864   0.3460612
  942240   151.67715   0.7382747   0.3459858
  942260   151.68033   0.7380249   0.3459009
  942280   151.68351   0.7377389   0.3458081
  942300   151.68668   0.7374333   0.3457133
  942320   151.68986   0.7371238   0.3456180
  942340   151.69303   0.7367957   0.3455157
  942360   151.69621   0.7364427   0.3454033
  942380   151.69938   0.7361126   0.3452927
  942400   151.70256   0.7358243   0.3451895
  942420   151.70573   0.7355418   0.3450854
  942440   151.70891   0.7352782   0.3449822
  942460   151.71208   0.7350330   0.3448810
  942480   151.71525   0.7347701   0.3447745
  942500   151.71843   0.7344736   0.3446598
  942520   151.72160   0.7341820   0.3445472
  942540   151.72478   0.7339287   0.3444458
  942560   151.72795   0.7336736   0.3443467
  942580   151.73112   0.7333720   0.3442370
  942600   151.73430   0.7330069   0.3441101
  942620   151.73747   0.7325933   0.3439695
  942640   151.74065   0.7321773   0.3438274
  942660   151.74382   0.7317712   0.3436873
  942680   151.74699   0.7313487   0.3435418
  942700   151.75017   0.7309044   0.3433893
  942720   151.75334   0.7304386   0.3432319
  942740   151.75651   0.7299548   0.3430718
  942760   151.75969   0.7294596   0.3429105
  942780   151.76286   0.7289367   0.3427414
  942800   151.76603   0.7283783   0.3425576
  942820   151.76920   0.7278189   0.3423651
  942840   151.77238   0.7273111   0.3421804
  942860   151.77555   0.7268690   0.3420112
  942880   151.77872   0.7264697   0.3418492
  942900   151.78190   0.7260868   0.3416832
  942920   151.78507   0.7256733   0.3415052
  942940   151.78824   0.7252428   0.3413229
  942960   151.79142   0.7248843   0.3411563
  942980   151.79459   0.7245588   0.3410017
  943000   151.79776   0.7242244   0.3408485
  943020   151.80094   0.7239163   0.3406998
  943040   151.80411   0.7236280   0.3405590
  943060   151.80728   0.7232913   0.3404137
  943080   151.81046   0.7230005   0.3402789
  943100   151.81363   0.7228089   0.3401659
  943120   151.81681   0.7224944   0.3400446
  943140   151.81998   0.7222635   0.3399423
  943160   151.82315   0.7221722   0.3398693
  943180   151.82633   0.7220142   0.3397968
  943200   151.82950   0.7217952   0.3397123
  943220   151.83268   0.7216036   0.3396306
  943240   151.83585   0.7213802   0.3395437
  943260   151.83902   0.7211378   0.3394475
  943280   151.84220   0.7208839   0.3393483
  943300   151.84537   0.7206245   0.3392504
  943320   151.84855   0.7203622   0.3391529
  943340   151.85172   0.7201433   0.3390601
  943360   151.85489   0.7198556   0.3389543
  943380   151.85807   0.7195386   0.3388458
  943400   151.86124   0.7192987   0.3387529
  943420   151.86442   0.7190433   0.3386590
  943440   151.86759   0.7187241   0.3385536
  943460   151.87076   0.7184089   0.3384475
  943480   151.87394   0.7180523   0.3383355
  943500   151.87711   0.7177101   0.3382220
  943520   151.88028   0.7173888   0.3381089
  943540   151.88346   0.7170247   0.3379871
  943560   151.88663   0.7166401   0.3378562
  943580   151.88980   0.7162488   0.3377200
  943600   151.89298   0.7158610   0.3375785
  943620   151.89615   0.7154115   0.3374255
  943640   151.89932   0.7149795   0.3372775
  943660   151.90250   0.7146130   0.3371388
  943680   151.90567   0.7143018   0.3370104
  943700   151.90885   0.7139804   0.3368867
  943720   151.91202   0.7136132   0.3367591
  943740   151.91519   0.7132138   0.3366282
  943760   151.91837   0.7127922   0.3364941
  943780   151.92154   0.7123443   0.3363544
  943800   151.92471   0.7119127   0.3362145
  943820   151.92789   0.7115197   0.3360804
  943840   151.93106   0.7111478   0.3359538
  943860   151.93423   0.7108105   0.3358353
  943880   151.93740   0.7104832   0.3357192
  943900   151.94058   0.7101131   0.3355976
  943920   151.94375   0.7097016   0.3354707
  943940   151.94692   0.7093134   0.3353483
  943960   151.95010   0.7089778   0.3352360
  943980   151.95327   0.7086671   0.3351292
  944000   151.95644   0.7083538   0.3350230
  944020   151.95961   0.7080214   0.3349152
  944040   151.96279   0.7076829   0.3348082
  944060   151.96596   0.7073738   0.3347074
  944080   151.96913   0.7070939   0.3346127
  944100   151.97230   0.7068207   0.3345197
  944120   151.97548   0.7065465   0.3344264
  944140   151.97865   0.7062592   0.3343317
  944160   151.98182   0.7059595   0.3342366
  944180   151.98499   0.7056738   0.3341463
  944200   151.98816   0.7053980   0.3340590
  944220   151.99134   0.7050758   0.3339634
  944240   151.99451   0.7047053   0.3338574
  944260   151.99768   0.7043424   0.3337520
  944280   152.00085   0.7040289   0.3336559
  944300   152.00403   0.7037537   0.3335694
  944320   152.00720   0.7034763   0.3334852
