"Result"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"Density"	"StagnationEnergy"	"Pressure"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
nan	nan	nan	nan	nan	nan	nan	0	0.00000e+00	-4.00000e-01	0.00000e+00	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	6.00000e-04	-4.00000e-01	6.00000e-04	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.20000e-03	-4.00000e-01	1.20000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.80000e-03	-4.00000e-01	1.80000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.40000e-03	-4.00000e-01	2.40000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.00000e-03	-4.00000e-01	3.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.60000e-03	-4.00000e-01	3.60000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.20000e-03	-4.00000e-01	4.20000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.80000e-03	-4.00000e-01	4.80000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.40000e-03	-4.00000e-01	5.40000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	6.00000e-03	-4.00000e-01	6.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	6.60000e-03	-4.00000e-01	6.60000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	7.20000e-03	-4.00000e-01	7.20000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	7.80000e-03	-4.00000e-01	7.80000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	8.40000e-03	-4.00000e-01	8.40000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	9.00000e-03	-4.00000e-01	9.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	9.60000e-03	-4.00000e-01	9.60000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.02000e-02	-4.00000e-01	1.02000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.08000e-02	-4.00000e-01	1.08000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.14000e-02	-4.00000e-01	1.14000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.20000e-02	-4.00000e-01	1.20000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.26000e-02	-4.00000e-01	1.26000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.32000e-02	-4.00000e-01	1.32000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.38000e-02	-4.00000e-01	1.38000e-02	-8.25000e-02
