f	SCl	
0.000000e+00 	 5.917620e-05 	 
3.538540e-02 	 7.788789e-04 	 
7.077080e-02 	 3.288278e-03 	 
1.061562e-01 	 1.989837e-03 	 
1.415416e-01 	 2.263282e-04 	 
1.769270e-01 	 2.950169e-03 	 
2.123124e-01 	 2.859889e-03 	 
2.476978e-01 	 2.123321e-04 	 
2.830832e-01 	 3.836666e-05 	 
3.184686e-01 	 2.397254e-05 	 
3.538540e-01 	 3.107086e-05 	 
3.892394e-01 	 3.736705e-05 	 
4.246248e-01 	 2.209428e-05 	 
4.600102e-01 	 1.004901e-05 	 
4.953956e-01 	 6.040731e-06 	 
5.307810e-01 	 3.399291e-06 	 
5.661664e-01 	 7.616193e-07 	 
6.015518e-01 	 1.059189e-06 	 
6.369372e-01 	 2.983427e-06 	 
6.723226e-01 	 3.058400e-06 	 
7.077080e-01 	 1.202816e-06 	 
7.430934e-01 	 1.110575e-06 	 
7.784788e-01 	 1.365037e-06 	 
8.138642e-01 	 1.064421e-06 	 
8.492496e-01 	 3.815524e-07 	 
8.846350e-01 	 2.587617e-07 	 
9.200204e-01 	 5.504023e-07 	 
9.554058e-01 	 5.903769e-07 	 
9.907912e-01 	 2.037059e-07 	 
1.026177e+00 	 1.974208e-07 	 
1.061562e+00 	 1.711865e-07 	 
1.096947e+00 	 2.311008e-07 	 
1.132333e+00 	 5.228803e-07 	 
1.167718e+00 	 8.493953e-07 	 
1.203104e+00 	 2.403900e-07 	 
1.238489e+00 	 1.374013e-07 	 
1.273874e+00 	 7.309378e-08 	 
1.309260e+00 	 6.383187e-08 	 
1.344645e+00 	 4.804373e-08 	 
1.380031e+00 	 8.175777e-08 	 
1.415416e+00 	 1.544638e-07 	 
1.450801e+00 	 8.320785e-08 	 
1.486187e+00 	 7.120929e-08 	 
1.521572e+00 	 1.302869e-07 	 
1.556958e+00 	 1.056631e-07 	 
1.592343e+00 	 4.648176e-08 	 
1.627728e+00 	 2.981878e-08 	 
1.663114e+00 	 8.690214e-08 	 
1.698499e+00 	 3.314187e-08 	 
1.733885e+00 	 5.646943e-08 	 
1.769270e+00 	 5.523621e-08 	 
1.804655e+00 	 2.881462e-08 	 
1.840041e+00 	 2.288223e-08 	 
1.875426e+00 	 2.488127e-08 	 
1.910812e+00 	 2.106328e-08 	 
1.946197e+00 	 4.984574e-08 	 
1.981582e+00 	 2.737855e-08 	 
2.016968e+00 	 2.430954e-08 	 
2.052353e+00 	 2.524755e-08 	 
2.087739e+00 	 1.337708e-08 	 
2.123124e+00 	 1.756112e-08 	 
2.158509e+00 	 2.634734e-08 	 
2.193895e+00 	 1.268002e-08 	 
2.229280e+00 	 1.109250e-08 	 
2.264666e+00 	 9.906927e-09 	 
2.300051e+00 	 2.731612e-08 	 
2.335436e+00 	 4.592916e-08 	 
2.370822e+00 	 4.497509e-08 	 
2.406207e+00 	 4.813742e-08 	 
2.441593e+00 	 3.415769e-08 	 
