x0	G1	x1	G2	x2	G3	x3	G4	
1.269480e-02 	 -5.878385e-01 	4.354940e-01 	 -5.185367e-01 	2.246910e-01 	 -5.369186e-01 	2.246910e-01 	 -5.399022e-01 	 
1.816140e-02 	 -5.838482e-01 	4.393150e-01 	 -5.162118e-01 	2.308620e-01 	 -5.368556e-01 	2.308620e-01 	 -5.404120e-01 	 
2.362670e-02 	 -5.799780e-01 	4.429980e-01 	 -5.138971e-01 	2.369810e-01 	 -5.367491e-01 	2.369810e-01 	 -5.408461e-01 	 
2.908980e-02 	 -5.763680e-01 	4.465410e-01 	 -5.116129e-01 	2.430470e-01 	 -5.365346e-01 	2.430470e-01 	 -5.412090e-01 	 
3.454990e-02 	 -5.732652e-01 	4.499470e-01 	 -5.094232e-01 	2.490570e-01 	 -5.362275e-01 	2.490570e-01 	 -5.415274e-01 	 
4.000630e-02 	 -5.705083e-01 	4.532160e-01 	 -5.073086e-01 	2.550120e-01 	 -5.359025e-01 	2.550120e-01 	 -5.418345e-01 	 
4.545810e-02 	 -5.677870e-01 	4.563480e-01 	 -5.052795e-01 	2.609080e-01 	 -5.356306e-01 	2.609080e-01 	 -5.421550e-01 	 
5.090460e-02 	 -5.649992e-01 	4.593460e-01 	 -5.034351e-01 	2.667460e-01 	 -5.354160e-01 	2.667460e-01 	 -5.424596e-01 	 
5.634490e-02 	 -5.623219e-01 	4.622110e-01 	 -5.017546e-01 	2.725250e-01 	 -5.352118e-01 	2.725250e-01 	 -5.427112e-01 	 
6.177820e-02 	 -5.598710e-01 	4.649430e-01 	 -5.001455e-01 	2.782410e-01 	 -5.349695e-01 	2.782410e-01 	 -5.429428e-01 	 
6.720380e-02 	 -5.576572e-01 	4.675460e-01 	 -4.985857e-01 	2.838960e-01 	 -5.347460e-01 	2.838960e-01 	 -5.431665e-01 	 
7.262090e-02 	 -5.557613e-01 	4.700200e-01 	 -4.970823e-01 	2.894870e-01 	 -5.346076e-01 	2.894870e-01 	 -5.433246e-01 	 
7.802870e-02 	 -5.542616e-01 	4.723670e-01 	 -4.956599e-01 	2.950140e-01 	 -5.344686e-01 	2.950140e-01 	 -5.434131e-01 	 
8.342630e-02 	 -5.530181e-01 	4.745910e-01 	 -4.942984e-01 	3.004740e-01 	 -5.342564e-01 	3.004740e-01 	 -5.434757e-01 	 
8.881300e-02 	 -5.517894e-01 	4.766930e-01 	 -4.929856e-01 	3.058680e-01 	 -5.340263e-01 	3.058680e-01 	 -5.435084e-01 	 
9.418810e-02 	 -5.506387e-01 	4.786760e-01 	 -4.917477e-01 	3.111950e-01 	 -5.338175e-01 	3.111950e-01 	 -5.434964e-01 	 
9.955060e-02 	 -5.497532e-01 	4.805420e-01 	 -4.906054e-01 	3.164520e-01 	 -5.335944e-01 	3.164520e-01 	 -5.434395e-01 	 
1.049000e-01 	 -5.491800e-01 	4.822950e-01 	 -4.895264e-01 	3.216400e-01 	 -5.333303e-01 	3.216400e-01 	 -5.433145e-01 	 
1.102350e-01 	 -5.489092e-01 	4.839370e-01 	 -4.884829e-01 	3.267570e-01 	 -5.330325e-01 	3.267570e-01 	 -5.430960e-01 	 
1.155560e-01 	 -5.488709e-01 	4.854710e-01 	 -4.875311e-01 	3.318020e-01 	 -5.326884e-01 	3.318020e-01 	 -5.427768e-01 	 
1.208610e-01 	 -5.489186e-01 	4.869020e-01 	 -4.865996e-01 	3.367750e-01 	 -5.322724e-01 	3.367750e-01 	 -5.423453e-01 	 
1.261490e-01 	 -5.489056e-01 	4.882330e-01 	 -4.857066e-01 	3.416750e-01 	 -5.318265e-01 	3.416750e-01 	 -5.417953e-01 	 
1.314210e-01 	 -5.488551e-01 	4.894680e-01 	 -4.849249e-01 	3.465000e-01 	 -5.313880e-01 	3.465000e-01 	 -5.411415e-01 	 
1.366740e-01 	 -5.489260e-01 	4.906100e-01 	 -4.840954e-01 	3.512510e-01 	 -5.308902e-01 	3.512510e-01 	 -5.404030e-01 	 
1.419090e-01 	 -5.491751e-01 	4.916630e-01 	 -4.834632e-01 	3.559260e-01 	 -5.302992e-01 	3.559260e-01 	 -5.395938e-01 	 
1.471250e-01 	 -5.495363e-01 	4.926330e-01 	 -4.827241e-01 	3.605250e-01 	 -5.296745e-01 	3.605250e-01 	 -5.387143e-01 	 
1.523210e-01 	 -5.499422e-01 	4.935240e-01 	 -4.821462e-01 	3.650470e-01 	 -5.290374e-01 	3.650470e-01 	 -5.377404e-01 	 
1.574950e-01 	 -5.503729e-01 	4.943410e-01 	 -4.815824e-01 	3.694910e-01 	 -5.283385e-01 	3.694910e-01 	 -5.366630e-01 	 
1.626490e-01 	 -5.508217e-01 	4.950880e-01 	 -4.809107e-01 	3.738560e-01 	 -5.275407e-01 	3.738560e-01 	 -5.355112e-01 	 
1.677790e-01 	 -5.512877e-01 	4.957710e-01 	 -4.806401e-01 	3.781440e-01 	 -5.266666e-01 	3.781440e-01 	 -5.342925e-01 	 
1.728870e-01 	 -5.517942e-01 	4.963950e-01 	 -4.798941e-01 	3.823520e-01 	 -5.257390e-01 	3.823520e-01 	 -5.329979e-01 	 
1.779710e-01 	 -5.523487e-01 	4.969670e-01 	 -4.798585e-01 	3.864800e-01 	 -5.247510e-01 	3.864800e-01 	 -5.316550e-01 	 
1.830310e-01 	 -5.529385e-01 	4.974910e-01 	 -4.793619e-01 	3.905280e-01 	 -5.237249e-01 	3.905280e-01 	 -5.302815e-01 	 
1.880650e-01 	 -5.535451e-01 	4.979740e-01 	 -4.791071e-01 	3.944950e-01 	 -5.226736e-01 	3.944950e-01 	 -5.288641e-01 	 
1.930740e-01 	 -5.541399e-01 	4.984220e-01 	 -4.797109e-01 	3.983820e-01 	 -5.215675e-01 	3.983820e-01 	 -5.274130e-01 	 
1.980550e-01 	 -5.547166e-01 	4.988420e-01 	 -4.785475e-01 	4.021870e-01 	 -5.204234e-01 	4.021870e-01 	 -5.259509e-01 	 
2.030100e-01 	 -5.552955e-01 	4.992400e-01 	 -4.827132e-01 	4.059110e-01 	 -5.192759e-01 	4.059110e-01 	 -5.244716e-01 	 
2.079370e-01 	 -5.558886e-01 	4.996240e-01 	 -4.828960e-01 	4.095530e-01 	 -5.180823e-01 	4.095530e-01 	 -5.229616e-01 	 
2.128350e-01 	 -5.564890e-01 	5.000000e-01 	 -4.881743e-01 	4.131130e-01 	 -5.168010e-01 	4.131130e-01 	 -5.214330e-01 	 
2.177040e-01 	 -5.570714e-01 	nan          	nan          	4.165910e-01 	 -5.154782e-01 	4.165910e-01 	 -5.198862e-01 	 
2.225420e-01 	 -5.576088e-01 	nan          	nan          	4.199870e-01 	 -5.141686e-01 	4.199870e-01 	 -5.183089e-01 	 
2.273510e-01 	 -5.581025e-01 	nan          	nan          	4.233020e-01 	 -5.128601e-01 	4.233020e-01 	 -5.167267e-01 	 
2.321270e-01 	 -5.585706e-01 	nan          	nan          	4.265340e-01 	 -5.115199e-01 	4.265340e-01 	 -5.151584e-01 	 
2.368720e-01 	 -5.590215e-01 	nan          	nan          	4.296840e-01 	 -5.101559e-01 	4.296840e-01 	 -5.135864e-01 	 
2.415850e-01 	 -5.594530e-01 	nan          	nan          	4.327520e-01 	 -5.087869e-01 	4.327520e-01 	 -5.120082e-01 	 
2.462640e-01 	 -5.598628e-01 	nan          	nan          	4.357380e-01 	 -5.074004e-01 	4.357380e-01 	 -5.104394e-01 	 
2.509100e-01 	 -5.602474e-01 	nan          	nan          	4.386420e-01 	 -5.060093e-01 	4.386420e-01 	 -5.089141e-01 	 
2.555210e-01 	 -5.606051e-01 	nan          	nan          	4.414660e-01 	 -5.046604e-01 	4.414660e-01 	 -5.074716e-01 	 
2.600970e-01 	 -5.609365e-01 	nan          	nan          	4.442080e-01 	 -5.033575e-01 	4.442080e-01 	 -5.060815e-01 	 
2.646380e-01 	 -5.612430e-01 	nan          	nan          	4.468700e-01 	 -5.020669e-01 	4.468700e-01 	 -5.046858e-01 	 
2.691430e-01 	 -5.615281e-01 	nan          	nan          	4.494510e-01 	 -5.007845e-01 	4.494510e-01 	 -5.032852e-01 	 
2.736100e-01 	 -5.617900e-01 	nan          	nan          	4.519530e-01 	 -4.995454e-01 	4.519530e-01 	 -5.018976e-01 	 
2.780410e-01 	 -5.620192e-01 	nan          	nan          	4.543750e-01 	 -4.983669e-01 	4.543750e-01 	 -5.005231e-01 	 
2.824340e-01 	 -5.622111e-01 	nan          	nan          	4.567190e-01 	 -4.972221e-01 	4.567190e-01 	 -4.991707e-01 	 
2.867880e-01 	 -5.623657e-01 	nan          	nan          	4.589850e-01 	 -4.960913e-01 	4.589850e-01 	 -4.978515e-01 	 
2.911040e-01 	 -5.624821e-01 	nan          	nan          	4.611730e-01 	 -4.949723e-01 	4.611730e-01 	 -4.965501e-01 	 
2.953800e-01 	 -5.625608e-01 	nan          	nan          	4.632850e-01 	 -4.938673e-01 	4.632850e-01 	 -4.952640e-01 	 
2.996160e-01 	 -5.626069e-01 	nan          	nan          	4.653210e-01 	 -4.928001e-01 	4.653210e-01 	 -4.940232e-01 	 
3.038120e-01 	 -5.626218e-01 	nan          	nan          	4.672820e-01 	 -4.917816e-01 	4.672820e-01 	 -4.928314e-01 	 
3.079670e-01 	 -5.625997e-01 	nan          	nan          	4.691690e-01 	 -4.907990e-01 	4.691690e-01 	 -4.916712e-01 	 
3.120810e-01 	 -5.625402e-01 	nan          	nan          	4.709830e-01 	 -4.898511e-01 	4.709830e-01 	 -4.905448e-01 	 
3.161520e-01 	 -5.624414e-01 	nan          	nan          	4.727240e-01 	 -4.889425e-01 	4.727240e-01 	 -4.894657e-01 	 
3.201820e-01 	 -5.622891e-01 	nan          	nan          	4.743950e-01 	 -4.880739e-01 	4.743950e-01 	 -4.884287e-01 	 
3.241690e-01 	 -5.620893e-01 	nan          	nan          	4.759960e-01 	 -4.872462e-01 	4.759960e-01 	 -4.874210e-01 	 
3.281120e-01 	 -5.618565e-01 	nan          	nan          	4.775290e-01 	 -4.864569e-01 	4.775290e-01 	 -4.864495e-01 	 
3.320120e-01 	 -5.615777e-01 	nan          	nan          	4.789940e-01 	 -4.857008e-01 	4.789940e-01 	 -4.855255e-01 	 
3.358680e-01 	 -5.612435e-01 	nan          	nan          	4.803940e-01 	 -4.849774e-01 	4.803940e-01 	 -4.846548e-01 	 
3.396800e-01 	 -5.608634e-01 	nan          	nan          	4.817280e-01 	 -4.842869e-01 	4.817280e-01 	 -4.838366e-01 	 
3.434470e-01 	 -5.604485e-01 	nan          	nan          	4.830000e-01 	 -4.836231e-01 	4.830000e-01 	 -4.830532e-01 	 
3.471690e-01 	 -5.600058e-01 	nan          	nan          	4.842100e-01 	 -4.829991e-01 	4.842100e-01 	 -4.823114e-01 	 
3.508450e-01 	 -5.595211e-01 	nan          	nan          	4.853600e-01 	 -4.824105e-01 	4.853600e-01 	 -4.816062e-01 	 
3.544760e-01 	 -5.589807e-01 	nan          	nan          	4.864520e-01 	 -4.818556e-01 	4.864520e-01 	 -4.809302e-01 	 
3.580610e-01 	 -5.584086e-01 	nan          	nan          	4.874880e-01 	 -4.813388e-01 	4.874880e-01 	 -4.802890e-01 	 
3.615990e-01 	 -5.578222e-01 	nan          	nan          	4.884690e-01 	 -4.808293e-01 	4.884690e-01 	 -4.796621e-01 	 
3.650900e-01 	 -5.572023e-01 	nan          	nan          	4.893970e-01 	 -4.803579e-01 	4.893970e-01 	 -4.790856e-01 	 
3.685350e-01 	 -5.565307e-01 	nan          	nan          	4.902740e-01 	 -4.798760e-01 	4.902740e-01 	 -4.785067e-01 	 
3.719320e-01 	 -5.558152e-01 	nan          	nan          	4.911020e-01 	 -4.794188e-01 	4.911020e-01 	 -4.779545e-01 	 
3.752810e-01 	 -5.550728e-01 	nan          	nan          	4.918830e-01 	 -4.789952e-01 	4.918830e-01 	 -4.774392e-01 	 
3.785830e-01 	 -5.542961e-01 	nan          	nan          	4.926200e-01 	 -4.785313e-01 	4.926200e-01 	 -4.768923e-01 	 
3.818370e-01 	 -5.534765e-01 	nan          	nan          	4.933140e-01 	 -4.781798e-01 	4.933140e-01 	 -4.764688e-01 	 
3.850430e-01 	 -5.526426e-01 	nan          	nan          	4.939680e-01 	 -4.777420e-01 	4.939680e-01 	 -4.759724e-01 	 
3.882000e-01 	 -5.518038e-01 	nan          	nan          	4.945840e-01 	 -4.774006e-01 	4.945840e-01 	 -4.755824e-01 	 
3.913090e-01 	 -5.509283e-01 	nan          	nan          	4.951650e-01 	 -4.770924e-01 	4.951650e-01 	 -4.752318e-01 	 
3.943690e-01 	 -5.500043e-01 	nan          	nan          	4.957130e-01 	 -4.766579e-01 	4.957130e-01 	 -4.747637e-01 	 
3.973800e-01 	 -5.490435e-01 	nan          	nan          	4.962310e-01 	 -4.765783e-01 	4.962310e-01 	 -4.746514e-01 	 
4.003420e-01 	 -5.480645e-01 	nan          	nan          	4.967220e-01 	 -4.760246e-01 	4.967220e-01 	 -4.740744e-01 	 
4.032550e-01 	 -5.470809e-01 	nan          	nan          	4.971870e-01 	 -4.761046e-01 	4.971870e-01 	 -4.741307e-01 	 
4.061180e-01 	 -5.460673e-01 	nan          	nan          	4.976310e-01 	 -4.757121e-01 	4.976310e-01 	 -4.737263e-01 	 
4.089330e-01 	 -5.450047e-01 	nan          	nan          	4.980560e-01 	 -4.754942e-01 	4.980560e-01 	 -4.735036e-01 	 
4.116980e-01 	 -5.439223e-01 	nan          	nan          	4.984640e-01 	 -4.760772e-01 	4.984640e-01 	 -4.740860e-01 	 
4.144140e-01 	 -5.428350e-01 	nan          	nan          	4.988600e-01 	 -4.748484e-01 	4.988600e-01 	 -4.728951e-01 	 
4.170800e-01 	 -5.417280e-01 	nan          	nan          	4.992450e-01 	 -4.788749e-01 	4.992450e-01 	 -4.769014e-01 	 
4.196960e-01 	 -5.406064e-01 	nan          	nan          	4.996240e-01 	 -4.785958e-01 	4.996240e-01 	 -4.768190e-01 	 
4.222640e-01 	 -5.394872e-01 	nan          	nan          	5.000000e-01 	 -4.831027e-01 	5.000000e-01 	 -4.816882e-01 	 
4.247820e-01 	 -5.383793e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.272500e-01 	 -5.372730e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.296690e-01 	 -5.361536e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.320390e-01 	 -5.350372e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.343600e-01 	 -5.339406e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.366320e-01 	 -5.328611e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.388540e-01 	 -5.318045e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.410290e-01 	 -5.307641e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.431540e-01 	 -5.297301e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.452310e-01 	 -5.287328e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.472600e-01 	 -5.277820e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.492410e-01 	 -5.268380e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.511750e-01 	 -5.258935e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.530610e-01 	 -5.249758e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.549000e-01 	 -5.240890e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.566920e-01 	 -5.232138e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.584370e-01 	 -5.223375e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.601370e-01 	 -5.214634e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.617910e-01 	 -5.206036e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.634000e-01 	 -5.197731e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.649630e-01 	 -5.189739e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.664830e-01 	 -5.182039e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.679580e-01 	 -5.174798e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.693900e-01 	 -5.168021e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.707780e-01 	 -5.161433e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.721250e-01 	 -5.154896e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.734290e-01 	 -5.148442e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.746930e-01 	 -5.142126e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.759150e-01 	 -5.135990e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.770980e-01 	 -5.130040e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.782410e-01 	 -5.124336e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.793450e-01 	 -5.118952e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.804120e-01 	 -5.113774e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.814410e-01 	 -5.108682e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.824330e-01 	 -5.103644e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.833900e-01 	 -5.098710e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.843120e-01 	 -5.093971e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.852000e-01 	 -5.089425e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.860540e-01 	 -5.085211e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.868760e-01 	 -5.081181e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.876660e-01 	 -5.077360e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.884260e-01 	 -5.073742e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.891560e-01 	 -5.070211e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.898580e-01 	 -5.066999e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.905320e-01 	 -5.063786e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.911790e-01 	 -5.060866e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.918010e-01 	 -5.058059e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.923980e-01 	 -5.055062e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.929720e-01 	 -5.052719e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.935240e-01 	 -5.049454e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.940550e-01 	 -5.047496e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.945660e-01 	 -5.044335e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.950580e-01 	 -5.042164e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.955330e-01 	 -5.040082e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.959920e-01 	 -5.036678e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.964360e-01 	 -5.036738e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.968660e-01 	 -5.031800e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.972850e-01 	 -5.033305e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.976930e-01 	 -5.029720e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.980920e-01 	 -5.027814e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.984830e-01 	 -5.034285e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.988680e-01 	 -5.021323e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.992480e-01 	 -5.064238e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
4.996250e-01 	 -5.060758e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
5.000000e-01 	 -5.107616e-01 	nan          	nan          	nan          	nan          	nan          	nan          	 
