x0	T4	x1	T5	x2	T6	x3	T8	
-1.862985e-01 	 -5.735976e-01 	-1.862985e-01 	 -6.463669e-01 	-1.862985e-01 	 -6.617330e-01 	-1.862985e-01 	 -6.611091e-01 	 
-1.814898e-01 	 -5.679232e-01 	-1.814898e-01 	 -6.445867e-01 	-1.814898e-01 	 -6.652258e-01 	-1.814898e-01 	 -6.627290e-01 	 
-1.766534e-01 	 -5.617442e-01 	-1.766534e-01 	 -6.436158e-01 	-1.766534e-01 	 -6.692723e-01 	-1.766534e-01 	 -6.647093e-01 	 
-1.717898e-01 	 -5.575997e-01 	-1.717898e-01 	 -6.432132e-01 	-1.717898e-01 	 -6.714804e-01 	-1.717898e-01 	 -6.669477e-01 	 
-1.668996e-01 	 -5.566937e-01 	-1.668996e-01 	 -6.428701e-01 	-1.668996e-01 	 -6.718909e-01 	-1.668996e-01 	 -6.691147e-01 	 
-1.619835e-01 	 -5.551970e-01 	-1.619835e-01 	 -6.421283e-01 	-1.619835e-01 	 -6.721916e-01 	-1.619835e-01 	 -6.711333e-01 	 
-1.570422e-01 	 -5.516366e-01 	-1.570422e-01 	 -6.402740e-01 	-1.570422e-01 	 -6.724684e-01 	-1.570422e-01 	 -6.731321e-01 	 
-1.520763e-01 	 -5.486259e-01 	-1.520763e-01 	 -6.392686e-01 	-1.520763e-01 	 -6.726976e-01 	-1.520763e-01 	 -6.750818e-01 	 
-1.470864e-01 	 -5.471689e-01 	-1.470864e-01 	 -6.401548e-01 	-1.470864e-01 	 -6.742010e-01 	-1.470864e-01 	 -6.768050e-01 	 
-1.420733e-01 	 -5.458788e-01 	-1.420733e-01 	 -6.410859e-01 	-1.420733e-01 	 -6.767600e-01 	-1.420733e-01 	 -6.783243e-01 	 
-1.370377e-01 	 -5.447966e-01 	-1.370377e-01 	 -6.421880e-01 	-1.370377e-01 	 -6.791971e-01 	-1.370377e-01 	 -6.798183e-01 	 
-1.319802e-01 	 -5.452073e-01 	-1.319802e-01 	 -6.442264e-01 	-1.319802e-01 	 -6.814290e-01 	-1.319802e-01 	 -6.814105e-01 	 
