f	scd	
0.000000e+00 	 1.257406e-04 	 
2.833585e-02 	 4.251081e-04 	 
5.667171e-02 	 5.491268e-04 	 
8.500756e-02 	 2.618516e-04 	 
1.133434e-01 	 1.668623e-04 	 
1.416793e-01 	 8.065109e-05 	 
1.700151e-01 	 1.121193e-04 	 
1.983510e-01 	 6.868229e-05 	 
2.266868e-01 	 3.069700e-05 	 
2.550227e-01 	 1.194151e-05 	 
2.833585e-01 	 9.056990e-06 	 
3.116944e-01 	 7.513031e-06 	 
3.400303e-01 	 9.854562e-06 	 
3.683661e-01 	 8.037854e-06 	 
3.967020e-01 	 5.142048e-06 	 
4.250378e-01 	 2.028610e-06 	 
4.533737e-01 	 7.847801e-07 	 
4.817095e-01 	 1.023000e-06 	 
5.100454e-01 	 6.360031e-07 	 
5.383812e-01 	 4.355565e-07 	 
5.667171e-01 	 9.818756e-07 	 
5.950529e-01 	 6.984567e-07 	 
6.233888e-01 	 4.544520e-07 	 
6.517247e-01 	 3.732056e-07 	 
6.800605e-01 	 1.596673e-07 	 
7.083964e-01 	 1.407078e-07 	 
7.367322e-01 	 1.128603e-07 	 
7.650681e-01 	 1.548151e-07 	 
7.934039e-01 	 2.613022e-07 	 
8.217398e-01 	 1.703598e-07 	 
8.500756e-01 	 6.747138e-08 	 
8.784115e-01 	 1.843702e-07 	 
9.067473e-01 	 1.964003e-07 	 
9.350832e-01 	 9.180882e-08 	 
9.634190e-01 	 9.526904e-08 	 
9.917549e-01 	 1.040906e-07 	 
1.020091e+00 	 1.106592e-07 	 
1.048427e+00 	 6.284816e-08 	 
1.076762e+00 	 5.654069e-08 	 
1.105098e+00 	 4.875413e-08 	 
1.133434e+00 	 2.316905e-08 	 
1.161770e+00 	 1.205231e-07 	 
1.190106e+00 	 9.774799e-08 	 
1.218442e+00 	 6.684560e-08 	 
1.246778e+00 	 4.839403e-08 	 
1.275113e+00 	 3.920848e-08 	 
1.303449e+00 	 5.985231e-08 	 
1.331785e+00 	 3.277231e-08 	 
1.360121e+00 	 1.602040e-08 	 
1.388457e+00 	 1.923736e-08 	 
1.416793e+00 	 2.973533e-08 	 
1.445129e+00 	 2.134669e-08 	 
1.473464e+00 	 1.505074e-08 	 
1.501800e+00 	 2.292793e-08 	 
1.530136e+00 	 4.375901e-08 	 
1.558472e+00 	 4.328153e-08 	 
1.586808e+00 	 3.654929e-08 	 
1.615144e+00 	 2.100578e-08 	 
1.643480e+00 	 8.664694e-09 	 
1.671815e+00 	 8.797460e-09 	 
1.700151e+00 	 5.518141e-09 	 
1.728487e+00 	 1.018608e-08 	 
1.756823e+00 	 1.439401e-08 	 
1.785159e+00 	 1.683915e-08 	 
1.813495e+00 	 3.205070e-08 	 
1.841831e+00 	 3.719536e-08 	 
1.870166e+00 	 1.461675e-08 	 
1.898502e+00 	 2.278819e-08 	 
1.926838e+00 	 1.198209e-08 	 
1.955174e+00 	 1.036548e-08 	 
1.983510e+00 	 8.954077e-09 	 
2.011846e+00 	 7.494465e-09 	 
2.040182e+00 	 1.250469e-08 	 
2.068517e+00 	 1.236434e-08 	 
2.096853e+00 	 7.601579e-09 	 
2.125189e+00 	 4.405506e-09 	 
2.153525e+00 	 3.127204e-09 	 
2.181861e+00 	 6.010035e-09 	 
2.210197e+00 	 6.062290e-09 	 
2.238532e+00 	 7.465437e-09 	 
2.266868e+00 	 7.017693e-09 	 
2.295204e+00 	 4.563140e-09 	 
2.323540e+00 	 1.227153e-08 	 
2.351876e+00 	 1.383801e-08 	 
2.380212e+00 	 1.078185e-08 	 
2.408548e+00 	 5.411876e-09 	 
2.436883e+00 	 2.917169e-09 	 
2.465219e+00 	 4.450508e-09 	 
2.493555e+00 	 4.296826e-09 	 
2.521891e+00 	 4.140325e-09 	 
2.550227e+00 	 5.666002e-09 	 
2.578563e+00 	 5.858254e-09 	 
2.606899e+00 	 4.080075e-09 	 
2.635234e+00 	 4.649085e-09 	 
