f	scl	
0.000000e+00 	 1.155307e-03 	 
2.833585e-02 	 4.813020e-03 	 
5.667171e-02 	 3.392582e-03 	 
8.500756e-02 	 1.057341e-03 	 
1.133434e-01 	 6.285941e-04 	 
1.416793e-01 	 3.888285e-04 	 
1.700151e-01 	 5.643205e-04 	 
1.983510e-01 	 3.338689e-04 	 
2.266868e-01 	 1.794542e-04 	 
2.550227e-01 	 7.223904e-05 	 
2.833585e-01 	 5.816471e-05 	 
3.116944e-01 	 4.921351e-05 	 
3.400303e-01 	 4.089225e-05 	 
3.683661e-01 	 3.215038e-05 	 
3.967020e-01 	 1.306195e-05 	 
4.250378e-01 	 4.785200e-06 	 
4.533737e-01 	 3.357713e-06 	 
4.817095e-01 	 3.660847e-06 	 
5.100454e-01 	 1.958056e-06 	 
5.383812e-01 	 1.417446e-06 	 
5.667171e-01 	 1.562592e-06 	 
5.950529e-01 	 9.493420e-07 	 
6.233888e-01 	 7.312820e-07 	 
6.517247e-01 	 7.329304e-07 	 
6.800605e-01 	 3.966677e-07 	 
7.083964e-01 	 5.198832e-07 	 
7.367322e-01 	 4.224914e-07 	 
7.650681e-01 	 2.984602e-07 	 
7.934039e-01 	 4.995141e-07 	 
8.217398e-01 	 3.997116e-07 	 
8.500756e-01 	 2.369585e-07 	 
8.784115e-01 	 2.337066e-07 	 
9.067473e-01 	 2.780916e-07 	 
9.350832e-01 	 2.335273e-07 	 
9.634190e-01 	 2.990021e-07 	 
9.917549e-01 	 2.442855e-07 	 
1.020091e+00 	 2.099715e-07 	 
1.048427e+00 	 1.671291e-07 	 
1.076762e+00 	 1.835556e-07 	 
1.105098e+00 	 2.021974e-07 	 
1.133434e+00 	 8.478197e-08 	 
1.161770e+00 	 2.720569e-07 	 
1.190106e+00 	 2.248986e-07 	 
1.218442e+00 	 1.165206e-07 	 
1.246778e+00 	 1.160572e-07 	 
1.275113e+00 	 1.307087e-07 	 
1.303449e+00 	 1.500877e-07 	 
1.331785e+00 	 1.169585e-07 	 
1.360121e+00 	 1.364711e-07 	 
1.388457e+00 	 1.469973e-07 	 
1.416793e+00 	 1.538541e-07 	 
1.445129e+00 	 8.869407e-08 	 
1.473464e+00 	 7.454707e-08 	 
1.501800e+00 	 4.528458e-08 	 
1.530136e+00 	 3.410793e-08 	 
1.558472e+00 	 3.970088e-08 	 
1.586808e+00 	 6.773020e-08 	 
1.615144e+00 	 5.879728e-08 	 
1.643480e+00 	 5.028598e-08 	 
1.671815e+00 	 3.284989e-08 	 
1.700151e+00 	 3.405098e-08 	 
1.728487e+00 	 2.426528e-08 	 
1.756823e+00 	 2.243879e-08 	 
1.785159e+00 	 3.817508e-08 	 
1.813495e+00 	 8.524996e-08 	 
1.841831e+00 	 9.985818e-08 	 
1.870166e+00 	 4.668677e-08 	 
1.898502e+00 	 8.212447e-08 	 
1.926838e+00 	 4.912641e-08 	 
1.955174e+00 	 4.028333e-08 	 
1.983510e+00 	 4.153379e-08 	 
2.011846e+00 	 3.033536e-08 	 
2.040182e+00 	 2.422487e-08 	 
2.068517e+00 	 2.719967e-08 	 
2.096853e+00 	 2.318170e-08 	 
2.125189e+00 	 3.019310e-08 	 
2.153525e+00 	 3.113627e-08 	 
2.181861e+00 	 2.504243e-08 	 
2.210197e+00 	 1.574693e-08 	 
2.238532e+00 	 1.519274e-08 	 
2.266868e+00 	 3.019373e-08 	 
2.295204e+00 	 2.017288e-08 	 
2.323540e+00 	 4.923594e-08 	 
2.351876e+00 	 3.158128e-08 	 
2.380212e+00 	 1.999768e-08 	 
2.408548e+00 	 1.942674e-08 	 
2.436883e+00 	 1.849702e-08 	 
2.465219e+00 	 2.019790e-08 	 
2.493555e+00 	 2.294877e-08 	 
2.521891e+00 	 2.350194e-08 	 
2.550227e+00 	 2.539623e-08 	 
2.578563e+00 	 2.115526e-08 	 
2.606899e+00 	 1.096632e-08 	 
2.635234e+00 	 1.435716e-08 	 
2.663570e+00 	 1.196160e-08 	 
2.691906e+00 	 2.060734e-08 	 
2.720242e+00 	 1.616425e-08 	 
2.748578e+00 	 7.428022e-09 	 
2.776914e+00 	 5.586748e-09 	 
2.805250e+00 	 9.488920e-09 	 
2.833585e+00 	 1.241221e-08 	 
2.861921e+00 	 1.125090e-08 	 
2.890257e+00 	 1.223033e-08 	 
2.918593e+00 	 1.110590e-08 	 
2.946929e+00 	 8.444295e-09 	 
2.975265e+00 	 1.484103e-08 	 
3.003601e+00 	 1.271514e-08 	 
3.031936e+00 	 4.234264e-09 	 
3.060272e+00 	 1.341060e-08 	 
3.088608e+00 	 1.211681e-08 	 
3.116944e+00 	 5.310695e-09 	 
3.145280e+00 	 9.508344e-09 	 
3.173616e+00 	 7.493987e-09 	 
3.201952e+00 	 7.924957e-09 	 
3.230287e+00 	 8.273550e-09 	 
3.258623e+00 	 4.908208e-09 	 
3.286959e+00 	 9.667193e-09 	 
3.315295e+00 	 1.612571e-08 	 
3.343631e+00 	 1.963042e-08 	 
3.371967e+00 	 1.109502e-08 	 
3.400303e+00 	 7.702894e-09 	 
3.428638e+00 	 6.662691e-09 	 
3.456974e+00 	 7.580599e-09 	 
3.485310e+00 	 1.616946e-08 	 
3.513646e+00 	 1.080403e-08 	 
3.541982e+00 	 5.059378e-09 	 
3.570318e+00 	 1.762127e-08 	 
3.598654e+00 	 1.169859e-08 	 
3.626989e+00 	 1.069827e-08 	 
3.655325e+00 	 1.906573e-08 	 
3.683661e+00 	 1.915952e-08 	 
3.711997e+00 	 1.026354e-08 	 
3.740333e+00 	 1.377566e-08 	 
3.768669e+00 	 1.027843e-08 	 
3.797004e+00 	 6.758171e-09 	 
3.825340e+00 	 9.146708e-09 	 
3.853676e+00 	 7.424088e-09 	 
3.882012e+00 	 1.454987e-08 	 
3.910348e+00 	 1.396762e-08 	 
3.938684e+00 	 1.066678e-08 	 
3.967020e+00 	 9.675136e-09 	 
3.995355e+00 	 4.106700e-09 	 
4.023691e+00 	 5.096823e-09 	 
4.052027e+00 	 1.054707e-08 	 
4.080363e+00 	 6.880203e-09 	 
4.108699e+00 	 4.857554e-09 	 
4.137035e+00 	 7.035499e-09 	 
4.165371e+00 	 4.298967e-09 	 
