f	SCd	
0.000000e+00 	 1.190006e-05 	 
3.538540e-02 	 8.338774e-05 	 
7.077080e-02 	 2.513419e-04 	 
1.061562e-01 	 1.743611e-04 	 
1.415416e-01 	 3.295441e-05 	 
1.769270e-01 	 1.018979e-04 	 
2.123124e-01 	 1.049536e-04 	 
2.476978e-01 	 3.404299e-05 	 
2.830832e-01 	 1.467282e-05 	 
3.184686e-01 	 5.711509e-06 	 
3.538540e-01 	 6.860024e-06 	 
3.892394e-01 	 8.035323e-06 	 
4.246248e-01 	 5.153796e-06 	 
4.600102e-01 	 1.887624e-06 	 
4.953956e-01 	 8.711611e-07 	 
5.307810e-01 	 5.845430e-07 	 
5.661664e-01 	 5.980791e-07 	 
6.015518e-01 	 6.345144e-07 	 
6.369372e-01 	 9.734223e-07 	 
6.723226e-01 	 1.148133e-06 	 
7.077080e-01 	 4.820479e-07 	 
7.430934e-01 	 5.552521e-07 	 
7.784788e-01 	 7.551900e-07 	 
8.138642e-01 	 4.280037e-07 	 
8.492496e-01 	 2.240143e-07 	 
8.846350e-01 	 2.051213e-07 	 
9.200204e-01 	 3.255877e-07 	 
9.554058e-01 	 2.734595e-07 	 
9.907912e-01 	 4.866649e-08 	 
1.026177e+00 	 8.904372e-08 	 
1.061562e+00 	 1.134532e-07 	 
1.096947e+00 	 1.066508e-07 	 
1.132333e+00 	 1.823650e-07 	 
1.167718e+00 	 3.206860e-07 	 
1.203104e+00 	 1.133385e-07 	 
1.238489e+00 	 1.044398e-07 	 
1.273874e+00 	 5.242443e-08 	 
1.309260e+00 	 2.890446e-08 	 
1.344645e+00 	 1.458354e-08 	 
1.380031e+00 	 2.020945e-08 	 
1.415416e+00 	 3.803161e-08 	 
1.450801e+00 	 2.306150e-08 	 
1.486187e+00 	 2.576967e-08 	 
1.521572e+00 	 4.243050e-08 	 
1.556958e+00 	 2.755973e-08 	 
1.592343e+00 	 1.668018e-08 	 
1.627728e+00 	 2.379740e-08 	 
1.663114e+00 	 4.648820e-08 	 
1.698499e+00 	 2.166584e-08 	 
1.733885e+00 	 2.441937e-08 	 
1.769270e+00 	 2.201800e-08 	 
1.804655e+00 	 1.648888e-08 	 
1.840041e+00 	 7.363081e-09 	 
1.875426e+00 	 9.946659e-09 	 
1.910812e+00 	 6.359633e-09 	 
1.946197e+00 	 2.044197e-08 	 
1.981582e+00 	 9.569597e-09 	 
2.016968e+00 	 6.681693e-09 	 
2.052353e+00 	 5.718840e-09 	 
2.087739e+00 	 2.975822e-09 	 
2.123124e+00 	 3.680550e-09 	 
2.158509e+00 	 9.957299e-09 	 
2.193895e+00 	 6.264992e-09 	 
2.229280e+00 	 2.780544e-09 	 
2.264666e+00 	 3.131564e-09 	 
2.300051e+00 	 9.132629e-09 	 
2.335436e+00 	 1.261547e-08 	 
2.370822e+00 	 1.246101e-08 	 
2.406207e+00 	 7.797978e-09 	 
2.441593e+00 	 5.972599e-09 	 
2.476978e+00 	 5.957535e-09 	 
2.512363e+00 	 4.693819e-09 	 
2.547749e+00 	 4.204009e-09 	 
2.583134e+00 	 1.398547e-09 	 
2.618520e+00 	 9.611885e-09 	 
2.653905e+00 	 8.942227e-09 	 
2.689291e+00 	 3.797195e-09 	 
2.724676e+00 	 2.508270e-09 	 
2.760061e+00 	 1.756735e-09 	 
2.795447e+00 	 1.538420e-09 	 
2.830832e+00 	 1.591548e-09 	 
2.866218e+00 	 8.544290e-10 	 
2.901603e+00 	 2.060253e-09 	 
2.936988e+00 	 2.409565e-09 	 
2.972374e+00 	 1.673272e-09 	 
3.007759e+00 	 3.352543e-09 	 
3.043145e+00 	 1.317068e-09 	 
3.078530e+00 	 2.119954e-09 	 
3.113915e+00 	 1.408857e-09 	 
3.149301e+00 	 7.590373e-10 	 
3.184686e+00 	 1.214909e-09 	 
3.220072e+00 	 1.089113e-09 	 
3.255457e+00 	 8.422296e-10 	 
3.290842e+00 	 1.101040e-09 	 
3.326228e+00 	 3.176245e-10 	 
3.361613e+00 	 6.414202e-10 	 
3.396999e+00 	 5.371586e-10 	 
3.432384e+00 	 2.305820e-10 	 
3.467769e+00 	 2.598483e-10 	 
3.503155e+00 	 4.110956e-10 	 
3.538540e+00 	 7.309297e-10 	 
3.573926e+00 	 4.067294e-10 	 
3.609311e+00 	 3.185794e-10 	 
3.644696e+00 	 6.328369e-10 	 
3.680082e+00 	 8.910447e-10 	 
3.715467e+00 	 9.796041e-10 	 
3.750853e+00 	 2.525306e-10 	 
3.786238e+00 	 2.709308e-10 	 
3.821623e+00 	 2.266546e-10 	 
3.857009e+00 	 1.936485e-10 	 
3.892394e+00 	 4.045499e-10 	 
3.927780e+00 	 5.135898e-10 	 
3.963165e+00 	 1.051111e-09 	 
3.998550e+00 	 4.722478e-10 	 
4.033936e+00 	 5.504040e-10 	 
4.069321e+00 	 3.895329e-10 	 
4.104707e+00 	 1.680941e-10 	 
4.140092e+00 	 3.587684e-10 	 
4.175477e+00 	 5.399400e-10 	 
4.210863e+00 	 3.474171e-10 	 
4.246248e+00 	 2.119586e-10 	 
4.281634e+00 	 9.400422e-11 	 
4.317019e+00 	 2.951108e-10 	 
4.352404e+00 	 4.617024e-10 	 
4.387790e+00 	 2.793148e-10 	 
4.423175e+00 	 2.389705e-10 	 
4.458561e+00 	 2.068686e-10 	 
4.493946e+00 	 2.525749e-10 	 
4.529331e+00 	 2.530701e-10 	 
4.564717e+00 	 2.526858e-10 	 
4.600102e+00 	 1.612708e-10 	 
4.635488e+00 	 5.006081e-11 	 
4.670873e+00 	 8.742036e-11 	 
4.706258e+00 	 1.461089e-10 	 
4.741644e+00 	 3.442129e-10 	 
4.777029e+00 	 2.060708e-10 	 
4.812415e+00 	 1.927560e-10 	 
4.847800e+00 	 1.215338e-10 	 
4.883185e+00 	 6.376472e-11 	 
4.918571e+00 	 9.143007e-11 	 
4.953956e+00 	 9.623916e-11 	 
4.989342e+00 	 8.068355e-11 	 
5.024727e+00 	 9.103976e-11 	 
5.060112e+00 	 1.481101e-10 	 
5.095498e+00 	 8.224592e-11 	 
5.130883e+00 	 3.823215e-11 	 
5.166269e+00 	 7.181514e-11 	 
5.201654e+00 	 1.555711e-10 	 
5.237039e+00 	 1.532176e-10 	 
5.272425e+00 	 6.072142e-11 	 
5.307810e+00 	 8.392523e-11 	 
5.343196e+00 	 9.226082e-11 	 
5.378581e+00 	 3.231366e-11 	 
5.413966e+00 	 5.253629e-11 	 
5.449352e+00 	 1.097151e-10 	 
5.484737e+00 	 6.761781e-11 	 
5.520123e+00 	 3.372954e-11 	 
5.555508e+00 	 2.416442e-11 	 
5.590893e+00 	 4.138788e-11 	 
5.626279e+00 	 8.345971e-11 	 
5.661664e+00 	 1.173977e-10 	 
5.697050e+00 	 9.504357e-11 	 
5.732435e+00 	 9.504049e-11 	 
5.767820e+00 	 9.898253e-11 	 
5.803206e+00 	 1.243279e-10 	 
5.838591e+00 	 1.343579e-10 	 
5.873977e+00 	 1.066729e-10 	 
5.909362e+00 	 5.195009e-11 	 
5.944747e+00 	 6.349018e-11 	 
5.980133e+00 	 1.005456e-10 	 
6.015518e+00 	 1.103272e-10 	 
6.050904e+00 	 7.870919e-11 	 
6.086289e+00 	 3.471502e-11 	 
6.121674e+00 	 2.602385e-11 	 
6.157060e+00 	 5.125450e-11 	 
6.192445e+00 	 7.580919e-11 	 
6.227831e+00 	 7.422463e-11 	 
6.263216e+00 	 7.070865e-11 	 
6.298601e+00 	 3.544655e-11 	 
6.333987e+00 	 3.114782e-11 	 
6.369372e+00 	 2.923408e-11 	 
6.404758e+00 	 3.492599e-11 	 
6.440143e+00 	 5.089837e-11 	 
6.475528e+00 	 3.553384e-11 	 
6.510914e+00 	 3.683181e-11 	 
6.546299e+00 	 3.310495e-11 	 
6.581685e+00 	 3.976370e-11 	 
6.617070e+00 	 3.059564e-11 	 
6.652455e+00 	 2.355423e-11 	 
6.687841e+00 	 1.093919e-11 	 
6.723226e+00 	 1.103500e-11 	 
6.758612e+00 	 3.004105e-11 	 
6.793997e+00 	 1.982547e-11 	 
6.829382e+00 	 1.640987e-11 	 
6.864768e+00 	 2.487252e-11 	 
6.900153e+00 	 2.933221e-11 	 
6.935539e+00 	 3.249488e-11 	 
6.970924e+00 	 2.520346e-11 	 
7.006309e+00 	 3.738498e-11 	 
7.041695e+00 	 3.366436e-11 	 
7.077080e+00 	 1.363205e-11 	 
7.112466e+00 	 2.282370e-11 	 
7.147851e+00 	 2.206368e-11 	 
7.183236e+00 	 2.089629e-11 	 
7.218622e+00 	 5.367424e-11 	 
7.254007e+00 	 4.299596e-11 	 
7.289393e+00 	 8.165457e-12 	 
