x0	T1	x1	T2	x2	T3	x3	T4	x4	avg	
-1.766534e-01 	 -3.875143e-04 	-1.766534e-01 	 3.870589e-03 	-1.766534e-01 	 -5.780069e-04 	-1.766534e-01 	 -3.342010e-03 	-1.882939e-01 	 1.598079e-05 	 
-1.717898e-01 	 -5.291325e-04 	-1.717898e-01 	 3.884936e-03 	-1.717898e-01 	 -1.071137e-03 	-1.717898e-01 	 -3.320618e-03 	-1.833497e-01 	 -4.752263e-05 	 
-1.668996e-01 	 -6.263425e-04 	-1.668996e-01 	 3.782660e-03 	-1.668996e-01 	 -1.587077e-03 	-1.668996e-01 	 -3.287388e-03 	-1.783783e-01 	 -1.314857e-04 	 
-1.619835e-01 	 -6.886264e-04 	-1.619835e-01 	 3.508391e-03 	-1.619835e-01 	 -1.523377e-03 	-1.619835e-01 	 -3.241341e-03 	-1.733804e-01 	 -2.150188e-04 	 
-1.570422e-01 	 -7.293532e-04 	-1.570422e-01 	 3.270044e-03 	-1.570422e-01 	 -8.322984e-04 	-1.570422e-01 	 -3.190583e-03 	-1.683566e-01 	 -2.850841e-04 	 
-1.520763e-01 	 -7.395250e-04 	-1.520763e-01 	 3.161610e-03 	-1.520763e-01 	 -1.856547e-04 	-1.520763e-01 	 -3.173541e-03 	-1.633076e-01 	 -3.300590e-04 	 
-1.470864e-01 	 -7.287093e-04 	-1.470864e-01 	 3.084810e-03 	-1.470864e-01 	 1.584124e-05 	-1.470864e-01 	 -3.207226e-03 	-1.582340e-01 	 -3.323822e-04 	 
-1.420733e-01 	 -7.392238e-04 	-1.420733e-01 	 3.005058e-03 	-1.420733e-01 	 -5.734135e-05 	-1.420733e-01 	 -3.257216e-03 	-1.531367e-01 	 -3.038579e-04 	 
-1.370377e-01 	 -7.906565e-04 	-1.370377e-01 	 3.025055e-03 	-1.370377e-01 	 -2.449389e-04 	-1.370377e-01 	 -3.294530e-03 	-1.480162e-01 	 -2.901892e-04 	 
-1.319802e-01 	 -8.387491e-04 	-1.319802e-01 	 3.145026e-03 	-1.319802e-01 	 -5.092926e-04 	-1.319802e-01 	 -3.314946e-03 	-1.428732e-01 	 -3.139934e-04 	 
-1.269015e-01 	 -8.219542e-04 	-1.269015e-01 	 3.149730e-03 	-1.269015e-01 	 -6.961591e-04 	-1.269015e-01 	 -3.308206e-03 	-1.377086e-01 	 -3.578771e-04 	 
-1.218023e-01 	 -7.123117e-04 	-1.218023e-01 	 2.887024e-03 	-1.218023e-01 	 -7.064607e-04 	-1.218023e-01 	 -3.264003e-03 	-1.325229e-01 	 -4.063589e-04 	 
-1.166834e-01 	 -5.531626e-04 	-1.166834e-01 	 2.500481e-03 	-1.166834e-01 	 -6.992616e-04 	-1.166834e-01 	 -3.189289e-03 	-1.273169e-01 	 -4.601925e-04 	 
-1.115453e-01 	 -4.118993e-04 	-1.115453e-01 	 2.223152e-03 	-1.115453e-01 	 -8.950953e-04 	-1.115453e-01 	 -3.092281e-03 	-1.220914e-01 	 -5.219758e-04 	 
-1.063889e-01 	 -2.840887e-04 	-1.063889e-01 	 2.097405e-03 	-1.063889e-01 	 -1.262332e-03 	-1.063889e-01 	 -2.979196e-03 	-1.168470e-01 	 -5.906577e-04 	 
-1.012149e-01 	 -1.955605e-04 	-1.012149e-01 	 2.034893e-03 	-1.012149e-01 	 -1.531395e-03 	-1.012149e-01 	 -2.867258e-03 	-1.115845e-01 	 -6.582815e-04 	 
-9.602398e-02 	 -2.521718e-04 	-9.602398e-02 	 1.983948e-03 	-9.602398e-02 	 -1.523152e-03 	-9.602398e-02 	 -2.771647e-03 	-1.063047e-01 	 -7.104333e-04 	 
-9.081687e-02 	 -3.850073e-04 	-9.081687e-02 	 1.922691e-03 	-9.081687e-02 	 -1.438482e-03 	-9.081687e-02 	 -2.712317e-03 	-1.010082e-01 	 -7.414246e-04 	 
-8.559431e-02 	 -4.033629e-04 	-8.559431e-02 	 1.844061e-03 	-8.559431e-02 	 -1.586274e-03 	-8.559431e-02 	 -2.696834e-03 	-9.569588e-02 	 -7.646768e-04 	 
-8.035704e-02 	 -3.173203e-04 	-8.035704e-02 	 1.793197e-03 	-8.035704e-02 	 -1.825918e-03 	-8.035704e-02 	 -2.686543e-03 	-9.036842e-02 	 -7.894595e-04 	 
-7.510580e-02 	 -2.432643e-04 	-7.510580e-02 	 1.765067e-03 	-7.510580e-02 	 -1.795914e-03 	-7.510580e-02 	 -2.650114e-03 	-8.502661e-02 	 -8.107610e-04 	 
-6.984135e-02 	 -1.843271e-04 	-6.984135e-02 	 1.699547e-03 	-6.984135e-02 	 -1.568786e-03 	-6.984135e-02 	 -2.626976e-03 	-7.967119e-02 	 -8.304742e-04 	 
-6.456441e-02 	 -1.385690e-04 	-6.456441e-02 	 1.665637e-03 	-6.456441e-02 	 -1.526077e-03 	-6.456441e-02 	 -2.671777e-03 	-7.430293e-02 	 -8.523691e-04 	 
-5.927577e-02 	 -2.078965e-04 	-5.927577e-02 	 1.771968e-03 	-5.927577e-02 	 -1.759357e-03 	-5.927577e-02 	 -2.760182e-03 	-6.892262e-02 	 -8.705205e-04 	 
-5.397616e-02 	 -4.567908e-04 	-5.397616e-02 	 1.910466e-03 	-5.397616e-02 	 -1.941283e-03 	-5.397616e-02 	 -2.814538e-03 	-6.353101e-02 	 -8.808951e-04 	 
-4.866635e-02 	 -7.565568e-04 	-4.866635e-02 	 1.870738e-03 	-4.866635e-02 	 -1.764941e-03 	-4.866635e-02 	 -2.794335e-03 	-5.812889e-02 	 -8.859822e-04 	 
-4.334711e-02 	 -9.067262e-04 	-4.334711e-02 	 1.564609e-03 	-4.334711e-02 	 -1.369386e-03 	-4.334711e-02 	 -2.735003e-03 	-5.271703e-02 	 -9.059217e-04 	 
-3.801919e-02 	 -9.647252e-04 	-3.801919e-02 	 1.096091e-03 	-3.801919e-02 	 -1.109394e-03 	-3.801919e-02 	 -2.687336e-03 	-4.729621e-02 	 -9.706479e-04 	 
-3.268336e-02 	 -1.149049e-03 	-3.268336e-02 	 7.349523e-04 	-3.268336e-02 	 -1.087723e-03 	-3.268336e-02 	 -2.634994e-03 	-4.186722e-02 	 -1.063761e-03 	 
-2.734040e-02 	 -1.377260e-03 	-2.734040e-02 	 5.393571e-04 	-2.734040e-02 	 -1.199506e-03 	-2.734040e-02 	 -2.541464e-03 	-3.643085e-02 	 -1.134374e-03 	 
-2.199108e-02 	 -1.428078e-03 	-2.199108e-02 	 2.103329e-04 	-2.199108e-02 	 -1.362218e-03 	-2.199108e-02 	 -2.424204e-03 	-3.098788e-02 	 -1.189819e-03 	 
-1.663616e-02 	 -1.376543e-03 	-1.663616e-02 	 -2.368935e-04 	-1.663616e-02 	 -1.526722e-03 	-1.663616e-02 	 -2.322990e-03 	-2.553910e-02 	 -1.281875e-03 	 
-1.127644e-02 	 -1.354101e-03 	-1.127644e-02 	 -3.869164e-04 	-1.127644e-02 	 -1.611023e-03 	-1.127644e-02 	 -2.272727e-03 	-2.008530e-02 	 -1.391041e-03 	 
-5.912673e-03 	 -1.246752e-03 	-5.912673e-03 	 -2.817713e-04 	-5.912673e-03 	 -1.516128e-03 	-5.912673e-03 	 -2.304673e-03 	-1.462729e-02 	 -1.433348e-03 	 
-5.456544e-04 	 -9.779907e-04 	-5.456544e-04 	 -3.580609e-04 	-5.456544e-04 	 -1.288283e-03 	-5.456544e-04 	 -2.410621e-03 	-9.165847e-03 	 -1.387110e-03 	 
4.823841e-03 	 -7.254152e-04 	4.823841e-03 	 -5.691093e-04 	4.823841e-03 	 -1.088826e-03 	4.823841e-03 	 -2.508312e-03 	-3.701777e-03 	 -1.306744e-03 	 
1.019503e-02 	 -7.099205e-04 	1.019503e-02 	 -5.725012e-04 	1.019503e-02 	 -9.529701e-04 	1.019503e-02 	 -2.497901e-03 	1.764124e-03 	 -1.226675e-03 	 
1.556714e-02 	 -9.218422e-04 	1.556714e-02 	 -4.770736e-04 	1.556714e-02 	 -8.427650e-04 	1.556714e-02 	 -2.348789e-03 	7.231058e-03 	 -1.147666e-03 	 
2.093937e-02 	 -1.110650e-03 	2.093937e-02 	 -5.071202e-04 	2.093937e-02 	 -7.840481e-04 	2.093937e-02 	 -2.121002e-03 	1.269823e-02 	 -1.071090e-03 	 
2.631096e-02 	 -1.054807e-03 	2.631096e-02 	 -4.334269e-04 	2.631096e-02 	 -7.587408e-04 	2.631096e-02 	 -1.918136e-03 	1.816483e-02 	 -9.846985e-04 	 
3.168111e-02 	 -8.029720e-04 	3.168111e-02 	 -7.306168e-05 	3.168111e-02 	 -7.229367e-04 	3.168111e-02 	 -1.799226e-03 	2.363007e-02 	 -8.830611e-04 	 
3.704904e-02 	 -5.796422e-04 	3.704904e-02 	 3.083259e-04 	3.704904e-02 	 -7.131621e-04 	3.704904e-02 	 -1.738849e-03 	2.909314e-02 	 -8.055865e-04 	 
4.241397e-02 	 -4.997578e-04 	4.241397e-02 	 4.771977e-04 	4.241397e-02 	 -7.148400e-04 	4.241397e-02 	 -1.672297e-03 	3.455326e-02 	 -7.829900e-04 	 
4.777512e-02 	 -5.231119e-04 	4.777512e-02 	 4.413660e-04 	4.777512e-02 	 -6.285252e-04 	4.777512e-02 	 -1.584628e-03 	4.000961e-02 	 -7.888213e-04 	 
5.313171e-02 	 -6.286012e-04 	5.313171e-02 	 2.268010e-04 	5.313171e-02 	 -4.636701e-04 	5.313171e-02 	 -1.499802e-03 	4.546139e-02 	 -7.971065e-04 	 
5.848294e-02 	 -8.128263e-04 	5.848294e-02 	 -8.734265e-05 	5.848294e-02 	 -3.591109e-04 	5.848294e-02 	 -1.405419e-03 	5.090782e-02 	 -8.150078e-04 	 
6.382806e-02 	 -9.605517e-04 	6.382806e-02 	 -3.015736e-04 	6.382806e-02 	 -3.871234e-04 	6.382806e-02 	 -1.268472e-03 	5.634810e-02 	 -8.333530e-04 	 
6.916627e-02 	 -9.316730e-04 	6.916627e-02 	 -3.020024e-04 	6.916627e-02 	 -4.917945e-04 	6.916627e-02 	 -1.108984e-03 	6.178142e-02 	 -8.259393e-04 	 
7.449679e-02 	 -7.665380e-04 	7.449679e-02 	 -2.110724e-04 	7.449679e-02 	 -6.091122e-04 	7.449679e-02 	 -9.886676e-04 	6.720700e-02 	 -8.025846e-04 	 
7.981886e-02 	 -6.554871e-04 	7.981886e-02 	 -2.064765e-04 	7.981886e-02 	 -7.122522e-04 	7.981886e-02 	 -9.377812e-04 	7.262404e-02 	 -7.920324e-04 	 
8.513170e-02 	 -6.713539e-04 	8.513170e-02 	 -2.935197e-04 	8.513170e-02 	 -7.594529e-04 	8.513170e-02 	 -9.316431e-04 	7.803176e-02 	 -7.890497e-04 	 
9.043452e-02 	 -6.780055e-04 	9.043452e-02 	 -3.754304e-04 	9.043452e-02 	 -7.247537e-04 	9.043452e-02 	 -9.287757e-04 	8.342935e-02 	 -7.721260e-04 	 
9.572658e-02 	 -5.884301e-04 	9.572658e-02 	 -4.099839e-04 	9.572658e-02 	 -6.584105e-04 	9.572658e-02 	 -9.081793e-04 	8.881605e-02 	 -7.423890e-04 	 
1.010071e-01 	 -5.059956e-04 	1.010071e-01 	 -3.941565e-04 	1.010071e-01 	 -6.100078e-04 	1.010071e-01 	 -8.709074e-04 	9.419105e-02 	 -7.087894e-04 	 
1.062753e-01 	 -5.044566e-04 	1.062753e-01 	 -3.361827e-04 	1.062753e-01 	 -5.612156e-04 	1.062753e-01 	 -8.247620e-04 	9.955358e-02 	 -6.671975e-04 	 
1.115304e-01 	 -5.356063e-04 	1.115304e-01 	 -2.870293e-04 	1.115304e-01 	 -5.017041e-04 	1.115304e-01 	 -7.817217e-04 	1.049029e-01 	 -6.200477e-04 	 
1.167717e-01 	 -5.936840e-04 	1.167717e-01 	 -2.915115e-04 	1.167717e-01 	 -4.628856e-04 	1.167717e-01 	 -7.580155e-04 	1.102381e-01 	 -5.875852e-04 	 
1.219984e-01 	 -6.887204e-04 	1.219984e-01 	 -3.172669e-04 	1.219984e-01 	 -4.561295e-04 	1.219984e-01 	 -7.553167e-04 	1.155586e-01 	 -5.792921e-04 	 
1.272098e-01 	 -7.316901e-04 	1.272098e-01 	 -3.123395e-04 	1.272098e-01 	 -4.675682e-04 	1.272098e-01 	 -7.545983e-04 	1.208635e-01 	 -5.797381e-04 	 
1.324050e-01 	 -6.674060e-04 	1.324050e-01 	 -2.907109e-04 	1.324050e-01 	 -4.878011e-04 	1.324050e-01 	 -7.425001e-04 	1.261520e-01 	 -5.759027e-04 	 
1.375835e-01 	 -5.915167e-04 	1.375835e-01 	 -3.017367e-04 	1.375835e-01 	 -5.125465e-04 	1.375835e-01 	 -7.264644e-04 	1.314235e-01 	 -5.753713e-04 	 
1.427443e-01 	 -5.963089e-04 	1.427443e-01 	 -3.512783e-04 	1.427443e-01 	 -5.380615e-04 	1.427443e-01 	 -7.141570e-04 	1.366771e-01 	 -5.867446e-04 	 
1.478868e-01 	 -6.474143e-04 	1.478868e-01 	 -4.033042e-04 	1.478868e-01 	 -5.631132e-04 	1.478868e-01 	 -7.043870e-04 	1.419121e-01 	 -6.043812e-04 	 
1.530103e-01 	 -6.833514e-04 	1.530103e-01 	 -4.404722e-04 	1.530103e-01 	 -5.927869e-04 	1.530103e-01 	 -6.964823e-04 	1.471277e-01 	 -6.194064e-04 	 
1.581140e-01 	 -6.980308e-04 	1.581140e-01 	 -4.807902e-04 	1.581140e-01 	 -6.393548e-04 	1.581140e-01 	 -6.942843e-04 	1.523233e-01 	 -6.282138e-04 	 
1.631972e-01 	 -6.869732e-04 	1.631972e-01 	 -5.313487e-04 	1.631972e-01 	 -7.003008e-04 	1.631972e-01 	 -6.995655e-04 	1.574979e-01 	 -6.316225e-04 	 
1.682591e-01 	 -6.193893e-04 	1.682591e-01 	 -5.665329e-04 	1.682591e-01 	 -7.466726e-04 	1.682591e-01 	 -7.106696e-04 	1.626510e-01 	 -6.334529e-04 	 
1.732991e-01 	 -5.004626e-04 	1.732991e-01 	 -5.707099e-04 	1.732991e-01 	 -7.592810e-04 	1.732991e-01 	 -7.267914e-04 	1.677818e-01 	 -6.356327e-04 	 
1.783164e-01 	 -3.947505e-04 	1.783164e-01 	 -5.617528e-04 	1.783164e-01 	 -7.559634e-04 	1.783164e-01 	 -7.502760e-04 	1.728896e-01 	 -6.374429e-04 	 
1.833104e-01 	 -3.559067e-04 	1.833104e-01 	 -5.592516e-04 	1.833104e-01 	 -7.567745e-04 	1.833104e-01 	 -7.819080e-04 	1.779736e-01 	 -6.428666e-04 	 
1.882803e-01 	 -3.751952e-04 	1.882803e-01 	 -5.689395e-04 	1.882803e-01 	 -7.582486e-04 	1.882803e-01 	 -8.186703e-04 	1.830331e-01 	 -6.582921e-04 	 
1.932255e-01 	 -4.116566e-04 	1.932255e-01 	 -5.909012e-04 	1.932255e-01 	 -7.575330e-04 	1.932255e-01 	 -8.551605e-04 	1.880674e-01 	 -6.832043e-04 	 
1.981452e-01 	 -4.361982e-04 	1.981452e-01 	 -6.211228e-04 	1.981452e-01 	 -7.681355e-04 	1.981452e-01 	 -8.894568e-04 	1.930759e-01 	 -7.116935e-04 	 
2.030388e-01 	 -4.362453e-04 	2.030388e-01 	 -6.545575e-04 	2.030388e-01 	 -7.969617e-04 	2.030388e-01 	 -9.224958e-04 	1.980577e-01 	 -7.391455e-04 	 
2.079056e-01 	 -4.187741e-04 	2.079056e-01 	 -6.970373e-04 	2.079056e-01 	 -8.379037e-04 	2.079056e-01 	 -9.559137e-04 	2.030123e-01 	 -7.647107e-04 	 
2.127449e-01 	 -4.114782e-04 	2.127449e-01 	 -7.587374e-04 	2.127449e-01 	 -8.871298e-04 	2.127449e-01 	 -9.893531e-04 	2.079390e-01 	 -7.908511e-04 	 
2.175561e-01 	 -4.348406e-04 	2.175561e-01 	 -8.367553e-04 	2.175561e-01 	 -9.460814e-04 	2.175561e-01 	 -1.024673e-03 	2.128370e-01 	 -8.204986e-04 	 
2.223385e-01 	 -4.796849e-04 	2.223385e-01 	 -9.155861e-04 	2.223385e-01 	 -1.007514e-03 	2.223385e-01 	 -1.065841e-03 	2.177057e-01 	 -8.539853e-04 	 
2.270915e-01 	 -5.279463e-04 	2.270915e-01 	 -9.880261e-04 	2.270915e-01 	 -1.057970e-03 	2.270915e-01 	 -1.115289e-03 	2.225445e-01 	 -8.904392e-04 	 
2.318144e-01 	 -5.740934e-04 	2.318144e-01 	 -1.058231e-03 	2.318144e-01 	 -1.094068e-03 	2.318144e-01 	 -1.172158e-03 	2.273526e-01 	 -9.294789e-04 	 
2.365066e-01 	 -6.183762e-04 	2.365066e-01 	 -1.120487e-03 	2.365066e-01 	 -1.124400e-03 	2.365066e-01 	 -1.233485e-03 	2.321295e-01 	 -9.706543e-04 	 
2.411674e-01 	 -6.598947e-04 	2.411674e-01 	 -1.159568e-03 	2.411674e-01 	 -1.157351e-03 	2.411674e-01 	 -1.297085e-03 	2.368745e-01 	 -1.012984e-03 	 
2.457964e-01 	 -6.993386e-04 	2.457964e-01 	 -1.176332e-03 	2.457964e-01 	 -1.193379e-03 	2.457964e-01 	 -1.359801e-03 	2.415869e-01 	 -1.055198e-03 	 
2.503927e-01 	 -7.402039e-04 	2.503927e-01 	 -1.192148e-03 	2.503927e-01 	 -1.229679e-03 	2.503927e-01 	 -1.417620e-03 	2.462662e-01 	 -1.096551e-03 	 
2.549559e-01 	 -7.837404e-04 	2.549559e-01 	 -1.220690e-03 	2.549559e-01 	 -1.262925e-03 	2.549559e-01 	 -1.466159e-03 	2.509118e-01 	 -1.136971e-03 	 
2.594854e-01 	 -8.272683e-04 	2.594854e-01 	 -1.257707e-03 	2.594854e-01 	 -1.292442e-03 	2.594854e-01 	 -1.503023e-03 	2.555229e-01 	 -1.176277e-03 	 
2.639805e-01 	 -8.668295e-04 	2.639805e-01 	 -1.295840e-03 	2.639805e-01 	 -1.322767e-03 	2.639805e-01 	 -1.526437e-03 	2.600992e-01 	 -1.214338e-03 	 
2.684407e-01 	 -9.011790e-04 	2.684407e-01 	 -1.332953e-03 	2.684407e-01 	 -1.360556e-03 	2.684407e-01 	 -1.536171e-03 	2.646398e-01 	 -1.251714e-03 	 
2.728654e-01 	 -9.327360e-04 	2.728654e-01 	 -1.370203e-03 	2.728654e-01 	 -1.408394e-03 	2.728654e-01 	 -1.541563e-03 	2.691443e-01 	 -1.289350e-03 	 
2.772542e-01 	 -9.638873e-04 	2.772542e-01 	 -1.409614e-03 	2.772542e-01 	 -1.460766e-03 	2.772542e-01 	 -1.557978e-03 	2.736121e-01 	 -1.327175e-03 	 
2.816063e-01 	 -9.967546e-04 	2.816063e-01 	 -1.453191e-03 	2.816063e-01 	 -1.508696e-03 	2.816063e-01 	 -1.590463e-03 	2.780427e-01 	 -1.364212e-03 	 
2.859213e-01 	 -1.034283e-03 	2.859213e-01 	 -1.501904e-03 	2.859213e-01 	 -1.545922e-03 	2.859213e-01 	 -1.627542e-03 	2.824354e-01 	 -1.400451e-03 	 
2.901987e-01 	 -1.079269e-03 	2.901987e-01 	 -1.560120e-03 	2.901987e-01 	 -1.573503e-03 	2.901987e-01 	 -1.658419e-03 	2.867898e-01 	 -1.437409e-03 	 
2.944379e-01 	 -1.130583e-03 	2.944379e-01 	 -1.631972e-03 	2.944379e-01 	 -1.598375e-03 	2.944379e-01 	 -1.685341e-03 	2.911053e-01 	 -1.476103e-03 	 
2.986384e-01 	 -1.182717e-03 	2.986384e-01 	 -1.712476e-03 	2.986384e-01 	 -1.628687e-03 	2.986384e-01 	 -1.716830e-03 	2.953814e-01 	 -1.515137e-03 	 
3.027998e-01 	 -1.228538e-03 	3.027998e-01 	 -1.789050e-03 	3.027998e-01 	 -1.666257e-03 	3.027998e-01 	 -1.752370e-03 	2.996176e-01 	 -1.552838e-03 	 
3.069215e-01 	 -1.267719e-03 	3.069215e-01 	 -1.853934e-03 	3.069215e-01 	 -1.709059e-03 	3.069215e-01 	 -1.784260e-03 	3.038135e-01 	 -1.588748e-03 	 
3.110031e-01 	 -1.307198e-03 	3.110031e-01 	 -1.902437e-03 	3.110031e-01 	 -1.754571e-03 	3.110031e-01 	 -1.807893e-03 	3.079684e-01 	 -1.623585e-03 	 
3.150441e-01 	 -1.353050e-03 	3.150441e-01 	 -1.931514e-03 	3.150441e-01 	 -1.801515e-03 	3.150441e-01 	 -1.829731e-03 	3.120819e-01 	 -1.657949e-03 	 
3.190441e-01 	 -1.404261e-03 	3.190441e-01 	 -1.942056e-03 	3.190441e-01 	 -1.847584e-03 	3.190441e-01 	 -1.860508e-03 	3.161537e-01 	 -1.691790e-03 	 
3.230026e-01 	 -1.458590e-03 	3.230026e-01 	 -1.939769e-03 	3.230026e-01 	 -1.890393e-03 	3.230026e-01 	 -1.905371e-03 	3.201831e-01 	 -1.725107e-03 	 
3.269191e-01 	 -1.518872e-03 	3.269191e-01 	 -1.934369e-03 	3.269191e-01 	 -1.929647e-03 	3.269191e-01 	 -1.962031e-03 	3.241699e-01 	 -1.758180e-03 	 
3.307934e-01 	 -1.588039e-03 	3.307934e-01 	 -1.935009e-03 	3.307934e-01 	 -1.965137e-03 	3.307934e-01 	 -2.023662e-03 	3.281135e-01 	 -1.791381e-03 	 
3.346248e-01 	 -1.663094e-03 	3.346248e-01 	 -1.945284e-03 	3.346248e-01 	 -1.998094e-03 	3.346248e-01 	 -2.085255e-03 	3.320135e-01 	 -1.824945e-03 	 
3.384132e-01 	 -1.734658e-03 	3.384132e-01 	 -1.958922e-03 	3.384132e-01 	 -2.030250e-03 	3.384132e-01 	 -2.142705e-03 	3.358696e-01 	 -1.858653e-03 	 
3.421580e-01 	 -1.795988e-03 	3.421580e-01 	 -1.966503e-03 	3.421580e-01 	 -2.062688e-03 	3.421580e-01 	 -2.192170e-03 	3.396813e-01 	 -1.892161e-03 	 
3.458590e-01 	 -1.849264e-03 	3.458590e-01 	 -1.966093e-03 	3.458590e-01 	 -2.095231e-03 	3.458590e-01 	 -2.231871e-03 	3.434483e-01 	 -1.924502e-03 	 
3.495156e-01 	 -1.899964e-03 	3.495156e-01 	 -1.967999e-03 	3.495156e-01 	 -2.127092e-03 	3.495156e-01 	 -2.262647e-03 	3.471702e-01 	 -1.955543e-03 	 
3.531277e-01 	 -1.948302e-03 	3.531277e-01 	 -1.984782e-03 	3.531277e-01 	 -2.156823e-03 	3.531277e-01 	 -2.286720e-03 	3.508466e-01 	 -1.985384e-03 	 
3.566949e-01 	 -1.991016e-03 	3.566949e-01 	 -2.015929e-03 	3.566949e-01 	 -2.182872e-03 	3.566949e-01 	 -2.309687e-03 	3.544772e-01 	 -2.014152e-03 	 
3.602169e-01 	 -2.025562e-03 	3.602169e-01 	 -2.046775e-03 	3.602169e-01 	 -2.202438e-03 	3.602169e-01 	 -2.337033e-03 	3.580618e-01 	 -2.041810e-03 	 
3.636933e-01 	 -2.054343e-03 	3.636933e-01 	 -2.065259e-03 	3.636933e-01 	 -2.215044e-03 	3.636933e-01 	 -2.369838e-03 	3.615999e-01 	 -2.068527e-03 	 
3.671238e-01 	 -2.082455e-03 	3.671238e-01 	 -2.069965e-03 	3.671238e-01 	 -2.223366e-03 	3.671238e-01 	 -2.400628e-03 	3.650913e-01 	 -2.094528e-03 	 
3.705083e-01 	 -2.114324e-03 	3.705083e-01 	 -2.072100e-03 	3.705083e-01 	 -2.234217e-03 	3.705083e-01 	 -2.419480e-03 	3.685356e-01 	 -2.119755e-03 	 
3.738464e-01 	 -2.149286e-03 	3.738464e-01 	 -2.085012e-03 	3.738464e-01 	 -2.253475e-03 	3.738464e-01 	 -2.422013e-03 	3.719328e-01 	 -2.143484e-03 	 
3.771379e-01 	 -2.183993e-03 	3.771379e-01 	 -2.111226e-03 	3.771379e-01 	 -2.284767e-03 	3.771379e-01 	 -2.415896e-03 	3.752823e-01 	 -2.165497e-03 	 
3.803825e-01 	 -2.209627e-03 	3.803825e-01 	 -2.139030e-03 	3.803825e-01 	 -2.324583e-03 	3.803825e-01 	 -2.409300e-03 	3.785842e-01 	 -2.185932e-03 	 
3.835800e-01 	 -2.217741e-03 	3.835800e-01 	 -2.160597e-03 	3.835800e-01 	 -2.367004e-03 	3.835800e-01 	 -2.406093e-03 	3.818380e-01 	 -2.204450e-03 	 
3.867303e-01 	 -2.210593e-03 	3.867303e-01 	 -2.180090e-03 	3.867303e-01 	 -2.404719e-03 	3.867303e-01 	 -2.408328e-03 	3.850436e-01 	 -2.220068e-03 	 
3.898331e-01 	 -2.206142e-03 	3.898331e-01 	 -2.204608e-03 	3.898331e-01 	 -2.424055e-03 	3.898331e-01 	 -2.420389e-03 	3.882008e-01 	 -2.232041e-03 	 
3.928883e-01 	 -2.221561e-03 	3.928883e-01 	 -2.234454e-03 	3.928883e-01 	 -2.409774e-03 	3.928883e-01 	 -2.447786e-03 	3.913095e-01 	 -2.241589e-03 	 
3.958956e-01 	 -2.243076e-03 	3.958956e-01 	 -2.261201e-03 	3.958956e-01 	 -2.366523e-03 	3.958956e-01 	 -2.484656e-03 	3.943694e-01 	 -2.251382e-03 	 
3.988551e-01 	 -2.240311e-03 	3.988551e-01 	 -2.281239e-03 	3.988551e-01 	 -2.327216e-03 	3.988551e-01 	 -2.513294e-03 	3.973805e-01 	 -2.262433e-03 	 
4.017664e-01 	 -2.210278e-03 	4.017664e-01 	 -2.302208e-03 	4.017664e-01 	 -2.312985e-03 	4.017664e-01 	 -2.518390e-03 	4.003425e-01 	 -2.273286e-03 	 
4.046296e-01 	 -2.177362e-03 	4.046296e-01 	 -2.333573e-03 	4.046296e-01 	 -2.311926e-03 	4.046296e-01 	 -2.501439e-03 	4.032554e-01 	 -2.281836e-03 	 
4.074445e-01 	 -2.152490e-03 	4.074445e-01 	 -2.371341e-03 	4.074445e-01 	 -2.305559e-03 	4.074445e-01 	 -2.472903e-03 	4.061191e-01 	 -2.287728e-03 	 
4.102111e-01 	 -2.134025e-03 	4.102111e-01 	 -2.405207e-03 	4.102111e-01 	 -2.291027e-03 	4.102111e-01 	 -2.439443e-03 	4.089335e-01 	 -2.291408e-03 	 
4.129292e-01 	 -2.125471e-03 	4.129292e-01 	 -2.434343e-03 	4.129292e-01 	 -2.274214e-03 	4.129292e-01 	 -2.403036e-03 	4.116985e-01 	 -2.293602e-03 	 
4.155989e-01 	 -2.119654e-03 	4.155989e-01 	 -2.461772e-03 	4.155989e-01 	 -2.261460e-03 	4.155989e-01 	 -2.365605e-03 	4.144141e-01 	 -2.294955e-03 	 
4.182201e-01 	 -2.098584e-03 	4.182201e-01 	 -2.485169e-03 	4.182201e-01 	 -2.259712e-03 	4.182201e-01 	 -2.332131e-03 	4.170803e-01 	 -2.295724e-03 	 
4.207928e-01 	 -2.064114e-03 	4.207928e-01 	 -2.500487e-03 	4.207928e-01 	 -2.268643e-03 	4.207928e-01 	 -2.306580e-03 	4.196970e-01 	 -2.294612e-03 	 
4.233170e-01 	 -2.045847e-03 	4.233170e-01 	 -2.511288e-03 	4.233170e-01 	 -2.278827e-03 	4.233170e-01 	 -2.289420e-03 	4.222643e-01 	 -2.289931e-03 	 
4.257928e-01 	 -2.062203e-03 	4.257928e-01 	 -2.524588e-03 	4.257928e-01 	 -2.273108e-03 	4.257928e-01 	 -2.274655e-03 	4.247821e-01 	 -2.281553e-03 	 
4.282201e-01 	 -2.099374e-03 	4.282201e-01 	 -2.539705e-03 	4.282201e-01 	 -2.236391e-03 	4.282201e-01 	 -2.251763e-03 	4.272506e-01 	 -2.270932e-03 	 
4.305991e-01 	 -2.133658e-03 	4.305991e-01 	 -2.546418e-03 	4.305991e-01 	 -2.186913e-03 	4.305991e-01 	 -2.211824e-03 	4.296697e-01 	 -2.258547e-03 	 
