x0	T1	x1	T2	x2	T3	
3.602169e-01 	 -1.262840e-03 	3.602169e-01 	 -1.018800e-03 	3.602169e-01 	 -1.234162e-03 	 
3.636933e-01 	 -1.295979e-03 	3.636933e-01 	 -1.015207e-03 	3.636933e-01 	 -1.243658e-03 	 
3.671238e-01 	 -1.311632e-03 	3.671238e-01 	 -1.012030e-03 	3.671238e-01 	 -1.226099e-03 	 
3.705083e-01 	 -1.309600e-03 	3.705083e-01 	 -1.011431e-03 	3.705083e-01 	 -1.186860e-03 	 
3.738464e-01 	 -1.283301e-03 	3.738464e-01 	 -1.017642e-03 	3.738464e-01 	 -1.163838e-03 	 
3.771379e-01 	 -1.230766e-03 	3.771379e-01 	 -1.032518e-03 	3.771379e-01 	 -1.179726e-03 	 
3.803825e-01 	 -1.185754e-03 	3.803825e-01 	 -1.055789e-03 	3.803825e-01 	 -1.213433e-03 	 
3.835800e-01 	 -1.193539e-03 	3.835800e-01 	 -1.086581e-03 	3.835800e-01 	 -1.239610e-03 	 
3.867303e-01 	 -1.249925e-03 	3.867303e-01 	 -1.118944e-03 	3.867303e-01 	 -1.259333e-03 	 
3.898331e-01 	 -1.305071e-03 	3.898331e-01 	 -1.143100e-03 	3.898331e-01 	 -1.288877e-03 	 
3.928883e-01 	 -1.324510e-03 	3.928883e-01 	 -1.153605e-03 	3.928883e-01 	 -1.338406e-03 	 
3.958956e-01 	 -1.314987e-03 	3.958956e-01 	 -1.151944e-03 	3.958956e-01 	 -1.393796e-03 	 
3.988551e-01 	 -1.288986e-03 	3.988551e-01 	 -1.145415e-03 	3.988551e-01 	 -1.422773e-03 	 
4.017664e-01 	 -1.237355e-03 	4.017664e-01 	 -1.142576e-03 	4.017664e-01 	 -1.410005e-03 	 
4.046296e-01 	 -1.170162e-03 	4.046296e-01 	 -1.150002e-03 	4.046296e-01 	 -1.374911e-03 	 
4.074445e-01 	 -1.137876e-03 	4.074445e-01 	 -1.168946e-03 	4.074445e-01 	 -1.342310e-03 	 
4.102111e-01 	 -1.163385e-03 	4.102111e-01 	 -1.197018e-03 	4.102111e-01 	 -1.327017e-03 	 
4.129292e-01 	 -1.207392e-03 	4.129292e-01 	 -1.232953e-03 	4.129292e-01 	 -1.344967e-03 	 
4.155989e-01 	 -1.236698e-03 	4.155989e-01 	 -1.274153e-03 	4.155989e-01 	 -1.398211e-03 	 
4.182201e-01 	 -1.262338e-03 	4.182201e-01 	 -1.312398e-03 	4.182201e-01 	 -1.461292e-03 	 
4.207928e-01 	 -1.297807e-03 	4.207928e-01 	 -1.339234e-03 	4.207928e-01 	 -1.501865e-03 	 
4.233170e-01 	 -1.334829e-03 	4.233170e-01 	 -1.356686e-03 	4.233170e-01 	 -1.507804e-03 	 
4.257928e-01 	 -1.352818e-03 	4.257928e-01 	 -1.370673e-03 	4.257928e-01 	 -1.495432e-03 	 
4.282201e-01 	 -1.334212e-03 	4.282201e-01 	 -1.377784e-03 	4.282201e-01 	 -1.489529e-03 	 
4.305991e-01 	 -1.290135e-03 	4.305991e-01 	 -1.371147e-03 	4.305991e-01 	 -1.495527e-03 	 
4.329297e-01 	 -1.265599e-03 	4.329297e-01 	 -1.353256e-03 	4.329297e-01 	 -1.506582e-03 	 
4.352122e-01 	 -1.289936e-03 	4.352122e-01 	 -1.329894e-03 	4.352122e-01 	 -1.515250e-03 	 
4.374466e-01 	 -1.338948e-03 	4.374466e-01 	 -1.305169e-03 	4.374466e-01 	 -1.503447e-03 	 
4.396331e-01 	 -1.370494e-03 	4.396331e-01 	 -1.283988e-03 	4.396331e-01 	 -1.458475e-03 	 
4.417717e-01 	 -1.374016e-03 	4.417717e-01 	 -1.267489e-03 	4.417717e-01 	 -1.409267e-03 	 
4.438628e-01 	 -1.357841e-03 	4.438628e-01 	 -1.248622e-03 	4.438628e-01 	 -1.394361e-03 	 
4.459064e-01 	 -1.333487e-03 	4.459064e-01 	 -1.229165e-03 	4.459064e-01 	 -1.406954e-03 	 
4.479028e-01 	 -1.314309e-03 	4.479028e-01 	 -1.219408e-03 	4.479028e-01 	 -1.408631e-03 	 
4.498522e-01 	 -1.305138e-03 	4.498522e-01 	 -1.220305e-03 	4.498522e-01 	 -1.383645e-03 	 
4.517549e-01 	 -1.300078e-03 	4.517549e-01 	 -1.221036e-03 	4.517549e-01 	 -1.345518e-03 	 
4.536111e-01 	 -1.295885e-03 	4.536111e-01 	 -1.211623e-03 	4.536111e-01 	 -1.303913e-03 	 
4.554211e-01 	 -1.298540e-03 	4.554211e-01 	 -1.195916e-03 	4.554211e-01 	 -1.255771e-03 	 
4.571853e-01 	 -1.313010e-03 	4.571853e-01 	 -1.187376e-03 	4.571853e-01 	 -1.198279e-03 	 
4.589039e-01 	 -1.335391e-03 	4.589039e-01 	 -1.194676e-03 	4.589039e-01 	 -1.137242e-03 	 
4.605774e-01 	 -1.349405e-03 	4.605774e-01 	 -1.214421e-03 	4.605774e-01 	 -1.083451e-03 	 
4.622060e-01 	 -1.332871e-03 	4.622060e-01 	 -1.237876e-03 	4.622060e-01 	 -1.045966e-03 	 
4.637902e-01 	 -1.278402e-03 	4.637902e-01 	 -1.257412e-03 	4.637902e-01 	 -1.024675e-03 	 
4.653305e-01 	 -1.209665e-03 	4.653305e-01 	 -1.269824e-03 	4.653305e-01 	 -1.012296e-03 	 
4.668271e-01 	 -1.159602e-03 	4.668271e-01 	 -1.274642e-03 	4.668271e-01 	 -1.001872e-03 	 
4.682807e-01 	 -1.133667e-03 	4.682807e-01 	 -1.273541e-03 	4.682807e-01 	 -9.914731e-04 	 
4.696916e-01 	 -1.101942e-03 	4.696916e-01 	 -1.266689e-03 	4.696916e-01 	 -9.780638e-04 	 
4.710604e-01 	 -1.038616e-03 	4.710604e-01 	 -1.255155e-03 	4.710604e-01 	 -9.568204e-04 	 
4.723876e-01 	 -9.567327e-04 	4.723876e-01 	 -1.242825e-03 	4.723876e-01 	 -9.258492e-04 	 
4.736738e-01 	 -8.957323e-04 	4.736738e-01 	 -1.236300e-03 	4.736738e-01 	 -8.902367e-04 	 
4.749194e-01 	 -8.791291e-04 	4.749194e-01 	 -1.240768e-03 	4.749194e-01 	 -8.596973e-04 	 
4.761253e-01 	 -8.954068e-04 	4.761253e-01 	 -1.256401e-03 	4.761253e-01 	 -8.440860e-04 	 
4.772918e-01 	 -9.151967e-04 	4.772918e-01 	 -1.279171e-03 	4.772918e-01 	 -8.494248e-04 	 
4.784197e-01 	 -9.147138e-04 	4.784197e-01 	 -1.302443e-03 	4.784197e-01 	 -8.722606e-04 	 
4.795097e-01 	 -8.884068e-04 	4.795097e-01 	 -1.321802e-03 	4.795097e-01 	 -9.018435e-04 	 
4.805624e-01 	 -8.442940e-04 	4.805624e-01 	 -1.333927e-03 	4.805624e-01 	 -9.274390e-04 	 
4.815785e-01 	 -7.979422e-04 	4.815785e-01 	 -1.338461e-03 	4.815785e-01 	 -9.462761e-04 	 
4.825588e-01 	 -7.680685e-04 	4.825588e-01 	 -1.335838e-03 	4.825588e-01 	 -9.600482e-04 	 
4.835040e-01 	 -7.686409e-04 	4.835040e-01 	 -1.326947e-03 	4.835040e-01 	 -9.703602e-04 	 
4.844150e-01 	 -7.949524e-04 	4.844150e-01 	 -1.313759e-03 	4.844150e-01 	 -9.782383e-04 	 
4.852925e-01 	 -8.303857e-04 	4.852925e-01 	 -1.297164e-03 	4.852925e-01 	 -9.823575e-04 	 
4.861373e-01 	 -8.679397e-04 	4.861373e-01 	 -1.279263e-03 	4.861373e-01 	 -9.822776e-04 	 
4.869504e-01 	 -8.949403e-04 	4.869504e-01 	 -1.260929e-03 	4.869504e-01 	 -9.794839e-04 	 
4.877326e-01 	 -8.868734e-04 	4.877326e-01 	 -1.242633e-03 	4.877326e-01 	 -9.785902e-04 	 
4.884848e-01 	 -8.455322e-04 	4.884848e-01 	 -1.224239e-03 	4.884848e-01 	 -9.838011e-04 	 
4.892080e-01 	 -8.044660e-04 	4.892080e-01 	 -1.205713e-03 	4.892080e-01 	 -9.961609e-04 	 
4.899030e-01 	 -7.842844e-04 	4.899030e-01 	 -1.186498e-03 	4.899030e-01 	 -1.012361e-03 	 
4.905710e-01 	 -7.821151e-04 	4.905710e-01 	 -1.166846e-03 	4.905710e-01 	 -1.027417e-03 	 
4.912129e-01 	 -7.919921e-04 	4.912129e-01 	 -1.147522e-03 	4.912129e-01 	 -1.037094e-03 	 
4.918298e-01 	 -8.123312e-04 	4.918298e-01 	 -1.130697e-03 	4.918298e-01 	 -1.039815e-03 	 
4.924226e-01 	 -8.390808e-04 	4.924226e-01 	 -1.116027e-03 	4.924226e-01 	 -1.032423e-03 	 
4.929926e-01 	 -8.707998e-04 	4.929926e-01 	 -1.106283e-03 	4.929926e-01 	 -1.017092e-03 	 
4.935409e-01 	 -8.990571e-04 	4.935409e-01 	 -1.096956e-03 	4.935409e-01 	 -9.922280e-04 	 
4.940685e-01 	 -9.218971e-04 	4.940685e-01 	 -1.088917e-03 	4.940685e-01 	 -9.640772e-04 	 
4.945767e-01 	 -9.325431e-04 	4.945767e-01 	 -1.076870e-03 	4.945767e-01 	 -9.318129e-04 	 
4.950666e-01 	 -9.302510e-04 	4.950666e-01 	 -1.060093e-03 	4.950666e-01 	 -8.970089e-04 	 
4.955395e-01 	 -9.161325e-04 	4.955395e-01 	 -1.038138e-03 	4.955395e-01 	 -8.591322e-04 	 
4.959967e-01 	 -8.884326e-04 	4.959967e-01 	 -1.006859e-03 	4.959967e-01 	 -8.126538e-04 	 
4.964395e-01 	 -8.521483e-04 	4.964395e-01 	 -9.687807e-04 	4.964395e-01 	 -7.584232e-04 	 
4.968691e-01 	 -8.055015e-04 	4.968691e-01 	 -9.194744e-04 	4.968691e-01 	 -6.907310e-04 	 
4.972869e-01 	 -7.459173e-04 	4.972869e-01 	 -8.543195e-04 	4.972869e-01 	 -6.043309e-04 	 
4.976942e-01 	 -6.880523e-04 	4.976942e-01 	 -7.851235e-04 	4.976942e-01 	 -5.124043e-04 	 
4.980926e-01 	 -6.003857e-04 	4.980926e-01 	 -6.787452e-04 	4.980926e-01 	 -3.832733e-04 	 
4.984833e-01 	 -5.577059e-04 	4.984833e-01 	 -6.064036e-04 	4.984833e-01 	 -2.944452e-04 	 
4.988679e-01 	 -4.631415e-04 	4.988679e-01 	 -4.721312e-04 	4.988679e-01 	 -1.542577e-04 	 
4.992479e-01 	 -5.171769e-04 	4.992479e-01 	 -4.687768e-04 	4.992479e-01 	 -1.686051e-04 	 
4.996247e-01 	 -7.415132e-04 	4.996247e-01 	 -6.332832e-04 	4.996247e-01 	 -3.907993e-04 	 
5.000000e-01 	 -5.689242e-04 	5.000000e-01 	 -4.677718e-04 	5.000000e-01 	 -3.169017e-04 	 
