f	SCd	
0.000000e+00 	 1.786087e-05 	 
3.538627e-02 	 8.864313e-05 	 
7.077254e-02 	 1.856402e-04 	 
1.061588e-01 	 1.278242e-04 	 
1.415451e-01 	 1.231551e-04 	 
1.769313e-01 	 1.158932e-04 	 
2.123176e-01 	 1.046548e-04 	 
2.477039e-01 	 1.241502e-05 	 
2.830901e-01 	 3.235962e-06 	 
3.184764e-01 	 9.189376e-06 	 
3.538627e-01 	 4.341441e-06 	 
3.892490e-01 	 3.999867e-06 	 
4.246352e-01 	 2.464275e-06 	 
4.600215e-01 	 7.687344e-07 	 
4.954078e-01 	 7.043266e-07 	 
5.307940e-01 	 2.178652e-07 	 
5.661803e-01 	 7.230746e-07 	 
6.015666e-01 	 3.504947e-07 	 
6.369528e-01 	 3.690678e-07 	 
6.723391e-01 	 3.066509e-07 	 
7.077254e-01 	 1.506800e-07 	 
7.431116e-01 	 8.840293e-08 	 
7.784979e-01 	 9.475238e-08 	 
8.138842e-01 	 5.004575e-08 	 
8.492704e-01 	 8.436682e-08 	 
8.846567e-01 	 2.455047e-07 	 
9.200430e-01 	 1.625908e-07 	 
9.554292e-01 	 1.162574e-07 	 
9.908155e-01 	 9.598907e-08 	 
1.026202e+00 	 3.319308e-08 	 
1.061588e+00 	 2.336321e-08 	 
1.096974e+00 	 2.053046e-08 	 
1.132361e+00 	 3.696707e-08 	 
1.167747e+00 	 4.540065e-08 	 
1.203133e+00 	 7.081411e-08 	 
1.238519e+00 	 6.973872e-08 	 
1.273906e+00 	 4.254950e-08 	 
1.309292e+00 	 4.817208e-08 	 
1.344678e+00 	 2.594094e-08 	 
1.380064e+00 	 1.881915e-08 	 
1.415451e+00 	 2.783320e-08 	 
1.450837e+00 	 2.702197e-08 	 
1.486223e+00 	 2.119317e-08 	 
1.521610e+00 	 3.167155e-08 	 
1.556996e+00 	 4.132408e-08 	 
1.592382e+00 	 5.475536e-08 	 
1.627768e+00 	 2.185853e-08 	 
1.663155e+00 	 4.278329e-09 	 
1.698541e+00 	 8.099091e-09 	 
1.733927e+00 	 2.008235e-08 	 
1.769313e+00 	 2.179633e-08 	 
1.804700e+00 	 3.416788e-08 	 
1.840086e+00 	 4.256678e-08 	 
1.875472e+00 	 3.834856e-08 	 
1.910858e+00 	 2.024336e-08 	 
1.946245e+00 	 6.564657e-09 	 
1.981631e+00 	 9.205811e-09 	 
2.017017e+00 	 4.990269e-09 	 
2.052404e+00 	 5.443506e-09 	 
2.087790e+00 	 1.074433e-08 	 
2.123176e+00 	 9.070179e-09 	 
2.158562e+00 	 8.387806e-09 	 
2.193949e+00 	 7.641427e-09 	 
2.229335e+00 	 3.913427e-09 	 
2.264721e+00 	 4.823992e-09 	 
2.300107e+00 	 6.798338e-09 	 
2.335494e+00 	 1.007631e-08 	 
2.370880e+00 	 1.572039e-08 	 
2.406266e+00 	 1.002096e-08 	 
2.441653e+00 	 3.761449e-09 	 
2.477039e+00 	 2.807162e-09 	 
2.512425e+00 	 2.313599e-09 	 
2.547811e+00 	 1.183319e-09 	 
2.583198e+00 	 6.494109e-09 	 
2.618584e+00 	 5.193520e-09 	 
2.653970e+00 	 1.726059e-09 	 
2.689356e+00 	 2.143432e-09 	 
2.724743e+00 	 4.530249e-09 	 
2.760129e+00 	 4.088254e-09 	 
2.795515e+00 	 2.713011e-09 	 
2.830901e+00 	 2.714794e-09 	 
2.866288e+00 	 1.671578e-09 	 
2.901674e+00 	 4.217452e-10 	 
2.937060e+00 	 1.204670e-09 	 
2.972447e+00 	 2.279320e-09 	 
3.007833e+00 	 2.806038e-09 	 
3.043219e+00 	 2.243720e-09 	 
3.078605e+00 	 1.927118e-09 	 
3.113992e+00 	 1.255631e-09 	 
3.149378e+00 	 9.704262e-10 	 
3.184764e+00 	 1.457604e-09 	 
3.220150e+00 	 2.117523e-09 	 
3.255537e+00 	 1.743167e-09 	 
3.290923e+00 	 3.880355e-09 	 
3.326309e+00 	 1.894135e-09 	 
3.361695e+00 	 2.998342e-09 	 
3.397082e+00 	 1.257682e-09 	 
3.432468e+00 	 6.827108e-10 	 
3.467854e+00 	 1.785707e-09 	 
3.503241e+00 	 1.014539e-09 	 
3.538627e+00 	 8.033472e-10 	 
3.574013e+00 	 6.265966e-10 	 
3.609399e+00 	 6.549915e-10 	 
3.644786e+00 	 1.639495e-09 	 
3.680172e+00 	 2.105377e-09 	 
3.715558e+00 	 7.725621e-10 	 
3.750944e+00 	 1.242615e-09 	 
3.786331e+00 	 1.295404e-09 	 
3.821717e+00 	 8.041880e-10 	 
3.857103e+00 	 3.763490e-10 	 
3.892490e+00 	 3.898356e-10 	 
3.927876e+00 	 5.041816e-10 	 
3.963262e+00 	 1.247616e-09 	 
3.998648e+00 	 8.522554e-10 	 
4.034035e+00 	 5.172540e-10 	 
4.069421e+00 	 4.282145e-10 	 
4.104807e+00 	 5.437732e-10 	 
4.140193e+00 	 2.800623e-10 	 
4.175580e+00 	 4.784489e-10 	 
4.210966e+00 	 8.639459e-10 	 
4.246352e+00 	 8.060231e-10 	 
4.281738e+00 	 6.956088e-10 	 
4.317125e+00 	 5.751072e-10 	 
4.352511e+00 	 1.080885e-09 	 
4.387897e+00 	 8.426761e-10 	 
4.423284e+00 	 6.106792e-10 	 
4.458670e+00 	 4.955849e-10 	 
4.494056e+00 	 5.388953e-10 	 
4.529442e+00 	 6.890666e-10 	 
4.564829e+00 	 7.636934e-10 	 
4.600215e+00 	 6.601980e-10 	 
4.635601e+00 	 3.868872e-10 	 
4.670987e+00 	 7.090316e-10 	 
4.706374e+00 	 4.774853e-10 	 
4.741760e+00 	 4.629075e-10 	 
4.777146e+00 	 2.593122e-10 	 
4.812532e+00 	 2.328530e-10 	 
4.847919e+00 	 2.998635e-10 	 
4.883305e+00 	 1.787623e-10 	 
4.918691e+00 	 9.079777e-11 	 
4.954078e+00 	 2.883710e-10 	 
4.989464e+00 	 3.774818e-10 	 
5.024850e+00 	 4.224582e-10 	 
5.060236e+00 	 2.717401e-10 	 
5.095623e+00 	 4.670572e-10 	 
5.131009e+00 	 4.381029e-10 	 
5.166395e+00 	 3.608620e-10 	 
5.201781e+00 	 1.503898e-10 	 
5.237168e+00 	 2.563287e-10 	 
5.272554e+00 	 3.196804e-10 	 
5.307940e+00 	 3.123243e-10 	 
5.343327e+00 	 1.389844e-10 	 
5.378713e+00 	 1.431478e-10 	 
5.414099e+00 	 3.199047e-10 	 
5.449485e+00 	 4.057028e-10 	 
5.484872e+00 	 2.211711e-10 	 
5.520258e+00 	 1.571085e-10 	 
5.555644e+00 	 3.898373e-10 	 
5.591030e+00 	 3.503913e-10 	 
5.626417e+00 	 3.735503e-10 	 
5.661803e+00 	 1.822051e-10 	 
5.697189e+00 	 1.577945e-10 	 
5.732575e+00 	 2.532786e-10 	 
5.767962e+00 	 1.507883e-10 	 
5.803348e+00 	 2.014373e-10 	 
5.838734e+00 	 1.501967e-10 	 
5.874121e+00 	 1.489123e-10 	 
5.909507e+00 	 1.091998e-10 	 
5.944893e+00 	 1.862891e-10 	 
5.980279e+00 	 1.618177e-10 	 
6.015666e+00 	 6.397900e-11 	 
6.051052e+00 	 5.291069e-11 	 
6.086438e+00 	 6.260057e-11 	 
6.121824e+00 	 3.003366e-10 	 
6.157211e+00 	 4.428382e-10 	 
6.192597e+00 	 2.145897e-10 	 
6.227983e+00 	 1.050108e-10 	 
6.263370e+00 	 1.725362e-10 	 
6.298756e+00 	 6.115905e-11 	 
6.334142e+00 	 1.511727e-10 	 
6.369528e+00 	 1.030031e-10 	 
6.404915e+00 	 4.954374e-11 	 
6.440301e+00 	 1.462643e-10 	 
6.475687e+00 	 1.494873e-10 	 
6.511073e+00 	 1.709126e-10 	 
6.546460e+00 	 4.074206e-11 	 
6.581846e+00 	 1.777227e-10 	 
6.617232e+00 	 1.323209e-10 	 
6.652618e+00 	 1.189163e-10 	 
6.688005e+00 	 6.858851e-11 	 
6.723391e+00 	 8.886986e-11 	 
6.758777e+00 	 2.453868e-10 	 
6.794164e+00 	 1.588762e-10 	 
6.829550e+00 	 5.249595e-11 	 
6.864936e+00 	 9.751336e-11 	 
6.900322e+00 	 1.256869e-10 	 
6.935709e+00 	 9.582956e-11 	 
6.971095e+00 	 7.591266e-11 	 
7.006481e+00 	 4.975477e-11 	 
7.041867e+00 	 6.157769e-11 	 
7.077254e+00 	 6.836853e-11 	 
7.112640e+00 	 1.431776e-10 	 
7.148026e+00 	 2.003937e-10 	 
7.183412e+00 	 1.845234e-10 	 
7.218799e+00 	 1.333819e-10 	 
7.254185e+00 	 5.972871e-11 	 
7.289571e+00 	 1.792783e-11 	 
