x0	T4	x1	T5	x2	T6	x3	T8	
-3.856446e-01 	 -1.802272e-03 	-3.856446e-01 	 -6.314300e-03 	-3.856446e-01 	 -5.146833e-03 	-3.856446e-01 	 4.431236e-05 	 
-3.829007e-01 	 -2.347873e-03 	-3.829007e-01 	 -6.040196e-03 	-3.829007e-01 	 -4.310811e-03 	-3.829007e-01 	 -1.258326e-05 	 
-3.801112e-01 	 -2.827327e-03 	-3.801112e-01 	 -5.541586e-03 	-3.801112e-01 	 -3.696933e-03 	-3.801112e-01 	 -5.072905e-05 	 
-3.772762e-01 	 -3.336135e-03 	-3.772762e-01 	 -4.911192e-03 	-3.772762e-01 	 -3.163698e-03 	-3.772762e-01 	 -9.132453e-05 	 
-3.743956e-01 	 -3.988878e-03 	-3.743956e-01 	 -4.367526e-03 	-3.743956e-01 	 -2.465333e-03 	-3.743956e-01 	 -1.531106e-04 	 
-3.714696e-01 	 -4.694168e-03 	-3.714696e-01 	 -3.891384e-03 	-3.714696e-01 	 -1.576889e-03 	-3.714696e-01 	 -2.295887e-04 	 
-3.684980e-01 	 -5.370140e-03 	-3.684980e-01 	 -3.189061e-03 	-3.684980e-01 	 -6.169966e-04 	-3.684980e-01 	 -3.092629e-04 	 
-3.654809e-01 	 -6.021666e-03 	-3.654809e-01 	 -2.247046e-03 	-3.654809e-01 	 2.417646e-04 	-3.654809e-01 	 -3.873300e-04 	 
-3.624185e-01 	 -6.576569e-03 	-3.624185e-01 	 -1.366913e-03 	-3.624185e-01 	 8.888580e-04 	-3.624185e-01 	 -4.619218e-04 	 
-3.593107e-01 	 -7.058346e-03 	-3.593107e-01 	 -7.047369e-04 	-3.593107e-01 	 1.406078e-03 	-3.593107e-01 	 -5.301961e-04 	 
-3.561577e-01 	 -7.660205e-03 	-3.561577e-01 	 -8.034857e-05 	-3.561577e-01 	 1.912159e-03 	-3.561577e-01 	 -5.826428e-04 	 
-3.529596e-01 	 -8.352019e-03 	-3.529596e-01 	 6.200220e-04 	-3.529596e-01 	 2.333531e-03 	-3.529596e-01 	 -6.135368e-04 	 
-3.497164e-01 	 -8.875688e-03 	-3.497164e-01 	 1.146169e-03 	-3.497164e-01 	 2.702819e-03 	-3.497164e-01 	 -6.372206e-04 	 
-3.464285e-01 	 -9.177075e-03 	-3.464285e-01 	 1.360630e-03 	-3.464285e-01 	 3.281142e-03 	-3.464285e-01 	 -6.716382e-04 	 
-3.430957e-01 	 -9.410624e-03 	-3.430957e-01 	 1.456537e-03 	-3.430957e-01 	 3.907837e-03 	-3.430957e-01 	 -7.173484e-04 	 
-3.397186e-01 	 -9.633903e-03 	-3.397186e-01 	 1.569350e-03 	-3.397186e-01 	 4.222629e-03 	-3.397186e-01 	 -7.609713e-04 	 
-3.362970e-01 	 -9.788346e-03 	-3.362970e-01 	 1.825978e-03 	-3.362970e-01 	 4.341002e-03 	-3.362970e-01 	 -7.908114e-04 	 
-3.328313e-01 	 -9.825434e-03 	-3.328313e-01 	 2.365880e-03 	-3.328313e-01 	 4.486164e-03 	-3.328313e-01 	 -8.050521e-04 	 
-3.293217e-01 	 -9.764588e-03 	-3.293217e-01 	 2.922401e-03 	-3.293217e-01 	 4.474491e-03 	-3.293217e-01 	 -8.098387e-04 	 
-3.257684e-01 	 -9.666241e-03 	-3.257684e-01 	 3.132911e-03 	-3.257684e-01 	 4.263138e-03 	-3.257684e-01 	 -8.118686e-04 	 
-3.221716e-01 	 -9.522516e-03 	-3.221716e-01 	 3.064052e-03 	-3.221716e-01 	 4.075024e-03 	-3.221716e-01 	 -8.115104e-04 	 
-3.185317e-01 	 -9.327399e-03 	-3.185317e-01 	 3.064301e-03 	-3.185317e-01 	 3.936079e-03 	-3.185317e-01 	 -8.078173e-04 	 
-3.148488e-01 	 -9.147638e-03 	-3.148488e-01 	 3.398047e-03 	-3.148488e-01 	 3.857424e-03 	-3.148488e-01 	 -8.068392e-04 	 
-3.111233e-01 	 -9.009775e-03 	-3.111233e-01 	 3.908337e-03 	-3.111233e-01 	 3.846700e-03 	-3.111233e-01 	 -8.148234e-04 	 
-3.073556e-01 	 -8.890605e-03 	-3.073556e-01 	 4.170325e-03 	-3.073556e-01 	 3.595171e-03 	-3.073556e-01 	 -8.248372e-04 	 
-3.035458e-01 	 -8.731864e-03 	-3.035458e-01 	 4.146794e-03 	-3.035458e-01 	 3.144867e-03 	-3.035458e-01 	 -8.245745e-04 	 
-2.996944e-01 	 -8.447581e-03 	-2.996944e-01 	 4.121628e-03 	-2.996944e-01 	 2.924045e-03 	-2.996944e-01 	 -8.137316e-04 	 
-2.958016e-01 	 -8.047109e-03 	-2.958016e-01 	 4.206441e-03 	-2.958016e-01 	 2.851886e-03 	-2.958016e-01 	 -8.000539e-04 	 
-2.918678e-01 	 -7.616307e-03 	-2.918678e-01 	 4.447956e-03 	-2.918678e-01 	 2.782512e-03 	-2.918678e-01 	 -7.937116e-04 	 
-2.878935e-01 	 -7.222770e-03 	-2.878935e-01 	 4.742658e-03 	-2.878935e-01 	 2.833460e-03 	-2.878935e-01 	 -8.003155e-04 	 
-2.838789e-01 	 -6.899334e-03 	-2.838789e-01 	 4.769728e-03 	-2.838789e-01 	 2.842082e-03 	-2.838789e-01 	 -8.116327e-04 	 
-2.798245e-01 	 -6.551018e-03 	-2.798245e-01 	 4.568923e-03 	-2.798245e-01 	 2.677935e-03 	-2.798245e-01 	 -8.143823e-04 	 
-2.757306e-01 	 -6.042121e-03 	-2.757306e-01 	 4.473846e-03 	-2.757306e-01 	 2.570470e-03 	-2.757306e-01 	 -8.090363e-04 	 
-2.715978e-01 	 -5.427944e-03 	-2.715978e-01 	 4.447627e-03 	-2.715978e-01 	 2.534265e-03 	-2.715978e-01 	 -8.057625e-04 	 
-2.674264e-01 	 -4.863669e-03 	-2.674264e-01 	 4.329034e-03 	-2.674264e-01 	 2.402775e-03 	-2.674264e-01 	 -8.081875e-04 	 
-2.632168e-01 	 -4.377870e-03 	-2.632168e-01 	 4.320792e-03 	-2.632168e-01 	 2.240527e-03 	-2.632168e-01 	 -8.078043e-04 	 
-2.589696e-01 	 -3.952438e-03 	-2.589696e-01 	 4.553748e-03 	-2.589696e-01 	 2.111135e-03 	-2.589696e-01 	 -7.914588e-04 	 
-2.546851e-01 	 -3.616471e-03 	-2.546851e-01 	 4.693079e-03 	-2.546851e-01 	 2.028159e-03 	-2.546851e-01 	 -7.597639e-04 	 
-2.503639e-01 	 -3.313156e-03 	-2.503639e-01 	 4.552088e-03 	-2.503639e-01 	 2.069926e-03 	-2.503639e-01 	 -7.312583e-04 	 
-2.460064e-01 	 -2.954808e-03 	-2.460064e-01 	 4.368716e-03 	-2.460064e-01 	 2.116465e-03 	-2.460064e-01 	 -7.210484e-04 	 
-2.416132e-01 	 -2.622096e-03 	-2.416132e-01 	 4.329787e-03 	-2.416132e-01 	 2.028931e-03 	-2.416132e-01 	 -7.234403e-04 	 
-2.371847e-01 	 -2.447923e-03 	-2.371847e-01 	 4.344402e-03 	-2.371847e-01 	 1.972897e-03 	-2.371847e-01 	 -7.212914e-04 	 
-2.327214e-01 	 -2.374598e-03 	-2.327214e-01 	 4.291469e-03 	-2.327214e-01 	 2.022470e-03 	-2.327214e-01 	 -7.056280e-04 	 
-2.282239e-01 	 -2.261727e-03 	-2.282239e-01 	 4.217795e-03 	-2.282239e-01 	 1.987463e-03 	-2.282239e-01 	 -6.823684e-04 	 
-2.236928e-01 	 -2.000568e-03 	-2.236928e-01 	 4.180175e-03 	-2.236928e-01 	 1.822108e-03 	-2.236928e-01 	 -6.556667e-04 	 
-2.191285e-01 	 -1.520412e-03 	-2.191285e-01 	 4.082921e-03 	-2.191285e-01 	 1.705256e-03 	-2.191285e-01 	 -6.183764e-04 	 
-2.145316e-01 	 -9.984816e-04 	-2.145316e-01 	 3.873666e-03 	-2.145316e-01 	 1.767855e-03 	-2.145316e-01 	 -5.713238e-04 	 
-2.099027e-01 	 -6.964377e-04 	-2.099027e-01 	 3.675851e-03 	-2.099027e-01 	 1.952290e-03 	-2.099027e-01 	 -5.360821e-04 	 
-2.052424e-01 	 -4.971136e-04 	-2.052424e-01 	 3.597555e-03 	-2.052424e-01 	 2.081009e-03 	-2.052424e-01 	 -5.314728e-04 	 
-2.005512e-01 	 -1.919192e-04 	-2.005512e-01 	 3.635585e-03 	-2.005512e-01 	 2.024850e-03 	-2.005512e-01 	 -5.560523e-04 	 
-1.958298e-01 	 1.229993e-04 	-1.958298e-01 	 3.685508e-03 	-1.958298e-01 	 1.845348e-03 	-1.958298e-01 	 -5.985733e-04 	 
-1.910787e-01 	 3.536470e-04 	-1.910787e-01 	 3.609697e-03 	-1.910787e-01 	 1.730018e-03 	-1.910787e-01 	 -6.481437e-04 	 
-1.862985e-01 	 5.501654e-04 	-1.862985e-01 	 3.462230e-03 	-1.862985e-01 	 1.726217e-03 	-1.862985e-01 	 -6.872453e-04 	 
-1.814898e-01 	 7.489597e-04 	-1.814898e-01 	 3.380535e-03 	-1.814898e-01 	 1.684032e-03 	-1.814898e-01 	 -6.983578e-04 	 
-1.766534e-01 	 1.032387e-03 	-1.766534e-01 	 3.306641e-03 	-1.766534e-01 	 1.496409e-03 	-1.766534e-01 	 -6.880772e-04 	 
-1.717898e-01 	 1.374274e-03 	-1.717898e-01 	 3.170909e-03 	-1.717898e-01 	 1.239691e-03 	-1.717898e-01 	 -6.869432e-04 	 
-1.668996e-01 	 1.536309e-03 	-1.668996e-01 	 3.006626e-03 	-1.668996e-01 	 1.046161e-03 	-1.668996e-01 	 -7.118161e-04 	 
-1.619835e-01 	 1.501066e-03 	-1.619835e-01 	 2.851977e-03 	-1.619835e-01 	 9.529453e-04 	-1.619835e-01 	 -7.510856e-04 	 
-1.570422e-01 	 1.551462e-03 	-1.570422e-01 	 2.759975e-03 	-1.570422e-01 	 9.580691e-04 	-1.570422e-01 	 -7.913660e-04 	 
-1.520763e-01 	 1.779986e-03 	-1.520763e-01 	 2.738976e-03 	-1.520763e-01 	 1.071271e-03 	-1.520763e-01 	 -8.357788e-04 	 
-1.470864e-01 	 2.032543e-03 	-1.470864e-01 	 2.718917e-03 	-1.470864e-01 	 1.228890e-03 	-1.470864e-01 	 -8.888868e-04 	 
-1.420733e-01 	 2.276150e-03 	-1.420733e-01 	 2.726954e-03 	-1.420733e-01 	 1.309322e-03 	-1.420733e-01 	 -9.419497e-04 	 
-1.370377e-01 	 2.586477e-03 	-1.370377e-01 	 2.789370e-03 	-1.370377e-01 	 1.273260e-03 	-1.370377e-01 	 -9.809588e-04 	 
-1.319802e-01 	 2.923613e-03 	-1.319802e-01 	 2.779090e-03 	-1.319802e-01 	 1.171346e-03 	-1.319802e-01 	 -1.003324e-03 	 
-1.269015e-01 	 3.147527e-03 	-1.269015e-01 	 2.641570e-03 	-1.269015e-01 	 1.078317e-03 	-1.269015e-01 	 -1.023979e-03 	 
-1.218023e-01 	 3.199924e-03 	-1.218023e-01 	 2.521863e-03 	-1.218023e-01 	 1.031077e-03 	-1.218023e-01 	 -1.060425e-03 	 
-1.166834e-01 	 3.182580e-03 	-1.166834e-01 	 2.530090e-03 	-1.166834e-01 	 1.001615e-03 	-1.166834e-01 	 -1.108557e-03 	 
-1.115453e-01 	 3.209285e-03 	-1.115453e-01 	 2.609575e-03 	-1.115453e-01 	 9.811475e-04 	-1.115453e-01 	 -1.157037e-03 	 
-1.063889e-01 	 3.268115e-03 	-1.063889e-01 	 2.660945e-03 	-1.063889e-01 	 1.012565e-03 	-1.063889e-01 	 -1.207690e-03 	 
-1.012149e-01 	 3.288100e-03 	-1.012149e-01 	 2.677306e-03 	-1.012149e-01 	 1.063845e-03 	-1.012149e-01 	 -1.263957e-03 	 
-9.602398e-02 	 3.232487e-03 	-9.602398e-02 	 2.720593e-03 	-9.602398e-02 	 1.058913e-03 	-9.602398e-02 	 -1.317695e-03 	 
-9.081687e-02 	 3.164539e-03 	-9.081687e-02 	 2.804796e-03 	-9.081687e-02 	 1.006194e-03 	-9.081687e-02 	 -1.356107e-03 	 
-8.559431e-02 	 3.195170e-03 	-8.559431e-02 	 2.857575e-03 	-8.559431e-02 	 9.463180e-04 	-8.559431e-02 	 -1.373391e-03 	 
-8.035704e-02 	 3.291301e-03 	-8.035704e-02 	 2.787681e-03 	-8.035704e-02 	 8.888298e-04 	-8.035704e-02 	 -1.379311e-03 	 
-7.510580e-02 	 3.301995e-03 	-7.510580e-02 	 2.639884e-03 	-7.510580e-02 	 8.425383e-04 	-7.510580e-02 	 -1.396321e-03 	 
-6.984135e-02 	 3.188499e-03 	-6.984135e-02 	 2.572916e-03 	-6.984135e-02 	 8.196316e-04 	-6.984135e-02 	 -1.433140e-03 	 
-6.456441e-02 	 3.055812e-03 	-6.456441e-02 	 2.598798e-03 	-6.456441e-02 	 8.247986e-04 	-6.456441e-02 	 -1.475780e-03 	 
-5.927577e-02 	 2.981618e-03 	-5.927577e-02 	 2.579607e-03 	-5.927577e-02 	 8.533477e-04 	-5.927577e-02 	 -1.512877e-03 	 
-5.397616e-02 	 2.945657e-03 	-5.397616e-02 	 2.492266e-03 	-5.397616e-02 	 8.912812e-04 	-5.397616e-02 	 -1.547805e-03 	 
-4.866635e-02 	 2.896368e-03 	-4.866635e-02 	 2.432229e-03 	-4.866635e-02 	 9.128180e-04 	-4.866635e-02 	 -1.582149e-03 	 
-4.334711e-02 	 2.810076e-03 	-4.334711e-02 	 2.410071e-03 	-4.334711e-02 	 9.115530e-04 	-4.334711e-02 	 -1.612452e-03 	 
