f	SCl	
5.163399e+00 	 2.499730e-08 	 
5.197369e+00 	 2.057114e-08 	 
5.231338e+00 	 1.060389e-08 	 
5.265308e+00 	 1.514043e-08 	 
5.299278e+00 	 1.800893e-08 	 
5.333248e+00 	 1.975994e-08 	 
5.367217e+00 	 1.541057e-08 	 
5.401187e+00 	 1.648348e-08 	 
5.435157e+00 	 2.835568e-08 	 
5.469126e+00 	 3.003994e-08 	 
5.503096e+00 	 1.659256e-08 	 
5.537066e+00 	 9.774529e-09 	 
5.571036e+00 	 9.688462e-09 	 
5.605005e+00 	 8.355026e-09 	 
5.638975e+00 	 7.050090e-09 	 
5.672945e+00 	 5.092926e-09 	 
5.706915e+00 	 4.044487e-09 	 
5.740884e+00 	 7.893218e-09 	 
5.774854e+00 	 2.829936e-08 	 
5.808824e+00 	 1.645718e-08 	 
5.842794e+00 	 1.660272e-08 	 
5.876763e+00 	 1.635314e-08 	 
5.910733e+00 	 5.631229e-09 	 
5.944703e+00 	 4.766033e-09 	 
5.978672e+00 	 7.315203e-09 	 
6.012642e+00 	 5.884000e-09 	 
6.046612e+00 	 1.507939e-08 	 
6.080582e+00 	 8.100470e-09 	 
6.114551e+00 	 5.894595e-09 	 
6.148521e+00 	 6.503359e-09 	 
6.182491e+00 	 1.196255e-08 	 
6.216461e+00 	 1.684845e-08 	 
6.250430e+00 	 8.685324e-09 	 
6.284400e+00 	 7.840915e-09 	 
6.318370e+00 	 9.303470e-09 	 
6.352339e+00 	 2.105202e-08 	 
6.386309e+00 	 1.111603e-08 	 
6.420279e+00 	 4.869607e-09 	 
6.454249e+00 	 8.979444e-09 	 
6.488218e+00 	 4.742889e-09 	 
6.522188e+00 	 6.178947e-09 	 
6.556158e+00 	 1.236671e-08 	 
6.590128e+00 	 1.009033e-08 	 
6.624097e+00 	 4.836060e-09 	 
6.658067e+00 	 1.193938e-08 	 
6.692037e+00 	 3.027899e-09 	 
6.726006e+00 	 7.659109e-09 	 
6.759976e+00 	 8.403150e-09 	 
6.793946e+00 	 1.859532e-08 	 
6.827916e+00 	 4.525410e-09 	 
6.861885e+00 	 1.052570e-09 	 
6.895855e+00 	 2.291962e-09 	 
6.929825e+00 	 4.711790e-09 	 
6.963795e+00 	 1.263004e-08 	 
6.997764e+00 	 1.155711e-08 	 
