f	SCd	
0.000000e+00 	 9.717089e-07 	 
1.698488e-02 	 2.247863e-04 	 
3.396977e-02 	 9.847133e-05 	 
5.095465e-02 	 4.018460e-05 	 
6.793953e-02 	 5.541430e-05 	 
8.492441e-02 	 1.052920e-04 	 
1.019093e-01 	 1.707173e-04 	 
1.188942e-01 	 1.044037e-04 	 
1.358791e-01 	 3.848007e-05 	 
1.528639e-01 	 6.241073e-05 	 
1.698488e-01 	 6.797310e-05 	 
1.868337e-01 	 6.565923e-04 	 
2.038186e-01 	 3.223988e-04 	 
2.208035e-01 	 3.364187e-05 	 
2.377884e-01 	 1.611227e-05 	 
2.547732e-01 	 1.847286e-05 	 
2.717581e-01 	 6.600249e-06 	 
2.887430e-01 	 1.381440e-05 	 
3.057279e-01 	 9.045927e-06 	 
3.227128e-01 	 1.404287e-05 	 
3.396977e-01 	 1.136082e-05 	 
3.566825e-01 	 9.458839e-06 	 
3.736674e-01 	 1.542117e-05 	 
3.906523e-01 	 1.048509e-05 	 
4.076372e-01 	 4.399433e-06 	 
4.246221e-01 	 2.260571e-06 	 
4.416070e-01 	 1.061853e-06 	 
4.585918e-01 	 8.973453e-06 	 
4.755767e-01 	 9.614666e-06 	 
4.925616e-01 	 2.327401e-06 	 
5.095465e-01 	 1.607001e-06 	 
5.265314e-01 	 1.905292e-06 	 
5.435162e-01 	 1.930589e-06 	 
5.605011e-01 	 1.655608e-06 	 
5.774860e-01 	 1.004277e-06 	 
5.944709e-01 	 3.014912e-07 	 
6.114558e-01 	 7.536019e-07 	 
6.284407e-01 	 2.751936e-07 	 
6.454255e-01 	 1.715668e-06 	 
6.624104e-01 	 3.931269e-06 	 
6.793953e-01 	 2.714348e-06 	 
6.963802e-01 	 1.236400e-06 	 
7.133651e-01 	 1.531182e-06 	 
7.303500e-01 	 2.445184e-06 	 
7.473348e-01 	 1.970818e-06 	 
7.643197e-01 	 2.282622e-07 	 
7.813046e-01 	 6.150307e-07 	 
7.982895e-01 	 7.175517e-07 	 
8.152744e-01 	 9.573640e-07 	 
8.322593e-01 	 9.854198e-07 	 
8.492441e-01 	 5.101046e-07 	 
8.662290e-01 	 6.536844e-07 	 
8.832139e-01 	 7.026235e-07 	 
9.001988e-01 	 3.167640e-07 	 
9.171837e-01 	 1.292840e-07 	 
9.341685e-01 	 8.384805e-07 	 
9.511534e-01 	 5.155815e-07 	 
9.681383e-01 	 1.891327e-07 	 
9.851232e-01 	 6.342201e-07 	 
1.002108e+00 	 1.119808e-06 	 
1.019093e+00 	 1.119924e-06 	 
1.036078e+00 	 1.395839e-07 	 
1.053063e+00 	 1.605227e-07 	 
1.070048e+00 	 2.434911e-07 	 
1.087032e+00 	 9.065300e-08 	 
1.104017e+00 	 3.266943e-07 	 
1.121002e+00 	 7.358152e-07 	 
1.137987e+00 	 4.691882e-07 	 
1.154972e+00 	 9.654648e-08 	 
1.171957e+00 	 2.627989e-07 	 
1.188942e+00 	 4.315824e-07 	 
1.205927e+00 	 2.089096e-07 	 
1.222912e+00 	 8.902931e-08 	 
1.239896e+00 	 1.057917e-07 	 
1.256881e+00 	 5.042648e-08 	 
1.273866e+00 	 6.939956e-08 	 
1.290851e+00 	 1.976570e-07 	 
1.307836e+00 	 2.810265e-07 	 
1.324821e+00 	 2.891965e-07 	 
1.341806e+00 	 1.169547e-07 	 
1.358791e+00 	 3.113946e-08 	 
1.375775e+00 	 1.542701e-07 	 
1.392760e+00 	 1.540711e-07 	 
1.409745e+00 	 1.852398e-08 	 
1.426730e+00 	 1.750154e-07 	 
1.443715e+00 	 1.050711e-07 	 
1.460700e+00 	 2.771665e-08 	 
1.477685e+00 	 2.614762e-08 	 
