x0	delta	x1	wle	x2	sle	
2.759805e-01 	 -6.621257e-05 	2.759805e-01 	 -9.964778e-04 	2.759805e-01 	 -9.302652e-04 	 
2.801557e-01 	 -6.620057e-05 	2.801557e-01 	 -9.930198e-04 	2.801557e-01 	 -9.268192e-04 	 
2.842890e-01 	 -6.614345e-05 	2.842890e-01 	 -9.892505e-04 	2.842890e-01 	 -9.231071e-04 	 
2.883797e-01 	 -6.603701e-05 	2.883797e-01 	 -9.851746e-04 	2.883797e-01 	 -9.191376e-04 	 
2.924274e-01 	 -6.589323e-05 	2.924274e-01 	 -9.807907e-04 	2.924274e-01 	 -9.148974e-04 	 
2.964315e-01 	 -6.568509e-05 	2.964315e-01 	 -9.761010e-04 	2.964315e-01 	 -9.104159e-04 	 
3.003918e-01 	 -6.544824e-05 	3.003918e-01 	 -9.711042e-04 	3.003918e-01 	 -9.056560e-04 	 
3.043077e-01 	 -6.514633e-05 	3.043077e-01 	 -9.658086e-04 	3.043077e-01 	 -9.006623e-04 	 
3.081787e-01 	 -6.481270e-05 	3.081787e-01 	 -9.602169e-04 	3.081787e-01 	 -8.954042e-04 	 
3.120045e-01 	 -6.441764e-05 	3.120045e-01 	 -9.543378e-04 	3.120045e-01 	 -8.899202e-04 	 
3.157847e-01 	 -6.402247e-05 	3.157847e-01 	 -9.481891e-04 	3.157847e-01 	 -8.841666e-04 	 
3.195188e-01 	 -6.360500e-05 	3.195188e-01 	 -9.417661e-04 	3.195188e-01 	 -8.781611e-04 	 
3.232066e-01 	 -6.314911e-05 	3.232066e-01 	 -9.350686e-04 	3.232066e-01 	 -8.719195e-04 	 
3.268476e-01 	 -6.266424e-05 	3.268476e-01 	 -9.281014e-04 	3.268476e-01 	 -8.654372e-04 	 
3.304415e-01 	 -6.212265e-05 	3.304415e-01 	 -9.208724e-04 	3.304415e-01 	 -8.587497e-04 	 
3.339880e-01 	 -6.158590e-05 	3.339880e-01 	 -9.133916e-04 	3.339880e-01 	 -8.518057e-04 	 
3.374867e-01 	 -6.101031e-05 	3.374867e-01 	 -9.056602e-04 	3.374867e-01 	 -8.446499e-04 	 
3.409373e-01 	 -6.041758e-05 	3.409373e-01 	 -8.976750e-04 	3.409373e-01 	 -8.372574e-04 	 
3.443397e-01 	 -5.979888e-05 	3.443397e-01 	 -8.894476e-04 	3.443397e-01 	 -8.296487e-04 	 
3.476934e-01 	 -5.915216e-05 	3.476934e-01 	 -8.809844e-04 	3.476934e-01 	 -8.218322e-04 	 
3.509983e-01 	 -5.849721e-05 	3.509983e-01 	 -8.722901e-04 	3.509983e-01 	 -8.137929e-04 	 
3.542540e-01 	 -5.781842e-05 	3.542540e-01 	 -8.633709e-04 	3.542540e-01 	 -8.055525e-04 	 
3.574605e-01 	 -5.713411e-05 	3.574605e-01 	 -8.542301e-04 	3.574605e-01 	 -7.970960e-04 	 
3.606174e-01 	 -5.643431e-05 	3.606174e-01 	 -8.448758e-04 	3.606174e-01 	 -7.884415e-04 	 
3.637247e-01 	 -5.572198e-05 	3.637247e-01 	 -8.353148e-04 	3.637247e-01 	 -7.795928e-04 	 
3.667820e-01 	 -5.500397e-05 	3.667820e-01 	 -8.255420e-04 	3.667820e-01 	 -7.705380e-04 	 
3.697893e-01 	 -5.428149e-05 	3.697893e-01 	 -8.155659e-04 	3.697893e-01 	 -7.612844e-04 	 
3.727464e-01 	 -5.353849e-05 	3.727464e-01 	 -8.053937e-04 	3.727464e-01 	 -7.518552e-04 	 
3.756532e-01 	 -5.278682e-05 	3.756532e-01 	 -7.950337e-04 	3.756532e-01 	 -7.422469e-04 	 
3.785096e-01 	 -5.201910e-05 	3.785096e-01 	 -7.844921e-04 	3.785096e-01 	 -7.324730e-04 	 
3.813155e-01 	 -5.124610e-05 	3.813155e-01 	 -7.737748e-04 	3.813155e-01 	 -7.225287e-04 	 
3.840709e-01 	 -5.046743e-05 	3.840709e-01 	 -7.628907e-04 	3.840709e-01 	 -7.124233e-04 	 
3.867757e-01 	 -4.968426e-05 	3.867757e-01 	 -7.518432e-04 	3.867757e-01 	 -7.021590e-04 	 
3.894299e-01 	 -4.888165e-05 	3.894299e-01 	 -7.406379e-04 	3.894299e-01 	 -6.917562e-04 	 
3.920335e-01 	 -4.808125e-05 	3.920335e-01 	 -7.292825e-04 	3.920335e-01 	 -6.812012e-04 	 
3.945864e-01 	 -4.727090e-05 	3.945864e-01 	 -7.177844e-04 	3.945864e-01 	 -6.705135e-04 	 
3.970887e-01 	 -4.643702e-05 	3.970887e-01 	 -7.061498e-04 	3.970887e-01 	 -6.597128e-04 	 
3.995405e-01 	 -4.560441e-05 	3.995405e-01 	 -6.943865e-04 	3.995405e-01 	 -6.487821e-04 	 
4.019418e-01 	 -4.476033e-05 	4.019418e-01 	 -6.825015e-04 	4.019418e-01 	 -6.377412e-04 	 
4.042927e-01 	 -4.391571e-05 	4.042927e-01 	 -6.705063e-04 	4.042927e-01 	 -6.265906e-04 	 
4.065934e-01 	 -4.307414e-05 	4.065934e-01 	 -6.584046e-04 	4.065934e-01 	 -6.153305e-04 	 
4.088439e-01 	 -4.224526e-05 	4.088439e-01 	 -6.462046e-04 	4.088439e-01 	 -6.039593e-04 	 
4.110444e-01 	 -4.139989e-05 	4.110444e-01 	 -6.339169e-04 	4.110444e-01 	 -5.925170e-04 	 
4.131951e-01 	 -4.055764e-05 	4.131951e-01 	 -6.215489e-04 	4.131951e-01 	 -5.809912e-04 	 
4.152962e-01 	 -3.970399e-05 	4.152962e-01 	 -6.091091e-04 	4.152962e-01 	 -5.694051e-04 	 
4.173479e-01 	 -3.884747e-05 	4.173479e-01 	 -5.966087e-04 	4.173479e-01 	 -5.577612e-04 	 
4.193504e-01 	 -3.799078e-05 	4.193504e-01 	 -5.840539e-04 	4.193504e-01 	 -5.460631e-04 	 
4.213040e-01 	 -3.713624e-05 	4.213040e-01 	 -5.714522e-04 	4.213040e-01 	 -5.343159e-04 	 
4.232090e-01 	 -3.628080e-05 	4.232090e-01 	 -5.588184e-04 	4.232090e-01 	 -5.225376e-04 	 
4.250656e-01 	 -3.541955e-05 	4.250656e-01 	 -5.461552e-04 	4.250656e-01 	 -5.107356e-04 	 
4.268743e-01 	 -3.455798e-05 	4.268743e-01 	 -5.334713e-04 	4.268743e-01 	 -4.989133e-04 	 
4.286353e-01 	 -3.369727e-05 	4.286353e-01 	 -5.207800e-04 	4.286353e-01 	 -4.870827e-04 	 
4.303490e-01 	 -3.282721e-05 	4.303490e-01 	 -5.080881e-04 	4.303490e-01 	 -4.752609e-04 	 
4.320158e-01 	 -3.197278e-05 	4.320158e-01 	 -4.954077e-04 	4.320158e-01 	 -4.634349e-04 	 
4.336362e-01 	 -3.111063e-05 	4.336362e-01 	 -4.827508e-04 	4.336362e-01 	 -4.516402e-04 	 
4.352105e-01 	 -3.023964e-05 	4.352105e-01 	 -4.701257e-04 	4.352105e-01 	 -4.398860e-04 	 
4.367394e-01 	 -2.938710e-05 	4.367394e-01 	 -4.575433e-04 	4.367394e-01 	 -4.281561e-04 	 
4.382231e-01 	 -2.854654e-05 	4.382231e-01 	 -4.450117e-04 	4.382231e-01 	 -4.164651e-04 	 
4.396623e-01 	 -2.770500e-05 	4.396623e-01 	 -4.325369e-04 	4.396623e-01 	 -4.048319e-04 	 
4.410574e-01 	 -2.687837e-05 	4.410574e-01 	 -4.201326e-04 	4.410574e-01 	 -3.932543e-04 	 
4.424092e-01 	 -2.605204e-05 	4.424092e-01 	 -4.078072e-04 	4.424092e-01 	 -3.817552e-04 	 
4.437181e-01 	 -2.521729e-05 	4.437181e-01 	 -3.955729e-04 	4.437181e-01 	 -3.703557e-04 	 
4.449848e-01 	 -2.440603e-05 	4.449848e-01 	 -3.834382e-04 	4.449848e-01 	 -3.590322e-04 	 
4.462098e-01 	 -2.358926e-05 	4.462098e-01 	 -3.714127e-04 	4.462098e-01 	 -3.478234e-04 	 
4.473940e-01 	 -2.278281e-05 	4.473940e-01 	 -3.595074e-04 	4.473940e-01 	 -3.367246e-04 	 
4.485379e-01 	 -2.198801e-05 	4.485379e-01 	 -3.477344e-04 	4.485379e-01 	 -3.257464e-04 	 
4.496422e-01 	 -2.119741e-05 	4.496422e-01 	 -3.361062e-04 	4.496422e-01 	 -3.149087e-04 	 
4.507078e-01 	 -2.042513e-05 	4.507078e-01 	 -3.246296e-04 	4.507078e-01 	 -3.042045e-04 	 
4.517354e-01 	 -1.966385e-05 	4.517354e-01 	 -3.133153e-04 	4.517354e-01 	 -2.936515e-04 	 
4.527258e-01 	 -1.890783e-05 	4.527258e-01 	 -3.021757e-04 	4.527258e-01 	 -2.832679e-04 	 
4.536798e-01 	 -1.817094e-05 	4.536798e-01 	 -2.912157e-04 	4.536798e-01 	 -2.730448e-04 	 
4.545983e-01 	 -1.744715e-05 	4.545983e-01 	 -2.804506e-04 	4.545983e-01 	 -2.630034e-04 	 
4.554821e-01 	 -1.674297e-05 	4.554821e-01 	 -2.698834e-04 	4.554821e-01 	 -2.531404e-04 	 
4.563322e-01 	 -1.604756e-05 	4.563322e-01 	 -2.595330e-04 	4.563322e-01 	 -2.434854e-04 	 
4.571494e-01 	 -1.536888e-05 	4.571494e-01 	 -2.493971e-04 	4.571494e-01 	 -2.340282e-04 	 
4.579348e-01 	 -1.471838e-05 	4.579348e-01 	 -2.394927e-04 	4.579348e-01 	 -2.247744e-04 	 
4.586894e-01 	 -1.407673e-05 	4.586894e-01 	 -2.298266e-04 	4.586894e-01 	 -2.157498e-04 	 
4.594140e-01 	 -1.345137e-05 	4.594140e-01 	 -2.204112e-04 	4.594140e-01 	 -2.069599e-04 	 
4.601099e-01 	 -1.284709e-05 	4.601099e-01 	 -2.112587e-04 	4.601099e-01 	 -1.984116e-04 	 
4.607781e-01 	 -1.225804e-05 	4.607781e-01 	 -2.023779e-04 	4.607781e-01 	 -1.901199e-04 	 
4.614196e-01 	 -1.169286e-05 	4.614196e-01 	 -1.937857e-04 	4.614196e-01 	 -1.820928e-04 	 
4.620355e-01 	 -1.115989e-05 	4.620355e-01 	 -1.854860e-04 	4.620355e-01 	 -1.743261e-04 	 
4.626272e-01 	 -1.063837e-05 	4.626272e-01 	 -1.774943e-04 	4.626272e-01 	 -1.668559e-04 	 
4.631957e-01 	 -1.013754e-05 	4.631957e-01 	 -1.698203e-04 	4.631957e-01 	 -1.596828e-04 	 
4.637423e-01 	 -9.670792e-06 	4.637423e-01 	 -1.624773e-04 	4.637423e-01 	 -1.528065e-04 	 
4.642682e-01 	 -9.223699e-06 	4.642682e-01 	 -1.554824e-04 	4.642682e-01 	 -1.462587e-04 	 
4.647748e-01 	 -8.801275e-06 	4.647748e-01 	 -1.488473e-04 	4.647748e-01 	 -1.400460e-04 	 
4.652632e-01 	 -8.412771e-06 	4.652632e-01 	 -1.426129e-04 	4.652632e-01 	 -1.342001e-04 	 
4.657348e-01 	 -8.046234e-06 	4.657348e-01 	 -1.367776e-04 	4.657348e-01 	 -1.287314e-04 	 
4.661911e-01 	 -7.712435e-06 	4.661911e-01 	 -1.313695e-04 	4.661911e-01 	 -1.236571e-04 	 
4.666334e-01 	 -7.408524e-06 	4.666334e-01 	 -1.264052e-04 	4.666334e-01 	 -1.189967e-04 	 
4.670631e-01 	 -7.131309e-06 	4.670631e-01 	 -1.219084e-04 	4.670631e-01 	 -1.147771e-04 	 
4.674818e-01 	 -6.891780e-06 	4.674818e-01 	 -1.179069e-04 	4.674818e-01 	 -1.110152e-04 	 
4.678908e-01 	 -6.681291e-06 	4.678908e-01 	 -1.144473e-04 	4.678908e-01 	 -1.077660e-04 	 
4.682917e-01 	 -6.511176e-06 	4.682917e-01 	 -1.115980e-04 	4.682917e-01 	 -1.050868e-04 	 
4.686861e-01 	 -6.376085e-06 	4.686861e-01 	 -1.093394e-04 	4.686861e-01 	 -1.029633e-04 	 
4.690756e-01 	 -6.282576e-06 	4.690756e-01 	 -1.076765e-04 	4.690756e-01 	 -1.013939e-04 	 
4.694618e-01 	 -6.228065e-06 	4.694618e-01 	 -1.066787e-04 	4.694618e-01 	 -1.004506e-04 	 
4.698463e-01 	 -3.105612e-06 	4.698463e-01 	 -5.317421e-05 	4.698463e-01 	 -5.006860e-05 	 
