x0	LES	x1	Jones2008	
1.795410e+02 	 1.506241e-16 	nan          	nan          	 
1.797160e+02 	 1.104831e-16 	nan          	nan          	 
1.798910e+02 	 2.830294e-16 	nan          	nan          	 
1.800660e+02 	 2.112788e-16 	nan          	nan          	 
1.802410e+02 	 1.268496e-16 	nan          	nan          	 
1.804159e+02 	 2.944644e-16 	nan          	nan          	 
1.805909e+02 	 4.025843e-16 	nan          	nan          	 
1.807659e+02 	 1.643505e-16 	nan          	nan          	 
1.809409e+02 	 1.449252e-16 	nan          	nan          	 
1.811159e+02 	 1.248422e-16 	nan          	nan          	 
1.812909e+02 	 2.154654e-16 	nan          	nan          	 
1.814659e+02 	 1.775803e-16 	nan          	nan          	 
1.816409e+02 	 1.519153e-16 	nan          	nan          	 
1.818159e+02 	 1.411030e-16 	nan          	nan          	 
1.819909e+02 	 7.898987e-17 	nan          	nan          	 
1.821659e+02 	 1.754600e-16 	nan          	nan          	 
1.823408e+02 	 2.541660e-16 	nan          	nan          	 
1.825158e+02 	 2.409232e-16 	nan          	nan          	 
1.826908e+02 	 1.767044e-16 	nan          	nan          	 
1.828658e+02 	 1.355993e-16 	nan          	nan          	 
1.830408e+02 	 1.018345e-16 	nan          	nan          	 
1.832158e+02 	 1.195471e-16 	nan          	nan          	 
1.833908e+02 	 1.267014e-16 	nan          	nan          	 
1.835658e+02 	 9.889907e-17 	nan          	nan          	 
1.837408e+02 	 1.559575e-16 	nan          	nan          	 
1.839158e+02 	 1.448351e-16 	nan          	nan          	 
1.840908e+02 	 9.008513e-17 	nan          	nan          	 
1.842658e+02 	 1.727978e-16 	nan          	nan          	 
1.844407e+02 	 1.786261e-16 	nan          	nan          	 
1.846157e+02 	 1.480328e-16 	nan          	nan          	 
1.847907e+02 	 1.803557e-16 	nan          	nan          	 
1.849657e+02 	 3.163992e-16 	nan          	nan          	 
1.851407e+02 	 2.348155e-16 	nan          	nan          	 
1.853157e+02 	 1.138599e-16 	nan          	nan          	 
1.854907e+02 	 9.087639e-17 	nan          	nan          	 
1.856657e+02 	 1.349174e-16 	nan          	nan          	 
1.858407e+02 	 1.359154e-16 	nan          	nan          	 
1.860157e+02 	 3.346410e-16 	nan          	nan          	 
1.861907e+02 	 3.516870e-16 	nan          	nan          	 
1.863656e+02 	 1.692934e-16 	nan          	nan          	 
1.865406e+02 	 1.292390e-16 	nan          	nan          	 
1.867156e+02 	 9.269403e-17 	nan          	nan          	 
1.868906e+02 	 6.570390e-17 	nan          	nan          	 
1.870656e+02 	 9.863919e-17 	nan          	nan          	 
1.872406e+02 	 1.072125e-16 	nan          	nan          	 
1.874156e+02 	 1.241928e-16 	nan          	nan          	 
1.875906e+02 	 8.616608e-17 	nan          	nan          	 
1.877656e+02 	 5.436789e-17 	nan          	nan          	 
1.879406e+02 	 9.074553e-17 	nan          	nan          	 
1.881156e+02 	 9.636193e-17 	nan          	nan          	 
1.882905e+02 	 1.962839e-16 	nan          	nan          	 
1.884655e+02 	 1.536182e-16 	nan          	nan          	 
1.886405e+02 	 2.392327e-16 	nan          	nan          	 
1.888155e+02 	 3.021151e-16 	nan          	nan          	 
1.889905e+02 	 2.632656e-16 	nan          	nan          	 
1.891655e+02 	 1.475380e-16 	nan          	nan          	 
1.893405e+02 	 1.374085e-16 	nan          	nan          	 
1.895155e+02 	 1.275237e-16 	nan          	nan          	 
1.896905e+02 	 9.060668e-17 	nan          	nan          	 
1.898655e+02 	 1.534575e-16 	nan          	nan          	 
1.900405e+02 	 1.283281e-16 	nan          	nan          	 
1.902155e+02 	 1.011478e-16 	nan          	nan          	 
1.903904e+02 	 1.440606e-16 	nan          	nan          	 
1.905654e+02 	 1.811063e-16 	nan          	nan          	 
1.907404e+02 	 2.030964e-16 	nan          	nan          	 
1.909154e+02 	 1.686382e-16 	nan          	nan          	 
1.910904e+02 	 1.182875e-16 	nan          	nan          	 
1.912654e+02 	 1.210081e-16 	nan          	nan          	 
1.914404e+02 	 1.380056e-16 	nan          	nan          	 
1.916154e+02 	 7.873678e-17 	nan          	nan          	 
1.917904e+02 	 8.877830e-17 	nan          	nan          	 
1.919654e+02 	 8.619873e-17 	nan          	nan          	 
1.921404e+02 	 1.868462e-16 	nan          	nan          	 
1.923153e+02 	 2.580366e-16 	nan          	nan          	 
1.924903e+02 	 1.261708e-16 	nan          	nan          	 
1.926653e+02 	 3.742631e-17 	nan          	nan          	 
1.928403e+02 	 5.712391e-17 	nan          	nan          	 
1.930153e+02 	 1.040149e-16 	nan          	nan          	 
1.931903e+02 	 1.539669e-16 	nan          	nan          	 
1.933653e+02 	 1.181143e-16 	nan          	nan          	 
1.935403e+02 	 9.353916e-17 	nan          	nan          	 
1.937153e+02 	 7.118490e-17 	nan          	nan          	 
1.938903e+02 	 1.439464e-16 	nan          	nan          	 
1.940653e+02 	 2.131704e-16 	nan          	nan          	 
1.942403e+02 	 3.086952e-16 	nan          	nan          	 
1.944152e+02 	 1.405059e-16 	nan          	nan          	 
1.945902e+02 	 5.656916e-17 	nan          	nan          	 
1.947652e+02 	 1.090626e-16 	nan          	nan          	 
1.949402e+02 	 2.163095e-16 	nan          	nan          	 
1.951152e+02 	 1.992421e-16 	nan          	nan          	 
1.952902e+02 	 1.819894e-16 	nan          	nan          	 
1.954652e+02 	 3.088752e-16 	nan          	nan          	 
1.956402e+02 	 1.055816e-16 	nan          	nan          	 
1.958152e+02 	 9.246486e-17 	nan          	nan          	 
1.959902e+02 	 1.467753e-16 	nan          	nan          	 
1.961652e+02 	 1.638889e-16 	nan          	nan          	 
1.963401e+02 	 2.983153e-16 	nan          	nan          	 
1.965151e+02 	 3.072099e-16 	nan          	nan          	 
1.966901e+02 	 2.716858e-16 	nan          	nan          	 
1.968651e+02 	 2.131809e-16 	nan          	nan          	 
1.970401e+02 	 1.056660e-16 	nan          	nan          	 
1.972151e+02 	 9.162532e-17 	nan          	nan          	 
1.973901e+02 	 1.810474e-16 	nan          	nan          	 
1.975651e+02 	 1.152754e-16 	nan          	nan          	 
1.977401e+02 	 1.794808e-16 	nan          	nan          	 
1.979151e+02 	 3.587226e-16 	nan          	nan          	 
1.980901e+02 	 3.475415e-16 	nan          	nan          	 
1.982650e+02 	 1.681850e-16 	nan          	nan          	 
1.984400e+02 	 2.393904e-16 	nan          	nan          	 
1.986150e+02 	 2.016340e-16 	nan          	nan          	 
1.987900e+02 	 1.149907e-16 	nan          	nan          	 
1.989650e+02 	 1.635695e-16 	nan          	nan          	 
1.991400e+02 	 1.063360e-16 	nan          	nan          	 
1.993150e+02 	 4.456619e-17 	nan          	nan          	 
1.994900e+02 	 5.292732e-17 	nan          	nan          	 
1.996650e+02 	 1.139924e-16 	nan          	nan          	 
1.998400e+02 	 2.401781e-16 	nan          	nan          	 
2.000150e+02 	 2.082454e-16 	nan          	nan          	 
2.001900e+02 	 1.050828e-16 	nan          	nan          	 
2.003649e+02 	 1.889771e-16 	nan          	nan          	 
2.005399e+02 	 3.121156e-16 	nan          	nan          	 
2.007149e+02 	 1.416208e-16 	nan          	nan          	 
2.008899e+02 	 1.416120e-16 	nan          	nan          	 
2.010649e+02 	 2.540433e-16 	nan          	nan          	 
2.012399e+02 	 2.366292e-16 	nan          	nan          	 
2.014149e+02 	 1.197056e-16 	nan          	nan          	 
2.015899e+02 	 1.890191e-16 	nan          	nan          	 
2.017649e+02 	 1.797950e-16 	nan          	nan          	 
2.019399e+02 	 1.245838e-16 	nan          	nan          	 
2.021149e+02 	 8.980470e-17 	nan          	nan          	 
2.022898e+02 	 1.652564e-16 	nan          	nan          	 
2.024648e+02 	 1.818901e-16 	nan          	nan          	 
2.026398e+02 	 2.204387e-16 	nan          	nan          	 
2.028148e+02 	 2.561689e-16 	nan          	nan          	 
2.029898e+02 	 2.046379e-16 	nan          	nan          	 
2.031648e+02 	 2.275168e-16 	nan          	nan          	 
2.033398e+02 	 2.921787e-16 	nan          	nan          	 
2.035148e+02 	 1.768849e-16 	nan          	nan          	 
2.036898e+02 	 1.251135e-16 	nan          	nan          	 
2.038648e+02 	 1.050569e-16 	nan          	nan          	 
2.040398e+02 	 9.404618e-17 	nan          	nan          	 
2.042148e+02 	 1.555681e-16 	nan          	nan          	 
2.043897e+02 	 2.016929e-16 	nan          	nan          	 
2.045647e+02 	 2.232505e-16 	nan          	nan          	 
2.047397e+02 	 1.188696e-16 	nan          	nan          	 
2.049147e+02 	 4.502187e-17 	nan          	nan          	 
2.050897e+02 	 9.950786e-17 	nan          	nan          	 
2.052647e+02 	 2.918757e-16 	nan          	nan          	 
2.054397e+02 	 3.249844e-16 	nan          	nan          	 
2.056147e+02 	 1.964110e-16 	nan          	nan          	 
2.057897e+02 	 1.155819e-16 	nan          	nan          	 
2.059647e+02 	 1.278632e-16 	nan          	nan          	 
2.061397e+02 	 2.174607e-16 	nan          	nan          	 
2.063146e+02 	 2.000004e-16 	nan          	nan          	 
2.064896e+02 	 1.488805e-16 	nan          	nan          	 
2.066646e+02 	 6.953969e-17 	nan          	nan          	 
2.068396e+02 	 1.453729e-16 	nan          	nan          	 
2.070146e+02 	 1.043620e-16 	nan          	nan          	 
2.071896e+02 	 1.094586e-16 	nan          	nan          	 
2.073646e+02 	 1.543924e-16 	nan          	nan          	 
2.075396e+02 	 2.544572e-16 	nan          	nan          	 
2.077146e+02 	 2.131402e-16 	nan          	nan          	 
2.078896e+02 	 2.921898e-16 	nan          	nan          	 
2.080646e+02 	 3.267024e-16 	nan          	nan          	 
2.082395e+02 	 1.473067e-16 	nan          	nan          	 
2.084145e+02 	 8.916983e-17 	nan          	nan          	 
2.085895e+02 	 8.752637e-17 	nan          	nan          	 
2.087645e+02 	 1.847794e-16 	nan          	nan          	 
2.089395e+02 	 1.594628e-16 	nan          	nan          	 
2.091145e+02 	 7.312391e-17 	nan          	nan          	 
2.092895e+02 	 1.109613e-16 	nan          	nan          	 
2.094645e+02 	 2.336095e-16 	nan          	nan          	 
2.096395e+02 	 2.920596e-16 	nan          	nan          	 
2.098145e+02 	 2.484458e-16 	nan          	nan          	 
2.099895e+02 	 1.562525e-16 	nan          	nan          	 
2.101645e+02 	 1.319280e-16 	nan          	nan          	 
2.103394e+02 	 2.228776e-16 	nan          	nan          	 
2.105144e+02 	 2.156746e-16 	nan          	nan          	 
2.106894e+02 	 1.305812e-16 	nan          	nan          	 
2.108644e+02 	 2.173242e-16 	nan          	nan          	 
2.110394e+02 	 1.898335e-16 	nan          	nan          	 
2.112144e+02 	 1.312105e-16 	nan          	nan          	 
2.113894e+02 	 1.029228e-16 	nan          	nan          	 
2.115644e+02 	 1.741013e-16 	nan          	nan          	 
2.117394e+02 	 1.053630e-16 	nan          	nan          	 
2.119144e+02 	 4.134901e-17 	nan          	nan          	 
2.120894e+02 	 1.064065e-16 	nan          	nan          	 
2.122643e+02 	 2.541782e-16 	nan          	nan          	 
2.124393e+02 	 2.331712e-16 	nan          	nan          	 
2.126143e+02 	 1.565895e-16 	nan          	nan          	 
2.127893e+02 	 1.307547e-16 	nan          	nan          	 
2.129643e+02 	 1.295342e-16 	nan          	nan          	 
2.131393e+02 	 4.570725e-17 	nan          	nan          	 
2.133143e+02 	 1.129374e-16 	nan          	nan          	 
2.134893e+02 	 1.489081e-16 	nan          	nan          	 
2.136643e+02 	 1.726102e-16 	nan          	nan          	 
2.138393e+02 	 1.248180e-16 	nan          	nan          	 
2.140143e+02 	 1.118107e-16 	nan          	nan          	 
2.141892e+02 	 1.559640e-16 	nan          	nan          	 
2.143642e+02 	 1.193688e-16 	nan          	nan          	 
2.145392e+02 	 2.625474e-16 	nan          	nan          	 
2.147142e+02 	 2.211147e-16 	nan          	nan          	 
2.148892e+02 	 2.931013e-16 	nan          	nan          	 
2.150642e+02 	 1.853622e-16 	nan          	nan          	 
2.152392e+02 	 1.159124e-16 	nan          	nan          	 
2.154142e+02 	 1.302540e-16 	nan          	nan          	 
2.155892e+02 	 1.660381e-16 	nan          	nan          	 
2.157642e+02 	 1.677553e-16 	nan          	nan          	 
2.159392e+02 	 1.245938e-16 	nan          	nan          	 
2.161142e+02 	 1.620761e-16 	nan          	nan          	 
2.162891e+02 	 2.223446e-16 	nan          	nan          	 
2.164641e+02 	 2.469281e-16 	nan          	nan          	 
2.166391e+02 	 1.673287e-16 	nan          	nan          	 
2.168141e+02 	 8.563287e-17 	nan          	nan          	 
2.169891e+02 	 1.541113e-16 	nan          	nan          	 
2.171641e+02 	 2.300944e-16 	nan          	nan          	 
2.173391e+02 	 2.414130e-16 	nan          	nan          	 
2.175141e+02 	 7.939926e-17 	nan          	nan          	 
2.176891e+02 	 9.013768e-17 	nan          	nan          	 
2.178641e+02 	 1.708986e-16 	nan          	nan          	 
2.180391e+02 	 1.794338e-16 	nan          	nan          	 
2.182140e+02 	 2.168783e-16 	nan          	nan          	 
2.183890e+02 	 1.864816e-16 	nan          	nan          	 
2.185640e+02 	 1.499485e-16 	nan          	nan          	 
2.187390e+02 	 1.264645e-16 	nan          	nan          	 
2.189140e+02 	 1.179473e-16 	nan          	nan          	 
2.190890e+02 	 1.445156e-16 	nan          	nan          	 
2.192640e+02 	 1.174406e-16 	nan          	nan          	 
2.194390e+02 	 9.308018e-17 	nan          	nan          	 
2.196140e+02 	 1.380283e-16 	nan          	nan          	 
2.197890e+02 	 1.280544e-16 	nan          	nan          	 
2.199640e+02 	 1.276984e-16 	nan          	nan          	 
2.201390e+02 	 1.825145e-16 	nan          	nan          	 
2.203139e+02 	 1.345309e-16 	nan          	nan          	 
2.204889e+02 	 1.558565e-16 	nan          	nan          	 
2.206639e+02 	 1.245204e-16 	nan          	nan          	 
2.208389e+02 	 8.417698e-17 	nan          	nan          	 
2.210139e+02 	 6.468541e-17 	nan          	nan          	 
2.211889e+02 	 1.140123e-16 	nan          	nan          	 
2.213639e+02 	 7.428028e-17 	nan          	nan          	 
2.215389e+02 	 9.436715e-17 	nan          	nan          	 
2.217139e+02 	 1.057797e-16 	nan          	nan          	 
2.218889e+02 	 9.381813e-17 	nan          	nan          	 
2.220639e+02 	 1.816583e-16 	nan          	nan          	 
2.222388e+02 	 2.258749e-16 	nan          	nan          	 
2.224138e+02 	 1.955678e-16 	nan          	nan          	 
2.225888e+02 	 1.193465e-16 	nan          	nan          	 
2.227638e+02 	 2.443352e-16 	nan          	nan          	 
2.229388e+02 	 2.084923e-16 	nan          	nan          	 
2.231138e+02 	 1.279684e-16 	nan          	nan          	 
2.232888e+02 	 1.499573e-16 	nan          	nan          	 
2.234638e+02 	 9.055836e-17 	nan          	nan          	 
2.236388e+02 	 8.935734e-17 	nan          	nan          	 
2.238138e+02 	 1.490241e-16 	nan          	nan          	 
2.239888e+02 	 7.607453e-17 	nan          	nan          	 
2.241637e+02 	 9.863238e-17 	nan          	nan          	 
2.243387e+02 	 1.364779e-16 	nan          	nan          	 
2.245137e+02 	 1.034521e-16 	nan          	nan          	 
2.246887e+02 	 8.483554e-17 	nan          	nan          	 
2.248637e+02 	 2.142792e-16 	nan          	nan          	 
2.250387e+02 	 1.783945e-16 	nan          	nan          	 
2.252137e+02 	 1.003453e-16 	nan          	nan          	 
2.253887e+02 	 1.148855e-16 	nan          	nan          	 
2.255637e+02 	 1.813328e-16 	nan          	nan          	 
2.257387e+02 	 1.801123e-16 	nan          	nan          	 
2.259137e+02 	 1.157996e-16 	nan          	nan          	 
2.260887e+02 	 1.825103e-16 	nan          	nan          	 
2.262636e+02 	 2.046876e-16 	nan          	nan          	 
2.264386e+02 	 2.568906e-16 	nan          	nan          	 
2.266136e+02 	 1.663094e-16 	nan          	nan          	 
2.267886e+02 	 2.683807e-16 	nan          	nan          	 
2.269636e+02 	 2.059314e-16 	nan          	nan          	 
2.271386e+02 	 2.308087e-16 	nan          	nan          	 
2.273136e+02 	 2.983220e-16 	nan          	nan          	 
2.274886e+02 	 1.268101e-16 	nan          	nan          	 
2.276636e+02 	 1.395130e-16 	nan          	nan          	 
2.278386e+02 	 1.920487e-16 	nan          	nan          	 
2.280136e+02 	 2.800571e-16 	nan          	nan          	 
2.281885e+02 	 1.934047e-16 	nan          	nan          	 
2.283635e+02 	 1.397899e-16 	nan          	nan          	 
2.285385e+02 	 2.678271e-16 	nan          	nan          	 
2.287135e+02 	 1.371246e-16 	nan          	nan          	 
2.288885e+02 	 9.624423e-17 	nan          	nan          	 
2.290635e+02 	 1.282838e-16 	nan          	nan          	 
2.292385e+02 	 6.662143e-17 	nan          	nan          	 
2.294135e+02 	 1.475103e-16 	nan          	nan          	 
2.295885e+02 	 1.507118e-16 	nan          	nan          	 
2.297635e+02 	 8.629789e-17 	nan          	nan          	 
2.299385e+02 	 1.530588e-16 	nan          	nan          	 
2.301135e+02 	 1.836294e-16 	nan          	nan          	 
2.302884e+02 	 1.691783e-16 	nan          	nan          	 
2.304634e+02 	 2.325216e-16 	nan          	nan          	 
2.306384e+02 	 1.759409e-16 	nan          	nan          	 
2.308134e+02 	 1.971453e-16 	nan          	nan          	 
2.309884e+02 	 2.858928e-16 	nan          	nan          	 
2.311634e+02 	 2.342718e-16 	nan          	nan          	 
2.313384e+02 	 1.102087e-16 	nan          	nan          	 
2.315134e+02 	 1.743427e-16 	nan          	nan          	 
2.316884e+02 	 2.144216e-16 	nan          	nan          	 
2.318634e+02 	 2.820410e-16 	nan          	nan          	 
2.320384e+02 	 3.068472e-16 	nan          	nan          	 
2.322133e+02 	 1.197622e-16 	nan          	nan          	 
2.323883e+02 	 9.071053e-17 	nan          	nan          	 
2.325633e+02 	 1.322154e-16 	nan          	nan          	 
2.327383e+02 	 1.884106e-16 	nan          	nan          	 
2.329133e+02 	 1.400768e-16 	nan          	nan          	 
2.330883e+02 	 1.495578e-16 	nan          	nan          	 
2.332633e+02 	 1.752521e-16 	nan          	nan          	 
2.334383e+02 	 1.687449e-16 	nan          	nan          	 
2.336133e+02 	 1.923413e-16 	nan          	nan          	 
2.337883e+02 	 2.173703e-16 	nan          	nan          	 
2.339633e+02 	 2.058128e-16 	nan          	nan          	 
2.341382e+02 	 1.661682e-16 	nan          	nan          	 
2.343132e+02 	 1.283971e-16 	nan          	nan          	 
2.344882e+02 	 9.568828e-17 	nan          	nan          	 
2.346632e+02 	 1.392309e-16 	nan          	nan          	 
2.348382e+02 	 1.758126e-16 	nan          	nan          	 
2.350132e+02 	 1.534825e-16 	nan          	nan          	 
2.351882e+02 	 1.029217e-16 	nan          	nan          	 
2.353632e+02 	 1.302705e-16 	nan          	nan          	 
2.355382e+02 	 1.860092e-16 	nan          	nan          	 
2.357132e+02 	 1.685618e-16 	nan          	nan          	 
2.358882e+02 	 9.220300e-17 	nan          	nan          	 
2.360632e+02 	 1.569166e-16 	nan          	nan          	 
2.362381e+02 	 1.449591e-16 	nan          	nan          	 
2.364131e+02 	 1.274725e-16 	nan          	nan          	 
2.365881e+02 	 1.587118e-16 	nan          	nan          	 
2.367631e+02 	 1.955324e-16 	nan          	nan          	 
2.369381e+02 	 1.503976e-16 	nan          	nan          	 
2.371131e+02 	 1.518562e-16 	nan          	nan          	 
2.372881e+02 	 1.375010e-16 	nan          	nan          	 
2.374631e+02 	 1.581973e-16 	nan          	nan          	 
2.376381e+02 	 1.477297e-16 	nan          	nan          	 
2.378131e+02 	 2.177855e-16 	nan          	nan          	 
2.379881e+02 	 1.818036e-16 	nan          	nan          	 
2.381630e+02 	 2.867700e-16 	nan          	nan          	 
2.383380e+02 	 1.332590e-16 	nan          	nan          	 
2.385130e+02 	 8.770654e-17 	nan          	nan          	 
2.386880e+02 	 9.733681e-17 	nan          	nan          	 
2.388630e+02 	 6.629904e-17 	nan          	nan          	 
2.390380e+02 	 1.108910e-16 	nan          	nan          	 
2.392130e+02 	 2.130204e-16 	nan          	nan          	 
2.393880e+02 	 1.675365e-16 	nan          	nan          	 
2.395630e+02 	 1.423176e-16 	nan          	nan          	 
2.397380e+02 	 7.960092e-17 	nan          	nan          	 
2.399130e+02 	 9.016222e-17 	nan          	nan          	 
2.400879e+02 	 9.982904e-17 	nan          	nan          	 
2.402629e+02 	 9.866214e-17 	nan          	nan          	 
2.404379e+02 	 3.263159e-16 	nan          	nan          	 
2.406129e+02 	 2.725532e-16 	nan          	nan          	 
2.407879e+02 	 2.637188e-16 	nan          	nan          	 
2.409629e+02 	 2.344787e-16 	nan          	nan          	 
2.411379e+02 	 9.312790e-17 	nan          	nan          	 
2.413129e+02 	 1.563755e-16 	nan          	nan          	 
2.414879e+02 	 2.136440e-16 	nan          	nan          	 
2.416629e+02 	 1.772064e-16 	nan          	nan          	 
2.418379e+02 	 1.476729e-16 	nan          	nan          	 
2.420129e+02 	 1.237371e-16 	nan          	nan          	 
2.421878e+02 	 1.914479e-16 	nan          	nan          	 
2.423628e+02 	 2.521602e-16 	nan          	nan          	 
2.425378e+02 	 2.903603e-16 	nan          	nan          	 
2.427128e+02 	 1.717859e-16 	nan          	nan          	 
2.428878e+02 	 1.727501e-16 	nan          	nan          	 
2.430628e+02 	 1.293834e-16 	nan          	nan          	 
2.432378e+02 	 1.135781e-16 	nan          	nan          	 
2.434128e+02 	 1.903553e-16 	nan          	nan          	 
2.435878e+02 	 1.149859e-16 	nan          	nan          	 
2.437628e+02 	 8.942790e-17 	nan          	nan          	 
2.439378e+02 	 1.888249e-16 	nan          	nan          	 
2.441127e+02 	 1.698656e-16 	nan          	nan          	 
2.442877e+02 	 5.542580e-17 	nan          	nan          	 
2.444627e+02 	 1.901156e-16 	nan          	nan          	 
2.446377e+02 	 2.734216e-16 	nan          	nan          	 
2.448127e+02 	 2.084900e-16 	nan          	nan          	 
2.449877e+02 	 1.717456e-16 	nan          	nan          	 
2.451627e+02 	 1.506507e-16 	nan          	nan          	 
2.453377e+02 	 3.077717e-17 	nan          	nan          	 
2.455127e+02 	 8.565603e-17 	nan          	nan          	 
2.456877e+02 	 6.096890e-17 	nan          	nan          	 
2.458627e+02 	 8.051662e-17 	nan          	nan          	 
2.460377e+02 	 7.899057e-17 	nan          	nan          	 
2.462126e+02 	 1.075473e-16 	nan          	nan          	 
2.463876e+02 	 1.766631e-16 	nan          	nan          	 
2.465626e+02 	 1.062083e-16 	nan          	nan          	 
2.467376e+02 	 1.771270e-16 	nan          	nan          	 
2.469126e+02 	 3.330878e-16 	nan          	nan          	 
2.470876e+02 	 2.582857e-16 	nan          	nan          	 
2.472626e+02 	 1.947170e-16 	nan          	nan          	 
2.474376e+02 	 9.852815e-17 	nan          	nan          	 
2.476126e+02 	 9.054869e-17 	nan          	nan          	 
2.477876e+02 	 1.168211e-16 	nan          	nan          	 
2.479626e+02 	 1.241539e-16 	nan          	nan          	 
2.481375e+02 	 9.859963e-17 	nan          	nan          	 
2.483125e+02 	 1.234510e-16 	nan          	nan          	 
2.484875e+02 	 1.518381e-16 	nan          	nan          	 
2.486625e+02 	 2.521626e-16 	nan          	nan          	 
2.488375e+02 	 2.935083e-16 	nan          	nan          	 
2.490125e+02 	 9.913747e-17 	nan          	nan          	 
2.491875e+02 	 9.147192e-17 	nan          	nan          	 
2.493625e+02 	 1.159665e-16 	nan          	nan          	 
2.495375e+02 	 1.639822e-16 	nan          	nan          	 
2.497125e+02 	 2.889555e-16 	nan          	nan          	 
2.498875e+02 	 4.033256e-16 	nan          	nan          	 
2.500624e+02 	 3.074854e-16 	nan          	nan          	 
2.502374e+02 	 1.167097e-16 	nan          	nan          	 
2.504124e+02 	 9.903604e-17 	nan          	nan          	 
2.505874e+02 	 1.297404e-16 	nan          	nan          	 
2.507624e+02 	 1.387717e-16 	nan          	nan          	 
2.509374e+02 	 9.607748e-17 	nan          	nan          	 
2.511124e+02 	 1.217099e-16 	nan          	nan          	 
2.512874e+02 	 1.594548e-16 	nan          	nan          	 
2.514624e+02 	 1.972659e-16 	nan          	nan          	 
2.516374e+02 	 8.006754e-17 	nan          	nan          	 
2.518124e+02 	 6.544494e-17 	nan          	nan          	 
2.519874e+02 	 1.816006e-16 	nan          	nan          	 
2.521623e+02 	 2.515304e-16 	nan          	nan          	 
2.523373e+02 	 1.586273e-16 	nan          	nan          	 
2.525123e+02 	 8.122803e-17 	nan          	nan          	 
2.526873e+02 	 1.271603e-16 	nan          	nan          	 
2.528623e+02 	 1.126400e-16 	nan          	nan          	 
2.530373e+02 	 1.551712e-16 	nan          	nan          	 
2.532123e+02 	 8.005466e-17 	nan          	nan          	 
2.533873e+02 	 6.823738e-17 	nan          	nan          	 
2.535623e+02 	 1.307095e-16 	nan          	nan          	 
2.537373e+02 	 1.540091e-16 	nan          	nan          	 
2.539123e+02 	 1.329997e-16 	nan          	nan          	 
2.540872e+02 	 6.604112e-17 	nan          	nan          	 
2.542622e+02 	 7.834878e-17 	nan          	nan          	 
2.544372e+02 	 7.970306e-17 	nan          	nan          	 
2.546122e+02 	 1.879839e-16 	nan          	nan          	 
2.547872e+02 	 2.334934e-16 	nan          	nan          	 
2.549622e+02 	 1.774379e-16 	nan          	nan          	 
2.551372e+02 	 8.094243e-17 	nan          	nan          	 
2.553122e+02 	 5.743255e-17 	nan          	nan          	 
2.554872e+02 	 1.205246e-16 	nan          	nan          	 
2.556622e+02 	 1.190458e-16 	nan          	nan          	 
2.558372e+02 	 1.176316e-16 	nan          	nan          	 
2.560122e+02 	 1.664115e-16 	nan          	nan          	 
2.561871e+02 	 2.497114e-16 	nan          	nan          	 
2.563621e+02 	 1.902184e-16 	nan          	nan          	 
2.565371e+02 	 1.531889e-16 	nan          	nan          	 
2.567121e+02 	 2.121475e-16 	nan          	nan          	 
2.568871e+02 	 1.308130e-16 	nan          	nan          	 
2.570621e+02 	 1.788067e-16 	nan          	nan          	 
2.572371e+02 	 1.844833e-16 	nan          	nan          	 
2.574121e+02 	 1.746244e-16 	nan          	nan          	 
2.575871e+02 	 1.636940e-16 	nan          	nan          	 
2.577621e+02 	 1.209991e-16 	nan          	nan          	 
2.579371e+02 	 1.235203e-16 	nan          	nan          	 
2.581120e+02 	 1.801928e-16 	nan          	nan          	 
2.582870e+02 	 1.430317e-16 	nan          	nan          	 
2.584620e+02 	 2.229493e-16 	nan          	nan          	 
2.586370e+02 	 2.577536e-16 	nan          	nan          	 
2.588120e+02 	 1.597349e-16 	nan          	nan          	 
2.589870e+02 	 1.716861e-16 	nan          	nan          	 
2.591620e+02 	 1.932740e-16 	nan          	nan          	 
2.593370e+02 	 1.812240e-16 	nan          	nan          	 
2.595120e+02 	 2.779500e-16 	nan          	nan          	 
2.596870e+02 	 1.026553e-16 	nan          	nan          	 
2.598620e+02 	 1.058524e-16 	nan          	nan          	 
2.600369e+02 	 7.332953e-17 	nan          	nan          	 
2.602119e+02 	 9.539412e-17 	nan          	nan          	 
2.603869e+02 	 1.325911e-16 	nan          	nan          	 
2.605619e+02 	 8.934756e-17 	nan          	nan          	 
2.607369e+02 	 1.207150e-16 	nan          	nan          	 
2.609119e+02 	 5.697241e-17 	nan          	nan          	 
2.610869e+02 	 9.664496e-17 	nan          	nan          	 
2.612619e+02 	 1.545785e-16 	nan          	nan          	 
2.614369e+02 	 4.153100e-16 	nan          	nan          	 
2.616119e+02 	 4.047420e-16 	nan          	nan          	 
2.617869e+02 	 2.095193e-16 	nan          	nan          	 
2.619619e+02 	 1.358221e-16 	nan          	nan          	 
2.621368e+02 	 1.988314e-16 	nan          	nan          	 
2.623118e+02 	 1.745503e-16 	nan          	nan          	 
2.624868e+02 	 2.163080e-16 	nan          	nan          	 
2.626618e+02 	 2.614832e-16 	nan          	nan          	 
2.628368e+02 	 1.598322e-16 	nan          	nan          	 
2.630118e+02 	 1.809372e-16 	nan          	nan          	 
2.631868e+02 	 1.038156e-16 	nan          	nan          	 
2.633618e+02 	 1.686517e-16 	nan          	nan          	 
2.635368e+02 	 1.522017e-16 	nan          	nan          	 
2.637118e+02 	 1.860323e-16 	nan          	nan          	 
