x0	y0	y1	y2	y3	y4	y5	y6	y7	y8	
4.009366e+01 	6.714443e-01 	6.777274e-01 	6.793959e-01 	6.796646e-01 	6.792796e-01 	6.774983e-01 	6.637146e-01 	6.718047e-01 	6.883742e-01 	 
4.010925e+01 	6.714630e-01 	6.777422e-01 	6.794161e-01 	6.796831e-01 	6.793082e-01 	6.786256e-01 	6.726467e-01 	6.854745e-01 	6.926441e-01 	 
4.012485e+01 	6.714855e-01 	6.777630e-01 	6.794433e-01 	6.797070e-01 	6.793956e-01 	6.799728e-01 	6.803024e-01 	6.952588e-01 	6.934652e-01 	 
4.014044e+01 	6.715114e-01 	6.777890e-01 	6.794733e-01 	6.797331e-01 	6.795243e-01 	6.812507e-01 	6.853787e-01 	6.998349e-01 	6.907845e-01 	 
4.015604e+01 	6.715396e-01 	6.778136e-01 	6.794994e-01 	6.797570e-01 	6.796682e-01 	6.821933e-01 	6.881595e-01 	7.011585e-01 	6.867059e-01 	 
4.017181e+01 	6.715621e-01 	6.778301e-01 	6.795173e-01 	6.797809e-01 	6.797970e-01 	6.826126e-01 	6.890216e-01 	7.011002e-01 	6.818587e-01 	 
4.018741e+01 	6.715746e-01 	6.778414e-01 	6.795313e-01 	6.798069e-01 	6.798819e-01 	6.824045e-01 	6.880863e-01 	6.998224e-01 	6.755566e-01 	 
4.020300e+01 	6.715834e-01 	6.778537e-01 	6.795440e-01 	6.798309e-01 	6.798975e-01 	6.815876e-01 	6.854733e-01 	6.966289e-01 	6.685708e-01 	 
4.021860e+01 	6.715923e-01 	6.778636e-01 	6.795472e-01 	6.798423e-01 	6.798309e-01 	6.802797e-01 	6.812522e-01 	6.906496e-01 	6.618714e-01 	 
4.023419e+01 	6.715948e-01 	6.778630e-01 	6.795372e-01 	6.798380e-01 	6.796964e-01 	6.786899e-01 	6.755710e-01 	6.819785e-01 	6.558809e-01 	 
4.024994e+01 	6.715917e-01 	6.778574e-01 	6.795194e-01 	6.798173e-01 	6.795200e-01 	6.770874e-01 	6.691240e-01 	6.724443e-01 	6.506428e-01 	 
4.026553e+01 	6.715906e-01 	6.778478e-01 	6.794928e-01 	6.797751e-01 	6.793451e-01 	6.758602e-01 	6.640186e-01 	6.645960e-01 	6.478458e-01 	 
4.028113e+01 	6.715844e-01 	6.778292e-01 	6.794559e-01 	6.797180e-01 	6.792107e-01 	6.753196e-01 	6.627638e-01 	6.592298e-01 	6.507231e-01 	 
4.029672e+01 	6.715742e-01 	6.778059e-01 	6.794119e-01 	6.796520e-01 	6.791450e-01 	6.756663e-01 	6.665567e-01 	6.563969e-01 	6.599245e-01 	 
4.031229e+01 	6.715626e-01 	6.777760e-01 	6.793625e-01 	6.795802e-01 	6.791657e-01 	6.768597e-01 	6.736854e-01 	6.565698e-01 	6.708822e-01 	 
4.032806e+01 	6.715446e-01 	6.777373e-01 	6.793069e-01 	6.795115e-01 	6.792673e-01 	6.786258e-01 	6.810175e-01 	6.603000e-01 	6.789057e-01 	 
4.034366e+01 	6.715179e-01 	6.776928e-01 	6.792499e-01 	6.794576e-01 	6.794171e-01 	6.804722e-01 	6.863527e-01 	6.665811e-01 	6.835650e-01 	 
4.035922e+01 	6.714836e-01 	6.776438e-01 	6.791970e-01 	6.794221e-01 	6.795627e-01 	6.819837e-01 	6.895013e-01 	6.728424e-01 	6.870378e-01 	 
4.037482e+01 	6.714413e-01 	6.775934e-01 	6.791554e-01 	6.794074e-01 	6.796570e-01 	6.828388e-01 	6.907620e-01 	6.762827e-01 	6.903336e-01 	 
4.039059e+01 	6.713958e-01 	6.775521e-01 	6.791318e-01 	6.794095e-01 	6.796775e-01 	6.828748e-01 	6.903183e-01 	6.757244e-01 	6.930928e-01 	 
4.040616e+01 	6.713585e-01 	6.775265e-01 	6.791267e-01 	6.794240e-01 	6.796197e-01 	6.821329e-01 	6.881419e-01 	6.716611e-01 	6.946143e-01 	 
4.042175e+01 	6.713290e-01 	6.775154e-01 	6.791368e-01 	6.794482e-01 	6.795118e-01 	6.808090e-01 	6.839652e-01 	6.647849e-01 	6.948102e-01 	 
4.043732e+01 	6.713117e-01 	6.775197e-01 	6.791570e-01 	6.794805e-01 	6.794027e-01 	6.791956e-01 	6.774793e-01 	6.566517e-01 	6.938739e-01 	 
4.045309e+01 	6.713099e-01 	6.775354e-01 	6.791862e-01 	6.795227e-01 	6.793395e-01 	6.776501e-01 	6.687998e-01 	6.511747e-01 	6.920377e-01 	 
4.046866e+01 	6.713195e-01 	6.775580e-01 	6.792234e-01 	6.795700e-01 	6.793471e-01 	6.766048e-01 	6.599200e-01 	6.523576e-01 	6.896697e-01 	 
