x0	SCd	
0.000000e+00 	 6.370618e-05 	 
3.306022e-02 	 3.904837e-04 	 
6.612044e-02 	 4.214610e-04 	 
9.918066e-02 	 2.434308e-04 	 
1.322409e-01 	 1.168686e-04 	 
1.653011e-01 	 9.713257e-05 	 
1.983613e-01 	 8.699363e-05 	 
2.314215e-01 	 2.682843e-05 	 
2.644818e-01 	 8.031690e-06 	 
2.975420e-01 	 8.327512e-06 	 
3.306022e-01 	 9.617106e-06 	 
3.636624e-01 	 5.462986e-06 	 
3.967226e-01 	 3.503882e-06 	 
4.297829e-01 	 1.947935e-06 	 
4.628431e-01 	 8.917260e-07 	 
4.959033e-01 	 7.562392e-07 	 
5.289635e-01 	 5.334745e-07 	 
5.620237e-01 	 8.046595e-07 	 
5.950840e-01 	 4.554304e-07 	 
6.281442e-01 	 3.785910e-07 	 
6.612044e-01 	 3.401304e-07 	 
6.942646e-01 	 1.546477e-07 	 
7.273248e-01 	 1.400710e-07 	 
7.603851e-01 	 9.733113e-08 	 
7.934453e-01 	 7.104881e-08 	 
8.265055e-01 	 7.282891e-08 	 
8.595657e-01 	 8.763150e-08 	 
8.926259e-01 	 1.760590e-07 	 
9.256862e-01 	 1.206739e-07 	 
9.587464e-01 	 9.810881e-08 	 
9.918066e-01 	 1.010241e-07 	 
1.024867e+00 	 7.454281e-08 	 
1.057927e+00 	 4.438568e-08 	 
1.090987e+00 	 3.322932e-08 	 
1.124047e+00 	 1.808245e-08 	 
1.157108e+00 	 3.480288e-08 	 
1.190168e+00 	 3.923004e-08 	 
1.223228e+00 	 5.367737e-08 	 
1.256288e+00 	 5.625212e-08 	 
1.289349e+00 	 5.545323e-08 	 
1.322409e+00 	 4.579258e-08 	 
1.355469e+00 	 2.099845e-08 	 
1.388529e+00 	 2.184398e-08 	 
1.421589e+00 	 2.116968e-08 	 
1.454650e+00 	 1.905012e-08 	 
1.487710e+00 	 1.944729e-08 	 
1.520770e+00 	 2.906327e-08 	 
1.553830e+00 	 4.290570e-08 	 
1.586891e+00 	 4.604621e-08 	 
1.619951e+00 	 2.958573e-08 	 
1.653011e+00 	 9.741257e-09 	 
1.686071e+00 	 9.418450e-09 	 
1.719131e+00 	 1.063092e-08 	 
1.752192e+00 	 1.311764e-08 	 
1.785252e+00 	 1.614249e-08 	 
1.818312e+00 	 1.976619e-08 	 
1.851372e+00 	 2.100990e-08 	 
1.884433e+00 	 2.758200e-08 	 
1.917493e+00 	 1.499110e-08 	 
1.950553e+00 	 1.004592e-08 	 
1.983613e+00 	 1.268968e-08 	 
2.016673e+00 	 1.037977e-08 	 
2.049734e+00 	 7.810299e-09 	 
2.082794e+00 	 9.159255e-09 	 
2.115854e+00 	 8.780823e-09 	 
2.148914e+00 	 8.252692e-09 	 
2.181975e+00 	 4.809408e-09 	 
2.215035e+00 	 5.873624e-09 	 
2.248095e+00 	 1.035067e-08 	 
2.281155e+00 	 7.851126e-09 	 
2.314215e+00 	 9.868582e-09 	 
2.347276e+00 	 1.886446e-08 	 
2.380336e+00 	 1.119722e-08 	 
2.413396e+00 	 9.210128e-09 	 
