f	SCl	
0.000000e+00 	 4.260421e-04 	 
3.538627e-02 	 1.725844e-03 	 
7.077254e-02 	 7.986775e-04 	 
1.061588e-01 	 6.490288e-04 	 
1.415451e-01 	 6.333949e-04 	 
1.769313e-01 	 6.157379e-04 	 
2.123176e-01 	 5.392435e-04 	 
2.477039e-01 	 7.238236e-05 	 
2.830901e-01 	 2.209828e-05 	 
3.184764e-01 	 5.300463e-05 	 
3.538627e-01 	 1.653368e-05 	 
3.892490e-01 	 1.181274e-05 	 
4.246352e-01 	 6.232445e-06 	 
4.600215e-01 	 2.382136e-06 	 
4.954078e-01 	 1.717813e-06 	 
5.307940e-01 	 5.592552e-07 	 
5.661803e-01 	 6.127249e-07 	 
6.015666e-01 	 5.943546e-07 	 
6.369528e-01 	 8.720794e-07 	 
6.723391e-01 	 7.441868e-07 	 
7.077254e-01 	 5.458589e-07 	 
7.431116e-01 	 2.961561e-07 	 
7.784979e-01 	 2.285648e-07 	 
8.138842e-01 	 2.445756e-07 	 
8.492704e-01 	 1.170020e-07 	 
8.846567e-01 	 2.689285e-07 	 
9.200430e-01 	 2.921369e-07 	 
9.554292e-01 	 3.436674e-07 	 
9.908155e-01 	 1.814654e-07 	 
1.026202e+00 	 1.258798e-07 	 
1.061588e+00 	 1.188828e-07 	 
1.096974e+00 	 1.127901e-07 	 
1.132361e+00 	 1.572058e-07 	 
1.167747e+00 	 1.595876e-07 	 
1.203133e+00 	 1.381416e-07 	 
1.238519e+00 	 1.167612e-07 	 
1.273906e+00 	 1.496487e-07 	 
1.309292e+00 	 1.943788e-07 	 
1.344678e+00 	 1.564997e-07 	 
1.380064e+00 	 1.466752e-07 	 
1.415451e+00 	 1.966240e-07 	 
1.450837e+00 	 1.218084e-07 	 
1.486223e+00 	 5.940207e-08 	 
1.521610e+00 	 6.100945e-08 	 
1.556996e+00 	 7.750232e-08 	 
1.592382e+00 	 8.739650e-08 	 
1.627768e+00 	 5.529009e-08 	 
1.663155e+00 	 2.166747e-08 	 
1.698541e+00 	 2.765386e-08 	 
1.733927e+00 	 4.130278e-08 	 
1.769313e+00 	 5.638950e-08 	 
1.804700e+00 	 1.049826e-07 	 
1.840086e+00 	 1.092431e-07 	 
1.875472e+00 	 8.462317e-08 	 
1.910858e+00 	 4.995831e-08 	 
1.946245e+00 	 2.502678e-08 	 
1.981631e+00 	 3.483446e-08 	 
2.017017e+00 	 3.150796e-08 	 
2.052404e+00 	 1.982558e-08 	 
2.087790e+00 	 3.078680e-08 	 
2.123176e+00 	 4.698216e-08 	 
2.158562e+00 	 3.567912e-08 	 
2.193949e+00 	 1.889075e-08 	 
2.229335e+00 	 9.638486e-09 	 
2.264721e+00 	 7.248644e-09 	 
2.300107e+00 	 1.930134e-08 	 
2.335494e+00 	 2.728394e-08 	 
2.370880e+00 	 2.417878e-08 	 
2.406266e+00 	 1.752271e-08 	 
2.441653e+00 	 1.280118e-08 	 
2.477039e+00 	 9.289493e-09 	 
2.512425e+00 	 9.382323e-09 	 
2.547811e+00 	 1.374982e-08 	 
2.583198e+00 	 2.352610e-08 	 
2.618584e+00 	 1.891352e-08 	 
2.653970e+00 	 8.645397e-09 	 
2.689356e+00 	 1.084085e-08 	 
2.724743e+00 	 2.133833e-08 	 
2.760129e+00 	 1.654504e-08 	 
2.795515e+00 	 1.118253e-08 	 
2.830901e+00 	 7.908054e-09 	 
