x0	SCd	
0.000000e+00 	 5.425588e-09 	 
3.397038e-02 	 4.447324e-08 	 
6.794076e-02 	 9.671221e-08 	 
1.019111e-01 	 1.178540e-07 	 
1.358815e-01 	 6.969952e-08 	 
1.698519e-01 	 5.570156e-07 	 
2.038223e-01 	 7.954016e-07 	 
2.377927e-01 	 5.015748e-08 	 
2.717630e-01 	 1.219036e-08 	 
3.057334e-01 	 5.330472e-09 	 
3.397038e-01 	 3.466023e-09 	 
3.736742e-01 	 6.878233e-09 	 
4.076445e-01 	 1.210829e-09 	 
4.416149e-01 	 1.187082e-09 	 
4.755853e-01 	 1.105264e-09 	 
5.095557e-01 	 1.163649e-09 	 
5.435261e-01 	 8.655599e-10 	 
5.774964e-01 	 7.541964e-10 	 
6.114668e-01 	 7.360323e-10 	 
6.454372e-01 	 3.043374e-10 	 
6.794076e-01 	 2.673689e-10 	 
7.133780e-01 	 2.947372e-10 	 
7.473483e-01 	 2.790830e-10 	 
7.813187e-01 	 3.566692e-10 	 
8.152891e-01 	 4.478362e-10 	 
8.492595e-01 	 2.614822e-10 	 
8.832298e-01 	 1.755026e-10 	 
9.172002e-01 	 3.209520e-10 	 
9.511706e-01 	 1.576475e-10 	 
9.851410e-01 	 1.478035e-10 	 
1.019111e+00 	 1.186434e-10 	 
1.053082e+00 	 1.121620e-10 	 
1.087052e+00 	 9.605085e-11 	 
1.121022e+00 	 9.118488e-11 	 
1.154993e+00 	 7.424986e-11 	 
1.188963e+00 	 1.120638e-10 	 
1.222934e+00 	 8.832002e-11 	 
1.256904e+00 	 7.085948e-11 	 
1.290874e+00 	 6.256879e-11 	 
1.324845e+00 	 3.180160e-11 	 
1.358815e+00 	 2.051803e-11 	 
1.392786e+00 	 2.690182e-11 	 
1.426756e+00 	 5.392032e-11 	 
1.460726e+00 	 6.054487e-11 	 
1.494697e+00 	 5.032754e-11 	 
1.528667e+00 	 3.571543e-11 	 
1.562637e+00 	 2.797718e-11 	 
1.596608e+00 	 2.226228e-11 	 
1.630578e+00 	 2.605723e-11 	 
1.664549e+00 	 1.748216e-11 	 
1.698519e+00 	 3.005688e-11 	 
1.732489e+00 	 4.547941e-11 	 
1.766460e+00 	 4.491169e-11 	 
1.800430e+00 	 2.976495e-11 	 
1.834400e+00 	 3.017820e-11 	 
1.868371e+00 	 3.192883e-11 	 
1.902341e+00 	 2.128430e-11 	 
1.936312e+00 	 1.294581e-11 	 
1.970282e+00 	 1.018042e-11 	 
2.004252e+00 	 6.663840e-12 	 
2.038223e+00 	 4.542647e-12 	 
2.072193e+00 	 1.083389e-11 	 
2.106163e+00 	 2.052888e-11 	 
2.140134e+00 	 1.570038e-11 	 
2.174104e+00 	 7.202543e-12 	 
2.208075e+00 	 3.756302e-12 	 
2.242045e+00 	 9.597004e-12 	 
2.276015e+00 	 1.902675e-11 	 
2.309986e+00 	 8.490818e-12 	 
2.343956e+00 	 5.205802e-12 	 
2.377927e+00 	 4.079177e-12 	 
2.411897e+00 	 2.265963e-12 	 
2.445867e+00 	 3.947547e-12 	 
2.479838e+00 	 3.159712e-12 	 
2.513808e+00 	 4.877017e-12 	 
2.547778e+00 	 5.361590e-12 	 
2.581749e+00 	 4.598321e-12 	 
2.615719e+00 	 2.403942e-12 	 
2.649690e+00 	 2.179302e-12 	 
2.683660e+00 	 2.711706e-12 	 
2.717630e+00 	 3.659898e-12 	 
2.751601e+00 	 2.864868e-12 	 
2.785571e+00 	 1.065760e-12 	 
2.819541e+00 	 2.266365e-12 	 
2.853512e+00 	 3.530810e-12 	 
2.887482e+00 	 6.869105e-12 	 
2.921453e+00 	 5.364205e-12 	 
2.955423e+00 	 2.490026e-12 	 
2.989393e+00 	 1.776710e-12 	 
3.023364e+00 	 1.600585e-12 	 
3.057334e+00 	 1.244573e-12 	 
3.091304e+00 	 4.123163e-12 	 
3.125275e+00 	 5.598528e-12 	 
3.159245e+00 	 1.159239e-12 	 
3.193216e+00 	 1.527652e-12 	 
3.227186e+00 	 6.749432e-12 	 
3.261156e+00 	 8.155453e-12 	 
3.295127e+00 	 4.981977e-12 	 
3.329097e+00 	 2.800787e-12 	 
3.363067e+00 	 4.874475e-12 	 
3.397038e+00 	 4.384619e-12 	 
3.431008e+00 	 2.674588e-12 	 
3.464979e+00 	 1.833792e-12 	 
3.498949e+00 	 9.772597e-13 	 
