x0	g1_up	x1	dns_up	x2	g1_bot	x3	dns_bot	x4	O2_up	x5	O2_bot	
2.206215e-01 	 6.957793e-03 	nan          	nan          	2.206215e-01 	 2.173073e-03 	nan          	nan          	2.206215e-01 	 7.149088e-03 	2.206215e-01 	 2.206732e-03 	 
2.288565e-01 	 6.928193e-03 	nan          	nan          	2.288565e-01 	 2.102043e-03 	nan          	nan          	2.288565e-01 	 7.110428e-03 	2.288565e-01 	 2.135438e-03 	 
2.369986e-01 	 6.899250e-03 	nan          	nan          	2.369986e-01 	 2.031143e-03 	nan          	nan          	2.369986e-01 	 7.071413e-03 	2.369986e-01 	 2.064233e-03 	 
2.450449e-01 	 6.876499e-03 	nan          	nan          	2.450449e-01 	 1.960426e-03 	nan          	nan          	2.450449e-01 	 7.039548e-03 	2.450449e-01 	 1.993278e-03 	 
2.529923e-01 	 6.846972e-03 	nan          	nan          	2.529923e-01 	 1.889836e-03 	nan          	nan          	2.529923e-01 	 7.002020e-03 	2.529923e-01 	 1.922356e-03 	 
2.608380e-01 	 6.792953e-03 	nan          	nan          	2.608380e-01 	 1.819128e-03 	nan          	nan          	2.608380e-01 	 6.939484e-03 	2.608380e-01 	 1.851533e-03 	 
2.685792e-01 	 6.711337e-03 	nan          	nan          	2.685792e-01 	 1.748704e-03 	nan          	nan          	2.685792e-01 	 6.848343e-03 	2.685792e-01 	 1.780965e-03 	 
2.762132e-01 	 6.613330e-03 	nan          	nan          	2.762132e-01 	 1.678381e-03 	nan          	nan          	2.762132e-01 	 6.740994e-03 	2.762132e-01 	 1.710585e-03 	 
2.837373e-01 	 6.509713e-03 	nan          	nan          	2.837373e-01 	 1.608137e-03 	nan          	nan          	2.837373e-01 	 6.627186e-03 	2.837373e-01 	 1.640393e-03 	 
2.911490e-01 	 6.400946e-03 	nan          	nan          	2.911490e-01 	 1.538271e-03 	nan          	nan          	2.911490e-01 	 6.509560e-03 	2.911490e-01 	 1.570548e-03 	 
2.984458e-01 	 6.290991e-03 	nan          	nan          	2.984458e-01 	 1.468606e-03 	nan          	nan          	2.984458e-01 	 6.390768e-03 	2.984458e-01 	 1.501029e-03 	 
3.056253e-01 	 6.181877e-03 	nan          	nan          	3.056253e-01 	 1.399418e-03 	nan          	nan          	3.056253e-01 	 6.273866e-03 	3.056253e-01 	 1.432022e-03 	 
3.126851e-01 	 6.076132e-03 	nan          	nan          	3.126851e-01 	 1.330600e-03 	nan          	nan          	3.126851e-01 	 6.159341e-03 	3.126851e-01 	 1.363576e-03 	 
3.196231e-01 	 5.976569e-03 	nan          	nan          	3.196231e-01 	 1.262391e-03 	nan          	nan          	3.196231e-01 	 6.050816e-03 	3.196231e-01 	 1.295764e-03 	 
3.264370e-01 	 5.889000e-03 	nan          	nan          	3.264370e-01 	 1.194925e-03 	nan          	nan          	3.264370e-01 	 5.954866e-03 	3.264370e-01 	 1.228651e-03 	 
3.331249e-01 	 5.813014e-03 	nan          	nan          	3.331249e-01 	 1.128174e-03 	nan          	nan          	3.331249e-01 	 5.871756e-03 	3.331249e-01 	 1.162445e-03 	 
3.396849e-01 	 5.739074e-03 	nan          	nan          	3.396849e-01 	 1.062378e-03 	nan          	nan          	3.396849e-01 	 5.791254e-03 	3.396849e-01 	 1.097162e-03 	 
3.461150e-01 	 5.658556e-03 	nan          	nan          	3.461150e-01 	 9.975352e-04 	nan          	nan          	3.461150e-01 	 5.704482e-03 	3.461150e-01 	 1.033035e-03 	 
3.524136e-01 	 5.571922e-03 	nan          	nan          	3.524136e-01 	 9.338919e-04 	nan          	nan          	3.524136e-01 	 5.612020e-03 	3.524136e-01 	 9.700652e-04 	 
3.585790e-01 	 5.484945e-03 	nan          	nan          	3.585790e-01 	 8.714488e-04 	nan          	nan          	3.585790e-01 	 5.519755e-03 	3.585790e-01 	 9.084188e-04 	 
3.646096e-01 	 5.398086e-03 	nan          	nan          	3.646096e-01 	 8.104332e-04 	nan          	nan          	3.646096e-01 	 5.428494e-03 	3.646096e-01 	 8.481850e-04 	 
3.705040e-01 	 5.308974e-03 	nan          	nan          	3.705040e-01 	 7.508936e-04 	nan          	nan          	3.705040e-01 	 5.334636e-03 	3.705040e-01 	 7.894653e-04 	 
3.762610e-01 	 5.217654e-03 	nan          	nan          	3.762610e-01 	 6.929544e-04 	nan          	nan          	3.762610e-01 	 5.237868e-03 	3.762610e-01 	 7.323730e-04 	 
3.818792e-01 	 5.126986e-03 	nan          	nan          	3.818792e-01 	 6.367277e-04 	nan          	nan          	3.818792e-01 	 5.140877e-03 	3.818792e-01 	 6.770247e-04 	 
3.873577e-01 	 5.038345e-03 	nan          	nan          	3.873577e-01 	 5.822280e-04 	nan          	nan          	3.873577e-01 	 5.045784e-03 	3.873577e-01 	 6.234391e-04 	 
3.926955e-01 	 4.950395e-03 	nan          	nan          	3.926955e-01 	 5.296706e-04 	nan          	nan          	3.926955e-01 	 4.952302e-03 	3.926955e-01 	 5.717561e-04 	 
3.978917e-01 	 4.862166e-03 	nan          	nan          	3.978917e-01 	 4.790434e-04 	nan          	nan          	3.978917e-01 	 4.859225e-03 	3.978917e-01 	 5.219753e-04 	 
4.029455e-01 	 4.772453e-03 	nan          	nan          	4.029455e-01 	 4.304051e-04 	nan          	nan          	4.029455e-01 	 4.765216e-03 	4.029455e-01 	 4.742009e-04 	 
4.078565e-01 	 4.681776e-03 	nan          	nan          	4.078565e-01 	 3.838390e-04 	nan          	nan          	4.078565e-01 	 4.670247e-03 	4.078565e-01 	 4.284188e-04 	 
4.126241e-01 	 4.591139e-03 	nan          	nan          	4.126241e-01 	 3.393139e-04 	nan          	nan          	4.126241e-01 	 4.575539e-03 	4.126241e-01 	 3.846725e-04 	 
4.172480e-01 	 4.501484e-03 	nan          	nan          	4.172480e-01 	 2.968778e-04 	nan          	nan          	4.172480e-01 	 4.482362e-03 	4.172480e-01 	 3.429495e-04 	 
4.217279e-01 	 4.412542e-03 	nan          	nan          	4.217279e-01 	 2.565257e-04 	nan          	nan          	4.217279e-01 	 4.390773e-03 	4.217279e-01 	 3.032822e-04 	 
4.260638e-01 	 4.325489e-03 	nan          	nan          	4.260638e-01 	 2.182460e-04 	nan          	nan          	4.260638e-01 	 4.301072e-03 	4.260638e-01 	 2.656275e-04 	 
4.302559e-01 	 4.239503e-03 	nan          	nan          	4.302559e-01 	 1.820295e-04 	nan          	nan          	4.302559e-01 	 4.212402e-03 	4.302559e-01 	 2.299578e-04 	 
4.343041e-01 	 4.153719e-03 	nan          	nan          	4.343041e-01 	 1.478195e-04 	nan          	nan          	4.343041e-01 	 4.124123e-03 	4.343041e-01 	 1.962561e-04 	 
4.382091e-01 	 4.067944e-03 	nan          	nan          	4.382091e-01 	 1.155918e-04 	nan          	nan          	4.382091e-01 	 4.036020e-03 	4.382091e-01 	 1.644698e-04 	 
4.419712e-01 	 3.984085e-03 	nan          	nan          	4.419712e-01 	 8.528117e-05 	nan          	nan          	4.419712e-01 	 3.949084e-03 	4.419712e-01 	 1.345379e-04 	 
4.455910e-01 	 3.901987e-03 	nan          	nan          	4.455910e-01 	 5.683663e-05 	nan          	nan          	4.455910e-01 	 3.864455e-03 	4.455910e-01 	 1.064229e-04 	 
4.490694e-01 	 3.822059e-03 	nan          	nan          	4.490694e-01 	 3.018588e-05 	nan          	nan          	4.490694e-01 	 3.782081e-03 	4.490694e-01 	 8.004608e-05 	 
4.524073e-01 	 3.744754e-03 	nan          	nan          	4.524073e-01 	 5.270049e-06 	nan          	nan          	4.524073e-01 	 3.701928e-03 	4.524073e-01 	 5.534497e-05 	 
4.556058e-01 	 3.670813e-03 	nan          	nan          	4.556058e-01 	 -1.799149e-05 	nan          	nan          	4.556058e-01 	 3.625527e-03 	4.556058e-01 	 3.225435e-05 	 
4.586662e-01 	 3.601489e-03 	nan          	nan          	4.586662e-01 	 -3.967225e-05 	nan          	nan          	4.586662e-01 	 3.553746e-03 	4.586662e-01 	 1.070300e-05 	 
4.615899e-01 	 3.535911e-03 	nan          	nan          	4.615899e-01 	 -5.984879e-05 	nan          	nan          	4.615899e-01 	 3.485901e-03 	4.615899e-01 	 -9.380160e-06 	 
4.643785e-01 	 3.473227e-03 	nan          	nan          	4.643785e-01 	 -7.859755e-05 	nan          	nan          	4.643785e-01 	 3.421074e-03 	4.643785e-01 	 -2.806991e-05 	 
4.670337e-01 	 3.412623e-03 	nan          	nan          	4.670337e-01 	 -9.598309e-05 	nan          	nan          	4.670337e-01 	 3.358707e-03 	4.670337e-01 	 -4.542485e-05 	 
4.695574e-01 	 3.355613e-03 	nan          	nan          	4.695574e-01 	 -1.120879e-04 	nan          	nan          	4.695574e-01 	 3.299422e-03 	4.695574e-01 	 -6.152281e-05 	 
4.719518e-01 	 3.300714e-03 	nan          	nan          	4.719518e-01 	 -1.269929e-04 	nan          	nan          	4.719518e-01 	 3.242973e-03 	4.719518e-01 	 -7.642406e-05 	 
4.742190e-01 	 3.248660e-03 	nan          	nan          	4.742190e-01 	 -1.407229e-04 	nan          	nan          	4.742190e-01 	 3.189140e-03 	4.742190e-01 	 -9.017047e-05 	 
4.763615e-01 	 3.199167e-03 	nan          	nan          	4.763615e-01 	 -1.534143e-04 	nan          	nan          	4.763615e-01 	 3.137782e-03 	4.763615e-01 	 -1.028737e-04 	 
4.783819e-01 	 3.152630e-03 	nan          	nan          	4.783819e-01 	 -1.650433e-04 	nan          	nan          	4.783819e-01 	 3.089703e-03 	4.783819e-01 	 -1.145100e-04 	 
4.802831e-01 	 3.109913e-03 	nan          	nan          	4.802831e-01 	 -1.757208e-04 	nan          	nan          	4.802831e-01 	 3.045608e-03 	4.802831e-01 	 -1.251985e-04 	 
4.820679e-01 	 3.072312e-03 	nan          	nan          	4.820679e-01 	 -1.854816e-04 	nan          	nan          	4.820679e-01 	 3.006832e-03 	4.820679e-01 	 -1.349502e-04 	 
4.837395e-01 	 3.039854e-03 	nan          	nan          	4.837395e-01 	 -1.943224e-04 	nan          	nan          	4.837395e-01 	 2.973485e-03 	4.837395e-01 	 -1.437810e-04 	 
4.853013e-01 	 3.011796e-03 	nan          	nan          	4.853013e-01 	 -2.024319e-04 	nan          	nan          	4.853013e-01 	 2.944883e-03 	4.853013e-01 	 -1.518519e-04 	 
4.867568e-01 	 2.987891e-03 	nan          	nan          	4.867568e-01 	 -2.096358e-04 	nan          	nan          	4.867568e-01 	 2.920680e-03 	4.867568e-01 	 -1.589862e-04 	 
4.881096e-01 	 2.968309e-03 	nan          	nan          	4.881096e-01 	 -2.161255e-04 	nan          	nan          	4.881096e-01 	 2.900875e-03 	4.881096e-01 	 -1.654292e-04 	 
4.893639e-01 	 2.952810e-03 	nan          	nan          	4.893639e-01 	 -2.219763e-04 	nan          	nan          	4.893639e-01 	 2.885066e-03 	4.893639e-01 	 -1.711409e-04 	 
4.905236e-01 	 2.941014e-03 	nan          	nan          	4.905236e-01 	 -2.268599e-04 	nan          	nan          	4.905236e-01 	 2.873212e-03 	4.905236e-01 	 -1.760068e-04 	 
4.915930e-01 	 2.932179e-03 	nan          	nan          	4.915930e-01 	 -2.318383e-04 	nan          	nan          	4.915930e-01 	 2.864490e-03 	4.915930e-01 	 -1.808801e-04 	 
4.925767e-01 	 2.926414e-03 	nan          	nan          	4.925767e-01 	 -2.357839e-04 	nan          	nan          	4.925767e-01 	 2.858730e-03 	4.925767e-01 	 -1.848581e-04 	 
4.934794e-01 	 2.923606e-03 	nan          	nan          	4.934794e-01 	 -2.403665e-04 	nan          	nan          	4.934794e-01 	 2.856016e-03 	4.934794e-01 	 -1.896834e-04 	 
4.943061e-01 	 2.923209e-03 	nan          	nan          	4.943061e-01 	 -2.447180e-04 	nan          	nan          	4.943061e-01 	 2.855903e-03 	4.943061e-01 	 -1.941190e-04 	 
4.950617e-01 	 2.926215e-03 	nan          	nan          	4.950617e-01 	 -2.479078e-04 	nan          	nan          	4.950617e-01 	 2.859042e-03 	4.950617e-01 	 -1.979772e-04 	 
4.957518e-01 	 2.931699e-03 	nan          	nan          	4.957518e-01 	 -2.517116e-04 	nan          	nan          	4.957518e-01 	 2.864993e-03 	4.957518e-01 	 -2.014686e-04 	 
4.963818e-01 	 2.940898e-03 	nan          	nan          	4.963818e-01 	 -2.489604e-04 	nan          	nan          	4.963818e-01 	 2.874440e-03 	4.963818e-01 	 -1.985474e-04 	 
4.969575e-01 	 2.954682e-03 	nan          	nan          	4.969575e-01 	 -2.430685e-04 	nan          	nan          	4.969575e-01 	 2.888471e-03 	4.969575e-01 	 -1.910380e-04 	 
4.974850e-01 	 2.972652e-03 	nan          	nan          	4.974850e-01 	 -2.249761e-04 	nan          	nan          	4.974850e-01 	 2.906879e-03 	4.974850e-01 	 -1.689495e-04 	 
4.979704e-01 	 2.998775e-03 	nan          	nan          	4.979704e-01 	 -1.846414e-04 	nan          	nan          	4.979704e-01 	 2.933389e-03 	4.979704e-01 	 -1.253505e-04 	 
4.984202e-01 	 3.034568e-03 	nan          	nan          	4.984202e-01 	 -1.281517e-04 	nan          	nan          	4.984202e-01 	 2.968903e-03 	4.984202e-01 	 -5.926691e-05 	 
4.988411e-01 	 3.087144e-03 	nan          	nan          	4.988411e-01 	 -6.041211e-07 	nan          	nan          	4.988411e-01 	 3.020512e-03 	4.988411e-01 	 7.089056e-05 	 
4.992399e-01 	 3.169150e-03 	nan          	nan          	4.992399e-01 	 1.802871e-04 	nan          	nan          	4.992399e-01 	 3.097676e-03 	4.992399e-01 	 2.577525e-04 	 
4.996237e-01 	 3.292291e-03 	nan          	nan          	4.996237e-01 	 5.042459e-04 	nan          	nan          	4.996237e-01 	 3.215321e-03 	4.996237e-01 	 5.878923e-04 	 
5.000000e-01 	 3.481021e-03 	nan          	nan          	5.000000e-01 	 1.141141e-03 	nan          	nan          	5.000000e-01 	 3.394528e-03 	5.000000e-01 	 1.149214e-03 	 
