x0	cdp	x1	cdv	
2.099990e+01 	 2.610576e-01 	2.099990e+01 	 5.568600e-03 	 
2.112490e+01 	 2.637715e-01 	2.112490e+01 	 5.542100e-03 	 
2.125000e+01 	 2.659802e-01 	2.125000e+01 	 5.482400e-03 	 
2.137490e+01 	 2.671060e-01 	2.137490e+01 	 5.457900e-03 	 
2.149990e+01 	 2.678663e-01 	2.149990e+01 	 5.442400e-03 	 
2.162490e+01 	 2.686215e-01 	2.162490e+01 	 5.425400e-03 	 
2.175000e+01 	 2.696847e-01 	2.175000e+01 	 5.394400e-03 	 
2.187480e+01 	 2.707826e-01 	2.187480e+01 	 5.391500e-03 	 
2.199990e+01 	 2.707034e-01 	2.199990e+01 	 5.368600e-03 	 
2.212490e+01 	 2.720730e-01 	2.212490e+01 	 5.392300e-03 	 
2.225000e+01 	 2.727353e-01 	2.225000e+01 	 5.431800e-03 	 
2.237490e+01 	 2.739948e-01 	2.237490e+01 	 5.431900e-03 	 
2.249990e+01 	 2.750569e-01 	2.249990e+01 	 5.469700e-03 	 
2.262500e+01 	 2.750887e-01 	2.262500e+01 	 5.404600e-03 	 
2.274990e+01 	 2.752584e-01 	2.274990e+01 	 5.445900e-03 	 
2.287490e+01 	 2.751163e-01 	2.287490e+01 	 5.454300e-03 	 
2.299990e+01 	 2.742456e-01 	2.299990e+01 	 5.445800e-03 	 
2.312490e+01 	 2.732328e-01 	2.312490e+01 	 5.438600e-03 	 
2.325000e+01 	 2.724904e-01 	2.325000e+01 	 5.451000e-03 	 
2.337490e+01 	 2.716376e-01 	2.337490e+01 	 5.484400e-03 	 
2.350000e+01 	 2.706972e-01 	2.350000e+01 	 5.486300e-03 	 
2.362500e+01 	 2.698833e-01 	2.362500e+01 	 5.480400e-03 	 
2.375000e+01 	 2.692376e-01 	2.375000e+01 	 5.486600e-03 	 
2.387500e+01 	 2.690012e-01 	2.387500e+01 	 5.537300e-03 	 
2.399990e+01 	 2.676695e-01 	2.399990e+01 	 5.537200e-03 	 
2.412480e+01 	 2.668933e-01 	2.412480e+01 	 5.590600e-03 	 
2.424990e+01 	 2.651156e-01 	2.424990e+01 	 5.599500e-03 	 
2.437500e+01 	 2.639559e-01 	2.437500e+01 	 5.672900e-03 	 
2.450000e+01 	 2.637854e-01 	2.450000e+01 	 5.677900e-03 	 
2.462500e+01 	 2.635223e-01 	2.462500e+01 	 5.702100e-03 	 
2.474980e+01 	 2.632678e-01 	2.474980e+01 	 5.631900e-03 	 
2.487480e+01 	 2.634907e-01 	2.487480e+01 	 5.649700e-03 	 
2.499980e+01 	 2.638897e-01 	2.499980e+01 	 5.632700e-03 	 
2.512500e+01 	 2.636047e-01 	2.512500e+01 	 5.647800e-03 	 
2.525000e+01 	 2.635981e-01 	2.525000e+01 	 5.624900e-03 	 
2.537500e+01 	 2.646500e-01 	2.537500e+01 	 5.606700e-03 	 
2.550000e+01 	 2.664072e-01 	2.550000e+01 	 5.618500e-03 	 
2.562500e+01 	 2.678946e-01 	2.562500e+01 	 5.599200e-03 	 
2.574990e+01 	 2.693179e-01 	2.574990e+01 	 5.568500e-03 	 
2.587490e+01 	 2.713128e-01 	2.587490e+01 	 5.548300e-03 	 
2.599990e+01 	 2.724103e-01 	2.599990e+01 	 5.553900e-03 	 
2.612500e+01 	 2.739011e-01 	2.612500e+01 	 5.594200e-03 	 
2.625000e+01 	 2.760140e-01 	2.625000e+01 	 5.609300e-03 	 
2.637490e+01 	 2.783830e-01 	2.637490e+01 	 5.587200e-03 	 
2.649990e+01 	 2.805400e-01 	2.649990e+01 	 5.584100e-03 	 
2.662490e+01 	 2.828552e-01 	2.662490e+01 	 5.551400e-03 	 
2.674990e+01 	 2.857025e-01 	2.674990e+01 	 5.548000e-03 	 
2.687500e+01 	 2.894905e-01 	2.687500e+01 	 5.592300e-03 	 
2.700000e+01 	 2.932447e-01 	2.700000e+01 	 5.590300e-03 	 
2.712490e+01 	 2.953336e-01 	2.712490e+01 	 5.536300e-03 	 
2.724990e+01 	 2.972516e-01 	2.724990e+01 	 5.520700e-03 	 
2.737490e+01 	 2.994406e-01 	2.737490e+01 	 5.526400e-03 	 
2.749990e+01 	 3.000641e-01 	2.749990e+01 	 5.503100e-03 	 
2.762490e+01 	 3.010499e-01 	2.762490e+01 	 5.506700e-03 	 
2.774990e+01 	 3.023519e-01 	2.774990e+01 	 5.498400e-03 	 
2.787490e+01 	 3.035564e-01 	2.787490e+01 	 5.530300e-03 	 
2.799990e+01 	 3.051844e-01 	2.799990e+01 	 5.586300e-03 	 
2.812490e+01 	 3.061880e-01 	2.812490e+01 	 5.621800e-03 	 
2.824980e+01 	 3.062609e-01 	2.824980e+01 	 5.590900e-03 	 
2.837500e+01 	 3.065692e-01 	2.837500e+01 	 5.603700e-03 	 
2.849990e+01 	 3.055456e-01 	2.849990e+01 	 5.627700e-03 	 
2.862500e+01 	 3.061606e-01 	2.862500e+01 	 5.687300e-03 	 
2.874990e+01 	 3.067826e-01 	2.874990e+01 	 5.688900e-03 	 
2.887490e+01 	 3.067767e-01 	2.887490e+01 	 5.644700e-03 	 
2.899990e+01 	 3.064552e-01 	2.899990e+01 	 5.676500e-03 	 
2.912500e+01 	 3.045909e-01 	2.912500e+01 	 5.714700e-03 	 
2.924980e+01 	 3.024926e-01 	2.924980e+01 	 5.732000e-03 	 
2.937490e+01 	 3.006318e-01 	2.937490e+01 	 5.780100e-03 	 
2.950000e+01 	 2.993021e-01 	2.950000e+01 	 5.707300e-03 	 
2.962490e+01 	 2.971567e-01 	2.962490e+01 	 5.716500e-03 	 
2.974990e+01 	 2.957633e-01 	2.974990e+01 	 5.655100e-03 	 
2.987490e+01 	 2.948296e-01 	2.987490e+01 	 5.684300e-03 	 
2.999990e+01 	 2.947306e-01 	2.999990e+01 	 5.725000e-03 	 
3.000010e+01 	 2.947296e-01 	3.000010e+01 	 5.725000e-03 	 
3.012510e+01 	 2.932439e-01 	3.012510e+01 	 5.709700e-03 	 
3.025000e+01 	 2.904825e-01 	3.025000e+01 	 5.716500e-03 	 
3.037510e+01 	 2.884193e-01 	3.037510e+01 	 5.651300e-03 	 
3.049990e+01 	 2.872047e-01 	3.049990e+01 	 5.596400e-03 	 
3.062500e+01 	 2.840572e-01 	3.062500e+01 	 5.556500e-03 	 
3.075000e+01 	 2.798773e-01 	3.075000e+01 	 5.576200e-03 	 
3.087510e+01 	 2.762607e-01 	3.087510e+01 	 5.574500e-03 	 
3.100000e+01 	 2.736236e-01 	3.100000e+01 	 5.520300e-03 	 
3.112510e+01 	 2.709643e-01 	3.112510e+01 	 5.456300e-03 	 
3.124990e+01 	 2.670335e-01 	3.124990e+01 	 5.416300e-03 	 
3.137490e+01 	 2.636131e-01 	3.137490e+01 	 5.386100e-03 	 
