x0	delta	x1	wle	x2	sle	
2.929642e-01 	 -1.039692e-05 	2.929642e-01 	 2.022157e-04 	2.929642e-01 	 2.126126e-04 	 
2.966626e-01 	 -1.030190e-05 	2.966626e-01 	 1.991405e-04 	2.966626e-01 	 2.094424e-04 	 
3.003243e-01 	 -1.016169e-05 	3.003243e-01 	 1.960944e-04 	3.003243e-01 	 2.062561e-04 	 
3.039488e-01 	 -1.003876e-05 	3.039488e-01 	 1.930778e-04 	3.039488e-01 	 2.031166e-04 	 
3.075360e-01 	 -9.829444e-06 	3.075360e-01 	 1.900858e-04 	3.075360e-01 	 1.999152e-04 	 
3.110853e-01 	 -9.622018e-06 	3.110853e-01 	 1.871182e-04 	3.110853e-01 	 1.967402e-04 	 
3.145964e-01 	 -9.356350e-06 	3.145964e-01 	 1.841679e-04 	3.145964e-01 	 1.935243e-04 	 
3.180690e-01 	 -9.145813e-06 	3.180690e-01 	 1.812119e-04 	3.180690e-01 	 1.903577e-04 	 
3.215028e-01 	 -8.849186e-06 	3.215028e-01 	 1.782636e-04 	3.215028e-01 	 1.871128e-04 	 
3.248974e-01 	 -8.556282e-06 	3.248974e-01 	 1.753321e-04 	3.248974e-01 	 1.838884e-04 	 
3.282525e-01 	 -8.265109e-06 	3.282525e-01 	 1.724131e-04 	3.282525e-01 	 1.806782e-04 	 
3.315678e-01 	 -7.909921e-06 	3.315678e-01 	 1.695100e-04 	3.315678e-01 	 1.774199e-04 	 
3.348430e-01 	 -7.578986e-06 	3.348430e-01 	 1.666048e-04 	3.348430e-01 	 1.741837e-04 	 
3.380779e-01 	 -7.279750e-06 	3.380779e-01 	 1.637029e-04 	3.380779e-01 	 1.709826e-04 	 
3.412721e-01 	 -6.932695e-06 	3.412721e-01 	 1.608248e-04 	3.412721e-01 	 1.677575e-04 	 
3.444254e-01 	 -6.607592e-06 	3.444254e-01 	 1.579617e-04 	3.444254e-01 	 1.645693e-04 	 
3.475376e-01 	 -6.280858e-06 	3.475376e-01 	 1.551068e-04 	3.475376e-01 	 1.613877e-04 	 
3.506084e-01 	 -5.924174e-06 	3.506084e-01 	 1.522620e-04 	3.506084e-01 	 1.581862e-04 	 
3.536377e-01 	 -5.628238e-06 	3.536377e-01 	 1.494263e-04 	3.536377e-01 	 1.550546e-04 	 
3.566251e-01 	 -5.283930e-06 	3.566251e-01 	 1.465972e-04 	3.566251e-01 	 1.518811e-04 	 
3.595706e-01 	 -5.000178e-06 	3.595706e-01 	 1.437837e-04 	3.595706e-01 	 1.487838e-04 	 
3.624739e-01 	 -4.693349e-06 	3.624739e-01 	 1.409733e-04 	3.624739e-01 	 1.456667e-04 	 
3.653349e-01 	 -4.419878e-06 	3.653349e-01 	 1.381659e-04 	3.653349e-01 	 1.425857e-04 	 
3.681533e-01 	 -4.138460e-06 	3.681533e-01 	 1.353767e-04 	3.681533e-01 	 1.395152e-04 	 
3.709292e-01 	 -3.853156e-06 	3.709292e-01 	 1.325934e-04 	3.709292e-01 	 1.364466e-04 	 
3.736622e-01 	 -3.567235e-06 	3.736622e-01 	 1.298247e-04 	3.736622e-01 	 1.333920e-04 	 
3.763523e-01 	 -3.301304e-06 	3.763523e-01 	 1.270717e-04 	3.763523e-01 	 1.303730e-04 	 
3.789995e-01 	 -3.025005e-06 	3.789995e-01 	 1.243324e-04 	3.789995e-01 	 1.273574e-04 	 
3.816035e-01 	 -2.770493e-06 	3.816035e-01 	 1.216115e-04 	3.816035e-01 	 1.243820e-04 	 
3.841645e-01 	 -2.536290e-06 	3.841645e-01 	 1.189022e-04 	3.841645e-01 	 1.214385e-04 	 
3.866821e-01 	 -2.312225e-06 	3.866821e-01 	 1.162094e-04 	3.866821e-01 	 1.185216e-04 	 
3.891565e-01 	 -2.104691e-06 	3.891565e-01 	 1.135407e-04 	3.891565e-01 	 1.156454e-04 	 
3.915876e-01 	 -1.887483e-06 	3.915876e-01 	 1.108888e-04 	3.915876e-01 	 1.127763e-04 	 
3.939753e-01 	 -1.712380e-06 	3.939753e-01 	 1.082609e-04 	3.939753e-01 	 1.099733e-04 	 
3.963197e-01 	 -1.533070e-06 	3.963197e-01 	 1.056499e-04 	3.963197e-01 	 1.071830e-04 	 
3.986208e-01 	 -1.341979e-06 	3.986208e-01 	 1.030659e-04 	3.986208e-01 	 1.044078e-04 	 
4.008785e-01 	 -1.171736e-06 	4.008785e-01 	 1.005020e-04 	4.008785e-01 	 1.016737e-04 	 
4.030930e-01 	 -1.019597e-06 	4.030930e-01 	 9.795844e-05 	4.030930e-01 	 9.897804e-05 	 
4.052642e-01 	 -8.812144e-07 	4.052642e-01 	 9.543582e-05 	4.052642e-01 	 9.631703e-05 	 
4.073924e-01 	 -7.719495e-07 	4.073924e-01 	 9.294232e-05 	4.073924e-01 	 9.371427e-05 	 
4.094774e-01 	 -6.467017e-07 	4.094774e-01 	 9.047374e-05 	4.094774e-01 	 9.112044e-05 	 
4.115195e-01 	 -4.960607e-07 	4.115195e-01 	 8.802991e-05 	4.115195e-01 	 8.852597e-05 	 
4.135187e-01 	 -3.817727e-07 	4.135187e-01 	 8.561649e-05 	4.135187e-01 	 8.599826e-05 	 
4.154752e-01 	 -2.612246e-07 	4.154752e-01 	 8.323639e-05 	4.154752e-01 	 8.349762e-05 	 
4.173891e-01 	 -1.342510e-07 	4.173891e-01 	 8.088375e-05 	4.173891e-01 	 8.101800e-05 	 
4.192606e-01 	 -3.482000e-08 	4.192606e-01 	 7.856201e-05 	4.192606e-01 	 7.859683e-05 	 
4.210898e-01 	 5.349193e-08 	4.210898e-01 	 7.627986e-05 	4.210898e-01 	 7.622637e-05 	 
4.228770e-01 	 1.270032e-07 	4.228770e-01 	 7.402518e-05 	4.228770e-01 	 7.389817e-05 	 
4.246224e-01 	 1.964536e-07 	4.246224e-01 	 7.180265e-05 	4.246224e-01 	 7.160620e-05 	 
4.263262e-01 	 2.569031e-07 	4.263262e-01 	 6.961879e-05 	4.263262e-01 	 6.936189e-05 	 
4.279886e-01 	 3.030136e-07 	4.279886e-01 	 6.747497e-05 	4.279886e-01 	 6.717195e-05 	 
4.296098e-01 	 3.492710e-07 	4.296098e-01 	 6.536318e-05 	4.296098e-01 	 6.501390e-05 	 
4.311903e-01 	 3.970672e-07 	4.311903e-01 	 6.330348e-05 	4.311903e-01 	 6.290641e-05 	 
4.327303e-01 	 4.108902e-07 	4.327303e-01 	 6.128450e-05 	4.327303e-01 	 6.087361e-05 	 
4.342300e-01 	 4.433437e-07 	4.342300e-01 	 5.930361e-05 	4.342300e-01 	 5.886026e-05 	 
4.356899e-01 	 4.968961e-07 	4.356899e-01 	 5.737085e-05 	4.356899e-01 	 5.687396e-05 	 
4.371102e-01 	 5.030215e-07 	4.371102e-01 	 5.547832e-05 	4.371102e-01 	 5.497530e-05 	 
4.384914e-01 	 5.169450e-07 	4.384914e-01 	 5.362790e-05 	4.384914e-01 	 5.311096e-05 	 
4.398338e-01 	 5.651887e-07 	4.398338e-01 	 5.183360e-05 	4.398338e-01 	 5.126841e-05 	 
4.411378e-01 	 5.805655e-07 	4.411378e-01 	 5.009119e-05 	4.411378e-01 	 4.951062e-05 	 
4.424038e-01 	 5.982217e-07 	4.424038e-01 	 4.840358e-05 	4.424038e-01 	 4.780536e-05 	 
4.436323e-01 	 6.575433e-07 	4.436323e-01 	 4.677095e-05 	4.436323e-01 	 4.611341e-05 	 
4.448238e-01 	 6.601813e-07 	4.448238e-01 	 4.519683e-05 	4.448238e-01 	 4.453664e-05 	 
4.459786e-01 	 6.791636e-07 	4.459786e-01 	 4.368263e-05 	4.459786e-01 	 4.300347e-05 	 
4.470975e-01 	 7.044362e-07 	4.470975e-01 	 4.222740e-05 	4.470975e-01 	 4.152297e-05 	 
4.481807e-01 	 7.046272e-07 	4.481807e-01 	 4.084017e-05 	4.481807e-01 	 4.013554e-05 	 
4.492289e-01 	 7.286030e-07 	4.492289e-01 	 3.951371e-05 	4.492289e-01 	 3.878511e-05 	 
4.502425e-01 	 7.368710e-07 	4.502425e-01 	 3.825517e-05 	4.502425e-01 	 3.751830e-05 	 
4.512223e-01 	 7.466617e-07 	4.512223e-01 	 3.707022e-05 	4.512223e-01 	 3.632356e-05 	 
4.521688e-01 	 7.620358e-07 	4.521688e-01 	 3.595457e-05 	4.521688e-01 	 3.519254e-05 	 
4.530826e-01 	 7.735816e-07 	4.530826e-01 	 3.491186e-05 	4.530826e-01 	 3.413828e-05 	 
4.539642e-01 	 7.895314e-07 	4.539642e-01 	 3.395118e-05 	4.539642e-01 	 3.316165e-05 	 
4.548145e-01 	 8.018778e-07 	4.548145e-01 	 3.305883e-05 	4.548145e-01 	 3.225695e-05 	 
4.556341e-01 	 7.956805e-07 	4.556341e-01 	 3.225876e-05 	4.556341e-01 	 3.146308e-05 	 
4.564236e-01 	 8.154004e-07 	4.564236e-01 	 3.152738e-05 	4.564236e-01 	 3.071198e-05 	 
4.571837e-01 	 8.506738e-07 	4.571837e-01 	 3.089205e-05 	4.571837e-01 	 3.004138e-05 	 
4.579153e-01 	 8.622335e-07 	4.579153e-01 	 3.034249e-05 	4.579153e-01 	 2.948026e-05 	 
4.586191e-01 	 8.887926e-07 	4.586191e-01 	 2.988831e-05 	4.586191e-01 	 2.899951e-05 	 
4.592958e-01 	 9.140358e-07 	4.592958e-01 	 2.952577e-05 	4.592958e-01 	 2.861173e-05 	 
4.599462e-01 	 9.527301e-07 	4.599462e-01 	 2.926129e-05 	4.599462e-01 	 2.830856e-05 	 
4.605713e-01 	 9.905045e-07 	4.605713e-01 	 2.909797e-05 	4.605713e-01 	 2.810746e-05 	 
4.611717e-01 	 1.032576e-06 	4.611717e-01 	 2.902293e-05 	4.611717e-01 	 2.799036e-05 	 
4.617485e-01 	 1.076879e-06 	4.617485e-01 	 2.904728e-05 	4.617485e-01 	 2.797040e-05 	 
4.623024e-01 	 1.105075e-06 	4.623024e-01 	 2.916486e-05 	4.623024e-01 	 2.805978e-05 	 
4.628344e-01 	 1.163411e-06 	4.628344e-01 	 2.937693e-05 	4.628344e-01 	 2.821352e-05 	 
4.633454e-01 	 1.236299e-06 	4.633454e-01 	 2.967335e-05 	4.633454e-01 	 2.843705e-05 	 
4.638365e-01 	 1.277134e-06 	4.638365e-01 	 3.005693e-05 	4.638365e-01 	 2.877980e-05 	 
4.643085e-01 	 1.341644e-06 	4.643085e-01 	 3.050586e-05 	4.643085e-01 	 2.916422e-05 	 
4.647625e-01 	 1.413585e-06 	4.647625e-01 	 3.105604e-05 	4.647625e-01 	 2.964246e-05 	 
4.651995e-01 	 1.469972e-06 	4.651995e-01 	 3.167267e-05 	4.651995e-01 	 3.020270e-05 	 
4.656205e-01 	 1.547443e-06 	4.656205e-01 	 3.234924e-05 	4.656205e-01 	 3.080180e-05 	 
4.660268e-01 	 1.616651e-06 	4.660268e-01 	 3.306712e-05 	4.660268e-01 	 3.145047e-05 	 
4.664192e-01 	 1.683497e-06 	4.664192e-01 	 3.379426e-05 	4.664192e-01 	 3.211077e-05 	 
4.667990e-01 	 1.752683e-06 	4.667990e-01 	 3.454099e-05 	4.667990e-01 	 3.278831e-05 	 
4.671673e-01 	 1.825037e-06 	4.671673e-01 	 3.525948e-05 	4.671673e-01 	 3.343444e-05 	 
4.675253e-01 	 1.880022e-06 	4.675253e-01 	 3.593544e-05 	4.675253e-01 	 3.405542e-05 	 
4.678741e-01 	 1.945863e-06 	4.678741e-01 	 3.658900e-05 	4.678741e-01 	 3.464314e-05 	 
4.682151e-01 	 2.004955e-06 	4.682151e-01 	 3.724070e-05 	4.682151e-01 	 3.523575e-05 	 
4.685495e-01 	 2.056447e-06 	4.685495e-01 	 3.781266e-05 	4.685495e-01 	 3.575621e-05 	 
4.688784e-01 	 2.111514e-06 	4.688784e-01 	 3.824073e-05 	4.688784e-01 	 3.612922e-05 	 
4.692034e-01 	 2.139186e-06 	4.692034e-01 	 3.858318e-05 	4.692034e-01 	 3.644399e-05 	 
4.695255e-01 	 1.064742e-06 	4.695255e-01 	 1.934006e-05 	4.695255e-01 	 1.827531e-05 	 
4.698463e-01 	 1.130350e-06 	4.698463e-01 	 1.935383e-05 	4.698463e-01 	 1.822348e-05 	 
