f	SCd	
0.000000e+00 	 7.510457e-05 	 
2.830795e-02 	 3.377930e-04 	 
5.661591e-02 	 9.167709e-04 	 
8.492386e-02 	 4.826501e-04 	 
1.132318e-01 	 2.876742e-04 	 
1.415398e-01 	 1.277985e-04 	 
1.698477e-01 	 3.390544e-05 	 
1.981557e-01 	 1.784265e-05 	 
2.264636e-01 	 2.069364e-06 	 
2.547716e-01 	 6.716407e-06 	 
2.830795e-01 	 3.973359e-06 	 
3.113875e-01 	 4.385852e-06 	 
3.396955e-01 	 4.252437e-06 	 
3.680034e-01 	 1.282796e-06 	 
3.963114e-01 	 1.747476e-06 	 
4.246193e-01 	 9.166677e-07 	 
4.529273e-01 	 2.516141e-07 	 
4.812352e-01 	 1.694358e-07 	 
5.095432e-01 	 1.473297e-07 	 
5.378511e-01 	 2.441353e-07 	 
5.661591e-01 	 7.805423e-08 	 
5.944671e-01 	 4.449453e-07 	 
6.227750e-01 	 1.397825e-07 	 
6.510830e-01 	 1.514208e-07 	 
6.793909e-01 	 2.672125e-07 	 
7.076989e-01 	 9.633482e-08 	 
7.360068e-01 	 6.779509e-08 	 
7.643148e-01 	 9.914295e-08 	 
7.926227e-01 	 7.062466e-08 	 
8.209307e-01 	 1.440809e-07 	 
8.492386e-01 	 9.845779e-08 	 
8.775466e-01 	 7.797431e-08 	 
9.058546e-01 	 9.195420e-08 	 
9.341625e-01 	 8.305923e-08 	 
9.624705e-01 	 9.530231e-08 	 
9.907784e-01 	 5.482497e-08 	 
1.019086e+00 	 2.473530e-08 	 
1.047394e+00 	 2.175450e-08 	 
1.075702e+00 	 2.115734e-08 	 
1.104010e+00 	 3.301084e-08 	 
1.132318e+00 	 3.296002e-08 	 
1.160626e+00 	 5.427115e-08 	 
1.188934e+00 	 6.473596e-08 	 
1.217242e+00 	 6.810534e-08 	 
1.245550e+00 	 3.999461e-08 	 
1.273858e+00 	 3.664590e-08 	 
1.302166e+00 	 3.310345e-08 	 
1.330474e+00 	 1.638036e-08 	 
1.358782e+00 	 3.541423e-09 	 
1.387090e+00 	 4.048973e-08 	 
1.415398e+00 	 2.861764e-08 	 
1.443706e+00 	 1.161766e-08 	 
1.472014e+00 	 3.213771e-08 	 
1.500322e+00 	 3.649848e-08 	 
1.528630e+00 	 8.322398e-08 	 
1.556938e+00 	 3.980533e-08 	 
1.585245e+00 	 3.346276e-08 	 
1.613553e+00 	 6.400044e-08 	 
1.641861e+00 	 7.124955e-08 	 
1.670169e+00 	 3.486775e-08 	 
1.698477e+00 	 3.489708e-08 	 
1.726785e+00 	 3.274176e-08 	 
1.755093e+00 	 7.371910e-09 	 
1.783401e+00 	 1.076389e-08 	 
1.811709e+00 	 1.460096e-08 	 
1.840017e+00 	 2.133821e-08 	 
1.868325e+00 	 1.519231e-08 	 
1.896633e+00 	 1.450350e-08 	 
1.924941e+00 	 4.753692e-09 	 
1.953249e+00 	 4.458469e-09 	 
1.981557e+00 	 9.653837e-09 	 
2.009865e+00 	 8.719232e-09 	 
2.038173e+00 	 1.171159e-08 	 
2.066481e+00 	 2.648797e-09 	 
2.094789e+00 	 1.175055e-08 	 
2.123097e+00 	 1.353859e-08 	 
2.151405e+00 	 3.409164e-08 	 
2.179713e+00 	 2.951466e-08 	 
2.208020e+00 	 1.875224e-08 	 
2.236328e+00 	 1.992986e-08 	 
2.264636e+00 	 1.581960e-08 	 
2.292944e+00 	 3.320852e-09 	 
2.321252e+00 	 2.039269e-09 	 
2.349560e+00 	 2.920294e-09 	 
2.377868e+00 	 4.940048e-09 	 
2.406176e+00 	 1.192327e-08 	 
2.434484e+00 	 1.165049e-08 	 
2.462792e+00 	 4.550503e-09 	 
2.491100e+00 	 4.100691e-09 	 
2.519408e+00 	 1.900607e-09 	 
2.547716e+00 	 3.033425e-09 	 
2.576024e+00 	 3.817639e-09 	 
2.604332e+00 	 9.136194e-10 	 
2.632640e+00 	 1.656200e-09 	 
2.660948e+00 	 2.386662e-09 	 
2.689256e+00 	 3.635768e-09 	 
2.717564e+00 	 4.396210e-09 	 
2.745872e+00 	 4.642040e-09 	 
2.774180e+00 	 2.724989e-09 	 
2.802488e+00 	 4.187150e-10 	 
2.830795e+00 	 3.121767e-09 	 
2.859103e+00 	 6.501177e-10 	 
2.887411e+00 	 7.609158e-09 	 
2.915719e+00 	 7.829990e-09 	 
2.944027e+00 	 3.637750e-09 	 
2.972335e+00 	 2.757596e-09 	 
3.000643e+00 	 3.199243e-09 	 
3.028951e+00 	 5.966144e-09 	 
3.057259e+00 	 4.956278e-09 	 
3.085567e+00 	 1.295891e-09 	 
3.113875e+00 	 2.838783e-09 	 
3.142183e+00 	 4.231488e-09 	 
3.170491e+00 	 5.702576e-09 	 
3.198799e+00 	 1.604281e-09 	 
3.227107e+00 	 3.316588e-09 	 
3.255415e+00 	 4.754898e-09 	 
3.283723e+00 	 4.507075e-09 	 
