   n        time         Cl         Cd
  875340   150.00039   0.5497467   0.2547737
  875360   150.00387   0.5498493   0.2559426
  875380   150.00735   0.5501675   0.2563866
  875400   150.01084   0.5504272   0.2566273
  875420   150.01432   0.5506150   0.2567354
  875440   150.01780   0.5506128   0.2567892
  875460   150.02128   0.5505516   0.2567891
  875480   150.02475   0.5505800   0.2567864
  875500   150.02823   0.5506331   0.2567711
  875520   150.03171   0.5506968   0.2567248
  875540   150.03519   0.5506622   0.2566752
  875560   150.03867   0.5504905   0.2566035
  875580   150.04215   0.5502904   0.2565301
  875600   150.04563   0.5501953   0.2564793
  875620   150.04910   0.5500937   0.2564092
  875640   150.05258   0.5499312   0.2563174
  875660   150.05606   0.5497905   0.2562382
  875680   150.05954   0.5496907   0.2561736
  875700   150.06301   0.5495952   0.2561104
  875720   150.06649   0.5494628   0.2560365
  875740   150.06997   0.5493024   0.2559511
  875760   150.07345   0.5491626   0.2558670
  875780   150.07693   0.5490648   0.2557941
  875800   150.08041   0.5489941   0.2557280
  875820   150.08389   0.5489192   0.2556542
  875840   150.08737   0.5488246   0.2555673
  875860   150.09085   0.5487236   0.2554768
  875880   150.09432   0.5486338   0.2553918
  875900   150.09780   0.5485656   0.2553149
  875920   150.10128   0.5485134   0.2552427
  875940   150.10476   0.5484629   0.2551697
  875960   150.10824   0.5484028   0.2550921
  875980   150.11172   0.5483254   0.2550089
  876000   150.11521   0.5482380   0.2549238
  876020   150.11869   0.5481620   0.2548454
  876040   150.12217   0.5481130   0.2547803
  876060   150.12565   0.5480915   0.2547294
  876080   150.12913   0.5480848   0.2546877
  876100   150.13261   0.5480740   0.2546474
  876120   150.13609   0.5480439   0.2546026
  876140   150.13957   0.5479903   0.2545513
  876160   150.14305   0.5479180   0.2544958
  876180   150.14653   0.5478353   0.2544410
  876200   150.15001   0.5477500   0.2543920
  876220   150.15349   0.5476662   0.2543517
  876240   150.15698   0.5475794   0.2543178
  876260   150.16046   0.5474818   0.2542856
