   n        time         Cl         Cd
  875340   150.00039   0.5497009   0.2547845
  875360   150.00386   0.5497811   0.2559368
  875380   150.00734   0.5500811   0.2563634
  875400   150.01082   0.5502977   0.2565864
  875420   150.01430   0.5504434   0.2566825
  875440   150.01777   0.5504571   0.2567316
  875460   150.02124   0.5504080   0.2567294
  875480   150.02472   0.5504405   0.2567253
  875500   150.02819   0.5504948   0.2567115
  875520   150.03166   0.5505632   0.2566693
  875540   150.03514   0.5505339   0.2566224
  875560   150.03861   0.5503869   0.2565558
  875580   150.04208   0.5502185   0.2564913
  875600   150.04556   0.5501500   0.2564547
  875620   150.04903   0.5500602   0.2564024
  875640   150.05250   0.5499028   0.2563310
  875660   150.05597   0.5497702   0.2562730
  875680   150.05945   0.5496793   0.2562267
  875700   150.06292   0.5495930   0.2561777
  875720   150.06639   0.5494733   0.2561158
  875740   150.06986   0.5493235   0.2560406
  875760   150.07334   0.5491912   0.2559664
  875780   150.07681   0.5491019   0.2559044
  875800   150.08028   0.5490421   0.2558495
  875820   150.08376   0.5489779   0.2557859
  875840   150.08723   0.5488931   0.2557068
  875860   150.09070   0.5488014   0.2556203
  875880   150.09418   0.5487186   0.2555352
  875900   150.09765   0.5486564   0.2554550
  875920   150.10112   0.5486097   0.2553773
  875940   150.10460   0.5485633   0.2552977
  875960   150.10807   0.5485075   0.2552139
  875980   150.11155   0.5484356   0.2551258
  876000   150.11502   0.5483550   0.2550373
  876020   150.11850   0.5482845   0.2549559
  876040   150.12197   0.5482393   0.2548883
  876060   150.12544   0.5482224   0.2548356
  876080   150.12892   0.5482223   0.2547932
  876100   150.13239   0.5482197   0.2547530
  876120   150.13587   0.5481984   0.2547085
  876140   150.13934   0.5481526   0.2546573
  876160   150.14282   0.5480864   0.2546010
  876180   150.14629   0.5480081   0.2545442
  876200   150.14977   0.5479270   0.2544927
  876220   150.15324   0.5478485   0.2544495
  876240   150.15672   0.5477681   0.2544126
  876260   150.16019   0.5476781   0.2543777
  876280   150.16367   0.5475749   0.2543414
  876300   150.16714   0.5474582   0.2543025
  876320   150.17062   0.5473281   0.2542604
  876340   150.17410   0.5471853   0.2542151
  876360   150.17757   0.5470344   0.2541682
  876380   150.18105   0.5468809   0.2541215
  876400   150.18452   0.5467282   0.2540767
  876420   150.18800   0.5465786   0.2540340
  876440   150.19147   0.5464302   0.2539917
  876460   150.19495   0.5462756   0.2539453
  876480   150.19843   0.5461057   0.2538899
  876500   150.20190   0.5459156   0.2538226
  876520   150.20538   0.5457089   0.2537447
  876540   150.20886   0.5454967   0.2536611
  876560   150.21233   0.5452940   0.2535786
  876580   150.21581   0.5451111   0.2535029
  876600   150.21928   0.5449506   0.2534369
  876620   150.22276   0.5448129   0.2533816
  876640   150.22624   0.5446951   0.2533363
  876660   150.22971   0.5445869   0.2532968
  876680   150.23319   0.5444763   0.2532580
  876700   150.23667   0.5443539   0.2532151
  876720   150.24014   0.5442148   0.2531654
  876740   150.24362   0.5440592   0.2531080
  876760   150.24709   0.5438900   0.2530440
  876780   150.25057   0.5437119   0.2529753
  876800   150.25405   0.5435324   0.2529054
  876820   150.25752   0.5433599   0.2528381
  876840   150.26100   0.5432008   0.2527770
  876860   150.26447   0.5430589   0.2527246
  876880   150.26795   0.5429361   0.2526821
  876900   150.27142   0.5428332   0.2526500
  876920   150.27490   0.5427485   0.2526273
  876940   150.27837   0.5426759   0.2526108
  876960   150.28185   0.5426067   0.2525960
  876980   150.28533   0.5425322   0.2525777
  877000   150.28880   0.5424447   0.2525510
  877020   150.29228   0.5423382   0.2525123
  877040   150.29575   0.5422102   0.2524596
  877060   150.29923   0.5420624   0.2523935
  877080   150.30270   0.5418992   0.2523162
  877100   150.30618   0.5417271   0.2522317
  877120   150.30966   0.5415529   0.2521441
  877140   150.31313   0.5413825   0.2520571
  877160   150.31661   0.5412193   0.2519731
  877180   150.32008   0.5410649   0.2518935
  877200   150.32356   0.5409207   0.2518190
  877220   150.32704   0.5407870   0.2517499
  877240   150.33051   0.5406627   0.2516852
  877260   150.33399   0.5405453   0.2516235
  877280   150.33746   0.5404321   0.2515628
  877300   150.34094   0.5403193   0.2515008
  877320   150.34442   0.5402038   0.2514360
  877340   150.34789   0.5400847   0.2513680
  877360   150.35137   0.5399638   0.2512977
  877380   150.35485   0.5398451   0.2512272
  877400   150.35832   0.5397334   0.2511592
  877420   150.36180   0.5396331   0.2510959
  877440   150.36528   0.5395481   0.2510393
  877460   150.36875   0.5394794   0.2509901
  877480   150.37223   0.5394260   0.2509482
  877500   150.37571   0.5393861   0.2509126
  877520   150.37918   0.5393572   0.2508822
  877540   150.38266   0.5393361   0.2508553
