   n        time         Cl         Cd
  880220   150.84735   0.5363413   0.2462774
  880240   150.85083   0.5363935   0.2462554
  880260   150.85430   0.5364438   0.2462330
  880280   150.85777   0.5364941   0.2462105
  880300   150.86124   0.5365464   0.2461883
  880320   150.86471   0.5366022   0.2461668
  880340   150.86818   0.5366625   0.2461464
  880360   150.87165   0.5367273   0.2461275
  880380   150.87512   0.5367965   0.2461106
  880400   150.87859   0.5368697   0.2460960
  880420   150.88207   0.5369482   0.2460839
  880440   150.88554   0.5370343   0.2460746
  880460   150.88901   0.5371296   0.2460679
  880480   150.89248   0.5372342   0.2460633
  880500   150.89595   0.5373468   0.2460603
  880520   150.89942   0.5374645   0.2460581
  880540   150.90290   0.5375826   0.2460559
  880560   150.90637   0.5376964   0.2460527
  880580   150.90984   0.5378019   0.2460477
  880600   150.91331   0.5378952   0.2460400
  880620   150.91679   0.5379732   0.2460289
  880640   150.92026   0.5380336   0.2460140
  880660   150.92373   0.5380754   0.2459954
  880680   150.92720   0.5380993   0.2459731
  880700   150.93067   0.5381070   0.2459475
  880720   150.93415   0.5381015   0.2459190
  880740   150.93762   0.5380859   0.2458880
  880760   150.94109   0.5380643   0.2458550
  880780   150.94456   0.5380398   0.2458205
  880800   150.94804   0.5380132   0.2457848
  880820   150.95151   0.5379853   0.2457477
  880840   150.95498   0.5379556   0.2457094
  880860   150.95845   0.5379227   0.2456698
  880880   150.96192   0.5378858   0.2456289
  880900   150.96540   0.5378442   0.2455869
  880920   150.96887   0.5377973   0.2455440
  880940   150.97234   0.5377451   0.2455005
  880960   150.97581   0.5376884   0.2454568
  880980   150.97928   0.5376286   0.2454134
  881000   150.98275   0.5375675   0.2453707
  881020   150.98623   0.5375067   0.2453291
  881040   150.98970   0.5374471   0.2452886
  881060   150.99317   0.5373898   0.2452494
  881080   150.99664   0.5373346   0.2452113
  881100   151.00011   0.5372820   0.2451740
  881120   151.00358   0.5372338   0.2451374
  881140   151.00705   0.5371912   0.2451013
  881160   151.01053   0.5371556   0.2450655
  881180   151.01400   0.5371290   0.2450310
  881200   151.01747   0.5371140   0.2449985
  881220   151.02094   0.5371120   0.2449683
  881240   151.02441   0.5371227   0.2449402
  881260   151.02788   0.5371442   0.2449140
  881280   151.03135   0.5371744   0.2448891
  881300   151.03482   0.5372103   0.2448651
  881320   151.03829   0.5372487   0.2448413
  881340   151.04176   0.5372868   0.2448172
  881360   151.04523   0.5373230   0.2447924
  881380   151.04870   0.5373559   0.2447672
  881400   151.05217   0.5373848   0.2447415
  881420   151.05564   0.5374083   0.2447152
  881440   151.05911   0.5374248   0.2446880
  881460   151.06258   0.5374335   0.2446600
  881480   151.06605   0.5374345   0.2446313
  881500   151.06952   0.5374281   0.2446021
  881520   151.07299   0.5374151   0.2445726
  881540   151.07646   0.5373968   0.2445429
  881560   151.07993   0.5373749   0.2445131
  881580   151.08340   0.5373513   0.2444833
  881600   151.08687   0.5373273   0.2444534
  881620   151.09034   0.5373042   0.2444237
  881640   151.09381   0.5372827   0.2443943
  881660   151.09728   0.5372629   0.2443654
  881680   151.10075   0.5372446   0.2443369
  881700   151.10422   0.5372275   0.2443089
  881720   151.10769   0.5372121   0.2442819
  881740   151.11116   0.5371993   0.2442560
  881760   151.11463   0.5371896   0.2442315
  881780   151.11810   0.5371829   0.2442084
  881800   151.12157   0.5371775   0.2441867
  881820   151.12504   0.5371720   0.2441660
  881840   151.12851   0.5371674   0.2441464
  881860   151.13198   0.5371670   0.2441282
  881880   151.13545   0.5371735   0.2441113
  881900   151.13892   0.5371882   0.2440956
  881920   151.14239   0.5372113   0.2440811
  881940   151.14586   0.5372413   0.2440678
  881960   151.14933   0.5372744   0.2440551
  881980   151.15280   0.5373076   0.2440425
  882000   151.15627   0.5373390   0.2440297
  882020   151.15973   0.5373672   0.2440168
  882040   151.16320   0.5373914   0.2440037
  882060   151.16667   0.5374113   0.2439905
  882080   151.17014   0.5374265   0.2439770
  882100   151.17361   0.5374366   0.2439635
  882120   151.17708   0.5374411   0.2439499
  882140   151.18055   0.5374399   0.2439362
  882160   151.18402   0.5374328   0.2439223
  882180   151.18749   0.5374210   0.2439082
  882200   151.19095   0.5374058   0.2438943
  882220   151.19442   0.5373881   0.2438806
  882240   151.19789   0.5373680   0.2438674
  882260   151.20136   0.5373462   0.2438545
  882280   151.20483   0.5373225   0.2438418
  882300   151.20829   0.5372962   0.2438289
  882320   151.21176   0.5372668   0.2438154
  882340   151.21523   0.5372342   0.2438010
  882360   151.21870   0.5371983   0.2437858
  882380   151.22217   0.5371595   0.2437700
  882400   151.22563   0.5371184   0.2437536
  882420   151.22910   0.5370759   0.2437367
  882440   151.23257   0.5370325   0.2437191
  882460   151.23604   0.5369883   0.2437010
  882480   151.23951   0.5369432   0.2436821
  882500   151.24297   0.5368997   0.2436624
  882520   151.24644   0.5368576   0.2436415
  882540   151.24991   0.5368160   0.2436188
  882560   151.25338   0.5367755   0.2435944
  882580   151.25685   0.5367369   0.2435686
  882600   151.26031   0.5367011   0.2435415
  882620   151.26378   0.5366677   0.2435128
  882640   151.26725   0.5366370   0.2434823
  882660   151.27072   0.5366082   0.2434501
  882680   151.27418   0.5365797   0.2434164
  882700   151.27765   0.5365501   0.2433809
  882720   151.28112   0.5365183   0.2433436
  882740   151.28459   0.5364847   0.2433043
  882760   151.28806   0.5364494   0.2432634
  882780   151.29152   0.5364122   0.2432213
  882800   151.29499   0.5363735   0.2431783
  882820   151.29846   0.5363340   0.2431345
  882840   151.30193   0.5362935   0.2430902
  882860   151.30539   0.5362521   0.2430458
  882880   151.30886   0.5362098   0.2430013
  882900   151.31233   0.5361662   0.2429564
  882920   151.31580   0.5361210   0.2429110
  882940   151.31927   0.5360738   0.2428649
  882960   151.32273   0.5360240   0.2428180
  882980   151.32620   0.5359708   0.2427698
  883000   151.32967   0.5359145   0.2427207
  883020   151.33314   0.5358547   0.2426708
  883040   151.33661   0.5357912   0.2426201
  883060   151.34007   0.5357244   0.2425688
  883080   151.34354   0.5356551   0.2425171
  883100   151.34701   0.5355846   0.2424652
  883120   151.35048   0.5355152   0.2424139
  883140   151.35395   0.5354493   0.2423634
  883160   151.35742   0.5353891   0.2423142
  883180   151.36088   0.5353357   0.2422661
  883200   151.36435   0.5352894   0.2422192
  883220   151.36782   0.5352488   0.2421729
  883240   151.37129   0.5352113   0.2421267
  883260   151.37476   0.5351748   0.2420798
  883280   151.37822   0.5351377   0.2420318
  883300   151.38169   0.5350995   0.2419823
  883320   151.38516   0.5350605   0.2419311
  883340   151.38863   0.5350219   0.2418783
  883360   151.39210   0.5349853   0.2418245
  883380   151.39557   0.5349517   0.2417701
  883400   151.39904   0.5349205   0.2417151
  883420   151.40250   0.5348906   0.2416596
  883440   151.40597   0.5348614   0.2416040
  883460   151.40944   0.5348325   0.2415486
  883480   151.41291   0.5348023   0.2414929
  883500   151.41638   0.5347705   0.2414373
  883520   151.41985   0.5347363   0.2413813
  883540   151.42332   0.5347000   0.2413250
  883560   151.42678   0.5346625   0.2412688
  883580   151.43025   0.5346232   0.2412129
  883600   151.43372   0.5345807   0.2411572
  883620   151.43719   0.5345337   0.2411012
