   n        time         Cl         Cd
  875340   150.00039   0.5495404   0.2550334
  875360   150.00386   0.5497744   0.2561964
  875380   150.00734   0.5504090   0.2567135
  875400   150.01082   0.5507579   0.2569769
  875420   150.01430   0.5509042   0.2570753
  875440   150.01777   0.5509071   0.2571389
  875460   150.02124   0.5508608   0.2571276
  875480   150.02472   0.5509382   0.2571246
  875500   150.02819   0.5511594   0.2571487
  875520   150.03166   0.5512822   0.2571129
  875540   150.03514   0.5511119   0.2570236
  875560   150.03861   0.5509305   0.2569626
  875580   150.04208   0.5507253   0.2568997
  875600   150.04556   0.5505295   0.2568241
  875620   150.04903   0.5503485   0.2567446
  875640   150.05250   0.5502207   0.2566897
  875660   150.05597   0.5501270   0.2566574
  875680   150.05945   0.5500464   0.2566221
  875700   150.06292   0.5499593   0.2565715
  875720   150.06639   0.5498361   0.2565068
  875740   150.06986   0.5497072   0.2564406
  875760   150.07334   0.5496177   0.2563835
  875780   150.07681   0.5495450   0.2563294
  875800   150.08028   0.5494741   0.2562705
  875820   150.08376   0.5493990   0.2561990
  875840   150.08723   0.5493172   0.2561145
  875860   150.09070   0.5492374   0.2560256
  875880   150.09418   0.5491668   0.2559384
  875900   150.09765   0.5490959   0.2558498
  875920   150.10113   0.5490046   0.2557521
  875940   150.10460   0.5488914   0.2556456
  875960   150.10808   0.5487757   0.2555398
  875980   150.11155   0.5486742   0.2554408
  876000   150.11502   0.5485933   0.2553507
  876020   150.11850   0.5485359   0.2552716
  876040   150.12197   0.5485027   0.2552051
  876060   150.12545   0.5484871   0.2551492
  876080   150.12892   0.5484782   0.2551004
  876100   150.13240   0.5484679   0.2550549
  876120   150.13587   0.5484453   0.2550082
  876140   150.13935   0.5483981   0.2549560
  876160   150.14282   0.5483223   0.2548965
  876180   150.14630   0.5482246   0.2548327
  876200   150.14977   0.5481124   0.2547687
  876220   150.15325   0.5479891   0.2547064
  876240   150.15672   0.5478556   0.2546465
  876260   150.16020   0.5477180   0.2545906
  876280   150.16367   0.5475835   0.2545402
  876300   150.16715   0.5474515   0.2544943
  876320   150.17063   0.5473180   0.2544504
  876340   150.17410   0.5471828   0.2544073
  876360   150.17758   0.5470489   0.2543651
  876380   150.18105   0.5469161   0.2543230
  876400   150.18453   0.5467831   0.2542795
  876420   150.18800   0.5466465   0.2542321
  876440   150.19148   0.5464977   0.2541780
  876460   150.19496   0.5463320   0.2541161
  876480   150.19843   0.5461530   0.2540484
  876500   150.20191   0.5459673   0.2539779
  876520   150.20539   0.5457838   0.2539085
  876540   150.20886   0.5456123   0.2538438
  876560   150.21234   0.5454555   0.2537847
  876580   150.21582   0.5453095   0.2537298
  876600   150.21929   0.5451723   0.2536779
  876620   150.22277   0.5450437   0.2536284
  876640   150.22625   0.5449172   0.2535791
