x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	M5	x9	P3	x10	M6	x11	T3	x12	M7	x13	P4	x14	M8	x15	T4	x16	M9	
-4.771170e-01 	 3.682240e-05 	-4.923170e-01 	 1.130130e-02 	-4.771170e-01 	 8.015850e-03 	-4.619100e-01 	 -1.816540e-04 	-4.771170e-01 	 9.072680e-03 	-4.923170e-01 	 1.659320e-02 	-4.771170e-01 	 7.143760e-03 	-4.619100e-01 	 -2.086720e-04 	-4.771170e-01 	 7.159980e-03 	-4.923170e-01 	 1.660380e-02 	-4.771170e-01 	 8.997630e-03 	-4.619100e-01 	 -1.100670e-04 	-4.771170e-01 	 7.942200e-03 	-4.923170e-01 	 1.091020e-02 	-4.771170e-01 	 4.898270e-05 	-4.619100e-01 	 5.230030e-04 	-4.771170e-01 	 3.682240e-05 	 
-4.759770e-01 	 -2.860700e-04 	-4.911820e-01 	 1.063360e-02 	-4.759770e-01 	 7.628030e-03 	-4.607660e-01 	 7.573590e-05 	-4.759770e-01 	 8.494430e-03 	-4.911820e-01 	 1.620870e-02 	-4.759770e-01 	 6.515900e-03 	-4.607660e-01 	 -1.262130e-04 	-4.759770e-01 	 6.531920e-03 	-4.911820e-01 	 1.621870e-02 	-4.759770e-01 	 8.413300e-03 	-4.607660e-01 	 1.526580e-04 	-4.759770e-01 	 7.552640e-03 	-4.911820e-01 	 1.020400e-02 	-4.759770e-01 	 -2.860300e-04 	-4.607660e-01 	 8.148380e-04 	-4.759770e-01 	 -2.860700e-04 	 
-4.748110e-01 	 -4.849130e-04 	-4.900180e-01 	 9.960610e-03 	-4.748110e-01 	 7.274130e-03 	-4.595950e-01 	 3.215540e-04 	-4.748110e-01 	 7.932400e-03 	-4.900180e-01 	 1.584280e-02 	-4.748110e-01 	 5.960630e-03 	-4.595950e-01 	 -5.037210e-05 	-4.748110e-01 	 5.974540e-03 	-4.900180e-01 	 1.585230e-02 	-4.748110e-01 	 7.847130e-03 	-4.595950e-01 	 4.181110e-04 	-4.748110e-01 	 7.196880e-03 	-4.900180e-01 	 9.490430e-03 	-4.748110e-01 	 -4.968110e-04 	-4.595950e-01 	 1.067500e-03 	-4.748110e-01 	 -4.849130e-04 	 
-4.736150e-01 	 -5.697410e-04 	-4.888260e-01 	 9.282700e-03 	-4.736150e-01 	 6.949590e-03 	-4.583970e-01 	 5.366590e-04 	-4.736150e-01 	 7.401580e-03 	-4.888260e-01 	 1.549830e-02 	-4.736150e-01 	 5.479030e-03 	-4.583970e-01 	 8.383350e-06 	-4.736150e-01 	 5.490220e-03 	-4.888260e-01 	 1.550790e-02 	-4.736150e-01 	 7.315950e-03 	-4.583970e-01 	 6.583130e-04 	-4.736150e-01 	 6.870550e-03 	-4.888260e-01 	 8.770840e-03 	-4.736150e-01 	 -5.922840e-04 	-4.583970e-01 	 1.235150e-03 	-4.736150e-01 	 -5.697410e-04 	 
-4.723900e-01 	 -5.708740e-04 	-4.876040e-01 	 8.597460e-03 	-4.723900e-01 	 6.653910e-03 	-4.571700e-01 	 7.121980e-04 	-4.723900e-01 	 6.919170e-03 	-4.876040e-01 	 1.517270e-02 	-4.723900e-01 	 5.051900e-03 	-4.571700e-01 	 6.486670e-05 	-4.723900e-01 	 5.061730e-03 	-4.876040e-01 	 1.518270e-02 	-4.723900e-01 	 6.837030e-03 	-4.571700e-01 	 8.490790e-04 	-4.723900e-01 	 6.573580e-03 	-4.876040e-01 	 8.044290e-03 	-4.723900e-01 	 -6.025660e-04 	-4.571700e-01 	 1.328680e-03 	-4.723900e-01 	 -5.708740e-04 	 
-4.711350e-01 	 -5.210540e-04 	-4.863500e-01 	 7.903800e-03 	-4.711350e-01 	 6.385620e-03 	-4.559130e-01 	 8.456230e-04 	-4.711350e-01 	 6.489650e-03 	-4.863500e-01 	 1.486420e-02 	-4.711350e-01 	 4.643990e-03 	-4.559130e-01 	 1.428710e-04 	-4.711350e-01 	 4.655030e-03 	-4.863500e-01 	 1.487490e-02 	-4.711350e-01 	 6.412770e-03 	-4.559130e-01 	 9.943890e-04 	-4.711350e-01 	 6.304050e-03 	-4.863500e-01 	 7.311660e-03 	-4.711350e-01 	 -5.584040e-04 	-4.559130e-01 	 1.360330e-03 	-4.711350e-01 	 -5.210540e-04 	 
-4.698490e-01 	 -4.418210e-04 	-4.850650e-01 	 7.205480e-03 	-4.698490e-01 	 6.147100e-03 	-4.546260e-01 	 9.455210e-04 	-4.698490e-01 	 6.107400e-03 	-4.850650e-01 	 1.457710e-02 	-4.698490e-01 	 4.223710e-03 	-4.546260e-01 	 2.289830e-04 	-4.698490e-01 	 4.238510e-03 	-4.850650e-01 	 1.458870e-02 	-4.698490e-01 	 6.034440e-03 	-4.546260e-01 	 1.117380e-03 	-4.698490e-01 	 6.063670e-03 	-4.850650e-01 	 6.579500e-03 	-4.698490e-01 	 -4.804170e-04 	-4.546260e-01 	 1.324690e-03 	-4.698490e-01 	 -4.418210e-04 	 
-4.685310e-01 	 -3.376700e-04 	-4.837470e-01 	 6.505080e-03 	-4.685310e-01 	 5.927770e-03 	-4.533070e-01 	 1.041150e-03 	-4.685310e-01 	 5.743860e-03 	-4.837470e-01 	 1.431030e-02 	-4.685310e-01 	 3.764550e-03 	-4.533070e-01 	 3.086840e-04 	-4.685310e-01 	 3.785020e-03 	-4.837470e-01 	 1.432250e-02 	-4.685310e-01 	 5.671010e-03 	-4.533070e-01 	 1.234640e-03 	-4.685310e-01 	 5.842240e-03 	-4.837470e-01 	 5.854850e-03 	-4.685310e-01 	 -3.793570e-04 	-4.533070e-01 	 1.234840e-03 	-4.685310e-01 	 -3.376700e-04 	 
-4.671810e-01 	 -1.994190e-04 	-4.823960e-01 	 5.809280e-03 	-4.671810e-01 	 5.725300e-03 	-4.519570e-01 	 1.153190e-03 	-4.671810e-01 	 5.376780e-03 	-4.823960e-01 	 1.406540e-02 	-4.671810e-01 	 3.266570e-03 	-4.519570e-01 	 4.224290e-04 	-4.671810e-01 	 3.293710e-03 	-4.823960e-01 	 1.407780e-02 	-4.671810e-01 	 5.299300e-03 	-4.519570e-01 	 1.347850e-03 	-4.671810e-01 	 5.636590e-03 	-4.823960e-01 	 5.149410e-03 	-4.671810e-01 	 -2.559120e-04 	-4.519570e-01 	 1.125240e-03 	-4.671810e-01 	 -1.994190e-04 	 
-4.657970e-01 	 -1.386620e-05 	-4.810110e-01 	 5.123940e-03 	-4.657970e-01 	 5.538430e-03 	-4.505730e-01 	 1.255630e-03 	-4.657970e-01 	 4.992410e-03 	-4.810110e-01 	 1.383330e-02 	-4.657970e-01 	 2.748910e-03 	-4.505730e-01 	 5.858340e-04 	-4.657970e-01 	 2.782890e-03 	-4.810110e-01 	 1.384530e-02 	-4.657970e-01 	 4.906440e-03 	-4.505730e-01 	 1.448300e-03 	-4.657970e-01 	 5.447110e-03 	-4.810110e-01 	 4.473830e-03 	-4.657970e-01 	 -1.013530e-04 	-4.505730e-01 	 1.012120e-03 	-4.657970e-01 	 -1.386620e-05 	 
