x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	M5	x9	P3	x10	M6	x11	T3	x12	M7	x13	avg	
-0.41356 	 -0.90157 	-0.42842 	 -0.94153 	-0.41356 	 -1.16521 	-0.39868 	 -1.22383 	-0.41356 	 -1.26254 	-0.42842 	 -1.19646 	-0.41356 	 -1.26056 	-0.39868 	 -1.22840 	-0.41356 	 -1.18602 	-0.42842 	 -0.92570 	-0.41356 	 -0.88215 	-0.39868 	 -0.90622 	-0.41356 	 -0.90157 	-0.41356 	 -1.07552 	 
-0.41102 	 -0.90650 	-0.42585 	 -0.95169 	-0.41102 	 -1.16055 	-0.39617 	 -1.20647 	-0.41102 	 -1.23913 	-0.42585 	 -1.17933 	-0.41102 	 -1.24003 	-0.39617 	 -1.21095 	-0.41102 	 -1.17710 	-0.42585 	 -0.93147 	-0.41102 	 -0.88662 	-0.39617 	 -0.91076 	-0.41102 	 -0.90650 	-0.41102 	 -1.06978 	 
-0.40842 	 -0.91056 	-0.42323 	 -0.95984 	-0.40842 	 -1.14958 	-0.39360 	 -1.18713 	-0.40842 	 -1.21725 	-0.42323 	 -1.16188 	-0.40842 	 -1.22460 	-0.39360 	 -1.19423 	-0.40842 	 -1.14721 	-0.42323 	 -0.93801 	-0.40842 	 -0.89111 	-0.39360 	 -0.91488 	-0.40842 	 -0.91056 	-0.40842 	 -1.06206 	 
-0.40579 	 -0.91453 	-0.42057 	 -0.96495 	-0.40579 	 -1.12323 	-0.39100 	 -1.15970 	-0.40579 	 -1.19957 	-0.42057 	 -1.14419 	-0.40579 	 -1.21122 	-0.39100 	 -1.17217 	-0.40579 	 -1.11175 	-0.42057 	 -0.94461 	-0.40579 	 -0.89662 	-0.39100 	 -0.91873 	-0.40579 	 -0.91453 	-0.40579 	 -1.05199 	 
-0.40311 	 -0.91957 	-0.41785 	 -0.96725 	-0.40311 	 -1.08525 	-0.38834 	 -1.13029 	-0.40311 	 -1.18492 	-0.41785 	 -1.12645 	-0.40311 	 -1.19635 	-0.38834 	 -1.14336 	-0.40311 	 -1.08869 	-0.41785 	 -0.95101 	-0.40311 	 -0.90193 	-0.38834 	 -0.92302 	-0.40311 	 -0.91957 	-0.40311 	 -1.04136 	 
-0.40038 	 -0.92526 	-0.41510 	 -0.96727 	-0.40038 	 -1.06860 	-0.38565 	 -1.10533 	-0.40038 	 -1.17076 	-0.41510 	 -1.10925 	-0.40038 	 -1.17999 	-0.38565 	 -1.11833 	-0.40038 	 -1.07171 	-0.41510 	 -0.95571 	-0.40038 	 -0.90634 	-0.38565 	 -0.92764 	-0.40038 	 -0.92526 	-0.40038 	 -1.03319 	 
-0.39760 	 -0.93022 	-0.41229 	 -0.96714 	-0.39760 	 -1.07088 	-0.38290 	 -1.08070 	-0.39760 	 -1.15668 	-0.41229 	 -1.09332 	-0.39760 	 -1.16302 	-0.38290 	 -1.09662 	-0.39760 	 -1.06129 	-0.41229 	 -0.95806 	-0.39760 	 -0.91112 	-0.38290 	 -0.93206 	-0.39760 	 -0.93022 	-0.39760 	 -1.02703 	 
-0.39478 	 -0.93465 	-0.40943 	 -0.96668 	-0.39478 	 -1.06410 	-0.38011 	 -1.05643 	-0.39478 	 -1.14237 	-0.40943 	 -1.07872 	-0.39478 	 -1.14545 	-0.38011 	 -1.06963 	-0.39478 	 -1.05522 	-0.40943 	 -0.95897 	-0.39478 	 -0.91651 	-0.38011 	 -0.93637 	-0.39478 	 -0.93465 	-0.39478 	 -1.01998 	 
-0.39191 	 -0.93987 	-0.40653 	 -0.96426 	-0.39191 	 -1.05762 	-0.37728 	 -1.03920 	-0.39191 	 -1.13020 	-0.40653 	 -1.06473 	-0.39191 	 -1.12753 	-0.37728 	 -1.04413 	-0.39191 	 -1.05373 	-0.40653 	 -0.95835 	-0.39191 	 -0.92171 	-0.37728 	 -0.94054 	-0.39191 	 -0.93987 	-0.39191 	 -1.01398 	 
-0.38900 	 -0.94532 	-0.40358 	 -0.96187 	-0.38900 	 -1.05049 	-0.37440 	 -1.02746 	-0.38900 	 -1.11866 	-0.40358 	 -1.05110 	-0.38900 	 -1.10905 	-0.37440 	 -1.02334 	-0.38900 	 -1.05532 	-0.40358 	 -0.95622 	-0.38900 	 -0.92687 	-0.37440 	 -0.94412 	-0.38900 	 -0.94532 	-0.38900 	 -1.00886 	 
-0.38604 	 -0.94898 	-0.40059 	 -0.96250 	-0.38604 	 -1.03195 	-0.37147 	 -1.00700 	-0.38604 	 -1.09738 	-0.40059 	 -1.03942 	-0.38604 	 -1.09088 	-0.37147 	 -1.00341 	-0.38604 	 -1.05174 	-0.40059 	 -0.95553 	-0.38604 	 -0.93207 	-0.37147 	 -0.94709 	-0.38604 	 -0.94898 	-0.38604 	 -1.00130 	 
-0.38303 	 -0.95044 	-0.39754 	 -0.96431 	-0.38303 	 -1.01970 	-0.36850 	 -0.97896 	-0.38303 	 -1.06838 	-0.39754 	 -1.03013 	-0.38303 	 -1.07421 	-0.36850 	 -0.98599 	-0.38303 	 -1.04200 	-0.39754 	 -0.95839 	-0.38303 	 -0.93661 	-0.36850 	 -0.95003 	-0.38303 	 -0.95044 	-0.38303 	 -0.99305 	 
-0.37997 	 -0.95109 	-0.39445 	 -0.96450 	-0.37997 	 -1.01885 	-0.36548 	 -0.96062 	-0.37997 	 -1.04325 	-0.39445 	 -1.02312 	-0.37997 	 -1.05601 	-0.36548 	 -0.97001 	-0.37997 	 -1.03306 	-0.39445 	 -0.96290 	-0.37997 	 -0.94096 	-0.36548 	 -0.95332 	-0.37997 	 -0.95109 	-0.37997 	 -0.98683 	 
-0.37687 	 -0.95203 	-0.39131 	 -0.96722 	-0.37687 	 -1.01707 	-0.36242 	 -0.95273 	-0.37687 	 -1.02381 	-0.39131 	 -1.02071 	-0.37687 	 -1.03588 	-0.36242 	 -0.95491 	-0.37687 	 -1.03032 	-0.39131 	 -0.96716 	-0.37687 	 -0.94670 	-0.36242 	 -0.95665 	-0.37687 	 -0.95203 	-0.37687 	 -0.98286 	 
-0.37372 	 -0.95403 	-0.38812 	 -0.97222 	-0.37372 	 -1.00980 	-0.35931 	 -0.94742 	-0.37372 	 -1.00933 	-0.38812 	 -1.01929 	-0.37372 	 -1.01755 	-0.35931 	 -0.94332 	-0.37372 	 -1.02858 	-0.38812 	 -0.97132 	-0.37372 	 -0.95310 	-0.35931 	 -0.95967 	-0.37372 	 -0.95403 	-0.37372 	 -0.97997 	 
-0.37053 	 -0.95754 	-0.38489 	 -0.97324 	-0.37053 	 -0.99766 	-0.35616 	 -0.94078 	-0.37053 	 -0.99760 	-0.38489 	 -1.01185 	-0.37053 	 -0.99928 	-0.35616 	 -0.93738 	-0.37053 	 -1.02283 	-0.38489 	 -0.97453 	-0.37053 	 -0.95620 	-0.35616 	 -0.96237 	-0.37053 	 -0.95754 	-0.37053 	 -0.97606 	 
-0.36729 	 -0.96107 	-0.38161 	 -0.97322 	-0.36729 	 -0.99258 	-0.35296 	 -0.92976 	-0.36729 	 -0.98672 	-0.38161 	 -1.00205 	-0.36729 	 -0.98145 	-0.35296 	 -0.93883 	-0.36729 	 -1.01852 	-0.38161 	 -0.97379 	-0.36729 	 -0.95609 	-0.35296 	 -0.96456 	-0.36729 	 -0.96107 	-0.36729 	 -0.97228 	 
-0.36401 	 -0.96290 	-0.37828 	 -0.97463 	-0.36401 	 -0.99706 	-0.34972 	 -0.91834 	-0.36401 	 -0.97688 	-0.37828 	 -0.99466 	-0.36401 	 -0.96882 	-0.34972 	 -0.94066 	-0.36401 	 -1.01842 	-0.37828 	 -0.97234 	-0.36401 	 -0.95805 	-0.34972 	 -0.96620 	-0.36401 	 -0.96290 	-0.36401 	 -0.97014 	 
-0.36067 	 -0.96398 	-0.37490 	 -0.97364 	-0.36067 	 -1.00219 	-0.34643 	 -0.91235 	-0.36067 	 -0.96556 	-0.37490 	 -0.98652 	-0.36067 	 -0.95734 	-0.34643 	 -0.93539 	-0.36067 	 -1.01939 	-0.37490 	 -0.97633 	-0.36067 	 -0.96247 	-0.34643 	 -0.96766 	-0.36067 	 -0.96398 	-0.36067 	 -0.96822 	 
-0.35730 	 -0.96592 	-0.37148 	 -0.97058 	-0.35730 	 -1.00655 	-0.34310 	 -0.91099 	-0.35730 	 -0.95277 	-0.37148 	 -0.97570 	-0.35730 	 -0.94310 	-0.34310 	 -0.92956 	-0.35730 	 -1.01755 	-0.37148 	 -0.98261 	-0.35730 	 -0.96692 	-0.34310 	 -0.96935 	-0.35730 	 -0.96592 	-0.35730 	 -0.96596 	 
-0.35387 	 -0.96803 	-0.36801 	 -0.96843 	-0.35387 	 -0.99892 	-0.33972 	 -0.91232 	-0.35387 	 -0.93998 	-0.36801 	 -0.96423 	-0.35387 	 -0.93165 	-0.33972 	 -0.92999 	-0.35387 	 -1.01122 	-0.36801 	 -0.98548 	-0.35387 	 -0.97220 	-0.33972 	 -0.97125 	-0.35387 	 -0.96803 	-0.35387 	 -0.96321 	 
-0.35041 	 -0.96957 	-0.36450 	 -0.96768 	-0.35041 	 -0.98273 	-0.33630 	 -0.91659 	-0.35041 	 -0.92826 	-0.36450 	 -0.95586 	-0.35041 	 -0.92360 	-0.33630 	 -0.93261 	-0.35041 	 -1.00471 	-0.36450 	 -0.98678 	-0.35041 	 -0.97655 	-0.33630 	 -0.97256 	-0.35041 	 -0.96957 	-0.35041 	 -0.96054 	 
-0.34689 	 -0.97158 	-0.36094 	 -0.96834 	-0.34689 	 -0.97898 	-0.33283 	 -0.92156 	-0.34689 	 -0.91884 	-0.36094 	 -0.95202 	-0.34689 	 -0.91400 	-0.33283 	 -0.93225 	-0.34689 	 -1.00275 	-0.36094 	 -0.98794 	-0.34689 	 -0.97619 	-0.33283 	 -0.97263 	-0.34689 	 -0.97158 	-0.34689 	 -0.95913 	 
-0.34333 	 -0.97408 	-0.35733 	 -0.97228 	-0.34333 	 -0.98124 	-0.32932 	 -0.92372 	-0.34333 	 -0.90744 	-0.35733 	 -0.94670 	-0.34333 	 -0.90473 	-0.32932 	 -0.92782 	-0.34333 	 -1.00133 	-0.35733 	 -0.98772 	-0.34333 	 -0.97243 	-0.32932 	 -0.97214 	-0.34333 	 -0.97408 	-0.34333 	 -0.95736 	 
-0.33973 	 -0.97626 	-0.35368 	 -0.97511 	-0.33973 	 -0.97940 	-0.32577 	 -0.92420 	-0.33973 	 -0.89573 	-0.35368 	 -0.93701 	-0.33973 	 -0.89966 	-0.32577 	 -0.92158 	-0.33973 	 -0.99665 	-0.35368 	 -0.98836 	-0.33973 	 -0.97229 	-0.32577 	 -0.97216 	-0.33973 	 -0.97626 	-0.33973 	 -0.95498 	 
-0.33608 	 -0.97802 	-0.34998 	 -0.97371 	-0.33608 	 -0.97715 	-0.32217 	 -0.92533 	-0.33608 	 -0.89253 	-0.34998 	 -0.93109 	-0.33608 	 -0.89548 	-0.32217 	 -0.91841 	-0.33608 	 -0.99425 	-0.34998 	 -0.98989 	-0.33608 	 -0.97704 	-0.32217 	 -0.97267 	-0.33608 	 -0.97802 	-0.33608 	 -0.95412 	 
-0.33239 	 -0.97908 	-0.34623 	 -0.97735 	-0.33239 	 -0.97271 	-0.31853 	 -0.92546 	-0.33239 	 -0.89351 	-0.34623 	 -0.93269 	-0.33239 	 -0.89060 	-0.31853 	 -0.92038 	-0.33239 	 -0.99424 	-0.34623 	 -0.98709 	-0.33239 	 -0.97932 	-0.31853 	 -0.97252 	-0.33239 	 -0.97908 	-0.33239 	 -0.95416 	 
-0.32866 	 -0.97936 	-0.34244 	 -0.98528 	-0.32866 	 -0.96514 	-0.31485 	 -0.92311 	-0.32866 	 -0.89136 	-0.34244 	 -0.93291 	-0.32866 	 -0.88789 	-0.31485 	 -0.92358 	-0.32866 	 -0.99333 	-0.34244 	 -0.98253 	-0.32866 	 -0.97847 	-0.31485 	 -0.97126 	-0.32866 	 -0.97936 	-0.32866 	 -0.95335 	 
-0.32488 	 -0.97948 	-0.33861 	 -0.98731 	-0.32488 	 -0.95615 	-0.31112 	 -0.92014 	-0.32488 	 -0.88978 	-0.33861 	 -0.92616 	-0.32488 	 -0.88421 	-0.31112 	 -0.92515 	-0.32488 	 -0.99422 	-0.33861 	 -0.98324 	-0.32488 	 -0.97901 	-0.31112 	 -0.96943 	-0.32488 	 -0.97948 	-0.32488 	 -0.95183 	 
-0.32105 	 -0.97929 	-0.33474 	 -0.98481 	-0.32105 	 -0.94987 	-0.30736 	 -0.91846 	-0.32105 	 -0.88870 	-0.33474 	 -0.91555 	-0.32105 	 -0.87974 	-0.30736 	 -0.92441 	-0.32105 	 -0.99745 	-0.33474 	 -0.98357 	-0.32105 	 -0.98003 	-0.30736 	 -0.96701 	-0.32105 	 -0.97929 	-0.32105 	 -0.94986 	 
-0.31719 	 -0.97838 	-0.33081 	 -0.97856 	-0.31719 	 -0.94992 	-0.30355 	 -0.91562 	-0.31719 	 -0.88383 	-0.33081 	 -0.90333 	-0.31719 	 -0.87936 	-0.30355 	 -0.92136 	-0.31719 	 -0.99695 	-0.33081 	 -0.98147 	-0.31719 	 -0.97968 	-0.30355 	 -0.96419 	-0.31719 	 -0.97838 	-0.31719 	 -0.94700 	 
-0.31328 	 -0.97682 	-0.32685 	 -0.97125 	-0.31328 	 -0.94783 	-0.29969 	 -0.91101 	-0.31328 	 -0.87858 	-0.32685 	 -0.88983 	-0.31328 	 -0.88019 	-0.29969 	 -0.91809 	-0.31328 	 -0.98646 	-0.32685 	 -0.98324 	-0.31328 	 -0.97863 	-0.29969 	 -0.96127 	-0.31328 	 -0.97682 	-0.31328 	 -0.94308 	 
-0.30933 	 -0.97435 	-0.32284 	 -0.96977 	-0.30933 	 -0.94237 	-0.29580 	 -0.90808 	-0.30933 	 -0.87738 	-0.32284 	 -0.88225 	-0.30933 	 -0.87810 	-0.29580 	 -0.91360 	-0.30933 	 -0.97308 	-0.32284 	 -0.98626 	-0.30933 	 -0.97708 	-0.29580 	 -0.95764 	-0.30933 	 -0.97435 	-0.30933 	 -0.93956 	 
-0.30534 	 -0.97079 	-0.31879 	 -0.96956 	-0.30534 	 -0.94275 	-0.29187 	 -0.90614 	-0.30534 	 -0.87648 	-0.31879 	 -0.89153 	-0.30534 	 -0.87357 	-0.29187 	 -0.90813 	-0.30534 	 -0.96744 	-0.31879 	 -0.98548 	-0.30534 	 -0.97431 	-0.29187 	 -0.95330 	-0.30534 	 -0.97079 	-0.30534 	 -0.93771 	 
-0.30130 	 -0.96700 	-0.31470 	 -0.96883 	-0.30130 	 -0.94201 	-0.28789 	 -0.90609 	-0.30130 	 -0.87208 	-0.31470 	 -0.89773 	-0.30130 	 -0.86925 	-0.28789 	 -0.90590 	-0.30130 	 -0.96584 	-0.31470 	 -0.98175 	-0.30130 	 -0.97046 	-0.28789 	 -0.94896 	-0.30130 	 -0.96700 	-0.30130 	 -0.93561 	 
-0.29723 	 -0.96446 	-0.31056 	 -0.97002 	-0.29723 	 -0.93436 	-0.28388 	 -0.90803 	-0.29723 	 -0.86750 	-0.31056 	 -0.87880 	-0.29723 	 -0.86725 	-0.28388 	 -0.90228 	-0.29723 	 -0.96253 	-0.31056 	 -0.97969 	-0.29723 	 -0.96661 	-0.28388 	 -0.94403 	-0.29723 	 -0.96446 	-0.29723 	 -0.93154 	 
-0.29311 	 -0.96286 	-0.30639 	 -0.96618 	-0.29311 	 -0.93146 	-0.27982 	 -0.90777 	-0.29311 	 -0.86440 	-0.30639 	 -0.86280 	-0.29311 	 -0.86521 	-0.27982 	 -0.89290 	-0.29311 	 -0.95806 	-0.30639 	 -0.98194 	-0.29311 	 -0.96257 	-0.27982 	 -0.93771 	-0.29311 	 -0.96286 	-0.29311 	 -0.92744 	 
-0.28896 	 -0.95915 	-0.30217 	 -0.95800 	-0.28896 	 -0.93572 	-0.27573 	 -0.90411 	-0.28896 	 -0.86155 	-0.30217 	 -0.86268 	-0.28896 	 -0.86051 	-0.27573 	 -0.88604 	-0.28896 	 -0.95329 	-0.30217 	 -0.98543 	-0.28896 	 -0.95702 	-0.27573 	 -0.93029 	-0.28896 	 -0.95915 	-0.28896 	 -0.92407 	 
-0.28476 	 -0.95234 	-0.29791 	 -0.95397 	-0.28476 	 -0.93834 	-0.27160 	 -0.89718 	-0.28476 	 -0.85935 	-0.29791 	 -0.85727 	-0.28476 	 -0.85446 	-0.27160 	 -0.88379 	-0.28476 	 -0.94683 	-0.29791 	 -0.98398 	-0.28476 	 -0.95063 	-0.27160 	 -0.92219 	-0.28476 	 -0.95234 	-0.28476 	 -0.91944 	 
-0.28053 	 -0.94486 	-0.29361 	 -0.95366 	-0.28053 	 -0.93866 	-0.26743 	 -0.88758 	-0.28053 	 -0.85579 	-0.29361 	 -0.84515 	-0.28053 	 -0.85249 	-0.26743 	 -0.87776 	-0.28053 	 -0.93948 	-0.29361 	 -0.97788 	-0.28053 	 -0.94546 	-0.26743 	 -0.91376 	-0.28053 	 -0.94486 	-0.28053 	 -0.91365 	 
-0.27625 	 -0.93851 	-0.28927 	 -0.95442 	-0.27625 	 -0.93997 	-0.26322 	 -0.87833 	-0.27625 	 -0.85063 	-0.28927 	 -0.83878 	-0.27625 	 -0.85617 	-0.26322 	 -0.87005 	-0.27625 	 -0.93242 	-0.28927 	 -0.97514 	-0.27625 	 -0.94207 	-0.26322 	 -0.90519 	-0.27625 	 -0.93851 	-0.27625 	 -0.90925 	 
-0.27194 	 -0.93307 	-0.28489 	 -0.95454 	-0.27194 	 -0.94042 	-0.25897 	 -0.87064 	-0.27194 	 -0.84683 	-0.28489 	 -0.83842 	-0.27194 	 -0.85576 	-0.25897 	 -0.86931 	-0.27194 	 -0.92315 	-0.28489 	 -0.97337 	-0.27194 	 -0.93920 	-0.25897 	 -0.89619 	-0.27194 	 -0.93307 	-0.27194 	 -0.90569 	 
-0.26759 	 -0.92703 	-0.28047 	 -0.95151 	-0.26759 	 -0.93405 	-0.25468 	 -0.86318 	-0.26759 	 -0.84430 	-0.28047 	 -0.83843 	-0.26759 	 -0.84353 	-0.25468 	 -0.87121 	-0.26759 	 -0.91368 	-0.28047 	 -0.96672 	-0.26759 	 -0.93553 	-0.25468 	 -0.88659 	-0.26759 	 -0.92703 	-0.26759 	 -0.90021 	 
-0.26320 	 -0.91867 	-0.27602 	 -0.94620 	-0.26320 	 -0.92069 	-0.25036 	 -0.85043 	-0.26320 	 -0.83803 	-0.27602 	 -0.83426 	-0.26320 	 -0.82698 	-0.25036 	 -0.86416 	-0.26320 	 -0.90838 	-0.27602 	 -0.96077 	-0.26320 	 -0.93063 	-0.25036 	 -0.87658 	-0.26320 	 -0.91867 	-0.26320 	 -0.89188 	 
-0.25877 	 -0.90766 	-0.27152 	 -0.94087 	-0.25877 	 -0.90734 	-0.24601 	 -0.82955 	-0.25877 	 -0.82459 	-0.27152 	 -0.82486 	-0.25877 	 -0.81539 	-0.24601 	 -0.85000 	-0.25877 	 -0.90477 	-0.27152 	 -0.95562 	-0.25877 	 -0.92318 	-0.24601 	 -0.86639 	-0.25877 	 -0.90766 	-0.25877 	 -0.88137 	 
-0.25431 	 -0.89549 	-0.26699 	 -0.93647 	-0.25431 	 -0.89505 	-0.24161 	 -0.80888 	-0.25431 	 -0.81025 	-0.26699 	 -0.81519 	-0.25431 	 -0.80749 	-0.24161 	 -0.83805 	-0.25431 	 -0.90031 	-0.26699 	 -0.94854 	-0.25431 	 -0.91318 	-0.24161 	 -0.85628 	-0.25431 	 -0.89549 	-0.25431 	 -0.87082 	 
-0.24981 	 -0.88341 	-0.26242 	 -0.93313 	-0.24981 	 -0.88188 	-0.23719 	 -0.79078 	-0.24981 	 -0.80131 	-0.26242 	 -0.80697 	-0.24981 	 -0.79962 	-0.23719 	 -0.82776 	-0.24981 	 -0.89404 	-0.26242 	 -0.94093 	-0.24981 	 -0.90482 	-0.23719 	 -0.84620 	-0.24981 	 -0.88341 	-0.24981 	 -0.86110 	 
-0.24528 	 -0.87097 	-0.25782 	 -0.92794 	-0.24528 	 -0.86994 	-0.23272 	 -0.77041 	-0.24528 	 -0.79484 	-0.25782 	 -0.79619 	-0.24528 	 -0.78869 	-0.23272 	 -0.81839 	-0.24528 	 -0.88356 	-0.25782 	 -0.93013 	-0.24528 	 -0.89969 	-0.23272 	 -0.83530 	-0.24528 	 -0.87097 	-0.24528 	 -0.85054 	 
-0.24071 	 -0.85752 	-0.25317 	 -0.91859 	-0.24071 	 -0.85880 	-0.22822 	 -0.75261 	-0.24071 	 -0.78661 	-0.25317 	 -0.78265 	-0.24071 	 -0.77370 	-0.22822 	 -0.81036 	-0.24071 	 -0.87108 	-0.25317 	 -0.91732 	-0.24071 	 -0.89440 	-0.22822 	 -0.82285 	-0.24071 	 -0.85752 	-0.24071 	 -0.83877 	 
-0.23610 	 -0.84244 	-0.24850 	 -0.90687 	-0.23610 	 -0.84739 	-0.22369 	 -0.73856 	-0.23610 	 -0.77630 	-0.24850 	 -0.76937 	-0.23610 	 -0.75844 	-0.22369 	 -0.80058 	-0.23610 	 -0.85865 	-0.24850 	 -0.90802 	-0.23610 	 -0.88698 	-0.22369 	 -0.80930 	-0.23610 	 -0.84244 	-0.23610 	 -0.82656 	 
-0.23147 	 -0.82626 	-0.24379 	 -0.89092 	-0.23147 	 -0.83389 	-0.21913 	 -0.72352 	-0.23147 	 -0.76207 	-0.24379 	 -0.75756 	-0.23147 	 -0.74466 	-0.21913 	 -0.78878 	-0.23147 	 -0.84429 	-0.24379 	 -0.90134 	-0.23147 	 -0.87593 	-0.21913 	 -0.79542 	-0.23147 	 -0.82626 	-0.23147 	 -0.81315 	 
-0.22680 	 -0.81124 	-0.23904 	 -0.87032 	-0.22680 	 -0.81643 	-0.21453 	 -0.70935 	-0.22680 	 -0.74418 	-0.23904 	 -0.74646 	-0.22680 	 -0.73291 	-0.21453 	 -0.77680 	-0.22680 	 -0.82682 	-0.23904 	 -0.89417 	-0.22680 	 -0.85933 	-0.21453 	 -0.78114 	-0.22680 	 -0.81124 	-0.22680 	 -0.79849 	 
-0.22209 	 -0.79715 	-0.23426 	 -0.85390 	-0.22209 	 -0.79773 	-0.20990 	 -0.69696 	-0.22209 	 -0.72822 	-0.23426 	 -0.73546 	-0.22209 	 -0.72319 	-0.20990 	 -0.76384 	-0.22209 	 -0.81071 	-0.23426 	 -0.88512 	-0.22209 	 -0.83953 	-0.20990 	 -0.76651 	-0.22209 	 -0.79715 	-0.22209 	 -0.78427 	 
-0.21736 	 -0.78244 	-0.22945 	 -0.84364 	-0.21736 	 -0.78111 	-0.20524 	 -0.68504 	-0.21736 	 -0.71459 	-0.22945 	 -0.72516 	-0.21736 	 -0.71079 	-0.20524 	 -0.74657 	-0.21736 	 -0.80143 	-0.22945 	 -0.87413 	-0.21736 	 -0.82138 	-0.20524 	 -0.75240 	-0.21736 	 -0.78244 	-0.21736 	 -0.77085 	 
-0.21259 	 -0.76816 	-0.22461 	 -0.83236 	-0.21259 	 -0.76731 	-0.20055 	 -0.67364 	-0.21259 	 -0.70183 	-0.22461 	 -0.71380 	-0.21259 	 -0.69494 	-0.20055 	 -0.72563 	-0.21259 	 -0.79166 	-0.22461 	 -0.85993 	-0.21259 	 -0.80581 	-0.20055 	 -0.73920 	-0.21259 	 -0.76816 	-0.21259 	 -0.75711 	 
-0.20779 	 -0.75506 	-0.21973 	 -0.81830 	-0.20779 	 -0.75290 	-0.19583 	 -0.66219 	-0.20779 	 -0.69122 	-0.21973 	 -0.69746 	-0.20779 	 -0.67993 	-0.19583 	 -0.70669 	-0.20779 	 -0.77546 	-0.21973 	 -0.84398 	-0.20779 	 -0.79054 	-0.19583 	 -0.72660 	-0.20779 	 -0.75506 	-0.20779 	 -0.74272 	 
-0.20296 	 -0.74228 	-0.21483 	 -0.80160 	-0.20296 	 -0.73534 	-0.19108 	 -0.65207 	-0.20296 	 -0.68169 	-0.21483 	 -0.67839 	-0.20296 	 -0.66581 	-0.19108 	 -0.69110 	-0.20296 	 -0.76131 	-0.21483 	 -0.83050 	-0.20296 	 -0.77544 	-0.19108 	 -0.71444 	-0.20296 	 -0.74228 	-0.20296 	 -0.72864 	 
-0.19810 	 -0.72977 	-0.20989 	 -0.78378 	-0.19810 	 -0.72091 	-0.18630 	 -0.64429 	-0.19810 	 -0.67252 	-0.20989 	 -0.66388 	-0.19810 	 -0.65253 	-0.18630 	 -0.67663 	-0.19810 	 -0.75307 	-0.20989 	 -0.81662 	-0.19810 	 -0.76138 	-0.18630 	 -0.70284 	-0.19810 	 -0.72977 	-0.19810 	 -0.71600 	 
-0.19321 	 -0.71774 	-0.20492 	 -0.76814 	-0.19321 	 -0.71026 	-0.18149 	 -0.63548 	-0.19321 	 -0.66326 	-0.20492 	 -0.65555 	-0.19321 	 -0.64229 	-0.18149 	 -0.66338 	-0.19321 	 -0.74313 	-0.20492 	 -0.79892 	-0.19321 	 -0.74786 	-0.18149 	 -0.69166 	-0.19321 	 -0.71774 	-0.19321 	 -0.70426 	 
-0.18830 	 -0.70595 	-0.19993 	 -0.75527 	-0.18830 	 -0.69764 	-0.17665 	 -0.62471 	-0.18830 	 -0.65267 	-0.19993 	 -0.64889 	-0.18830 	 -0.63323 	-0.17665 	 -0.65022 	-0.18830 	 -0.72955 	-0.19993 	 -0.78097 	-0.18830 	 -0.73406 	-0.17665 	 -0.68042 	-0.18830 	 -0.70595 	-0.18830 	 -0.69227 	 
-0.18335 	 -0.69461 	-0.19490 	 -0.74304 	-0.18335 	 -0.68564 	-0.17179 	 -0.61560 	-0.18335 	 -0.64123 	-0.19490 	 -0.64043 	-0.18335 	 -0.62400 	-0.17179 	 -0.63724 	-0.18335 	 -0.71713 	-0.19490 	 -0.76519 	-0.18335 	 -0.71915 	-0.17179 	 -0.66940 	-0.18335 	 -0.69461 	-0.18335 	 -0.68056 	 
-0.17838 	 -0.68393 	-0.18985 	 -0.72594 	-0.17838 	 -0.67307 	-0.16690 	 -0.60789 	-0.17838 	 -0.63001 	-0.18985 	 -0.63404 	-0.17838 	 -0.61610 	-0.16690 	 -0.62698 	-0.17838 	 -0.70330 	-0.18985 	 -0.74998 	-0.17838 	 -0.70392 	-0.16690 	 -0.65965 	-0.17838 	 -0.68393 	-0.17838 	 -0.66913 	 
-0.17339 	 -0.67333 	-0.18477 	 -0.70479 	-0.17339 	 -0.65597 	-0.16198 	 -0.60010 	-0.17339 	 -0.62142 	-0.18477 	 -0.63236 	-0.17339 	 -0.60900 	-0.16198 	 -0.61922 	-0.17339 	 -0.68767 	-0.18477 	 -0.73458 	-0.17339 	 -0.68995 	-0.16198 	 -0.65131 	-0.17339 	 -0.67333 	-0.17339 	 -0.65793 	 
-0.16836 	 -0.66246 	-0.17966 	 -0.68737 	-0.16836 	 -0.63987 	-0.15704 	 -0.59389 	-0.16836 	 -0.61570 	-0.17966 	 -0.62753 	-0.16836 	 -0.60185 	-0.15704 	 -0.61049 	-0.16836 	 -0.67596 	-0.17966 	 -0.72096 	-0.16836 	 -0.67646 	-0.15704 	 -0.64350 	-0.16836 	 -0.66246 	-0.16836 	 -0.64758 	 
-0.16331 	 -0.65144 	-0.17453 	 -0.67413 	-0.16331 	 -0.62770 	-0.15208 	 -0.58939 	-0.16331 	 -0.61004 	-0.17453 	 -0.61812 	-0.16331 	 -0.59399 	-0.15208 	 -0.59981 	-0.16331 	 -0.66614 	-0.17453 	 -0.70823 	-0.16331 	 -0.66361 	-0.15208 	 -0.63588 	-0.16331 	 -0.65144 	-0.16331 	 -0.63769 	 
