x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	M5	x9	P3	x10	M6	x11	T3	x12	M7	x13	avg	
0.49457 	 -0.50049 	0.49455 	 -0.50213 	0.49457 	 -0.50054 	0.49458 	 -0.49872 	0.49457 	 -0.49647 	0.49455 	 -0.49520 	0.49457 	 -0.49320 	0.49458 	 -0.49576 	0.49457 	 -0.48990 	0.49455 	 -0.48209 	0.49457 	 -0.48886 	0.49458 	 -0.49719 	0.49457 	 -0.50049 	0.49457 	 -0.49547 	 
0.49506 	 -0.50025 	0.49505 	 -0.50185 	0.49506 	 -0.50057 	0.49507 	 -0.49845 	0.49506 	 -0.49641 	0.49505 	 -0.49496 	0.49506 	 -0.49284 	0.49507 	 -0.49543 	0.49506 	 -0.48975 	0.49505 	 -0.48201 	0.49506 	 -0.48858 	0.49507 	 -0.49698 	0.49506 	 -0.50025 	0.49506 	 -0.49526 	 
0.49553 	 -0.50005 	0.49553 	 -0.50161 	0.49553 	 -0.50061 	0.49554 	 -0.49819 	0.49553 	 -0.49638 	0.49553 	 -0.49472 	0.49553 	 -0.49249 	0.49554 	 -0.49509 	0.49553 	 -0.48962 	0.49553 	 -0.48194 	0.49553 	 -0.48832 	0.49554 	 -0.49677 	0.49553 	 -0.50005 	0.49553 	 -0.49507 	 
0.49599 	 -0.49972 	0.49599 	 -0.50126 	0.49599 	 -0.50051 	0.49600 	 -0.49779 	0.49599 	 -0.49625 	0.49599 	 -0.49434 	0.49599 	 -0.49201 	0.49600 	 -0.49465 	0.49599 	 -0.48938 	0.49599 	 -0.48176 	0.49599 	 -0.48794 	0.49600 	 -0.49642 	0.49599 	 -0.49972 	0.49599 	 -0.49475 	 
0.49644 	 -0.49974 	0.49643 	 -0.50132 	0.49644 	 -0.50069 	0.49644 	 -0.49769 	0.49644 	 -0.49640 	0.49643 	 -0.49431 	0.49644 	 -0.49180 	0.49644 	 -0.49449 	0.49644 	 -0.48941 	0.49643 	 -0.48188 	0.49644 	 -0.48785 	0.49644 	 -0.49639 	0.49644 	 -0.49974 	0.49644 	 -0.49475 	 
0.49687 	 -0.49931 	0.49686 	 -0.50089 	0.49687 	 -0.50041 	0.49687 	 -0.49712 	0.49687 	 -0.49613 	0.49686 	 -0.49379 	0.49687 	 -0.49119 	0.49687 	 -0.49390 	0.49687 	 -0.48904 	0.49686 	 -0.48155 	0.49687 	 -0.48737 	0.49687 	 -0.49591 	0.49687 	 -0.49931 	0.49687 	 -0.49430 	 
0.49728 	 -0.49946 	0.49728 	 -0.50118 	0.49728 	 -0.50064 	0.49729 	 -0.49713 	0.49728 	 -0.49637 	0.49728 	 -0.49390 	0.49728 	 -0.49108 	0.49729 	 -0.49388 	0.49728 	 -0.48918 	0.49728 	 -0.48180 	0.49728 	 -0.48738 	0.49729 	 -0.49604 	0.49728 	 -0.49946 	0.49728 	 -0.49442 	 
0.49769 	 -0.49918 	0.49769 	 -0.50096 	0.49769 	 -0.50045 	0.49769 	 -0.49666 	0.49769 	 -0.49621 	0.49769 	 -0.49351 	0.49769 	 -0.49061 	0.49769 	 -0.49342 	0.49769 	 -0.48894 	0.49769 	 -0.48158 	0.49769 	 -0.48705 	0.49769 	 -0.49572 	0.49769 	 -0.49918 	0.49769 	 -0.49411 	 
0.49809 	 -0.49899 	0.49809 	 -0.50093 	0.49809 	 -0.50027 	0.49809 	 -0.49635 	0.49809 	 -0.49610 	0.49809 	 -0.49327 	0.49809 	 -0.49022 	0.49809 	 -0.49313 	0.49809 	 -0.48877 	0.49809 	 -0.48151 	0.49809 	 -0.48677 	0.49809 	 -0.49562 	0.49809 	 -0.49899 	0.49809 	 -0.49392 	 
0.49848 	 -0.49967 	0.49848 	 -0.50178 	0.49848 	 -0.50096 	0.49848 	 -0.49680 	0.49848 	 -0.49679 	0.49848 	 -0.49384 	0.49848 	 -0.49067 	0.49848 	 -0.49357 	0.49848 	 -0.48944 	0.49848 	 -0.48214 	0.49848 	 -0.48731 	0.49848 	 -0.49634 	0.49848 	 -0.49967 	0.49848 	 -0.49454 	 
0.49887 	 -0.49834 	0.49887 	 -0.50047 	0.49887 	 -0.49962 	0.49887 	 -0.49551 	0.49887 	 -0.49567 	0.49887 	 -0.49244 	0.49887 	 -0.48943 	0.49887 	 -0.49240 	0.49887 	 -0.48833 	0.49887 	 -0.48106 	0.49887 	 -0.48617 	0.49887 	 -0.49540 	0.49887 	 -0.49834 	0.49887 	 -0.49332 	 
0.49925 	 -0.50254 	0.49925 	 -0.50518 	0.49925 	 -0.50375 	0.49925 	 -0.49929 	0.49925 	 -0.49966 	0.49925 	 -0.49659 	0.49925 	 -0.49311 	0.49925 	 -0.49609 	0.49925 	 -0.49231 	0.49925 	 -0.48495 	0.49925 	 -0.48986 	0.49925 	 -0.49958 	0.49925 	 -0.50254 	0.49925 	 -0.49734 	 
0.49962 	 -0.50170 	0.49962 	 -0.50461 	0.49962 	 -0.50321 	0.49962 	 -0.49885 	0.49962 	 -0.49959 	0.49962 	 -0.49591 	0.49962 	 -0.49301 	0.49962 	 -0.49595 	0.49962 	 -0.49238 	0.49962 	 -0.48462 	0.49962 	 -0.48979 	0.49962 	 -0.49999 	0.49962 	 -0.50170 	0.49962 	 -0.49702 	 
0.50000 	 -0.50507 	0.50000 	 -0.50870 	0.50000 	 -0.50750 	0.50000 	 -0.50331 	0.50000 	 -0.50443 	0.50000 	 -0.50002 	0.50000 	 -0.49842 	0.50000 	 -0.50112 	0.50000 	 -0.49775 	0.50000 	 -0.48941 	0.50000 	 -0.49508 	0.50000 	 -0.50554 	0.50000 	 -0.50507 	0.50000 	 -0.50165 	 
