"Density" "Momentum:0" "Momentum:1" "Momentum:2" "StagnationEnergy" "Pressure" "Points:0" "Points:1" "Points:2" "Density" "Momentum:0" "Momentum:1" "Momentum:2" "StagnationEnergy" "Pressure" "Points:0" "Points:1" "Points:2"
-5.75931e-03 -2.55007e-04 -6.01089e-05 4.79366e-04 -1.40369e+00 -5.61466e-01 -4.10837e-01 7.22303e-02 -2.42000e-02 -5.75931e-03 -2.55007e-04 -6.01089e-05 4.79366e-04 -1.40369e+00 -5.61466e-01 -4.10837e-01 7.22303e-02 -2.42000e-02
-4.27113e-03 -1.85459e-04 -5.31925e-05 4.97972e-04 -1.43297e+00 -5.73173e-01 -4.10600e-01 7.22199e-02 -2.64000e-02 -4.27113e-03 -1.85459e-04 -5.31925e-05 4.97972e-04 -1.43297e+00 -5.73173e-01 -4.10600e-01 7.22199e-02 -2.64000e-02
-4.39497e-03 -1.81853e-04 -7.83143e-05 4.89004e-04 -1.43313e+00 -5.73241e-01 -4.10600e-01 7.22199e-02 -2.86000e-02 -4.39497e-03 -1.81853e-04 -7.83143e-05 4.89004e-04 -1.43313e+00 -5.73241e-01 -4.10600e-01 7.22199e-02 -2.86000e-02
-3.41872e-03 -1.35821e-04 -7.64920e-05 4.28891e-04 -1.42033e+00 -5.68121e-01 -4.10837e-01 7.22303e-02 -3.08000e-02 -3.41872e-03 -1.35821e-04 -7.64920e-05 4.28891e-04 -1.42033e+00 -5.68121e-01 -4.10837e-01 7.22303e-02 -3.08000e-02
1.43106e-03 7.56821e-05 -1.67437e-05 4.38621e-04 -1.38591e+00 -5.54392e-01 -4.11306e-01 7.22508e-02 -3.30000e-02 1.43106e-03 7.56821e-05 -1.67437e-05 4.38621e-04 -1.38591e+00 -5.54392e-01 -4.11306e-01 7.22508e-02 -3.30000e-02
7.15682e-03 3.32900e-04 4.03835e-05 5.68753e-04 -1.30404e+00 -5.21628e-01 -4.12001e-01 7.22812e-02 -3.52000e-02 7.15682e-03 3.32900e-04 4.03835e-05 5.68753e-04 -1.30404e+00 -5.21628e-01 -4.12001e-01 7.22812e-02 -3.52000e-02
8.32054e-03 4.03954e-04 9.08117e-06 7.52010e-04 -1.22297e+00 -4.89205e-01 -4.12910e-01 7.23210e-02 -3.74000e-02 8.32054e-03 4.03954e-04 9.08117e-06 7.52010e-04 -1.22297e+00 -4.89205e-01 -4.12910e-01 7.23210e-02 -3.74000e-02
3.97847e-03 2.41661e-04 -1.19119e-04 9.25386e-04 -1.21292e+00 -4.85215e-01 -4.14019e-01 7.23695e-02 -3.96000e-02 3.97847e-03 2.41661e-04 -1.19119e-04 9.25386e-04 -1.21292e+00 -4.85215e-01 -4.14019e-01 7.23695e-02 -3.96000e-02
-2.26707e-03 -4.09034e-06 -2.83550e-04 1.09576e-03 -1.26765e+00 -5.06949e-01 -4.15310e-01 7.24261e-02 -4.18000e-02 -2.26707e-03 -4.09034e-06 -2.83550e-04 1.09576e-03 -1.26765e+00 -5.06949e-01 -4.15310e-01 7.24261e-02 -4.18000e-02
-7.29379e-03 -2.00117e-04 -4.29611e-04 1.25139e-03 -1.34813e+00 -5.39203e-01 -4.16764e-01 7.24897e-02 -4.40000e-02 -7.29379e-03 -2.00117e-04 -4.29611e-04 1.25139e-03 -1.34813e+00 -5.39203e-01 -4.16764e-01 7.24897e-02 -4.40000e-02
-1.02956e-02 -3.16078e-04 -5.26567e-04 1.30903e-03 -1.43607e+00 -5.74388e-01 -4.18356e-01 7.25594e-02 -4.62000e-02 -1.02956e-02 -3.16078e-04 -5.26567e-04 1.30903e-03 -1.43607e+00 -5.74388e-01 -4.18356e-01 7.25594e-02 -4.62000e-02
-1.12181e-02 -3.55461e-04 -5.52126e-04 1.26366e-03 -1.51452e+00 -6.05774e-01 -4.20063e-01 7.26340e-02 -4.84000e-02 -1.12181e-02 -3.55461e-04 -5.52126e-04 1.26366e-03 -1.51452e+00 -6.05774e-01 -4.20063e-01 7.26340e-02 -4.84000e-02
-1.01284e-02 -3.15016e-04 -5.18727e-04 1.17071e-03 -1.55754e+00 -6.22983e-01 -4.21857e-01 7.27125e-02 -5.06000e-02 -1.01284e-02 -3.15016e-04 -5.18727e-04 1.17071e-03 -1.55754e+00 -6.22983e-01 -4.21857e-01 7.27125e-02 -5.06000e-02
-7.70698e-03 -2.20982e-04 -4.45471e-04 1.03401e-03 -1.55354e+00 -6.21382e-01 -4.23709e-01 7.27936e-02 -5.28000e-02 -7.70698e-03 -2.20982e-04 -4.45471e-04 1.03401e-03 -1.55354e+00 -6.21382e-01 -4.23709e-01 7.27936e-02 -5.28000e-02
-4.41611e-03 -9.16878e-05 -3.46017e-04 8.65507e-04 -1.49576e+00 -5.98266e-01 -4.25591e-01 7.28760e-02 -5.50000e-02 -4.41611e-03 -9.16878e-05 -3.46017e-04 8.65507e-04 -1.49576e+00 -5.98266e-01 -4.25591e-01 7.28760e-02 -5.50000e-02
-6.20607e-04 6.01158e-05 -2.37308e-04 7.15853e-04 -1.39570e+00 -5.58095e-01 -4.27472e-01 7.29583e-02 -5.72000e-02 -6.20607e-04 6.01158e-05 -2.37308e-04 7.15853e-04 -1.39570e+00 -5.58095e-01 -4.27472e-01 7.29583e-02 -5.72000e-02
2.64708e-03 1.91756e-04 -1.47414e-04 6.21004e-04 -1.28355e+00 -5.13452e-01 -4.29324e-01 7.30393e-02 -5.94000e-02 2.64708e-03 1.91756e-04 -1.47414e-04 6.21004e-04 -1.28355e+00 -5.13452e-01 -4.29324e-01 7.30393e-02 -5.94000e-02
4.37684e-03 2.59754e-04 -9.77096e-05 5.79299e-04 -1.18283e+00 -4.73150e-01 -4.31117e-01 7.31178e-02 -6.16000e-02 4.37684e-03 2.59754e-04 -9.77096e-05 5.79299e-04 -1.18283e+00 -4.73150e-01 -4.31117e-01 7.31178e-02 -6.16000e-02
4.50614e-03 2.57674e-04 -7.82553e-05 5.54534e-04 -1.10378e+00 -4.41528e-01 -4.32822e-01 7.31924e-02 -6.38000e-02 4.50614e-03 2.57674e-04 -7.82553e-05 5.54534e-04 -1.10378e+00 -4.41528e-01 -4.32822e-01 7.31924e-02 -6.38000e-02
3.83906e-03 2.18592e-04 -6.71407e-05 5.10666e-04 -1.04168e+00 -4.16690e-01 -4.34413e-01 7.32621e-02 -6.60000e-02 3.83906e-03 2.18592e-04 -6.71407e-05 5.10666e-04 -1.04168e+00 -4.16690e-01 -4.34413e-01 7.32621e-02 -6.60000e-02
3.08835e-03 1.73888e-04 -5.15499e-05 4.41975e-04 -9.93879e-01 -3.97566e-01 -4.35865e-01 7.33256e-02 -6.82000e-02 3.08835e-03 1.73888e-04 -5.15499e-05 4.41975e-04 -9.93879e-01 -3.97566e-01 -4.35865e-01 7.33256e-02 -6.82000e-02
2.59864e-03 1.40729e-04 -3.12886e-05 3.63209e-04 -9.59009e-01 -3.83615e-01 -4.37155e-01 7.33821e-02 -7.04000e-02 2.59864e-03 1.40729e-04 -3.12886e-05 3.63209e-04 -9.59009e-01 -3.83615e-01 -4.37155e-01 7.33821e-02 -7.04000e-02
2.39169e-03 1.21740e-04 -1.08552e-05 2.91361e-04 -9.33847e-01 -3.73547e-01 -4.38263e-01 7.34305e-02 -7.26000e-02 2.39169e-03 1.21740e-04 -1.08552e-05 2.91361e-04 -9.33847e-01 -3.73547e-01 -4.38263e-01 7.34305e-02 -7.26000e-02
2.30410e-03 1.10305e-04 5.66241e-06 2.34510e-04 -9.15376e-01 -3.66156e-01 -4.39170e-01 7.34703e-02 -7.48000e-02 2.30410e-03 1.10305e-04 5.66241e-06 2.34510e-04 -9.15376e-01 -3.66156e-01 -4.39170e-01 7.34703e-02 -7.48000e-02
2.23713e-03 1.01824e-04 1.76023e-05 1.91414e-04 -9.01855e-01 -3.60746e-01 -4.39864e-01 7.35006e-02 -7.70000e-02 2.23713e-03 1.01824e-04 1.76023e-05 1.91414e-04 -9.01855e-01 -3.60746e-01 -4.39864e-01 7.35006e-02 -7.70000e-02
2.18162e-03 9.54257e-05 2.61033e-05 1.58976e-04 -8.92460e-01 -3.56987e-01 -4.40332e-01 7.35211e-02 -7.92000e-02 2.18162e-03 9.54257e-05 2.61033e-05 1.58976e-04 -8.92460e-01 -3.56987e-01 -4.40332e-01 7.35211e-02 -7.92000e-02
2.13544e-03 9.05932e-05 3.22517e-05 1.34199e-04 -8.86692e-01 -3.54679e-01 -4.40568e-01 7.35315e-02 -8.14000e-02 2.13544e-03 9.05932e-05 3.22517e-05 1.34199e-04 -8.86692e-01 -3.54679e-01 -4.40568e-01 7.35315e-02 -8.14000e-02
2.06578e-03 8.56826e-05 3.62014e-05 1.14977e-04 -8.83878e-01 -3.53553e-01 -4.40568e-01 7.35315e-02 -8.36000e-02 2.06578e-03 8.56826e-05 3.62014e-05 1.14977e-04 -8.83878e-01 -3.53553e-01 -4.40568e-01 7.35315e-02 -8.36000e-02
1.95874e-03 7.98910e-05 3.82378e-05 1.00827e-04 -8.82535e-01 -3.53016e-01 -4.40332e-01 7.35211e-02 -8.58000e-02 1.95874e-03 7.98910e-05 3.82378e-05 1.00827e-04 -8.82535e-01 -3.53016e-01 -4.40332e-01 7.35211e-02 -8.58000e-02
1.83687e-03 7.39203e-05 3.92409e-05 9.17904e-05 -8.82056e-01 -3.52824e-01 -4.39864e-01 7.35006e-02 -8.80000e-02 1.83687e-03 7.39203e-05 3.92409e-05 9.17904e-05 -8.82056e-01 -3.52824e-01 -4.39864e-01 7.35006e-02 -8.80000e-02
1.71562e-03 6.80785e-05 4.02044e-05 8.65658e-05 -8.82472e-01 -3.52990e-01 -4.39170e-01 7.34703e-02 -9.02000e-02 1.71562e-03 6.80785e-05 4.02044e-05 8.65658e-05 -8.82472e-01 -3.52990e-01 -4.39170e-01 7.34703e-02 -9.02000e-02
1.55088e-03 6.06426e-05 3.98550e-05 8.09850e-05 -8.83770e-01 -3.53509e-01 -4.38263e-01 7.34305e-02 -9.24000e-02 1.55088e-03 6.06426e-05 3.98550e-05 8.09850e-05 -8.83770e-01 -3.53509e-01 -4.38263e-01 7.34305e-02 -9.24000e-02
1.27181e-03 4.89231e-05 3.58650e-05 6.95250e-05 -8.85583e-01 -3.54234e-01 -4.37155e-01 7.33821e-02 -9.46000e-02 1.27181e-03 4.89231e-05 3.58650e-05 6.95250e-05 -8.85583e-01 -3.54234e-01 -4.37155e-01 7.33821e-02 -9.46000e-02
8.92843e-04 3.42693e-05 2.61865e-05 4.69300e-05 -8.87825e-01 -3.55131e-01 -4.35865e-01 7.33256e-02 -9.68000e-02 8.92843e-04 3.42693e-05 2.61865e-05 4.69300e-05 -8.87825e-01 -3.55131e-01 -4.35865e-01 7.33256e-02 -9.68000e-02
6.38227e-04 2.62641e-05 1.47432e-05 1.55067e-05 -8.92778e-01 -3.57111e-01 -4.34413e-01 7.32621e-02 -9.90000e-02 6.38227e-04 2.62641e-05 1.47432e-05 1.55067e-05 -8.92778e-01 -3.57111e-01 -4.34413e-01 7.32621e-02 -9.90000e-02
5.78922e-04 2.62456e-05 7.60442e-06 -7.58835e-06 -9.02203e-01 -3.60882e-01 -4.32822e-01 7.31924e-02 -1.01200e-01 5.78922e-04 2.62456e-05 7.60442e-06 -7.58835e-06 -9.02203e-01 -3.60882e-01 -4.32822e-01 7.31924e-02 -1.01200e-01
5.26760e-04 2.36089e-05 7.97131e-06 -4.07226e-06 -9.11266e-01 -3.64507e-01 -4.31117e-01 7.31178e-02 -1.03400e-01 5.26760e-04 2.36089e-05 7.97131e-06 -4.07226e-06 -9.11266e-01 -3.64507e-01 -4.31117e-01 7.31178e-02 -1.03400e-01
3.30939e-04 1.23958e-05 1.14658e-05 1.75467e-05 -9.14035e-01 -3.65615e-01 -4.29324e-01 7.30393e-02 -1.05600e-01 3.30939e-04 1.23958e-05 1.14658e-05 1.75467e-05 -9.14035e-01 -3.65615e-01 -4.29324e-01 7.30393e-02 -1.05600e-01
1.28327e-04 1.34358e-06 1.34459e-05 3.59593e-05 -9.12323e-01 -3.64931e-01 -4.27472e-01 7.29583e-02 -1.07800e-01 1.28327e-04 1.34358e-06 1.34459e-05 3.59593e-05 -9.12323e-01 -3.64931e-01 -4.27472e-01 7.29583e-02 -1.07800e-01
4.73524e-05 -3.25347e-06 1.46853e-05 4.26654e-05 -9.10348e-01 -3.64148e-01 -4.25591e-01 7.28760e-02 -1.10000e-01 4.73524e-05 -3.25347e-06 1.46853e-05 4.26654e-05 -9.10348e-01 -3.64148e-01 -4.25591e-01 7.28760e-02 -1.10000e-01
1.01548e-04 -6.19474e-07 1.50320e-05 4.07792e-05 -9.09113e-01 -3.63649e-01 -4.23709e-01 7.27936e-02 -1.12200e-01 1.01548e-04 -6.19474e-07 1.50320e-05 4.07792e-05 -9.09113e-01 -3.63649e-01 -4.23709e-01 7.27936e-02 -1.12200e-01
3.20387e-04 1.03234e-05 1.54766e-05 3.22428e-05 -9.09103e-01 -3.63642e-01 -4.21857e-01 7.27125e-02 -1.14400e-01 3.20387e-04 1.03234e-05 1.54766e-05 3.22428e-05 -9.09103e-01 -3.63642e-01 -4.21857e-01 7.27125e-02 -1.14400e-01
6.96755e-04 2.85010e-05 1.75724e-05 1.97366e-05 -9.11800e-01 -3.64720e-01 -4.20063e-01 7.26340e-02 -1.16600e-01 6.96755e-04 2.85010e-05 1.75724e-05 1.97366e-05 -9.11800e-01 -3.64720e-01 -4.20063e-01 7.26340e-02 -1.16600e-01
1.06662e-03 4.55451e-05 2.11843e-05 1.02873e-05 -9.16663e-01 -3.66666e-01 -4.18356e-01 7.25594e-02 -1.18800e-01 1.06662e-03 4.55451e-05 2.11843e-05 1.02873e-05 -9.16663e-01 -3.66666e-01 -4.18356e-01 7.25594e-02 -1.18800e-01
1.27364e-03 5.42831e-05 2.45334e-05 1.08325e-05 -9.20216e-01 -3.68087e-01 -4.16764e-01 7.24897e-02 -1.21000e-01 1.27364e-03 5.42831e-05 2.45334e-05 1.08325e-05 -9.20216e-01 -3.68087e-01 -4.16764e-01 7.24897e-02 -1.21000e-01
1.30497e-03 5.45952e-05 2.66615e-05 2.03623e-05 -9.20232e-01 -3.68093e-01 -4.15310e-01 7.24261e-02 -1.23200e-01 1.30497e-03 5.45952e-05 2.66615e-05 2.03623e-05 -9.20232e-01 -3.68093e-01 -4.15310e-01 7.24261e-02 -1.23200e-01
1.20358e-03 4.91342e-05 2.67026e-05 3.42672e-05 -9.17683e-01 -3.67074e-01 -4.14019e-01 7.23695e-02 -1.25400e-01 1.20358e-03 4.91342e-05 2.67026e-05 3.42672e-05 -9.17683e-01 -3.67074e-01 -4.14019e-01 7.23695e-02 -1.25400e-01
1.01162e-03 4.05695e-05 2.34845e-05 4.22035e-05 -9.12935e-01 -3.65175e-01 -4.12910e-01 7.23210e-02 -1.27600e-01 1.01162e-03 4.05695e-05 2.34845e-05 4.22035e-05 -9.12935e-01 -3.65175e-01 -4.12910e-01 7.23210e-02 -1.27600e-01
9.37406e-04 3.84324e-05 1.88464e-05 3.04998e-05 -9.06594e-01 -3.62638e-01 -4.12001e-01 7.22812e-02 -1.29800e-01 9.37406e-04 3.84324e-05 1.88464e-05 3.04998e-05 -9.06594e-01 -3.62638e-01 -4.12001e-01 7.22812e-02 -1.29800e-01
1.17316e-03 4.97839e-05 1.84325e-05 8.44424e-07 -9.02186e-01 -3.60875e-01 -4.11306e-01 7.22508e-02 -1.32000e-01 1.17316e-03 4.97839e-05 1.84325e-05 8.44424e-07 -9.02186e-01 -3.60875e-01 -4.11306e-01 7.22508e-02 -1.32000e-01
1.50988e-03 6.43793e-05 2.22512e-05 -2.71283e-05 -9.01085e-01 -3.60435e-01 -4.10837e-01 7.22303e-02 -1.34200e-01 1.50988e-03 6.43793e-05 2.22512e-05 -2.71283e-05 -9.01085e-01 -3.60435e-01 -4.10837e-01 7.22303e-02 -1.34200e-01
1.53672e-03 6.50079e-05 2.36500e-05 -4.26303e-05 -9.00536e-01 -3.60215e-01 -4.10600e-01 7.22199e-02 -1.36400e-01 1.53672e-03 6.50079e-05 2.36500e-05 -4.26303e-05 -9.00536e-01 -3.60215e-01 -4.10600e-01 7.22199e-02 -1.36400e-01
1.14197e-03 4.75836e-05 1.94776e-05 -4.92512e-05 -8.99253e-01 -3.59702e-01 -4.10600e-01 7.22199e-02 -1.38600e-01 1.14197e-03 4.75836e-05 1.94776e-05 -4.92512e-05 -8.99253e-01 -3.59702e-01 -4.10600e-01 7.22199e-02 -1.38600e-01
5.59329e-04 2.24048e-05 1.20332e-05 -4.67047e-05 -8.97966e-01 -3.59187e-01 -4.10837e-01 7.22303e-02 -1.40800e-01 5.59329e-04 2.24048e-05 1.20332e-05 -4.67047e-05 -8.97966e-01 -3.59187e-01 -4.10837e-01 7.22303e-02 -1.40800e-01
1.55879e-04 5.17738e-06 6.22006e-06 -3.63741e-05 -8.96244e-01 -3.58499e-01 -4.11306e-01 7.22508e-02 -1.43000e-01 1.55879e-04 5.17738e-06 6.22006e-06 -3.63741e-05 -8.96244e-01 -3.58499e-01 -4.11306e-01 7.22508e-02 -1.43000e-01
1.65766e-04 5.60722e-06 6.44983e-06 -2.86427e-05 -8.94415e-01 -3.57767e-01 -4.12001e-01 7.22812e-02 -1.45200e-01 1.65766e-04 5.60722e-06 6.44983e-06 -2.86427e-05 -8.94415e-01 -3.57767e-01 -4.12001e-01 7.22812e-02 -1.45200e-01
4.41601e-04 1.76067e-05 1.05218e-05 -2.09250e-05 -8.95622e-01 -3.58249e-01 -4.12910e-01 7.23210e-02 -1.47400e-01 4.41601e-04 1.76067e-05 1.05218e-05 -2.09250e-05 -8.95622e-01 -3.58249e-01 -4.12910e-01 7.23210e-02 -1.47400e-01
6.62231e-04 2.87289e-05 1.02578e-05 2.05596e-06 -9.00093e-01 -3.60038e-01 -4.14019e-01 7.23695e-02 -1.49600e-01 6.62231e-04 2.87289e-05 1.02578e-05 2.05596e-06 -9.00093e-01 -3.60038e-01 -4.14019e-01 7.23695e-02 -1.49600e-01
6.91046e-04 3.22346e-05 5.43076e-06 2.50706e-05 -9.01075e-01 -3.60430e-01 -4.15310e-01 7.24261e-02 -1.51800e-01 6.91046e-04 3.22346e-05 5.43076e-06 2.50706e-05 -9.01075e-01 -3.60430e-01 -4.15310e-01 7.24261e-02 -1.51800e-01
5.85372e-04 2.71341e-05 5.57074e-06 1.40343e-05 -8.96096e-01 -3.58439e-01 -4.16764e-01 7.24897e-02 -1.54000e-01 5.85372e-04 2.71341e-05 5.57074e-06 1.40343e-05 -8.96096e-01 -3.58439e-01 -4.16764e-01 7.24897e-02 -1.54000e-01
4.88005e-04 2.00086e-05 1.18547e-05 -1.58216e-05 -8.91094e-01 -3.56438e-01 -4.18356e-01 7.25594e-02 -1.56200e-01 4.88005e-04 2.00086e-05 1.18547e-05 -1.58216e-05 -8.91094e-01 -3.56438e-01 -4.18356e-01 7.25594e-02 -1.56200e-01
4.57035e-04 1.80151e-05 1.32968e-05 -2.13939e-05 -8.86427e-01 -3.54571e-01 -4.20063e-01 7.26340e-02 -1.58400e-01 4.57035e-04 1.80151e-05 1.32968e-05 -2.13939e-05 -8.86427e-01 -3.54571e-01 -4.20063e-01 7.26340e-02 -1.58400e-01
3.48202e-04 1.43464e-05 8.69388e-06 -1.38848e-05 -8.76797e-01 -3.50719e-01 -4.21857e-01 7.27125e-02 -1.60600e-01 3.48202e-04 1.43464e-05 8.69388e-06 -1.38848e-05 -8.76797e-01 -3.50719e-01 -4.21857e-01 7.27125e-02 -1.60600e-01
5.72158e-05 -1.11080e-07 7.85216e-06 -2.81698e-05 -8.63175e-01 -3.45273e-01 -4.23709e-01 7.27936e-02 -1.62800e-01 5.72158e-05 -1.11080e-07 7.85216e-06 -2.81698e-05 -8.63175e-01 -3.45273e-01 -4.23709e-01 7.27936e-02 -1.62800e-01
-3.75509e-05 -6.78579e-06 1.26169e-05 -4.92436e-05 -8.53146e-01 -3.41244e-01 -4.25591e-01 7.28760e-02 -1.65000e-01 -3.75509e-05 -6.78579e-06 1.26169e-05 -4.92436e-05 -8.53146e-01 -3.41244e-01 -4.25591e-01 7.28760e-02 -1.65000e-01
