"Result"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"Density"	"StagnationEnergy"	"Pressure"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
nan	nan	nan	nan	nan	nan	nan	0	0.00000e+00	-4.30000e-01	0.00000e+00	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.00000e-03	-4.30000e-01	1.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.00000e-03	-4.30000e-01	2.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.00000e-03	-4.30000e-01	3.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.00000e-03	-4.30000e-01	4.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.00000e-03	-4.30000e-01	5.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	6.00000e-03	-4.30000e-01	6.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	7.00000e-03	-4.30000e-01	7.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	8.00000e-03	-4.30000e-01	8.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	9.00000e-03	-4.30000e-01	9.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.00000e-02	-4.30000e-01	1.00000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.10000e-02	-4.30000e-01	1.10000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.20000e-02	-4.30000e-01	1.20000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.30000e-02	-4.30000e-01	1.30000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.40000e-02	-4.30000e-01	1.40000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.50000e-02	-4.30000e-01	1.50000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.60000e-02	-4.30000e-01	1.60000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.70000e-02	-4.30000e-01	1.70000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.80000e-02	-4.30000e-01	1.80000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.90000e-02	-4.30000e-01	1.90000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.00000e-02	-4.30000e-01	2.00000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.10000e-02	-4.30000e-01	2.10000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.20000e-02	-4.30000e-01	2.20000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.30000e-02	-4.30000e-01	2.30000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.40000e-02	-4.30000e-01	2.40000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.50000e-02	-4.30000e-01	2.50000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.60000e-02	-4.30000e-01	2.60000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.70000e-02	-4.30000e-01	2.70000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.80000e-02	-4.30000e-01	2.80000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.90000e-02	-4.30000e-01	2.90000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.00000e-02	-4.30000e-01	3.00000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.10000e-02	-4.30000e-01	3.10000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.20000e-02	-4.30000e-01	3.20000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.30000e-02	-4.30000e-01	3.30000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.40000e-02	-4.30000e-01	3.40000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.50000e-02	-4.30000e-01	3.50000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.60000e-02	-4.30000e-01	3.60000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.70000e-02	-4.30000e-01	3.70000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.80000e-02	-4.30000e-01	3.80000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.90000e-02	-4.30000e-01	3.90000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.00000e-02	-4.30000e-01	4.00000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.10000e-02	-4.30000e-01	4.10000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.20000e-02	-4.30000e-01	4.20000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.30000e-02	-4.30000e-01	4.30000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.40000e-02	-4.30000e-01	4.40000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.50000e-02	-4.30000e-01	4.50000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.60000e-02	-4.30000e-01	4.60000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.70000e-02	-4.30000e-01	4.70000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.80000e-02	-4.30000e-01	4.80000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.90000e-02	-4.30000e-01	4.90000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.00000e-02	-4.30000e-01	5.00000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.10000e-02	-4.30000e-01	5.10000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.20000e-02	-4.30000e-01	5.20000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.30000e-02	-4.30000e-01	5.30000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.40000e-02	-4.30000e-01	5.40000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.50000e-02	-4.30000e-01	5.50000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.60000e-02	-4.30000e-01	5.60000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.70000e-02	-4.30000e-01	5.70000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.80000e-02	-4.30000e-01	5.80000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.90000e-02	-4.30000e-01	5.90000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	6.00000e-02	-4.30000e-01	6.00000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	6.10000e-02	-4.30000e-01	6.10000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	6.20000e-02	-4.30000e-01	6.20000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	6.30000e-02	-4.30000e-01	6.30000e-02	-8.25000e-02
-2.37667e+00	-2.45695e-03	-1.20108e-03	-1.13333e-05	7.33900e-01	5.24152e-01	2.09656e-01	1	6.40000e-02	-4.30000e-01	6.40000e-02	-8.25000e-02
-2.37653e+00	-2.06208e-02	-1.03491e-02	1.12066e-04	7.34629e-01	5.24163e-01	2.09519e-01	1	6.50000e-02	-4.30000e-01	6.50000e-02	-8.25000e-02
-2.37636e+00	-3.23248e-02	-1.66664e-02	2.29884e-04	7.35331e-01	5.24177e-01	2.09311e-01	1	6.60000e-02	-4.30000e-01	6.60000e-02	-8.25000e-02
-2.37614e+00	-3.87714e-02	-2.04199e-02	2.63256e-04	7.35979e-01	5.24195e-01	2.09156e-01	1	6.70000e-02	-4.30000e-01	6.70000e-02	-8.25000e-02
-2.37589e+00	-4.02263e-02	-2.13957e-02	3.39816e-04	7.36395e-01	5.24215e-01	2.09122e-01	1	6.80000e-02	-4.30000e-01	6.80000e-02	-8.25000e-02
-2.37566e+00	-3.47352e-02	-1.79801e-02	5.14755e-04	7.36418e-01	5.24233e-01	2.09274e-01	1	6.90000e-02	-4.30000e-01	6.90000e-02	-8.25000e-02
-2.37546e+00	-1.62634e-02	-5.84583e-03	7.01471e-04	7.36002e-01	5.24249e-01	2.09592e-01	1	7.00000e-02	-4.30000e-01	7.00000e-02	-8.25000e-02
-2.37509e+00	2.82877e-02	2.39479e-02	6.97956e-04	7.35586e-01	5.24279e-01	2.09231e-01	1	7.10000e-02	-4.30000e-01	7.10000e-02	-8.25000e-02
-2.37450e+00	1.20126e-01	8.57923e-02	4.03745e-04	7.37306e-01	5.24326e-01	2.03297e-01	1	7.20000e-02	-4.30000e-01	7.20000e-02	-8.25000e-02
-2.37219e+00	2.61295e-01	1.81230e-01	8.77115e-05	7.45620e-01	5.24511e-01	1.81546e-01	1	7.30000e-02	-4.30000e-01	7.30000e-02	-8.25000e-02
