x y z x+ y+ z+
  -0.50000    0.00000    0.10000   27.38113    3.69113   24.33882
  -0.49945    0.00295    0.10000   22.96548    3.04002   20.50361
  -0.49837    0.00575    0.10000   27.70844    3.59466   24.71693
  -0.49683    0.00832    0.10000   29.45752    3.75638   26.24958
  -0.49494    0.01065    0.10000   28.37656    3.56721   25.26480
  -0.49280    0.01276    0.10000   28.25553    3.51066   25.14258
  -0.49048    0.01466    0.10000   25.85480    3.18100   22.99800
  -0.48802    0.01638    0.10000   24.08999    2.93971   21.42331
  -0.48547    0.01795    0.10000   22.59410    2.75908   20.24598
  -0.48287    0.01936    0.10000   20.23480    2.50746   18.51276
  -0.48029    0.02063    0.10000   18.78273    2.36825   17.58735
  -0.47772    0.02179    0.10000   17.36673    2.21717   16.55439
  -0.47515    0.02285    0.10000   16.04745    2.06679   15.51324
  -0.47259    0.02383    0.10000   15.07894    1.95411   14.74136
  -0.47004    0.02474    0.10000   13.99423    1.82099   13.80513
  -0.46748    0.02559    0.10000   13.07660    1.70595   12.99466
  -0.46493    0.02639    0.10000   12.23227    1.59783   12.22795
  -0.46238    0.02715    0.10000   11.38117    1.48696   11.43171
  -0.45983    0.02786    0.10000   10.66318    1.39227   10.75160
  -0.45727    0.02853    0.10000    9.94492    1.29676   10.05766
  -0.45472    0.02916    0.10000    9.28418    1.20818    9.41120
  -0.45216    0.02977    0.10000    8.67889    1.12649    8.81261
  -0.44960    0.03034    0.10000    8.07338    1.04472    8.20729
  -0.44704    0.03089    0.10000    7.51858    0.96951    7.64849
  -0.44447    0.03141    0.10000    6.97489    0.89597    7.09717
  -0.44189    0.03191    0.10000    6.44371    0.82428    6.55584
  -0.43932    0.03238    0.10000    5.93674    0.75598    6.03716
  -0.43673    0.03283    0.10000    5.42441    0.68743    5.51173
  -0.43414    0.03326    0.10000    4.92359    0.62081    4.99737
  -0.43154    0.03367    0.10000    4.41679    0.55399    4.47689
  -0.42894    0.03407    0.10000    3.89706    0.48610    3.94375
  -0.42633    0.03445    0.10000    3.36052    0.41678    3.39453
  -0.42371    0.03481    0.10000    2.77769    0.34247    2.80004
  -0.42109    0.03515    0.10000    2.11628    0.25935    2.12851
  -0.41845    0.03548    0.10000    1.23695    0.15064    1.24108
  -0.41581    0.03579    0.10000    1.07548    0.13015    1.07627
  -0.41316    0.03609    0.10000    1.89402    0.22773    1.89018
  -0.41050    0.03638    0.10000    2.40794    0.28758    2.39606
  -0.40783    0.03665    0.10000    2.79181    0.33119    2.76954
  -0.40515    0.03691    0.10000    3.09762    0.36496    3.06314
  -0.40246    0.03715    0.10000    3.34923    0.39188    3.30102
  -0.39976    0.03739    0.10000    3.55945    0.41355    3.49624
  -0.39705    0.03761    0.10000    3.73759    0.43115    3.65826
  -0.39433    0.03782    0.10000    3.88927    0.44545    3.79293
  -0.39160    0.03802    0.10000    4.01901    0.45696    3.90487
  -0.38885    0.03821    0.10000    4.13010    0.46619    3.99753
  -0.38610    0.03839    0.10000    4.22497    0.47338    4.07347
  -0.38333    0.03856    0.10000    4.30587    0.47887    4.13501
  -0.38055    0.03871    0.10000    4.37459    0.48291    4.18406
  -0.37776    0.03886    0.10000    4.43240    0.48562    4.22199
  -0.37496    0.03899    0.10000    4.48080    0.48719    4.25033
  -0.37215    0.03912    0.10000    4.52077    0.48786    4.27017
  -0.36932    0.03924    0.10000    4.55337    0.48764    4.28262
  -0.36648    0.03934    0.10000    4.57933    0.48669    4.28843
  -0.36363    0.03944    0.10000    4.59927    0.48512    4.28835
  -0.36076    0.03953    0.10000    4.61388    0.48294    4.28308
  -0.35789    0.03961    0.10000    4.62373    0.48027    4.27319
  -0.35499    0.03968    0.10000    4.62936    0.47720    4.25931
  -0.35209    0.03974    0.10000    4.63119    0.47374    4.24186
  -0.34917    0.03979    0.10000    4.62971    0.46999    4.22133
  -0.34624    0.03983    0.10000    4.62521    0.46596    4.19810
  -0.34330    0.03987    0.10000    4.61808    0.46169    4.17254
  -0.34034    0.03989    0.10000    4.60852    0.45724    4.14485
  -0.33737    0.03991    0.10000    4.59688    0.45264    4.11543
  -0.33438    0.03992    0.10000    4.58334    0.44790    4.08444
  -0.33138    0.03992    0.10000    4.56816    0.44308    4.05218
  -0.32837    0.03991    0.10000    4.55157    0.43816    4.01889
