x y z x+ y+ z+
  -0.50000    0.00000    0.22000    3.94349    0.26531    3.17354
  -0.49995    0.00225    0.22000    9.08616    0.60099    7.31418
  -0.49979    0.00449    0.22000   12.70384    0.82623   10.22641
  -0.49952    0.00673    0.22000   15.49027    0.99081   12.46945
  -0.49915    0.00895    0.22000   17.70331    1.11424   14.25087
  -0.49867    0.01115    0.22000   19.65423    1.21740   15.82126
  -0.49809    0.01332    0.22000   21.27526    1.29751   17.12596
  -0.49741    0.01546    0.22000   22.66755    1.36164   18.24647
  -0.49663    0.01757    0.22000   23.30129    1.41422   19.22884
  -0.49580    0.01955    0.22000   22.69488    1.45255   20.02743
  -0.49497    0.02133    0.22000   21.70738    1.47898   20.65798
  -0.49414    0.02297    0.22000   20.99299    1.49742   21.17642
  -0.49330    0.02450    0.22000   20.47451    1.50992   21.60795
  -0.49245    0.02595    0.22000   20.10354    1.51748   21.96816
  -0.49158    0.02734    0.22000   19.85533    1.52166   22.27621
  -0.49070    0.02867    0.22000   19.69638    1.52220   22.52785
  -0.48980    0.02996    0.22000   19.62226    1.52051   22.74311
  -0.48888    0.03121    0.22000   19.61820    1.51683   22.92449
  -0.48794    0.03244    0.22000   19.67492    1.51117   23.07645
  -0.48697    0.03364    0.22000   19.78444    1.50404   23.20234
  -0.48598    0.03482    0.22000   19.93665    1.49540   23.30066
  -0.48496    0.03599    0.22000   20.13512    1.48585   23.38402
  -0.48390    0.03715    0.22000   20.36237    1.47502   23.43965
  -0.48282    0.03830    0.22000   20.62144    1.46335   23.47771
  -0.48170    0.03944    0.22000   20.91231    1.45100   23.50348
  -0.48054    0.04058    0.22000   21.21871    1.43755   23.50340
  -0.47935    0.04171    0.22000   21.55381    1.42382   23.49656
  -0.47811    0.04284    0.22000   21.89928    1.40925   23.46690
  -0.47684    0.04397    0.22000   22.26239    1.39431   23.42597
  -0.47552    0.04510    0.22000   22.63863    1.37896   23.37202
  -0.47415    0.04623    0.22000   23.02618    1.36325   23.30593
  -0.47274    0.04736    0.22000   23.42465    1.34732   23.23008
  -0.47128    0.04849    0.22000   23.82999    1.33111   23.14274
  -0.46978    0.04962    0.22000   24.23467    1.31472   23.03902
  -0.46822    0.05076    0.22000   24.64561    1.29789   22.92781
  -0.46661    0.05189    0.22000   25.06317    1.28133   22.81099
  -0.46495    0.05302    0.22000   25.47644    1.26463   22.68054
  -0.46323    0.05416    0.22000   25.89462    1.24790   22.54632
  -0.46146    0.05529    0.22000   26.30828    1.23112   22.40151
  -0.45964    0.05643    0.22000   26.71961    1.21460   22.24943
  -0.45775    0.05756    0.22000   27.12804    1.19808   22.09113
  -0.45581    0.05869    0.22000   27.53012    1.18167   21.92516
  -0.45381    0.05983    0.22000   27.92955    1.16537   21.75519
  -0.45175    0.06096    0.22000   28.32637    1.14944   21.58254
  -0.44963    0.06209    0.22000   28.71230    1.13345   21.40166
  -0.44745    0.06321    0.22000   29.09072    1.11773   21.21606
  -0.44520    0.06433    0.22000   29.46153    1.10230   21.02679
  -0.44289    0.06545    0.22000   29.82327    1.08701   20.83349
  -0.44052    0.06657    0.22000   30.17801    1.07205   20.63832
  -0.43809    0.06768    0.22000   30.52152    1.05739   20.43900
  -0.43559    0.06878    0.22000   30.85470    1.04292   20.23670
  -0.43303    0.06988    0.22000   31.17927    1.02878   20.03315
  -0.43040    0.07097    0.22000   31.48715    1.01480   19.82392
  -0.42770    0.07205    0.22000   31.78519    1.00108   19.61383
  -0.42494    0.07313    0.22000   32.07270    0.98766   19.40289
  -0.42211    0.07419    0.22000   32.35382    0.97465   19.19384
  -0.41921    0.07525    0.22000   32.61473    0.96170   18.97867
  -0.41625    0.07630    0.22000   32.86044    0.94897   18.76126
  -0.41322    0.07733    0.22000   33.09891    0.93656   18.54629
  -0.41013    0.07836    0.22000   33.32086    0.92435   18.32865
  -0.40696    0.07937    0.22000   33.52754    0.91239   18.10958
  -0.40373    0.08037    0.22000   33.72019    0.90060   17.88996
  -0.40043    0.08136    0.22000   33.89653    0.88893   17.66874
  -0.39707    0.08233    0.22000   34.05715    0.87749   17.44654
  -0.39363    0.08329    0.22000   34.20196    0.86619   17.22363
  -0.39013    0.08423    0.22000   34.33258    0.85506   17.00104
  -0.38656    0.08516    0.22000   34.44014    0.84394   16.77444
  -0.38293    0.08607    0.22000   34.53606    0.83311   16.54961
  -0.37922    0.08696    0.22000   34.60970    0.82224   16.32180
  -0.37545    0.08784    0.22000   34.67102    0.81156   16.09575
  -0.37162    0.08869    0.22000   34.71049    0.80091   15.86705
  -0.36772    0.08953    0.22000   34.73308    0.79019   15.63827
  -0.36375    0.09035    0.22000   34.73394    0.77963   15.40734
  -0.35971    0.09115    0.22000   34.71969    0.76911   15.17736
  -0.35561    0.09193    0.22000   34.68267    0.75864   14.94495
  -0.35145    0.09269    0.22000   34.62742    0.74809   14.71224
  -0.34722    0.09343    0.22000   34.55069    0.73751   14.47805
  -0.34293    0.09414    0.22000   34.45430    0.72696   14.24307
  -0.33858    0.09484    0.22000   34.33611    0.71632   14.00660
  -0.33416    0.09551    0.22000   34.19664    0.70566   13.76889
