x0	Cl	x1	Cd	
178.94207 	 0.65589 	178.94207 	 0.37725 	 
179.29500 	 0.63629 	179.29500 	 0.36991 	 
179.64792 	 0.62666 	179.64792 	 0.36123 	 
180.00085 	 0.63252 	180.00085 	 0.35529 	 
180.35378 	 0.66309 	180.35378 	 0.35793 	 
180.70670 	 0.70284 	180.70670 	 0.36973 	 
181.05963 	 0.77002 	181.05963 	 0.38805 	 
181.41256 	 0.82285 	181.41256 	 0.39826 	 
181.76548 	 0.85706 	181.76548 	 0.40858 	 
182.11841 	 0.87180 	182.11841 	 0.41159 	 
182.47134 	 0.90097 	182.47134 	 0.42724 	 
182.82426 	 0.89869 	182.82426 	 0.43404 	 
183.17719 	 0.86346 	183.17719 	 0.42694 	 
183.53012 	 0.80912 	183.53012 	 0.41691 	 
183.88304 	 0.73210 	183.88304 	 0.40344 	 
184.23597 	 0.66961 	184.23597 	 0.39849 	 
184.58890 	 0.63750 	184.58890 	 0.40213 	 
184.94182 	 0.60499 	184.94182 	 0.39598 	 
185.29475 	 0.59553 	185.29475 	 0.39175 	 
185.64768 	 0.58314 	185.64768 	 0.37803 	 
186.00060 	 0.57409 	186.00060 	 0.36203 	 
186.35353 	 0.56439 	186.35353 	 0.34043 	 
186.70646 	 0.60007 	186.70646 	 0.33995 	 
187.05938 	 0.62358 	187.05938 	 0.33115 	 
187.41231 	 0.64052 	187.41231 	 0.32119 	 
187.76524 	 0.70295 	187.76524 	 0.33666 	 
188.11816 	 0.78106 	188.11816 	 0.36272 	 
188.47109 	 0.85089 	188.47109 	 0.38934 	 
188.82402 	 0.88031 	188.82402 	 0.40110 	 
189.17694 	 0.89326 	189.17694 	 0.41147 	 
189.52987 	 0.89984 	189.52987 	 0.42493 	 
189.88280 	 0.87377 	189.88280 	 0.42853 	 
190.23572 	 0.82401 	190.23572 	 0.42337 	 
190.58865 	 0.77110 	190.58865 	 0.41523 	 
190.94158 	 0.74135 	190.94158 	 0.41697 	 
191.29450 	 0.67586 	191.29450 	 0.39045 	 
191.64743 	 0.63919 	191.64743 	 0.37252 	 
192.00036 	 0.65756 	192.00036 	 0.38075 	 
192.35328 	 0.64927 	192.35328 	 0.36792 	 
192.70621 	 0.65171 	192.70621 	 0.36133 	 
193.05914 	 0.66367 	193.05914 	 0.35819 	 
193.41206 	 0.69192 	193.41206 	 0.35740 	 
193.76499 	 0.73557 	193.76499 	 0.36521 	 
194.11792 	 0.80053 	194.11792 	 0.38334 	 
194.47084 	 0.85521 	194.47084 	 0.39839 	 
194.82377 	 0.88288 	194.82377 	 0.40857 	 
195.17670 	 0.88462 	195.17670 	 0.41226 	 
195.52963 	 0.85288 	195.52963 	 0.40670 	 
195.88255 	 0.80076 	195.88255 	 0.40172 	 
196.23548 	 0.74318 	196.23548 	 0.40072 	 
196.58841 	 0.71808 	196.58841 	 0.41192 	 
196.94133 	 0.70013 	196.94133 	 0.41683 	 
197.29426 	 0.70142 	197.29426 	 0.42007 	 
197.64719 	 0.68267 	197.64719 	 0.41012 	 
198.00011 	 0.66720 	198.00011 	 0.40216 	 
198.35304 	 0.64691 	198.35304 	 0.38050 	 
198.70597 	 0.68009 	198.70597 	 0.37700 	 
199.05889 	 0.72476 	199.05889 	 0.37739 	 
199.41182 	 0.70745 	199.41182 	 0.34606 	 
199.76475 	 0.75242 	199.76475 	 0.35075 	 
200.11767 	 0.79640 	200.11767 	 0.36459 	 
200.47060 	 0.84861 	200.47060 	 0.38377 	 
200.82353 	 0.90412 	200.82353 	 0.40775 	 
201.17645 	 0.93136 	201.17645 	 0.42161 	 
201.52938 	 0.92150 	201.52938 	 0.42340 	 
201.88231 	 0.88130 	201.88231 	 0.41957 	 
202.23523 	 0.82166 	202.23523 	 0.41244 	 
202.58816 	 0.75738 	202.58816 	 0.40066 	 
202.94109 	 0.72491 	202.94109 	 0.40120 	 
203.29401 	 0.70289 	203.29401 	 0.39720 	 
203.64694 	 0.71481 	203.64694 	 0.40266 	 
203.99987 	 0.71583 	203.99987 	 0.39585 	 
204.35279 	 0.72013 	204.35279 	 0.38873 	 
204.70572 	 0.72293 	204.70572 	 0.37857 	 
205.05865 	 0.74917 	205.05865 	 0.38304 	 
205.41157 	 0.76258 	205.41157 	 0.38083 	 
205.76450 	 0.81295 	205.76450 	 0.40129 	 
206.11743 	 0.85663 	206.11743 	 0.42153 	 
206.47035 	 0.89288 	206.47035 	 0.44097 	 
206.82328 	 0.89004 	206.82328 	 0.45239 	 
207.17621 	 0.85574 	207.17621 	 0.45790 	 
207.52913 	 0.83213 	207.52913 	 0.46673 	 
207.88206 	 0.78852 	207.88206 	 0.45920 	 
208.23499 	 0.75615 	208.23499 	 0.45135 	 
208.58791 	 0.72168 	208.58791 	 0.43821 	 
208.94084 	 0.69640 	208.94084 	 0.42358 	 
209.29377 	 0.68720 	209.29377 	 0.40965 	 
209.64669 	 0.63995 	209.64669 	 0.37151 	 
209.99962 	 0.65485 	209.99962 	 0.36456 	 
210.35255 	 0.67122 	210.35255 	 0.35486 	 
210.70547 	 0.67320 	210.70547 	 0.33001 	 
211.05840 	 0.73691 	211.05840 	 0.33468 	 
211.41133 	 0.83629 	211.41133 	 0.36639 	 
211.76425 	 0.88649 	211.76425 	 0.37544 	 
212.11718 	 0.94216 	212.11718 	 0.39389 	 
212.47011 	 0.96720 	212.47011 	 0.40904 	 
212.82303 	 0.98480 	212.82303 	 0.42697 	 
213.17596 	 0.96911 	213.17596 	 0.43375 	 
213.52889 	 0.92462 	213.52889 	 0.42873 	 
213.88181 	 0.86351 	213.88181 	 0.42127 	 
214.23474 	 0.80438 	214.23474 	 0.41740 	 
214.58767 	 0.75934 	214.58767 	 0.41447 	 
214.94059 	 0.72343 	214.94059 	 0.40573 	 
215.29352 	 0.69208 	215.29352 	 0.38967 	 
215.64645 	 0.69732 	215.64645 	 0.38669 	 
215.99937 	 0.69922 	215.99937 	 0.38050 	 
216.35230 	 0.70793 	216.35230 	 0.37689 	 
216.70523 	 0.70420 	216.70523 	 0.36565 	 
217.05815 	 0.73793 	217.05815 	 0.37130 	 
217.41108 	 0.78118 	217.41108 	 0.37950 	 
217.76401 	 0.84761 	217.76401 	 0.40537 	 
218.11693 	 0.91163 	218.11693 	 0.43929 	 
218.46986 	 0.93838 	218.46986 	 0.45980 	 
218.82279 	 0.93731 	218.82279 	 0.47537 	 
219.17571 	 0.89173 	219.17571 	 0.48148 	 
219.52864 	 0.85301 	219.52864 	 0.49281 	 
219.88157 	 0.83035 	219.88157 	 0.50240 	 
220.23449 	 0.79955 	220.23449 	 0.49758 	 
220.58742 	 0.76424 	220.58742 	 0.48289 	 
220.94035 	 0.73941 	220.94035 	 0.47145 	 
221.29327 	 0.71510 	221.29327 	 0.45679 	 
221.64620 	 0.67285 	221.64620 	 0.42557 	 
221.99913 	 0.64674 	221.99913 	 0.40066 	 
222.35205 	 0.64168 	222.35205 	 0.38121 	 
222.70498 	 0.64552 	222.70498 	 0.35967 	 
223.05791 	 0.69602 	223.05791 	 0.36325 	 
223.41083 	 0.70526 	223.41083 	 0.34318 	 
223.76376 	 0.71386 	223.76376 	 0.32660 	 
224.11669 	 0.70594 	224.11669 	 0.30696 	 
224.46961 	 0.78026 	224.46961 	 0.33759 	 
224.82254 	 0.88006 	224.82254 	 0.37853 	 
225.17547 	 0.94521 	225.17547 	 0.40141 	 
225.52840 	 0.96863 	225.52840 	 0.41322 	 
225.88132 	 0.95741 	225.88132 	 0.42193 	 
226.23425 	 0.92077 	226.23425 	 0.42771 	 
226.58718 	 0.85649 	226.58718 	 0.41711 	 
226.94010 	 0.79598 	226.94010 	 0.40387 	 
227.29303 	 0.76177 	227.29303 	 0.39591 	 
227.64596 	 0.76352 	227.64596 	 0.39905 	 
227.99888 	 0.77608 	227.99888 	 0.40129 	 
228.35181 	 0.80018 	228.35181 	 0.40366 	 
228.70474 	 0.81318 	228.70474 	 0.40201 	 
229.05766 	 0.83654 	229.05766 	 0.40259 	 
229.41059 	 0.87935 	229.41059 	 0.41613 	 
229.76352 	 0.92795 	229.76352 	 0.43619 	 
230.11644 	 0.97839 	230.11644 	 0.46009 	 
230.46937 	 0.97488 	230.46937 	 0.46544 	 
230.82230 	 0.91872 	230.82230 	 0.45550 	 
231.17522 	 0.85170 	231.17522 	 0.44849 	 
231.52815 	 0.81701 	231.52815 	 0.45606 	 
231.88108 	 0.79392 	231.88108 	 0.46246 	 
232.23400 	 0.78670 	232.23400 	 0.46977 	 
232.58693 	 0.80020 	232.58693 	 0.48255 	 
232.93986 	 0.75622 	232.93986 	 0.45943 	 
233.29278 	 0.74018 	233.29278 	 0.44541 	 
233.64571 	 0.71952 	233.64571 	 0.42145 	 
233.99864 	 0.70479 	233.99864 	 0.39111 	 
234.35156 	 0.69043 	234.35156 	 0.35857 	 
234.70449 	 0.71687 	234.70449 	 0.34817 	 
235.05742 	 0.75516 	235.05742 	 0.34539 	 
235.41034 	 0.81095 	235.41034 	 0.36062 	 
235.76327 	 0.86053 	235.76327 	 0.37136 	 
236.11620 	 0.90831 	236.11620 	 0.38741 	 
236.46912 	 0.94861 	236.46912 	 0.40628 	 
236.82205 	 0.98313 	236.82205 	 0.43074 	 
237.17498 	 0.98820 	237.17498 	 0.44803 	 
237.52790 	 0.94289 	237.52790 	 0.45127 	 
237.88083 	 0.87796 	237.88083 	 0.44985 	 
238.23376 	 0.82235 	238.23376 	 0.44765 	 
238.58668 	 0.79844 	238.58668 	 0.45043 	 
238.93961 	 0.74845 	238.93961 	 0.42649 	 
239.29254 	 0.73123 	239.29254 	 0.41578 	 
239.64546 	 0.71011 	239.64546 	 0.39655 	 
239.99839 	 0.70525 	239.99839 	 0.38285 	 
