   n        time         Cl         Cd
    5340     1.00355   0.0286423   0.0140768
    5360     1.00731   0.0288049   0.0141530
    5380     1.01108   0.0289675   0.0142291
    5400     1.01484   0.0291301   0.0143052
    5420     1.01860   0.0292928   0.0143814
    5440     1.02237   0.0294555   0.0144575
    5460     1.02613   0.0296183   0.0145336
    5480     1.02989   0.0297811   0.0146097
    5500     1.03366   0.0299439   0.0146858
    5520     1.03742   0.0301068   0.0147619
    5540     1.04118   0.0302697   0.0148380
    5560     1.04494   0.0304326   0.0149140
    5580     1.04871   0.0305955   0.0149901
    5600     1.05247   0.0307585   0.0150661
    5620     1.05623   0.0309215   0.0151421
    5640     1.06000   0.0310844   0.0152181
    5660     1.06376   0.0312474   0.0152941
    5680     1.06752   0.0314104   0.0153701
    5700     1.07129   0.0315734   0.0154460
    5720     1.07505   0.0317364   0.0155220
    5740     1.07881   0.0318994   0.0155979
    5760     1.08258   0.0320624   0.0156738
    5780     1.08634   0.0322253   0.0157496
    5800     1.09010   0.0323883   0.0158255
    5820     1.09387   0.0325513   0.0159013
    5840     1.09763   0.0327142   0.0159771
    5860     1.10139   0.0328771   0.0160529
    5880     1.10516   0.0330400   0.0161286
    5900     1.10892   0.0332029   0.0162043
    5920     1.11268   0.0333657   0.0162800
    5940     1.11645   0.0335286   0.0163557
    5960     1.12021   0.0336914   0.0164313
    5980     1.12397   0.0338541   0.0165069
    6000     1.12774   0.0340168   0.0165824
    6020     1.13150   0.0341795   0.0166580
    6040     1.13526   0.0343422   0.0167334
    6060     1.13902   0.0345048   0.0168089
    6080     1.14279   0.0346674   0.0168843
    6100     1.14655   0.0348299   0.0169597
    6120     1.15031   0.0349924   0.0170350
    6140     1.15408   0.0351548   0.0171103
    6160     1.15784   0.0353172   0.0171856
    6180     1.16160   0.0354795   0.0172609
    6200     1.16537   0.0356418   0.0173360
    6220     1.16913   0.0358040   0.0174112
    6240     1.17289   0.0359662   0.0174863
    6260     1.17666   0.0361283   0.0175614
    6280     1.18042   0.0362903   0.0176364
    6300     1.18418   0.0364523   0.0177115
    6320     1.18795   0.0366142   0.0177864
    6340     1.19171   0.0367761   0.0178613
    6360     1.19547   0.0369378   0.0179362
    6380     1.19924   0.0370996   0.0180110
    6400     1.20300   0.0372612   0.0180858
    6420     1.20676   0.0374228   0.0181606
    6440     1.21053   0.0375843   0.0182353
    6460     1.21429   0.0377457   0.0183099
    6480     1.21805   0.0379071   0.0183846
    6500     1.22181   0.0380684   0.0184591
    6520     1.22558   0.0382295   0.0185336
    6540     1.22934   0.0383907   0.0186081
    6560     1.23310   0.0385517   0.0186825
    6580     1.23687   0.0387126   0.0187569
    6600     1.24063   0.0388735   0.0188312
    6620     1.24439   0.0390343   0.0189055
    6640     1.24816   0.0391950   0.0189797
    6660     1.25192   0.0393556   0.0190539
    6680     1.25568   0.0395161   0.0191280
    6700     1.25945   0.0396766   0.0192021
    6720     1.26321   0.0398369   0.0192761
    6740     1.26697   0.0399971   0.0193500
    6760     1.27074   0.0401573   0.0194240
    6780     1.27450   0.0403174   0.0194978
    6800     1.27826   0.0404773   0.0195716
    6820     1.28203   0.0406372   0.0196454
    6840     1.28579   0.0407970   0.0197191
    6860     1.28955   0.0409567   0.0197928
    6880     1.29332   0.0411162   0.0198664
    6900     1.29708   0.0412757   0.0199399
    6920     1.30084   0.0414351   0.0200134
    6940     1.30461   0.0415944   0.0200869
    6960     1.30837   0.0417536   0.0201603
    6980     1.31213   0.0419126   0.0202336
    7000     1.31589   0.0420716   0.0203069
    7020     1.31966   0.0422305   0.0203801
    7040     1.32342   0.0423892   0.0204533
    7060     1.32718   0.0425479   0.0205264
    7080     1.33095   0.0427064   0.0205994
    7100     1.33471   0.0428649   0.0206724
    7120     1.33847   0.0430232   0.0207454
    7140     1.34224   0.0431814   0.0208183
    7160     1.34600   0.0433395   0.0208911
    7180     1.34976   0.0434975   0.0209638
    7200     1.35353   0.0436554   0.0210366
    7220     1.35729   0.0438132   0.0211092
    7240     1.36105   0.0439708   0.0211818
    7260     1.36482   0.0441284   0.0212543
    7280     1.36858   0.0442858   0.0213268
    7300     1.37234   0.0444431   0.0213992
    7320     1.37611   0.0446003   0.0214716
    7340     1.37987   0.0447574   0.0215439
    7360     1.38363   0.0449144   0.0216161
    7380     1.38740   0.0450712   0.0216883
    7400     1.39116   0.0452280   0.0217604
    7420     1.39492   0.0453846   0.0218324
    7440     1.39868   0.0455411   0.0219044
    7460     1.40245   0.0456976   0.0219764
    7480     1.40621   0.0458540   0.0220483
    7500     1.40997   0.0460102   0.0221202
    7520     1.41374   0.0461663   0.0221920
    7540     1.41750   0.0463223   0.0222637
    7560     1.42126   0.0464782   0.0223354
    7580     1.42503   0.0466339   0.0224070
    7600     1.42879   0.0467895   0.0224785
    7620     1.43255   0.0469450   0.0225500
    7640     1.43632   0.0471004   0.0226214
    7660     1.44008   0.0472556   0.0226928
    7680     1.44384   0.0474108   0.0227641
    7700     1.44761   0.0475658   0.0228353
    7720     1.45137   0.0477206   0.0229065
    7740     1.45513   0.0478754   0.0229776
    7760     1.45890   0.0480300   0.0230487
    7780     1.46266   0.0481846   0.0231197
    7800     1.46642   0.0483389   0.0231906
    7820     1.47019   0.0484932   0.0232615
    7840     1.47395   0.0486473   0.0233322
    7860     1.47771   0.0488012   0.0234029
    7880     1.48148   0.0489551   0.0234736
    7900     1.48524   0.0491088   0.0235442
    7920     1.48900   0.0492624   0.0236147
    7940     1.49276   0.0494159   0.0236852
    7960     1.49653   0.0495692   0.0237556
    7980     1.50029   0.0497224   0.0238259
    8000     1.50405   0.0498755   0.0238962
    8020     1.50782   0.0500283   0.0239664
    8040     1.51158   0.0501811   0.0240366
    8060     1.51534   0.0503338   0.0241067
    8080     1.51911   0.0504863   0.0241767
    8100     1.52287   0.0506387   0.0242466
    8120     1.52663   0.0507909   0.0243164
    8140     1.53040   0.0509431   0.0243863
    8160     1.53416   0.0510953   0.0244561
    8180     1.53792   0.0512473   0.0245258
    8200     1.54169   0.0513992   0.0245955
    8220     1.54545   0.0515510   0.0246651
    8240     1.54921   0.0517027   0.0247347
    8260     1.55298   0.0518542   0.0248042
    8280     1.55674   0.0520056   0.0248736
    8300     1.56050   0.0521569   0.0249430
    8320     1.56427   0.0523081   0.0250123
    8340     1.56803   0.0524592   0.0250816
    8360     1.57179   0.0526102   0.0251508
    8380     1.57555   0.0527609   0.0252199
    8400     1.57932   0.0529116   0.0252890
    8420     1.58308   0.0530621   0.0253580
    8440     1.58684   0.0532125   0.0254269
    8460     1.59061   0.0533627   0.0254957
    8480     1.59437   0.0535129   0.0255645
    8500     1.59813   0.0536629   0.0256333
    8520     1.60190   0.0538127   0.0257019
    8540     1.60566   0.0539625   0.0257705
    8560     1.60942   0.0541121   0.0258391
    8580     1.61319   0.0542616   0.0259075
    8600     1.61695   0.0544110   0.0259759
    8620     1.62071   0.0545603   0.0260443
    8640     1.62448   0.0547094   0.0261126
    8660     1.62824   0.0548584   0.0261808
    8680     1.63200   0.0550073   0.0262490
    8700     1.63577   0.0551562   0.0263171
    8720     1.63953   0.0553049   0.0263852
    8740     1.64329   0.0554535   0.0264532
    8760     1.64706   0.0556020   0.0265211
    8780     1.65082   0.0557504   0.0265890
    8800     1.65458   0.0558987   0.0266569
    8820     1.65835   0.0560468   0.0267246
    8840     1.66211   0.0561948   0.0267924
    8860     1.66587   0.0563427   0.0268600
    8880     1.66963   0.0564905   0.0269276
    8900     1.67340   0.0566382   0.0269952
    8920     1.67716   0.0567858   0.0270627
    8940     1.68092   0.0569332   0.0271301
    8960     1.68469   0.0570805   0.0271974
    8980     1.68845   0.0572277   0.0272647
    9000     1.69221   0.0573748   0.0273320
    9020     1.69598   0.0575217   0.0273991
    9040     1.69974   0.0576685   0.0274662
    9060     1.70350   0.0578153   0.0275333
    9080     1.70727   0.0579618   0.0276003
    9100     1.71103   0.0581083   0.0276672
    9120     1.71479   0.0582547   0.0277341
    9140     1.71856   0.0584009   0.0278009
    9160     1.72232   0.0585471   0.0278676
    9180     1.72608   0.0586930   0.0279343
    9200     1.72985   0.0588390   0.0280009
    9220     1.73361   0.0589848   0.0280675
    9240     1.73737   0.0591305   0.0281340
    9260     1.74114   0.0592761   0.0282005
    9280     1.74490   0.0594216   0.0282669
    9300     1.74866   0.0595670   0.0283332
    9320     1.75242   0.0597123   0.0283995
    9340     1.75619   0.0598575   0.0284658
    9360     1.75995   0.0600025   0.0285320
    9380     1.76371   0.0601475   0.0285981
    9400     1.76748   0.0602923   0.0286642
    9420     1.77124   0.0604371   0.0287302
    9440     1.77500   0.0605817   0.0287962
    9460     1.77877   0.0607263   0.0288621
    9480     1.78253   0.0608707   0.0289279
    9500     1.78629   0.0610150   0.0289937
    9520     1.79006   0.0611592   0.0290595
    9540     1.79382   0.0613033   0.0291251
    9560     1.79758   0.0614473   0.0291908
    9580     1.80135   0.0615912   0.0292563
    9600     1.80511   0.0617350   0.0293218
    9620     1.80887   0.0618787   0.0293873
    9640     1.81264   0.0620222   0.0294527
    9660     1.81640   0.0621657   0.0295180
    9680     1.82016   0.0623091   0.0295833
    9700     1.82393   0.0624524   0.0296485
    9720     1.82769   0.0625955   0.0297137
    9740     1.83145   0.0627386   0.0297788
    9760     1.83522   0.0628816   0.0298438
    9780     1.83898   0.0630244   0.0299088
    9800     1.84274   0.0631672   0.0299738
    9820     1.84650   0.0633098   0.0300387
    9840     1.85027   0.0634524   0.0301035
    9860     1.85403   0.0635949   0.0301683
    9880     1.85779   0.0637373   0.0302331
    9900     1.86156   0.0638796   0.0302978
    9920     1.86532   0.0640219   0.0303624
    9940     1.86908   0.0641640   0.0304270
    9960     1.87285   0.0643060   0.0304916
    9980     1.87661   0.0644480   0.0305561
   10000     1.88037   0.0645898   0.0306205
   10020     1.88414   0.0647315   0.0306849
   10040     1.88790   0.0648732   0.0307492
   10060     1.89166   0.0650148   0.0308135
   10080     1.89543   0.0651563   0.0308778
   10100     1.89919   0.0652977   0.0309420
   10120     1.90295   0.0654390   0.0310061
   10140     1.90672   0.0655802   0.0310702
   10160     1.91048   0.0657213   0.0311342
   10180     1.91424   0.0658623   0.0311982
   10200     1.91801   0.0660033   0.0312621
   10220     1.92177   0.0661441   0.0313260
   10240     1.92553   0.0662849   0.0313898
   10260     1.92929   0.0664256   0.0314536
   10280     1.93306   0.0665662   0.0315173
   10300     1.93682   0.0667067   0.0315810
   10320     1.94058   0.0668472   0.0316446
   10340     1.94435   0.0669875   0.0317082
