f	SCl	
2.581747e+00 	 4.892779e-07 	 
2.598732e+00 	 5.011790e-07 	 
2.615717e+00 	 1.822032e-07 	 
2.632702e+00 	 4.456022e-07 	 
2.649687e+00 	 6.889724e-07 	 
2.666672e+00 	 3.799574e-07 	 
2.683658e+00 	 1.398602e-07 	 
2.700643e+00 	 1.850557e-07 	 
2.717628e+00 	 2.208083e-07 	 
2.734613e+00 	 2.447296e-07 	 
2.751598e+00 	 1.410752e-07 	 
2.768584e+00 	 9.934882e-08 	 
2.785569e+00 	 3.184751e-07 	 
2.802554e+00 	 2.129620e-07 	 
2.819539e+00 	 1.240410e-07 	 
2.836524e+00 	 1.197999e-07 	 
2.853509e+00 	 1.922647e-07 	 
2.870495e+00 	 2.713848e-07 	 
2.887480e+00 	 2.382749e-07 	 
2.904465e+00 	 3.108761e-07 	 
