f	SCl	
2.581696e+00 	 5.035777e-08 	 
2.598681e+00 	 2.599075e-08 	 
2.615665e+00 	 2.991694e-08 	 
2.632650e+00 	 1.521627e-07 	 
2.649635e+00 	 1.876035e-07 	 
2.666620e+00 	 2.089239e-08 	 
2.683605e+00 	 7.130272e-08 	 
2.700590e+00 	 1.195175e-07 	 
2.717574e+00 	 1.283117e-07 	 
2.734559e+00 	 1.178329e-07 	 
2.751544e+00 	 7.083400e-08 	 
2.768529e+00 	 8.525223e-08 	 
2.785514e+00 	 2.646460e-07 	 
2.802499e+00 	 1.292229e-07 	 
2.819483e+00 	 1.236201e-07 	 
2.836468e+00 	 2.024883e-07 	 
2.853453e+00 	 7.140534e-08 	 
2.870438e+00 	 4.659853e-08 	 
2.887423e+00 	 1.092316e-07 	 
2.904408e+00 	 2.535357e-08 	 
