   n        time         Cl         Cd
       0     0.00000   0.0000431  -0.0001184
      20     0.00271   0.0000434  -0.0001182
      40     0.00672   0.0000450  -0.0001173
      60     0.01073   0.0000479  -0.0001156
      80     0.01475   0.0000522  -0.0001131
     100     0.01876   0.0000578  -0.0001098
     120     0.02277   0.0000648  -0.0001057
     140     0.02679   0.0000731  -0.0001009
     160     0.03080   0.0000828  -0.0000953
     180     0.03481   0.0000938  -0.0000889
     200     0.03882   0.0001061  -0.0000817
     220     0.04284   0.0001197  -0.0000738
     240     0.04685   0.0001346  -0.0000651
     260     0.05086   0.0001508  -0.0000557
     280     0.05488   0.0001684  -0.0000456
     300     0.05889   0.0001872  -0.0000347
     320     0.06290   0.0002073  -0.0000231
     340     0.06692   0.0002288  -0.0000108
     360     0.07093   0.0002514   0.0000022
     380     0.07494   0.0002754   0.0000160
     400     0.07895   0.0003007   0.0000304
     420     0.08297   0.0003272   0.0000456
     440     0.08698   0.0003550   0.0000614
     460     0.09099   0.0003840   0.0000779
     480     0.09501   0.0004143   0.0000951
     500     0.09902   0.0004458   0.0001130
     520     0.10303   0.0004786   0.0001315
     540     0.10704   0.0005126   0.0001507
     560     0.11106   0.0005478   0.0001706
     580     0.11507   0.0005843   0.0001911
     600     0.11908   0.0006219   0.0002122
     620     0.12310   0.0006608   0.0002341
     640     0.12711   0.0007009   0.0002565
     660     0.13112   0.0007422   0.0002796
     680     0.13513   0.0007847   0.0003033
     700     0.13915   0.0008284   0.0003276
     720     0.14316   0.0008732   0.0003525
     740     0.14717   0.0009193   0.0003781
     760     0.15119   0.0009665   0.0004043
     780     0.15520   0.0010149   0.0004310
     800     0.15921   0.0010644   0.0004584
     820     0.16323   0.0011151   0.0004864
     840     0.16724   0.0011670   0.0005150
     860     0.17125   0.0012200   0.0005441
     880     0.17526   0.0012742   0.0005738
     900     0.17928   0.0013294   0.0006041
     920     0.18329   0.0013858   0.0006350
     940     0.18730   0.0014434   0.0006665
     960     0.19132   0.0015020   0.0006985
     980     0.19533   0.0015618   0.0007311
    1000     0.19934   0.0016227   0.0007642
    1020     0.20335   0.0016846   0.0007979
    1040     0.20737   0.0017477   0.0008321
    1060     0.21138   0.0018118   0.0008669
    1080     0.21539   0.0018771   0.0009022
    1100     0.21941   0.0019434   0.0009380
    1120     0.22342   0.0020108   0.0009744
