f	SCl	
0.000000e+00 	 1.685504e-02 	 
1.698521e-02 	 5.352974e-02 	 
3.397043e-02 	 5.107282e-02 	 
5.095564e-02 	 3.555520e-02 	 
6.794086e-02 	 2.460719e-02 	 
8.492607e-02 	 1.099584e-02 	 
1.019113e-01 	 1.614058e-02 	 
1.188965e-01 	 2.002268e-02 	 
1.358817e-01 	 1.217602e-02 	 
1.528669e-01 	 8.636182e-03 	 
1.698521e-01 	 9.709468e-03 	 
1.868374e-01 	 2.497667e-02 	 
2.038226e-01 	 2.373998e-02 	 
2.208078e-01 	 6.044948e-03 	 
2.377930e-01 	 1.242559e-03 	 
2.547782e-01 	 3.402815e-04 	 
2.717634e-01 	 2.914575e-04 	 
2.887486e-01 	 1.288743e-04 	 
3.057339e-01 	 3.935885e-04 	 
3.227191e-01 	 1.851521e-04 	 
3.397043e-01 	 4.465901e-05 	 
3.566895e-01 	 1.571182e-04 	 
3.736747e-01 	 3.046752e-04 	 
3.906599e-01 	 1.454615e-04 	 
4.076451e-01 	 9.457040e-05 	 
4.246303e-01 	 1.374822e-04 	 
4.416156e-01 	 9.175439e-05 	 
4.586008e-01 	 1.696202e-04 	 
4.755860e-01 	 2.051392e-04 	 
4.925712e-01 	 3.826435e-05 	 
5.095564e-01 	 8.060640e-05 	 
5.265416e-01 	 1.683462e-04 	 
5.435268e-01 	 1.574405e-04 	 
5.605121e-01 	 4.223413e-05 	 
5.774973e-01 	 4.145594e-05 	 
5.944825e-01 	 8.353312e-05 	 
6.114677e-01 	 1.296076e-04 	 
6.284529e-01 	 8.154817e-05 	 
6.454381e-01 	 1.791599e-05 	 
6.624233e-01 	 2.792445e-05 	 
6.794086e-01 	 5.599466e-05 	 
6.963938e-01 	 6.439262e-05 	 
7.133790e-01 	 5.043065e-05 	 
7.303642e-01 	 3.553328e-05 	 
7.473494e-01 	 3.354539e-05 	 
7.643346e-01 	 1.222816e-05 	 
7.813198e-01 	 1.642445e-05 	 
7.983051e-01 	 9.211515e-06 	 
8.152903e-01 	 7.216405e-06 	 
8.322755e-01 	 1.847735e-05 	 
8.492607e-01 	 1.299776e-05 	 
8.662459e-01 	 1.776466e-05 	 
8.832311e-01 	 1.540381e-05 	 
9.002163e-01 	 6.751606e-06 	 
9.172016e-01 	 2.131235e-06 	 
9.341868e-01 	 8.731627e-07 	 
9.511720e-01 	 2.631035e-06 	 
9.681572e-01 	 2.812470e-06 	 
9.851424e-01 	 1.486045e-06 	 
1.002128e+00 	 4.898974e-07 	 
1.019113e+00 	 4.060512e-06 	 
1.036098e+00 	 8.100314e-06 	 
1.053083e+00 	 9.177918e-06 	 
1.070068e+00 	 7.520264e-06 	 
1.087054e+00 	 5.156662e-06 	 
1.104039e+00 	 6.771200e-06 	 
1.121024e+00 	 8.559996e-06 	 
1.138009e+00 	 8.541087e-06 	 
1.154995e+00 	 4.780263e-06 	 
1.171980e+00 	 1.599414e-06 	 
1.188965e+00 	 1.059679e-06 	 
1.205950e+00 	 1.057237e-06 	 
1.222935e+00 	 2.319701e-06 	 
1.239921e+00 	 2.512540e-06 	 
1.256906e+00 	 2.528122e-06 	 
1.273891e+00 	 2.621971e-06 	 
1.290876e+00 	 6.321665e-07 	 
1.307861e+00 	 3.235131e-06 	 
1.324847e+00 	 4.706437e-06 	 
1.341832e+00 	 1.310798e-06 	 
1.358817e+00 	 1.582152e-06 	 
1.375802e+00 	 1.254366e-06 	 
1.392788e+00 	 2.496252e-06 	 
1.409773e+00 	 4.731841e-06 	 
